Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Sankhya-Series B-Applied and Interdisciplinary Statistics,SANKHYA SERIES B APPLIED AND INTERDISCIPLINARY STATISTICS,4,,Q4
Santander Estudios de Patrimonio,SANTANDER ESTUDIOS DE PATRIMONIO,,,Q4
Sante Mentale au Quebec,SANTE MENTALE AU QUEBEC,4,,Q4
Sante Publique,SANTE PUBLIQUE,4,,Q4
Sao Paulo Journal of Mathematical Sciences,SAO PAULO JOURNAL OF MATHEMATICAL SCIENCES,4,,Q3
Sao Paulo Medical Journal,SAO PAULO MEDICAL JOURNAL,4,,Q2
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,3,,Q2
SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,4,,Q3
SARE-Southeast Asian Review of English,SARE SOUTHEAST ASIAN REVIEW OF ENGLISH,4,,
Sartre Studies International,SARTRE STUDIES INTERNATIONAL,3,,
Satellite Navigation,SATELLITE NAVIGATION,1,Yes,Q1
Saude e Sociedade,SAUDE E SOCIEDADE,4,,Q4
Saudi Dental Journal,SAUDI DENTAL JOURNAL,4,,Q2
Saudi Journal of Anaesthesia,SAUDI JOURNAL OF ANAESTHESIA,4,,Q3
Saudi Journal of Gastroenterology,SAUDI JOURNAL OF GASTROENTEROLOGY,4,,Q3
Saudi Journal of Kidney Diseases and Transplantation,SAUDI JOURNAL OF KIDNEY DISEASES AND TRANSPLANTATION,4,,Q4
Saudi Journal of Medicine & Medical Sciences,SAUDI JOURNAL OF MEDICINE AND MEDICAL SCIENCES,4,,Q2
Saudi Journal of Ophthalmology,SAUDI JOURNAL OF OPHTHALMOLOGY,4,,Q3
SAUDI MEDICAL JOURNAL,SAUDI MEDICAL JOURNAL,4,,Q2
SAUDI PHARMACEUTICAL JOURNAL,SAUDI PHARMACEUTICAL JOURNAL,3,,Q2
SBORNIK MATHEMATICS,SBORNIK MATHEMATICS,3,,Q2
Scalable Computing-Practice and Experience,SCALABLE COMPUTING PRACTICE AND EXPERIENCE,4,,
Scandia,SCANDIA,4,,Q2
Scandinavian Actuarial Journal,SCANDINAVIAN ACTUARIAL JOURNAL,3,,Q2
SCANDINAVIAN CARDIOVASCULAR JOURNAL,SCANDINAVIAN CARDIOVASCULAR JOURNAL,4,,Q4
SCANDINAVIAN ECONOMIC HISTORY REVIEW,SCANDINAVIAN ECONOMIC HISTORY REVIEW,4,,Q3
SCANDINAVIAN JOURNAL OF CARING SCIENCES,SCANDINAVIAN JOURNAL OF CARING SCIENCES,4,,Q2
Scandinavian Journal of Child and Adolescent Psychiatry and Psychology,SCANDINAVIAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY AND PSYCHOLOGY,4,,Q4
SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,SCANDINAVIAN JOURNAL OF CLINICAL AND LABORATORY INVESTIGATION,4,,Q3
Scandinavian Journal of Disability Research,SCANDINAVIAN JOURNAL OF DISABILITY RESEARCH,2,,Q3
SCANDINAVIAN JOURNAL OF ECONOMICS,SCANDINAVIAN JOURNAL OF ECONOMICS,3,,Q2
Scandinavian Journal of Educational Research,SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH,3,,Q2
Scandinavian Journal of Forensic Science,SCANDINAVIAN JOURNAL OF FORENSIC SCIENCE,3,,
SCANDINAVIAN JOURNAL OF FOREST RESEARCH,SCANDINAVIAN JOURNAL OF FOREST RESEARCH,3,,Q2
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,4,,Q3
SCANDINAVIAN JOURNAL OF HISTORY,SCANDINAVIAN JOURNAL OF HISTORY,2,,Q1
Scandinavian Journal of Hospitality and Tourism,SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM,3,,Q1
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,SCANDINAVIAN JOURNAL OF IMMUNOLOGY,4,,Q4
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,4,,Q4
Scandinavian Journal of Management,SCANDINAVIAN JOURNAL OF MANAGEMENT,4,,Q3
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,SCANDINAVIAN JOURNAL OF MEDICINE AND SCIENCE IN SPORTS,2,Yes,Q1
Scandinavian Journal of Occupational Therapy,SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY,3,,Q3
Scandinavian Journal of the Old Testament,SCANDINAVIAN JOURNAL OF OLD TESTAMENT,4,,
Scandinavian Journal of Pain,SCANDINAVIAN JOURNAL OF PAIN,4,,Q3
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,3,,Q2
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,3,,Q2
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,4,,Q2
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,4,,Q3
SCANDINAVIAN JOURNAL OF STATISTICS,SCANDINAVIAN JOURNAL OF STATISTICS,4,,Q3
Scandinavian Journal of Surgery,SCANDINAVIAN JOURNAL OF SURGERY,3,,Q2
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION AND EMERGENCY MEDICINE,2,,Q1
Scandinavian Journal of Urology,SCANDINAVIAN JOURNAL OF UROLOGY,4,,Q2
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT AND HEALTH,2,,Q1
SCANDINAVIAN POLITICAL STUDIES,SCANDINAVIAN POLITICAL STUDIES,2,,Q1
SCANDINAVIAN STUDIES,SCANDINAVIAN STUDIES,3,,
SCANDINAVICA,SCANDINAVICA,3,,
Scando-Slavica,SCANDO SLAVICA,3,,
Schizophrenia,SCHIZOPHRENIA,2,,Q1
SCHIZOPHRENIA BULLETIN,SCHIZOPHRENIA BULLETIN,1,Yes,Q1
Schizophrenia Bulletin Open,SCHIZOPHRENIA BULLETIN OPEN,,,Q3
Schizophrenia Research,SCHIZOPHRENIA RESEARCH,2,,Q1
Schizophrenia Research-Cognition,SCHIZOPHRENIA RESEARCH COGNITION,3,,Q1
SCHMERZ,SCHMERZ,4,,Q4
Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition,SCHOLE FILOSOFSKOE ANTIKOVEDENIE I KLASSICHESKAYA TRADITSIYA SCHOLE ANCIENT PHILOSOPHY AND CLASSICAL TRADITION,4,,
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,3,,Q1
School Leadership & Management,SCHOOL LEADERSHIP AND MANAGEMENT,2,,Q1
School Mental Health,SCHOOL MENTAL HEALTH,3,,Q1
School Psychology,SCHOOL PSYCHOLOGY,2,,Q3
SCHOOL PSYCHOLOGY INTERNATIONAL,SCHOOL PSYCHOLOGY INTERNATIONAL,4,,Q3
SCHOOL PSYCHOLOGY REVIEW,SCHOOL PSYCHOLOGY REVIEW,2,,Q1
School Science and Mathematics,SCHOOL SCIENCE AND MATHEMATICS,4,,Q3
Schools-Studies in Education,SCHOOLS STUDIES IN EDUCATION,4,,Q3
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,SCHWEIZER ARCHIV FUR TIERHEILKUNDE,4,,Q3
SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE,SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE,4,,
SCIENCE,SCIENCE,1,Yes,Q1
Science Activities-Projects and Curriculum Ideas in STEM Classrooms,SCIENCE ACTIVITIES PROJECTS AND CURRICULUM IDEAS IN STEM CLASSROOMS,4,,Q3
Science Advances,SCIENCE ADVANCES,1,Yes,Q1
Science & Education,SCIENCE AND EDUCATION,3,,Q1
SCIENCE AND ENGINEERING ETHICS,SCIENCE AND ENGINEERING ETHICS,3,,Q1
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,4,,Q3
Science & Global Security,SCIENCE AND GLOBAL SECURITY,4,,Q3
Science and Innovation,SCIENCE AND INNOVATION,4,,Q3
SCIENCE & JUSTICE,SCIENCE AND JUSTICE,4,,Q2
Science and Medicine in Football,SCIENCE AND MEDICINE IN FOOTBALL,2,,Q1
Science and Public Policy,SCIENCE AND PUBLIC POLICY,4,,Q2
SCIENCE & SOCIETY,SCIENCE AND SOCIETY,3,,Q2
SCIENCE & SPORTS,SCIENCE AND SPORTS,4,,Q4
Science & Technique,SCIENCE AND TECHNIQUE,4,,Q4
Science and Technology for the Built Environment,SCIENCE AND TECHNOLOGY FOR BUILT ENVIRONMENT,4,,Q3
Science and Technology for Energy Transition,SCIENCE AND TECHNOLOGY FOR ENERGY TRANSITION,4,,Q2
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,3,,Q1
Science and Technology of Advanced Materials-Methods,SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS METHODS,,,Q3
Science and Technology of Archaeological Research,SCIENCE AND TECHNOLOGY OF ARCHAEOLOGICAL RESEARCH,3,,
Science and Technology of Energetic Materials,SCIENCE AND TECHNOLOGY OF ENERGETIC MATERIALS,4,,Q4
Science and Technology of Nuclear Installations,SCIENCE AND TECHNOLOGY OF NUCLEAR INSTALLATIONS,4,,Q4
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,3,,Q1
Science and Technology Studies,SCIENCE AND TECHNOLOGY STUDIES,3,,Q2
SCIENCE AS CULTURE,SCIENCE AS CULTURE,2,,Q1
Science Bulletin,SCIENCE BULLETIN,1,Yes,Q1
Science China-Chemistry,SCIENCE CHINA CHEMISTRY,1,Yes,Q1
Science China-Earth Sciences,SCIENCE CHINA EARTH SCIENCES,1,Yes,Q1
Science China-Information Sciences,SCIENCE CHINA INFORMATION SCIENCES,1,Yes,Q1
Science China-Life Sciences,SCIENCE CHINA LIFE SCIENCES,1,Yes,Q1
Science China-Materials,SCIENCE CHINA MATERIALS,1,Yes,Q1
Science China-Mathematics,SCIENCE CHINA MATHEMATICS,1,Yes,Q1
Science China-Physics Mechanics & Astronomy,SCIENCE CHINA PHYSICS MECHANICS AND ASTRONOMY,1,Yes,Q1
Science China-Technological Sciences,SCIENCE CHINA TECHNOLOGICAL SCIENCES,1,Yes,Q1
SCIENCE COMMUNICATION,SCIENCE COMMUNICATION,1,Yes,Q1
Science Diliman,SCIENCE DILIMAN,4,,
Science Editing,SCIENCE EDITING,3,,Q3
SCIENCE EDUCATION,SCIENCE EDUCATION,2,,Q1
Science Fiction Film and Television,SCIENCE FICTION FILM AND TELEVISION,4,,
SCIENCE-FICTION STUDIES,SCIENCE FICTION STUDIES,4,,
Science Immunology,SCIENCE IMMUNOLOGY,1,Yes,Q1
SCIENCE IN CONTEXT,SCIENCE IN CONTEXT,,,Q2
SCIENCE OF COMPUTER PROGRAMMING,SCIENCE OF COMPUTER PROGRAMMING,4,,Q3
Science of Diabetes Self-Management and Care,SCIENCE OF DIABETES SELF MANAGEMENT AND CARE,4,,Q2
Science of Gymnastics Journal,SCIENCE OF GYMNASTICS JOURNAL,4,,Q4
Science of Nature,SCIENCE OF NATURE,3,,Q2
Science of Remote Sensing,SCIENCE OF REMOTE SENSING,2,,Q1
SCIENCE OF SINTERING,SCIENCE OF SINTERING,4,,Q3
Science of The Total Environment,SCIENCE OF TOTAL ENVIRONMENT,2,Yes,Q1
SCIENCE PROGRESS,SCIENCE PROGRESS,4,,Q2
Science Robotics,SCIENCE ROBOTICS,1,Yes,Q1
Science Signaling,SCIENCE SIGNALING,1,Yes,Q1
SCIENCE TECHNOLOGY & HUMAN VALUES,SCIENCE TECHNOLOGY AND HUMAN VALUES,3,,Q1
Science Technology and Society,SCIENCE TECHNOLOGY AND SOCIETY,4,,Q3
Science Translational Medicine,SCIENCE TRANSLATIONAL MEDICINE,1,Yes,Q1
SCIENCEASIA,SCIENCEASIA,4,,Q3
SCIENCES SOCIALES ET SANTE,SCIENCES SOCIALES ET SANTE,4,,Q3
SCIENTIA AGRICOLA,SCIENTIA AGRICOLA,3,,Q2
Scientia Agropecuaria,SCIENTIA AGROPECUARIA,4,,Q3
Scientia et Fides,SCIENTIA ET FIDES,2,,
Scientia Forestalis,SCIENTIA FORESTALIS,4,,Q4
SCIENTIA HORTICULTURAE,SCIENTIA HORTICULTURAE,2,,Q1
Scientia Iranica,SCIENTIA IRANICA,4,,Q2
SCIENTIA MARINA,SCIENTIA MARINA,4,,Q3
Scientia Medica,SCIENTIA MEDICA,4,,Q4
SCIENTIA PHARMACEUTICA,SCIENTIA PHARMACEUTICA,4,,Q3
Scientia Sinica-Physica Mechanica & Astronomica,SCIENTIA SINICA PHYSICA MECHANICA AND ASTRONOMICA,3,,Q4
Scientific African,SCIENTIFIC AFRICAN,3,,Q1
SCIENTIFIC AMERICAN,SCIENTIFIC AMERICAN,4,,
Scientific and Technical Information Processing,SCIENTIFIC AND TECHNICAL INFORMATION PROCESSING,4,,Q4
Scientific Annals of Computer Science,SCIENTIFIC ANNALS OF COMPUTER SCIENCE,4,,Q4
Scientific Annals of Economics and Business,SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,4,,Q3
Scientific Bulletin of Mukachevo State University-Series Economics,SCIENTIFIC BULLETIN OF MUKACHEVO STATE UNIVERSITY SERIES ECONOMICS,,,Q4
Scientific Chronicles,SCIENTIFIC CHRONICLES,4,,Q4
Scientific Data,SCIENTIFIC DATA,2,,Q1
Scientific Drilling,SCIENTIFIC DRILLING,4,,Q2
Scientific Journal of Silesian University of Technology-Series Transport,SCIENTIFIC JOURNAL OF SILESIAN UNIVERSITY OF TECHNOLOGY SERIES TRANSPORT,4,,Q4
Scientific Journals of the Maritime University of Szczecin-Zeszyty Naukowe Akademii Morskiej w Szczecinie,SCIENTIFIC JOURNALS OF MARITIME UNIVERSITY OF SZCZECIN ZESZYTY NAUKOWE AKADEMII MORSKIEJ W SZCZECINIE,4,,Q4
Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration,SCIENTIFIC PAPERS OF UNIVERSITY OF PARDUBICE SERIES D FACULTY OF ECONOMICS AND ADMINISTRATION,4,,Q3
Scientific Papers-Series A-Agronomy,SCIENTIFIC PAPERS SERIES A AGRONOMY,4,,Q4
Scientific Papers-Series B-Horticulture,SCIENTIFIC PAPERS SERIES B HORTICULTURE,4,,Q4
Scientific Papers-Series D-Animal Science,SCIENTIFIC PAPERS SERIES D ANIMAL SCIENCE,4,,Q4
Scientific Papers-Series E-Land Reclamation Earth Observation & Surveying Environmental Engineering,SCIENTIFIC PAPERS SERIES E LAND RECLAMATION EARTH OBSERVATION AND SURVEYING ENVIRONMENTAL ENGINEERING,4,,Q3
Scientific Papers-Series Management Economic Engineering in Agriculture and Rural Development,SCIENTIFIC PAPERS SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,4,,Q4
Scientific Reports,SCIENTIFIC REPORTS,3,,Q1
SCIENTIFIC STUDIES OF READING,SCIENTIFIC STUDIES OF READING,2,,Q1
Scientific Study and Research-Chemistry and Chemical Engineering Biotechnology Food Industry,SCIENTIFIC STUDY AND RESEARCH CHEMISTRY AND CHEMICAL ENGINEERING BIOTECHNOLOGY FOOD INDUSTRY,4,,Q4
Scientifica,SCIENTIFICA,3,,Q1
SCIENTOMETRICS,SCIENTOMETRICS,3,,Q1
Scienza & Politica-Per una Storia delle Dottrine,SCIENZA AND POLITICA PER UNA STORIA DELLE DOTTRINE,4,,Q4
SciPost Physics,SCIPOST PHYSICS,2,,Q1
SciPost Physics Core,SCIPOST PHYSICS CORE,2,,Q2
Scire-Representacion y Organizacion del Conocimiento,SCIRE REPRESENTACION Y ORGANIZACION DEL CONOCIMIENTO,4,,Q4
SCIRES-IT-SCIentific RESearch and Information Technology,SCIRES IT SCIENTIFIC RESEARCH AND INFORMATION TECHNOLOGY,2,,
SCM Studies in Communication and Media,SCM STUDIES IN COMMUNICATION AND MEDIA,4,,Q3
Scottish Affairs,SCOTTISH AFFAIRS,4,,Q4
Scottish Archaeological Journal,SCOTTISH ARCHAEOLOGICAL JOURNAL,4,,
SCOTTISH GEOGRAPHICAL JOURNAL,SCOTTISH GEOGRAPHICAL JOURNAL,4,,Q2
SCOTTISH HISTORICAL REVIEW,SCOTTISH HISTORICAL REVIEW,3,,Q1
SCOTTISH JOURNAL OF GEOLOGY,SCOTTISH JOURNAL OF GEOLOGY,4,,Q2
SCOTTISH JOURNAL OF POLITICAL ECONOMY,SCOTTISH JOURNAL OF POLITICAL ECONOMY,4,,Q3
SCOTTISH JOURNAL OF THEOLOGY,SCOTTISH JOURNAL OF THEOLOGY,3,,
Scottish Literary Review,SCOTTISH LITERARY REVIEW,3,,
SCOTTISH MEDICAL JOURNAL,SCOTTISH MEDICAL JOURNAL,4,,Q2
SCREEN,SCREEN,2,,
SCRIBLERIAN AND THE KIT-CATS,SCRIBLERIAN AND KIT CATS,,,
SCRIPTA MATERIALIA,SCRIPTA MATERIALIA,2,,Q1
Scripta Nova-Revista Electronica de Geografia y Ciencias Sociales,SCRIPTA NOVA REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,4,,Q4
Scripta-Revista Internacional de Literatura i Cultura Medieval i Moderna-International Journal of Medieval & Modern Literature & Culture,SCRIPTA REVISTA INTERNACIONAL DE LITERATURA I CULTURA MEDIEVAL I MODERNA INTERNATIONAL JOURNAL OF MEDIEVAL AND MODERN LITERATURE AND CULTURE,4,,
Scripta Theologica,SCRIPTA THEOLOGICA,2,,
Scriptura-International Journal of Bible Religion and Theology in Southern Africa,SCRIPTURA INTERNATIONAL JOURNAL OF BIBLE RELIGION AND THEOLOGY IN SOUTHERN AFRICA,4,,
Scrutiny2-Issues in English Studies in Southern Africa,SCRUTINY2 ISSUES IN ENGLISH STUDIES IN SOUTHERN AFRICA,4,,
Sculpture Journal,SCULPTURE JOURNAL,2,,
SCULPTURE MONUMENTS AND OPEN SPACE,SCULPTURE MONUMENTS AND OPEN SPACE,,,
SCULPTURE REVIEW,SCULPTURE REVIEW,4,,
SEA TECHNOLOGY,SEA TECHNOLOGY,4,,Q4
SEARCH-Journal of Media and Communication Research,SEARCH JOURNAL OF MEDIA AND COMMUNICATION RESEARCH,3,,Q3
SECOND LANGUAGE RESEARCH,SECOND LANGUAGE RESEARCH,2,Yes,Q2
Secular Studies,SECULAR STUDIES,4,,
Secularism & Nonreligion,SECULARISM AND NONRELIGION,1,Yes,Q3
SECURITIES REGULATION LAW JOURNAL,SECURITIES REGULATION LAW JOURNAL,4,,Q4
Security and Human Rights,SECURITY AND HUMAN RIGHTS,4,,
Security and Privacy,SECURITY AND PRIVACY,4,,Q3
SECURITY DIALOGUE,SECURITY DIALOGUE,1,Yes,Q1
Security Journal,SECURITY JOURNAL,4,,Q3
SECURITY STUDIES,SECURITY STUDIES,1,Yes,Q1
SEDERI-Yearbook of the Spanish and Portuguese Society for English Renaissance Studies,SEDERI YEARBOOK OF SPANISH AND PORTUGUESE SOCIETY FOR ENGLISH RENAISSANCE STUDIES,3,,
SEDIMENTARY GEOLOGY,SEDIMENTARY GEOLOGY,3,,Q1
SEDIMENTOLOGY,SEDIMENTOLOGY,2,,Q1
Seed Biology,SEED BIOLOGY,,,Q1
SEED SCIENCE AND TECHNOLOGY,SEED SCIENCE AND TECHNOLOGY,3,,Q1
SEED SCIENCE RESEARCH,SEED SCIENCE RESEARCH,3,,Q2
SEEFOR-South-East European Forestry,SEEFOR SOUTH EAST EUROPEAN FORESTRY,4,,Q4
SEFARAD,SEFARAD,4,,
Seismic Instruments,SEISMIC INSTRUMENTS,4,,
SEISMOLOGICAL RESEARCH LETTERS,SEISMOLOGICAL RESEARCH LETTERS,3,,Q1
Seizieme Siecle,SEIZIEME SIECLE,4,,
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,SEIZURE EUROPEAN JOURNAL OF EPILEPSY,3,,Q2
Selcuk Universitesi Edebiyat Fakultesi Dergisi-Selcuk University Journal of Faculty of Letters,SELCUK UNIVERSITESI EDEBIYAT FAKULTESI DERGISI SELCUK UNIVERSITY JOURNAL OF FACULTY OF LETTERS,4,,
Selcuk Universitesi Turkiyat Arastirmalari Dergisi-Selcuk University Journal of Studies in Turcology,SELCUK UNIVERSITESI TURKIYAT ARASTIRMALARI DERGISI SELCUK UNIVERSITY JOURNAL OF STUDIES IN TURCOLOGY,4,,
Selecta Mathematica-New Series,SELECTA MATHEMATICA NEW SERIES,2,Yes,Q1
Self and Identity,SELF AND IDENTITY,4,,Q3
Semantic Web,SEMANTIC WEB,3,,Q2
Semantics & Pragmatics,SEMANTICS AND PRAGMATICS,1,Yes,Q2
Semiconductor Physics Quantum Electronics & Optoelectronics,SEMICONDUCTOR PHYSICS QUANTUM ELECTRONICS AND OPTOELECTRONICS,4,,Q4
SEMICONDUCTOR SCIENCE AND TECHNOLOGY,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,4,,Q3
SEMICONDUCTORS,SEMICONDUCTORS,4,,Q4
SEMIGROUP FORUM,SEMIGROUP FORUM,3,,Q2
Semina-Ciencias Agrarias,SEMINA CIENCIAS AGRARIAS,4,,Q4
SEMINAR-A JOURNAL OF GERMANIC STUDIES,SEMINAR A JOURNAL OF GERMANIC STUDIES,4,,
SEMINARS IN ARTHRITIS AND RHEUMATISM,SEMINARS IN ARTHRITIS AND RHEUMATISM,2,Yes,Q1
SEMINARS IN CANCER BIOLOGY,SEMINARS IN CANCER BIOLOGY,2,Yes,Q1
Seminars in Cardiothoracic and Vascular Anesthesia,SEMINARS IN CARDIOTHORACIC AND VASCULAR ANESTHESIA,4,,Q3
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,SEMINARS IN CELL AND DEVELOPMENTAL BIOLOGY,2,Yes,Q1
Seminars in Colon and Rectal Surgery,SEMINARS IN COLON AND RECTAL SURGERY,4,,Q4
