Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
OCEAN DEVELOPMENT AND INTERNATIONAL LAW,OCEAN DEVELOPMENT AND INTERNATIONAL LAW,3,,Q1
OCEAN DYNAMICS,OCEAN DYNAMICS,3,,Q3
Ocean Engineering,OCEAN ENGINEERING,2,Yes,Q1
OCEAN MODELLING,OCEAN MODELLING,2,,Q1
Ocean Science,OCEAN SCIENCE,3,,Q1
Ocean Science Journal,OCEAN SCIENCE JOURNAL,4,,Q3
Ocean Systems Engineering-An International Journal,OCEAN SYSTEMS ENGINEERING AN INTERNATIONAL JOURNAL,4,,Q4
Ocean Yearbook,OCEAN YEARBOOK,4,,Q4
OCEANIA,OCEANIA,4,,Q3
OCEANIC LINGUISTICS,OCEANIC LINGUISTICS,3,,
OCEANOGRAPHY,OCEANOGRAPHY,4,,Q2
OCEANOLOGIA,OCEANOLOGIA,3,,Q2
OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES,4,,Q4
OCEANOLOGY,OCEANOLOGY,4,,Q4
Oceans-Switzerland,OCEANS SWITZERLAND,4,,Q3
Ochrona Przed Korozja,OCHRONA PRZED KOROZJA,4,,Q4
Ochsner Journal,OCHSNER JOURNAL,4,,Q2
OCL-Oilseeds and Fats Crops and Lipids,OCL OILSEEDS AND FATS CROPS AND LIPIDS,4,,Q2
Ocnos-Journal of Reading Research,OCNOS JOURNAL OF READING RESEARCH,4,,Q3
OCTOBER,OCTOBER,3,,
OCULAR IMMUNOLOGY AND INFLAMMATION,OCULAR IMMUNOLOGY AND INFLAMMATION,4,,Q2
Ocular Oncology and Pathology,OCULAR ONCOLOGY AND PATHOLOGY,4,,Q3
Ocular Surface,OCULAR SURFACE,1,Yes,Q1
ODONATOLOGICA,ODONATOLOGICA,4,,Q4
Odontoestomatologia,ODONTOESTOMATOLOGIA,4,,Q4
Odontology,ODONTOLOGY,4,,Q2
Odovtos International Journal of Dental Sciences,ODOVTOS INTERNATIONAL JOURNAL OF DENTAL SCIENCES,4,,Q4
OECOLOGIA,OECOLOGIA,3,,Q2
Oeconomia Copernicana,OECONOMIA COPERNICANA,1,Yes,Q1
Oeconomia-History Methodology Philosophy,OECONOMIA HISTORY METHODOLOGY PHILOSOPHY,4,,Q4
OENO One,OENO ONE,3,,Q2
OFIOLITI,OFIOLITI,4,,Q2
Ogigia-Revista Electronica de Estudios Hispanicos,OGIGIA REVISTA ELECTRONICA DE ESTUDIOS HISPANICOS,4,,
Oido Pensante,OIDO PENSANTE,2,,
OIKOS,OIKOS,2,,Q2
OIL SHALE,OIL SHALE,4,,Q2
OLBA,OLBA,4,,
Olho d Agua,OLHO D AGUA,4,,
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,OMEGA INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2,,Q1
OMEGA-JOURNAL OF DEATH AND DYING,OMEGA JOURNAL OF DEATH AND DYING,4,,Q3
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,OMICS A JOURNAL OF INTEGRATIVE BIOLOGY,4,,Q3
On the Horizon,ON HORIZON,4,,Q2
On the Waterfront,ON WATERFRONT,4,,
Onati Socio-Legal Series,ONATI SOCIO LEGAL SERIES,4,,Q3
ONCOGENE,ONCOGENE,1,Yes,Q1
Oncogenesis,ONCOGENESIS,2,,Q1
OncoImmunology,ONCOIMMUNOLOGY,2,,Q1
Oncologie,ONCOLOGIE,4,,Q3
ONCOLOGIST,ONCOLOGIST,2,,Q2
ONCOLOGY,ONCOLOGY,4,,Q4
Oncology and Therapy,ONCOLOGY AND THERAPY,4,,Q2
Oncology in Clinical Practice,ONCOLOGY IN CLINICAL PRACTICE,4,,Q4
Oncology Letters,ONCOLOGY LETTERS,4,,Q3
ONCOLOGY-NEW YORK,ONCOLOGY NEW YORK,4,,Q4
ONCOLOGY NURSING FORUM,ONCOLOGY NURSING FORUM,4,,Q3
ONCOLOGY REPORTS,ONCOLOGY REPORTS,3,,Q2
ONCOLOGY RESEARCH,ONCOLOGY RESEARCH,4,,Q2
Oncology Research and Treatment,ONCOLOGY RESEARCH AND TREATMENT,4,,Q4
Oncology Reviews,ONCOLOGY REVIEWS,4,,Q1
OncoTargets and Therapy,ONCOTARGETS AND THERAPY,4,,Q2
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,4,,Q2
One Earth,ONE EARTH,1,Yes,Q1
One Ecosystem,ONE ECOSYSTEM,4,,Q3
One Health,ONE HEALTH,2,,Q1
One Health Outlook,ONE HEALTH OUTLOOK,3,,Q1
Onkologie,ONKOLOGIE,4,,Q4
Onkologija,ONKOLOGIJA,4,,Q4
Onkourologiya,ONKOUROLOGIYA,4,,Q4
ONLINE INFORMATION REVIEW,ONLINE INFORMATION REVIEW,3,,Q1
Online Journal of Communication and Media Technologies,ONLINE JOURNAL OF COMMUNICATION AND MEDIA TECHNOLOGIES,4,,Q2
Online Journal of Public Health Informatics,ONLINE JOURNAL OF PUBLIC HEALTH INFORMATICS,,,Q4
Online Learning,ONLINE LEARNING,3,,Q1
Online Social Networks and Media,ONLINE SOCIAL NETWORKS AND MEDIA,,,Q1
Onomazein,ONOMAZEIN,4,,Q4
OPEC Energy Review,OPEC ENERGY REVIEW,4,,Q2
Open Access Emergency Medicine,OPEN ACCESS EMERGENCY MEDICINE,4,,Q2
Open Access Journal of Clinical Trials,OPEN ACCESS JOURNAL OF CLINICAL TRIALS,4,,Q4
Open Access Journal of Contraception,OPEN ACCESS JOURNAL OF CONTRACEPTION,3,,Q2
Open Access Journal of Sports Medicine,OPEN ACCESS JOURNAL OF SPORTS MEDICINE,4,,Q3
Open Access Rheumatology-Research and Reviews,OPEN ACCESS RHEUMATOLOGY RESEARCH AND REVIEWS,4,,Q3
Open Access Surgery,OPEN ACCESS SURGERY,4,,Q4
Open Agriculture,OPEN AGRICULTURE,4,,Q2
Open Archaeology,OPEN ARCHAEOLOGY,3,,
Open Astronomy,OPEN ASTRONOMY,4,,Q4
Open Biology,OPEN BIOLOGY,2,,Q2
Open Cardiovascular Medicine Journal,OPEN CARDIOVASCULAR MEDICINE JOURNAL,4,,Q4
Open Ceramics,OPEN CERAMICS,4,,Q1
Open Chemistry,OPEN CHEMISTRY,4,,Q3
Open Computer Science,OPEN COMPUTER SCIENCE,4,,Q3
Open Cultural Studies,OPEN CULTURAL STUDIES,4,,Q3
Open Dentistry Journal,OPEN DENTISTRY JOURNAL,4,,Q4
OPEN ECONOMIES REVIEW,OPEN ECONOMIES REVIEW,4,,Q3
Open Engineering,OPEN ENGINEERING,4,,Q2
Open Forum Infectious Diseases,OPEN FORUM INFECTIOUS DISEASES,4,,Q1
Open Geosciences,OPEN GEOSCIENCES,4,,Q3
Open Heart,OPEN HEART,3,,Q2
Open House International,OPEN HOUSE INTERNATIONAL,4,,
Open House International-Sustainable & Smart Architecture and Urban Studies,OPEN HOUSE INTERNATIONAL SUSTAINABLE AND SMART ARCHITECTURE AND URBAN STUDIES,,,Q3
Open Insight,OPEN INSIGHT,4,,
Open Learning,OPEN LEARNING,4,,Q1
Open Library of Humanities,OPEN LIBRARY OF HUMANITIES,2,,
Open Life Sciences,OPEN LIFE SCIENCES,4,,Q2
Open Linguistics,OPEN LINGUISTICS,2,,Q3
Open Mathematics,OPEN MATHEMATICS,4,,Q2
Open Medicine,OPEN MEDICINE,4,,Q2
Open Ophthalmology Journal,OPEN OPHTHALMOLOGY JOURNAL,4,,Q4
Open Philosophy,OPEN PHILOSOPHY,3,,
Open Physics,OPEN PHYSICS,4,,Q2
Open Praxis,OPEN PRAXIS,4,,Q2
OPEN SYSTEMS & INFORMATION DYNAMICS,OPEN SYSTEMS AND INFORMATION DYNAMICS,4,,Q2
Open Theology,OPEN THEOLOGY,3,,
Open Veterinary Journal,OPEN VETERINARY JOURNAL,4,,Q3
OPERA,OPERA,4,,
Opera-Colombia,OPERA COLOMBIA,4,,Q4
OPERA NEWS,OPERA NEWS,4,,
OPERA QUARTERLY,OPERA QUARTERLY,1,Yes,
Operational Research,OPERATIONAL RESEARCH,4,,Q2
Operations and Supply Chain Management-An International Journal,OPERATIONS AND SUPPLY CHAIN MANAGEMENT AN INTERNATIONAL JOURNAL,4,,Q3
Operations Management Research,OPERATIONS MANAGEMENT RESEARCH,4,,Q1
OPERATIONS RESEARCH,OPERATIONS RESEARCH,4,,Q2
Operations Research and Decisions,OPERATIONS RESEARCH AND DECISIONS,4,,Q4
Operations Research for Health Care,OPERATIONS RESEARCH FOR HEALTH CARE,4,,Q3
OPERATIONS RESEARCH LETTERS,OPERATIONS RESEARCH LETTERS,4,,Q4
Operations Research Perspectives,OPERATIONS RESEARCH PERSPECTIVES,4,,Q2
OPERATIVE DENTISTRY,OPERATIVE DENTISTRY,4,,Q2
Operative Neurosurgery,OPERATIVE NEUROSURGERY,4,,Q3
Operative Orthopadie und Traumatologie,OPERATIVE ORTHOPADIE UND TRAUMATOLOGIE,4,,Q3
Operative Techniques in Orthopaedics,OPERATIVE TECHNIQUES IN ORTHOPAEDICS,4,,Q4
OPERATIVE TECHNIQUES IN SPORTS MEDICINE,OPERATIVE TECHNIQUES IN SPORTS MEDICINE,4,,Q4
Operators and Matrices,OPERATORS AND MATRICES,4,,Q3
OPHTHALMIC AND PHYSIOLOGICAL OPTICS,OPHTHALMIC AND PHYSIOLOGICAL OPTICS,2,,Q2
OPHTHALMIC EPIDEMIOLOGY,OPHTHALMIC EPIDEMIOLOGY,4,,Q3
OPHTHALMIC GENETICS,OPHTHALMIC GENETICS,4,,Q4
OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,4,,Q3
OPHTHALMIC RESEARCH,OPHTHALMIC RESEARCH,4,,Q2
Ophthalmic Surgery Lasers & Imaging Retina,OPHTHALMIC SURGERY LASERS AND IMAGING RETINA,4,,Q3
OPHTHALMOLOGICA,OPHTHALMOLOGICA,4,,Q2
Ophthalmologie,OPHTHALMOLOGIE,4,,Q4
OPHTHALMOLOGY,OPHTHALMOLOGY,1,Yes,Q1
Ophthalmology and Therapy,OPHTHALMOLOGY AND THERAPY,3,,Q1
Ophthalmology Glaucoma,OPHTHALMOLOGY GLAUCOMA,3,,Q1
Ophthalmology Retina,OPHTHALMOLOGY RETINA,2,,Q1
Ophthalmology Science,OPHTHALMOLOGY SCIENCE,3,,Q1
Opir Materialiv i Teoria Sporud-Strength of Materials and Theory of Structures,OPIR MATERIALIV I TEORIA SPORUD STRENGTH OF MATERIALS AND THEORY OF STRUCTURES,4,,Q4
Opsearch,OPSEARCH,4,,Q3
Optica,OPTICA,1,Yes,Q1
OPTICA APPLICATA,OPTICA APPLICATA,4,,Q4
Optica Pura y Aplicada,OPTICA PURA Y APLICADA,4,,Q4
OPTICAL AND QUANTUM ELECTRONICS,OPTICAL AND QUANTUM ELECTRONICS,3,,Q1
OPTICAL ENGINEERING,OPTICAL ENGINEERING,4,,Q4
OPTICAL FIBER TECHNOLOGY,OPTICAL FIBER TECHNOLOGY,3,,Q2
OPTICAL MATERIALS,OPTICAL MATERIALS,3,,Q1
Optical Materials Express,OPTICAL MATERIALS EXPRESS,3,,Q2
OPTICAL MEMORY AND NEURAL NETWORKS,OPTICAL MEMORY AND NEURAL NETWORKS,4,,Q4
OPTICAL REVIEW,OPTICAL REVIEW,4,,Q4
Optical Switching and Networking,OPTICAL SWITCHING AND NETWORKING,4,,Q2
Optics,OPTICS,4,,Q3
OPTICS AND LASER TECHNOLOGY,OPTICS AND LASER TECHNOLOGY,2,Yes,Q1
OPTICS AND LASERS IN ENGINEERING,OPTICS AND LASERS IN ENGINEERING,2,,Q2
OPTICS AND SPECTROSCOPY,OPTICS AND SPECTROSCOPY,4,,Q4
OPTICS COMMUNICATIONS,OPTICS COMMUNICATIONS,3,,Q2
Optics Continuum,OPTICS CONTINUUM,4,,Q3
OPTICS EXPRESS,OPTICS EXPRESS,2,,Q2
OPTICS LETTERS,OPTICS LETTERS,2,,Q2
OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIMAL CONTROL APPLICATIONS AND METHODS,4,,Q2
OPTIMIZATION,OPTIMIZATION,3,,Q1
OPTIMIZATION AND ENGINEERING,OPTIMIZATION AND ENGINEERING,3,,Q2
Optimization Letters,OPTIMIZATION LETTERS,4,,Q2
OPTIMIZATION METHODS & SOFTWARE,OPTIMIZATION METHODS AND SOFTWARE,4,,Q2
Opto-Electronic Advances,OPTO ELECTRONIC ADVANCES,1,Yes,Q1
OPTO-ELECTRONICS REVIEW,OPTO ELECTRONICS REVIEW,4,,Q4
Optoelectronics and Advanced Materials-Rapid Communications,OPTOELECTRONICS AND ADVANCED MATERIALS RAPID COMMUNICATIONS,4,,Q4
Optoelectronics Instrumentation and Data Processing,OPTOELECTRONICS INSTRUMENTATION AND DATA PROCESSING,4,,Q4
Optoelectronics Letters,OPTOELECTRONICS LETTERS,4,,Q4
OPTOMETRY AND VISION SCIENCE,OPTOMETRY AND VISION SCIENCE,4,,Q3
Opus,OPUS,4,,
Opuscula-Annual of the Swedish Institutes at Athens and Rome,OPUSCULA ANNUAL OF SWEDISH INSTITUTES AT ATHENS AND ROME,2,,
Opuscula Mathematica,OPUSCULA MATHEMATICA,4,,Q1
OR SPECTRUM,OR SPECTRUM,4,,Q3
Oral,ORAL,,,Q3
Oral & Maxillofacial Pathology Journal,ORAL AND MAXILLOFACIAL PATHOLOGY JOURNAL,4,,Q4
Oral and Maxillofacial Surgery Clinics of North America,ORAL AND MAXILLOFACIAL SURGERY CLINICS OF NORTH AMERICA,4,,Q3
Oral and Maxillofacial Surgery-Heidelberg,ORAL AND MAXILLOFACIAL SURGERY HEIDELBERG,4,,Q3
ORAL DISEASES,ORAL DISEASES,3,,Q1
Oral Health & Preventive Dentistry,ORAL HEALTH AND PREVENTIVE DENTISTRY,4,,Q3
Oral History Review,ORAL HISTORY REVIEW,2,,Q1
ORAL ONCOLOGY,ORAL ONCOLOGY,2,,Q1
Oral Radiology,ORAL RADIOLOGY,4,,Q3
Oral Science International,ORAL SCIENCE INTERNATIONAL,4,,Q4
Oral Surgery Oral Medicine Oral Pathology Oral Radiology,ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY,4,,Q2
ORBIS LITTERARUM,ORBIS LITTERARUM,3,,
Orbis Tertius,ORBIS TERTIUS,4,,
Orbit-The International Journal on Orbital Disorders-Oculoplastic and Lacrimal Surgery,ORBIT INTERNATIONAL JOURNAL ON ORBITAL DISORDERS OCULOPLASTIC AND LACRIMAL SURGERY,4,,Q4
Orbital-The Electronic Journal of Chemistry,ORBITAL ELECTRONIC JOURNAL OF CHEMISTRY,4,,Q4
ORDER-A JOURNAL ON THE THEORY OF ORDERED SETS AND ITS APPLICATIONS,ORDER A JOURNAL ON THEORY OF ORDERED SETS AND ITS APPLICATIONS,3,,Q4
ORE GEOLOGY REVIEWS,ORE GEOLOGY REVIEWS,2,,Q1
OREGON HISTORICAL QUARTERLY,OREGON HISTORICAL QUARTERLY,4,,Q4
Organic Agriculture,ORGANIC AGRICULTURE,4,,Q2
ORGANIC & BIOMOLECULAR CHEMISTRY,ORGANIC AND BIOMOLECULAR CHEMISTRY,3,,Q2
Organic Chemistry Frontiers,ORGANIC CHEMISTRY FRONTIERS,2,,Q1
Organic Communications,ORGANIC COMMUNICATIONS,4,,Q3
ORGANIC ELECTRONICS,ORGANIC ELECTRONICS,4,,Q3
ORGANIC GEOCHEMISTRY,ORGANIC GEOCHEMISTRY,3,,Q2
ORGANIC LETTERS,ORGANIC LETTERS,1,Yes,Q1
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,4,,Q3
ORGANIC PROCESS RESEARCH & DEVELOPMENT,ORGANIC PROCESS RESEARCH AND DEVELOPMENT,3,,Q1
ORGANIC SYNTHESES,ORGANIC SYNTHESES,4,,Q4
Organics,ORGANICS,4,,Q3
Organisational and Social Dynamics,ORGANISATIONAL AND SOCIAL DYNAMICS,4,,Q4
Organised Sound,ORGANISED SOUND,3,,
ORGANISMS DIVERSITY & EVOLUTION,ORGANISMS DIVERSITY AND EVOLUTION,2,,Q1
Organizacija,ORGANIZACIJA,4,,Q3
ORGANIZATION,ORGANIZATION,3,,Q2
ORGANIZATION & ENVIRONMENT,ORGANIZATION AND ENVIRONMENT,3,,Q1
ORGANIZATION SCIENCE,ORGANIZATION SCIENCE,2,,Q1
ORGANIZATION STUDIES,ORGANIZATION STUDIES,1,Yes,Q1
Organization Technology and Management in Construction,ORGANIZATION TECHNOLOGY AND MANAGEMENT IN CONSTRUCTION,4,,Q3
Organization Theory,ORGANIZATION THEORY,,,Q1
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2,,Q1
ORGANIZATIONAL DYNAMICS,ORGANIZATIONAL DYNAMICS,4,,Q2
Organizational Psychology Review,ORGANIZATIONAL PSYCHOLOGY REVIEW,3,,Q1
ORGANIZATIONAL RESEARCH METHODS,ORGANIZATIONAL RESEARCH METHODS,1,Yes,Q1
Organizations and Markets in Emerging Economies,ORGANIZATIONS AND MARKETS IN EMERGING ECONOMIES,4,,Q3
Organizatsionnaya Psikologiya,ORGANIZATSIONNAYA PSIKOLOGIYA,4,,Q4
Organogenesis,ORGANOGENESIS,4,,Q2
ORGANOMETALLICS,ORGANOMETALLICS,3,,Q1
Organon F,ORGANON F,4,,
Oriens,ORIENS,2,,
ORIENTAL INSECTS,ORIENTAL INSECTS,4,,Q4
Oriental Journal of Chemistry,ORIENTAL JOURNAL OF CHEMISTRY,4,,Q4
Origini,ORIGINI,4,,
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,4,,Q3
ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,ORL JOURNAL FOR OTO RHINO LARYNGOLOGY HEAD AND NECK SURGERY,4,,Q3
Ornamental Horticulture-Revista Brasileira de Horticultura Ornamental,ORNAMENTAL HORTICULTURE REVISTA BRASILEIRA DE HORTICULTURA ORNAMENTAL,4,,Q3
Ornamental Plant Research,ORNAMENTAL PLANT RESEARCH,,,Q2
ORNIS FENNICA,ORNIS FENNICA,4,,Q2
ORNIS HUNGARICA,ORNIS HUNGARICA,4,,Q3
Ornithological Applications,ORNITHOLOGICAL APPLICATIONS,2,,Q1
ORNITHOLOGICAL SCIENCE,ORNITHOLOGICAL SCIENCE,4,,Q4
Ornithology,ORNITHOLOGY,3,,Q1
Ornithology Research,ORNITHOLOGY RESEARCH,4,,Q3
ORNITOLOGIA NEOTROPICAL,ORNITOLOGIA NEOTROPICAL,4,,Q4
Orphanet Journal of Rare Diseases,ORPHANET JOURNAL OF RARE DISEASES,2,,Q2
Orthodontics & Craniofacial Research,ORTHODONTICS AND CRANIOFACIAL RESEARCH,3,,Q3
Orthopadie,ORTHOPADIE,4,,Q4
Orthopaedic Journal of Sports Medicine,ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE,3,,Q2
Orthopaedic Nursing,ORTHOPAEDIC NURSING,4,,Q4
Orthopaedic Surgery,ORTHOPAEDIC SURGERY,4,,Q2
Orthopaedics & Traumatology-Surgery & Research,ORTHOPAEDICS AND TRAUMATOLOGY SURGERY AND RESEARCH,2,,Q2
ORTHOPEDIC CLINICS OF NORTH AMERICA,ORTHOPEDIC CLINICS OF NORTH AMERICA,4,,Q2
Orthopedic Research and Reviews,ORTHOPEDIC RESEARCH AND REVIEWS,4,,Q2
Orthopedic Reviews,ORTHOPEDIC REVIEWS,4,,Q2
ORTHOPEDICS,ORTHOPEDICS,4,,Q3
ORVOSI HETILAP,ORVOSI HETILAP,4,,Q3
ORYX,ORYX,3,,Q2
OSAKA JOURNAL OF MATHEMATICS,OSAKA JOURNAL OF MATHEMATICS,4,,Q4
OSGOODE HALL LAW JOURNAL,OSGOODE HALL LAW JOURNAL,3,,Q2
OSIRIS,OSIRIS,2,,Q2
Osmanli Arastirmalari-The Journal of Ottoman Studies,OSMANLI ARASTIRMALARI JOURNAL OF OTTOMAN STUDIES,4,,Q2
Osong Public Health and Research Perspectives,OSONG PUBLIC HEALTH AND RESEARCH PERSPECTIVES,4,,Q3
Osteoarthritis and Cartilage,OSTEOARTHRITIS AND CARTILAGE,1,Yes,Q1
Osteoarthritis and Cartilage Open,OSTEOARTHRITIS AND CARTILAGE OPEN,,,Q1
Osteologie,OSTEOLOGIE,4,,Q4
Osteoporosis and Sarcopenia,OSTEOPOROSIS AND SARCOPENIA,4,,Q1
OSTEOPOROSIS INTERNATIONAL,OSTEOPOROSIS INTERNATIONAL,2,,Q1
Osterreichische Zeitschrift fuer Soziologie,OSTERREICHISCHE ZEITSCHRIFT FUER SOZIOLOGIE,4,,Q4
OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE,OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE,4,,
Osterreichisches Religionspadagogisches Forum,OSTERREICHISCHES RELIGIONSPADAGOGISCHES FORUM,4,,
OSTEUROPA,OSTEUROPA,4,,Q4
OSTRICH,OSTRICH,4,,Q3
OTJR-Occupational Therapy Journal of Research,OTJR OCCUPATIONAL THERAPY JOURNAL OF RESEARCH,4,,Q2
OTO Open,OTO OPEN,3,,Q2
OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,4,,Q2
Otolaryngology Case Reports,OTOLARYNGOLOGY CASE REPORTS,4,,Q4
OTOLARYNGOLOGY-HEAD AND NECK SURGERY,OTOLARYNGOLOGY HEAD AND NECK SURGERY,3,,Q1
OTOLOGY & NEUROTOLOGY,OTOLOGY AND NEUROTOLOGY,3,,Q2
Otoritas-Jurnal Ilmu Pemerintahan,OTORITAS JURNAL ILMU PEMERINTAHAN,4,,Q4
OUD HOLLAND,OUD HOLLAND,2,,
OUTLOOK ON AGRICULTURE,OUTLOOK ON AGRICULTURE,2,,Q2
OVERLAND,OVERLAND,4,,
Ovidius University Annals of Chemistry,OVIDIUS UNIVERSITY ANNALS OF CHEMISTRY,4,,Q4
OXFORD ART JOURNAL,OXFORD ART JOURNAL,3,,
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,4,,Q2
Oxford Development Studies,OXFORD DEVELOPMENT STUDIES,3,,Q3
OXFORD ECONOMIC PAPERS-NEW SERIES,OXFORD ECONOMIC PAPERS NEW SERIES,4,,Q3
OXFORD GERMAN STUDIES,OXFORD GERMAN STUDIES,4,,
Oxford Journal of Archaeology,OXFORD JOURNAL OF ARCHAEOLOGY,2,,
Oxford Journal of Law and Religion,OXFORD JOURNAL OF LAW AND RELIGION,3,,Q2
Oxford Journal of Legal Studies,OXFORD JOURNAL OF LEGAL STUDIES,2,,Q2
OXFORD LITERARY REVIEW,OXFORD LITERARY REVIEW,4,,
Oxford Medical Case Reports,OXFORD MEDICAL CASE REPORTS,4,,Q3
Oxford Open Energy,OXFORD OPEN ENERGY,,,Q2
Oxford Open Materials Science,OXFORD OPEN MATERIALS SCIENCE,4,,Q2
OXFORD REVIEW OF ECONOMIC POLICY,OXFORD REVIEW OF ECONOMIC POLICY,3,,Q2
OXFORD REVIEW OF EDUCATION,OXFORD REVIEW OF EDUCATION,3,,Q1
OXIDATION OF METALS,OXIDATION OF METALS,,,Q3
OZONE-SCIENCE & ENGINEERING,OZONE SCIENCE AND ENGINEERING,4,,Q4
