Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Quality Assurance and Safety of Crops & Foods,QUALITY ASSURANCE AND SAFETY OF CROPS AND FOODS,3,,Q1
QUALITY ASSURANCE IN EDUCATION,QUALITY ASSURANCE IN EDUCATION,4,,Q2
Quality Engineering,QUALITY ENGINEERING,3,,Q1
Quality in Ageing and Older Adults,QUALITY IN AGEING AND OLDER ADULTS,4,,Q4
Quality in Higher Education,QUALITY IN HIGHER EDUCATION,4,,Q2
Quality Innovation Prosperity-Kvalita Inovacia Prosperita,QUALITY INNOVATION PROSPERITY KVALITA INOVACIA PROSPERITA,4,,Q4
Quality Management in Health Care,QUALITY MANAGEMENT IN HEALTH CARE,4,,Q4
Quality Management Journal,QUALITY MANAGEMENT JOURNAL,,,Q2
QUALITY OF LIFE RESEARCH,QUALITY OF LIFE RESEARCH,3,,Q2
Quality Technology and Quantitative Management,QUALITY TECHNOLOGY AND QUANTITATIVE MANAGEMENT,2,,Q1
Quantitative Biology,QUANTITATIVE BIOLOGY,4,,Q4
Quantitative Economics,QUANTITATIVE ECONOMICS,2,,Q2
QUANTITATIVE FINANCE,QUANTITATIVE FINANCE,4,,Q3
Quantitative Finance and Economics,QUANTITATIVE FINANCE AND ECONOMICS,2,,Q2
Quantitative Imaging in Medicine and Surgery,QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,3,,Q2
Quantitative InfraRed Thermography Journal,QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,2,,Q1
Quantitative Methods for Psychology,QUANTITATIVE METHODS FOR PSYCHOLOGY,4,,Q2
Quantitative Plant Biology,QUANTITATIVE PLANT BIOLOGY,,,Q2
Quantitative Science Studies,QUANTITATIVE SCIENCE STUDIES,3,,Q1
Quantum,QUANTUM,3,,Q1
Quantum Beam Science,QUANTUM BEAM SCIENCE,4,,Q3
QUANTUM INFORMATION & COMPUTATION,QUANTUM INFORMATION AND COMPUTATION,4,,Q4
Quantum Information Processing,QUANTUM INFORMATION PROCESSING,3,,Q1
Quantum Machine Intelligence,QUANTUM MACHINE INTELLIGENCE,3,,Q2
Quantum Reports,QUANTUM REPORTS,,,Q4
Quantum Science and Technology,QUANTUM SCIENCE AND TECHNOLOGY,2,Yes,Q1
Quantum Studies-Mathematics and Foundations,QUANTUM STUDIES MATHEMATICS AND FOUNDATIONS,4,,Q3
Quantum Topology,QUANTUM TOPOLOGY,3,,Q2
QUARTERLY JOURNAL OF ECONOMICS,QUARTERLY JOURNAL OF ECONOMICS,1,Yes,Q1
Quarterly Journal of Engineering Geology and Hydrogeology,QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,4,,Q3
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,4,,Q3
Quarterly Journal of Finance,QUARTERLY JOURNAL OF FINANCE,4,,Q4
QUARTERLY JOURNAL OF MATHEMATICS,QUARTERLY JOURNAL OF MATHEMATICS,4,,Q3
QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,4,,Q3
QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,4,,Q3
Quarterly Journal of Political Science,QUARTERLY JOURNAL OF POLITICAL SCIENCE,3,,Q2
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,QUARTERLY JOURNAL OF ROYAL METEOROLOGICAL SOCIETY,3,,Q2
QUARTERLY JOURNAL OF SPEECH,QUARTERLY JOURNAL OF SPEECH,1,Yes,Q2
QUARTERLY OF APPLIED MATHEMATICS,QUARTERLY OF APPLIED MATHEMATICS,4,,Q3
QUARTERLY REVIEW OF BIOLOGY,QUARTERLY REVIEW OF BIOLOGY,2,,Q1
QUARTERLY REVIEW OF ECONOMICS AND FINANCE,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,3,,Q1
QUARTERLY REVIEWS OF BIOPHYSICS,QUARTERLY REVIEWS OF BIOPHYSICS,2,,Q1
QUATERNAIRE,QUATERNAIRE,4,,Q4
Quaternary,QUATERNARY,3,,Q3
Quaternary Geochronology,QUATERNARY GEOCHRONOLOGY,3,,Q2
QUATERNARY INTERNATIONAL,QUATERNARY INTERNATIONAL,3,,Q3
QUATERNARY RESEARCH,QUATERNARY RESEARCH,3,,Q3
Quaternary Science Advances,QUATERNARY SCIENCE ADVANCES,3,,Q2
Quaternary Science Reviews,QUATERNARY SCIENCE REVIEWS,2,Yes,Q2
Queen Mary Journal of Intellectual Property,QUEEN MARY JOURNAL OF INTELLECTUAL PROPERTY,4,,Q3
QUEENS LAW JOURNAL,QUEENS LAW JOURNAL,4,,Q4
QUEENS QUARTERLY,QUEENS QUARTERLY,4,,
Queensland Review,QUEENSLAND REVIEW,4,,
QUEST,QUEST,4,,Q2
Quest-Issues in Contemporary Jewish History,QUEST ISSUES IN CONTEMPORARY JEWISH HISTORY,4,,Q3
Question,QUESTION,4,,Q4
Quetes Litteraires,QUETES LITTERAIRES,4,,
QUEUEING SYSTEMS,QUEUEING SYSTEMS,3,,Q4
QUIMICA NOVA,QUIMICA NOVA,4,,Q4
Quintana-Revista do Departamento de Historia da Arte,QUINTANA REVISTA DO DEPARTAMENTO DE HISTORIA DA ARTE,4,,
QUINTESSENCE INTERNATIONAL,QUINTESSENCE INTERNATIONAL,4,,Q3
Quiroga-Revista de Patrimonio Iberoamericano,QUIROGA REVISTA DE PATRIMONIO IBEROAMERICANO,4,,
Qwerty,QWERTY,4,,Q4
