Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
IEEE Open Journal of Intelligent Transportation Systems,IEEE OPEN JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS,2,,Q1
IEEE Open Journal of Nanotechnology,IEEE OPEN JOURNAL OF NANOTECHNOLOGY,4,,Q3
IEEE Open Journal of Power Electronics,IEEE OPEN JOURNAL OF POWER ELECTRONICS,3,,Q2
IEEE Open Journal of Signal Processing,IEEE OPEN JOURNAL OF SIGNAL PROCESSING,3,,Q2
IEEE Open Journal of the Solid-State Circuits Society,IEEE OPEN JOURNAL OF SOLID STATE CIRCUITS SOCIETY,,,Q2
"IEEE Open Journal of Ultrasonics, Ferroelectrics, and Frequency Control",IEEE OPEN JOURNAL OF ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,,,Q1
IEEE Open Journal of Vehicular Technology,IEEE OPEN JOURNAL OF VEHICULAR TECHNOLOGY,2,,Q1
IEEE PERVASIVE COMPUTING,IEEE PERVASIVE COMPUTING,4,,Q3
IEEE Photonics Journal,IEEE PHOTONICS JOURNAL,3,,Q3
IEEE PHOTONICS TECHNOLOGY LETTERS,IEEE PHOTONICS TECHNOLOGY LETTERS,3,,Q2
IEEE Power & Energy Magazine,IEEE POWER AND ENERGY MAGAZINE,3,,Q3
IEEE Power Electronics Magazine,IEEE POWER ELECTRONICS MAGAZINE,3,,Q3
IEEE Pulse,IEEE PULSE,4,,Q4
IEEE Reviews in Biomedical Engineering,IEEE REVIEWS IN BIOMEDICAL ENGINEERING,1,Yes,Q1
IEEE Revista Iberoamericana de Tecnologias del Aprendizaje-IEEE RITA,IEEE REVISTA IBEROAMERICANA DE TECNOLOGIAS DEL APRENDIZAJE IEEE RITA,4,,Q4
IEEE Robotics and Automation Letters,IEEE ROBOTICS AND AUTOMATION LETTERS,2,,Q1
IEEE ROBOTICS & AUTOMATION MAGAZINE,IEEE ROBOTICS AND AUTOMATION MAGAZINE,3,,Q1
IEEE SECURITY & PRIVACY,IEEE SECURITY AND PRIVACY,4,,Q2
IEEE SENSORS JOURNAL,IEEE SENSORS JOURNAL,3,,Q1
IEEE Sensors Letters,IEEE SENSORS LETTERS,4,,Q3
IEEE SIGNAL PROCESSING LETTERS,IEEE SIGNAL PROCESSING LETTERS,3,,Q2
IEEE SIGNAL PROCESSING MAGAZINE,IEEE SIGNAL PROCESSING MAGAZINE,2,,Q1
IEEE SOFTWARE,IEEE SOFTWARE,4,,Q2
IEEE Solid-State Circuits Letters,IEEE SOLID STATE CIRCUITS LETTERS,3,,Q3
IEEE SPECTRUM,IEEE SPECTRUM,4,,Q3
IEEE Systems Journal,IEEE SYSTEMS JOURNAL,3,,Q1
IEEE Systems Man and Cybernetics Magazine,IEEE SYSTEMS MAN AND CYBERNETICS MAGAZINE,4,,Q4
IEEE TECHNOLOGY AND SOCIETY MAGAZINE,IEEE TECHNOLOGY AND SOCIETY MAGAZINE,4,,Q3
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,2,,Q1
IEEE Transactions on Affective Computing,IEEE TRANSACTIONS ON AFFECTIVE COMPUTING,1,Yes,Q1
IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,1,Yes,Q1
IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY,3,,Q3
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2,Yes,Q1
IEEE Transactions on Automation Science and Engineering,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,2,,Q1
IEEE Transactions on Big Data,IEEE TRANSACTIONS ON BIG DATA,2,,Q1
IEEE Transactions on Biomedical Circuits and Systems,IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,2,,Q1
IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2,,Q2
"IEEE Transactions on Biometrics, Behavior, and Identity Science",IEEE TRANSACTIONS ON BIOMETRICS BEHAVIOR AND IDENTITY SCIENCE,,,Q2
IEEE TRANSACTIONS ON BROADCASTING,IEEE TRANSACTIONS ON BROADCASTING,2,,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,1,Yes,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I REGULAR PAPERS,2,Yes,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II EXPRESS BRIEFS,2,Yes,Q1
IEEE Transactions on Cloud Computing,IEEE TRANSACTIONS ON CLOUD COMPUTING,2,,Q1
IEEE Transactions on Cognitive and Developmental Systems,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,3,,Q1
IEEE Transactions on Cognitive Communications and Networking,IEEE TRANSACTIONS ON COGNITIVE COMMUNICATIONS AND NETWORKING,1,Yes,Q1
IEEE TRANSACTIONS ON COMMUNICATIONS,IEEE TRANSACTIONS ON COMMUNICATIONS,2,Yes,Q1
IEEE Transactions on Components Packaging and Manufacturing Technology,IEEE TRANSACTIONS ON COMPONENTS PACKAGING AND MANUFACTURING TECHNOLOGY,3,,Q2
IEEE Transactions on Computational Imaging,IEEE TRANSACTIONS ON COMPUTATIONAL IMAGING,2,,Q1
IEEE Transactions on Computational Social Systems,IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,3,,Q1
IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,IEEE TRANSACTIONS ON COMPUTER AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,3,,Q2
IEEE TRANSACTIONS ON COMPUTERS,IEEE TRANSACTIONS ON COMPUTERS,2,,Q2
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,2,,Q1
IEEE Transactions on Control of Network Systems,IEEE TRANSACTIONS ON CONTROL OF NETWORK SYSTEMS,3,,Q1
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,2,,Q2
IEEE Transactions on Cybernetics,IEEE TRANSACTIONS ON CYBERNETICS,1,Yes,Q1
IEEE Transactions on Dependable and Secure Computing,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,2,Yes,Q1
IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,IEEE TRANSACTIONS ON DEVICE AND MATERIALS RELIABILITY,3,,Q3
IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,2,,Q2
IEEE TRANSACTIONS ON EDUCATION,IEEE TRANSACTIONS ON EDUCATION,4,,Q2
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,3,,Q2
IEEE TRANSACTIONS ON ELECTRON DEVICES,IEEE TRANSACTIONS ON ELECTRON DEVICES,3,,Q2
IEEE Transactions on Emerging Topics in Computational Intelligence,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,2,,Q1
IEEE Transactions on Emerging Topics in Computing,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING,2,,Q1
IEEE TRANSACTIONS ON ENERGY CONVERSION,IEEE TRANSACTIONS ON ENERGY CONVERSION,2,,Q1
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,3,,Q1
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,1,Yes,Q1
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE TRANSACTIONS ON FUZZY SYSTEMS,1,Yes,Q1
IEEE Transactions on Games,IEEE TRANSACTIONS ON GAMES,3,,Q2
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,1,Yes,Q1
IEEE Transactions on Green Communications and Networking,IEEE TRANSACTIONS ON GREEN COMMUNICATIONS AND NETWORKING,2,,Q1
IEEE Transactions on Haptics,IEEE TRANSACTIONS ON HAPTICS,3,,Q2
IEEE Transactions on Human-Machine Systems,IEEE TRANSACTIONS ON HUMAN MACHINE SYSTEMS,2,,Q2
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE TRANSACTIONS ON IMAGE PROCESSING,1,Yes,Q1
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,1,Yes,Q1
IEEE Transactions on Industrial Informatics,IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS,1,Yes,Q1
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,2,,Q1
IEEE Transactions on Information Forensics and Security,IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,1,Yes,Q1
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE TRANSACTIONS ON INFORMATION THEORY,3,,Q1
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2,,Q1
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,2,Yes,Q1
IEEE Transactions on Intelligent Vehicles,IEEE TRANSACTIONS ON INTELLIGENT VEHICLES,1,Yes,Q1
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,1,Yes,Q1
IEEE Transactions on Learning Technologies,IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,3,,Q1
IEEE TRANSACTIONS ON MAGNETICS,IEEE TRANSACTIONS ON MAGNETICS,3,,Q3
IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE TRANSACTIONS ON MEDICAL IMAGING,1,Yes,Q1
IEEE Transactions on Medical Robotics and Bionics,IEEE TRANSACTIONS ON MEDICAL ROBOTICS AND BIONICS,3,,Q2
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,1,Yes,Q2
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE TRANSACTIONS ON MOBILE COMPUTING,1,Yes,Q1
IEEE Transactions on Molecular Biological and Multi-Scale Communications,IEEE TRANSACTIONS ON MOLECULAR BIOLOGICAL AND MULTI SCALE COMMUNICATIONS,3,,Q3
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE TRANSACTIONS ON MULTIMEDIA,1,Yes,Q1
IEEE TRANSACTIONS ON NANOBIOSCIENCE,IEEE TRANSACTIONS ON NANOBIOSCIENCE,3,,Q1
IEEE TRANSACTIONS ON NANOTECHNOLOGY,IEEE TRANSACTIONS ON NANOTECHNOLOGY,4,,Q2
IEEE Transactions on Network and Service Management,IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,2,,Q1
IEEE Transactions on Network Science and Engineering,IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,2,,Q1
IEEE Transactions on Neural Networks and Learning Systems,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,Yes,Q1
IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,2,,Q1
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,IEEE TRANSACTIONS ON NUCLEAR SCIENCE,2,,Q2
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,2,Yes,Q1
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,1,Yes,Q1
IEEE TRANSACTIONS ON PLASMA SCIENCE,IEEE TRANSACTIONS ON PLASMA SCIENCE,4,,Q3
IEEE TRANSACTIONS ON POWER DELIVERY,IEEE TRANSACTIONS ON POWER DELIVERY,2,,Q2
IEEE TRANSACTIONS ON POWER ELECTRONICS,IEEE TRANSACTIONS ON POWER ELECTRONICS,1,Yes,Q1
IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE TRANSACTIONS ON POWER SYSTEMS,1,Yes,Q1
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,2,,Q2
IEEE Transactions on Quantum Engineering,IEEE TRANSACTIONS ON QUANTUM ENGINEERING,,,Q1
IEEE Transactions on Radiation and Plasma Medical Sciences,IEEE TRANSACTIONS ON RADIATION AND PLASMA MEDICAL SCIENCES,2,,Q1
IEEE TRANSACTIONS ON RELIABILITY,IEEE TRANSACTIONS ON RELIABILITY,2,,Q1
IEEE Transactions on Robotics,IEEE TRANSACTIONS ON ROBOTICS,1,Yes,Q1
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,4,,Q3
IEEE Transactions on Services Computing,IEEE TRANSACTIONS ON SERVICES COMPUTING,2,Yes,Q1
