Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Palimpsest-A Journal on Women Gender and the Black International,PALIMPSEST A JOURNAL ON WOMEN GENDER AND BLACK INTERNATIONAL,4,,Q3
Palliative & Supportive Care,PALLIATIVE AND SUPPORTIVE CARE,4,,Q3
Palliative Care & Social Practice,PALLIATIVE CARE AND SOCIAL PRACTICE,3,,Q2
PALLIATIVE MEDICINE,PALLIATIVE MEDICINE,2,,Q1
Palliative Medicine in Practice,PALLIATIVE MEDICINE IN PRACTICE,,,Q4
Palliative Medicine Reports,PALLIATIVE MEDICINE REPORTS,4,,Q4
PALYNOLOGY,PALYNOLOGY,4,,Q3
PalZ,PALZ,3,,Q2
Pamatky Archeologicke,PAMATKY ARCHEOLOGICKE,4,,
Pamiec i Sprawiedliwosc,PAMIEC I SPRAWIEDLIWOSC,4,,
PAMIETNIK LITERACKI,PAMIETNIK LITERACKI,4,,
Pampa,PAMPA,4,,Q4
Pamukkale Universitesi Egitim Fakultesi Dergisi-Pamukkale University Journal of Education,PAMUKKALE UNIVERSITESI EGITIM FAKULTESI DERGISI PAMUKKALE UNIVERSITY JOURNAL OF EDUCATION,4,,Q4
Pamukkale University Journal of Engineering Sciences-Pamukkale Universitesi Muhendislik Bilimleri Dergisi,PAMUKKALE UNIVERSITY JOURNAL OF ENGINEERING SCIENCES PAMUKKALE UNIVERSITESI MUHENDISLIK BILIMLERI DERGISI,4,,Q3
Pan African Medical Journal,PAN AFRICAN MEDICAL JOURNAL,4,,Q4
PAN-PACIFIC ENTOMOLOGIST,PAN PACIFIC ENTOMOLOGIST,4,,Q4
Panacea-Boletin de Medicina y Traduccion,PANACEA BOLETIN DE MEDICINA Y TRADUCCION,4,,Q4
PANCREAS,PANCREAS,4,,Q3
Pancreatology,PANCREATOLOGY,2,,Q2
PANMINERVA MEDICA,PANMINERVA MEDICA,4,,
Panoeconomicus,PANOECONOMICUS,4,,Q3
Panorama,PANORAMA,4,,Q3
Panta Rei-Digital Journal of History and Didactics of History,PANTA REI DIGITAL JOURNAL OF HISTORY AND DIDACTICS OF HISTORY,4,,Q2
Papeles de Europa,PAPELES DE EUROPA,4,,Q3
Papeles de Identidad-Contar la Investigacion de Frontera,PAPELES DE IDENTIDAD CONTAR LA INVESTIGACION DE FRONTERA,,,
Papeles de Poblacion,PAPELES DE POBLACION,4,,Q4
Papeles de Trabajo,PAPELES DE TRABAJO,4,,Q4
Papeles del CEIC-International Journal on Collective Identity Research,PAPELES DEL CEIC INTERNATIONAL JOURNAL ON COLLECTIVE IDENTITY RESEARCH,4,,Q4
Papeles del Psicologo,PAPELES DEL PSICOLOGO,4,,Q3
Papers from the Institute of Archaeology,PAPERS FROM INSTITUTE OF ARCHAEOLOGY,3,,
Papers in Palaeontology,PAPERS IN PALAEONTOLOGY,2,,Q1
Papers in Physics,PAPERS IN PHYSICS,4,,Q3
PAPERS IN REGIONAL SCIENCE,PAPERS IN REGIONAL SCIENCE,3,,Q1
PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA,PAPERS OF BIBLIOGRAPHICAL SOCIETY OF AMERICA,3,,
Papers of the British School at Rome,PAPERS OF BRITISH SCHOOL AT ROME,3,,
Papers on Social Representations,PAPERS ON SOCIAL REPRESENTATIONS,4,,Q4
Papers-Revista de Sociologia,PAPERS REVISTA DE SOCIOLOGIA,4,,Q3
PARABOLA,PARABOLA,4,,
PARAGRAPH,PARAGRAPH,3,,
Parallax,PARALLAX,4,,Q4
PARALLEL COMPUTING,PARALLEL COMPUTING,3,,Q2
Parallel Processing Letters,PARALLEL PROCESSING LETTERS,4,,Q4
Parasite,PARASITE,3,,Q2
Parasite Epidemiology and Control,PARASITE EPIDEMIOLOGY AND CONTROL,3,,Q2
PARASITE IMMUNOLOGY,PARASITE IMMUNOLOGY,4,,Q2
Parasites & Vectors,PARASITES AND VECTORS,2,,Q1
Parasites Hosts and Diseases,PARASITES HOSTS AND DISEASES,4,,Q4
Parasitologia,PARASITOLOGIA,,,Q3
Parasitologists United Journal,PARASITOLOGISTS UNITED JOURNAL,4,,Q4
PARASITOLOGY,PARASITOLOGY,3,,Q2
PARASITOLOGY INTERNATIONAL,PARASITOLOGY INTERNATIONAL,4,,Q3
PARASITOLOGY RESEARCH,PARASITOLOGY RESEARCH,4,,Q3
Parenting-Science and Practice,PARENTING SCIENCE AND PRACTICE,3,,Q1
PARERGON,PARERGON,4,,
PARIS REVIEW,PARIS REVIEW,4,,
PARKINSONISM & RELATED DISORDERS,PARKINSONISM AND RELATED DISORDERS,3,,Q2
Parkinsons Disease,PARKINSONS DISEASE,4,,Q3
PARLIAMENTARY AFFAIRS,PARLIAMENTARY AFFAIRS,3,,Q2
Parliamentary History,PARLIAMENTARY HISTORY,4,,Q2
Parole Rubate-Rivista Internazionale di Studi Sulla Citazione,PAROLE RUBATE RIVISTA INTERNAZIONALE DI STUDI SULLA CITAZIONE,4,,
Partecipazione e Conflitto,PARTECIPAZIONE E CONFLITTO,4,,Q3
Partial Answers-Journal of Literature and the History of Ideas,PARTIAL ANSWERS JOURNAL OF LITERATURE AND HISTORY OF IDEAS,3,,
Partial Differential Equations and Applications,PARTIAL DIFFERENTIAL EQUATIONS AND APPLICATIONS,,,Q2
Particle and Fibre Toxicology,PARTICLE AND FIBRE TOXICOLOGY,1,Yes,Q1
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,PARTICLE AND PARTICLE SYSTEMS CHARACTERIZATION,4,,Q3
Particles,PARTICLES,3,,Q2
PARTICULATE SCIENCE AND TECHNOLOGY,PARTICULATE SCIENCE AND TECHNOLOGY,4,,Q3
Particuology,PARTICUOLOGY,3,,Q2
Partner Abuse,PARTNER ABUSE,4,,Q3
PARTY POLITICS,PARTY POLITICS,2,Yes,Q2
Pasado y Memoria-Revista de Historia Contemporanea,PASADO Y MEMORIA REVISTA DE HISTORIA CONTEMPORANEA,4,,Q2
Pasavento-Revista de Estudios Hispanicos,PASAVENTO REVISTA DE ESTUDIOS HISPANICOS,3,,
Pasos-Revista de Turismo y Patrimonio Cultural,PASOS REVISTA DE TURISMO Y PATRIMONIO CULTURAL,4,,Q4
Passagens-International Review of Political History and Legal Culture,PASSAGENS INTERNATIONAL REVIEW OF POLITICAL HISTORY AND LEGAL CULTURE,4,,Q2
PAST & PRESENT,PAST AND PRESENT,1,Yes,Q1
Pastoral Care in Education,PASTORAL CARE IN EDUCATION,4,,Q3
Pastoral Psychology,PASTORAL PSYCHOLOGY,4,,Q4
Pastoralism-Research Policy and Practice,PASTORALISM RESEARCH POLICY AND PRACTICE,3,,Q3
PATHOBIOLOGY,PATHOBIOLOGY,3,,Q2
Pathogens,PATHOGENS,3,,Q2
Pathogens and Disease,PATHOGENS AND DISEASE,4,,Q2
Pathogens and Global Health,PATHOGENS AND GLOBAL HEALTH,4,,Q1
Pathologia,PATHOLOGIA,4,,Q4
PATHOLOGICA,PATHOLOGICA,4,,Q2
Pathologie,PATHOLOGIE,4,,Q4
PATHOLOGY,PATHOLOGY,3,,Q2
Pathology and Laboratory Medicine International,PATHOLOGY AND LABORATORY MEDICINE INTERNATIONAL,4,,Q3
PATHOLOGY & ONCOLOGY RESEARCH,PATHOLOGY AND ONCOLOGY RESEARCH,4,,Q2
PATHOLOGY INTERNATIONAL,PATHOLOGY INTERNATIONAL,4,,Q1
PATHOLOGY RESEARCH AND PRACTICE,PATHOLOGY RESEARCH AND PRACTICE,4,,Q2
PATHOPHYSIOLOGY,PATHOPHYSIOLOGY,4,,Q2
PATIENT EDUCATION AND COUNSELING,PATIENT EDUCATION AND COUNSELING,3,,Q1
Patient-Patient Centered Outcomes Research,PATIENT PATIENT CENTERED OUTCOMES RESEARCH,3,,Q1
Patient Preference and Adherence,PATIENT PREFERENCE AND ADHERENCE,3,,Q2
Patient-Related Outcome Measures,PATIENT RELATED OUTCOME MEASURES,4,,Q3
Patient Safety in Surgery,PATIENT SAFETY IN SURGERY,3,,Q2
Patrimonio e Memoria,PATRIMONIO E MEMORIA,4,,Q4
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANALYSIS AND APPLICATIONS,4,,Q3
PATTERN RECOGNITION,PATTERN RECOGNITION,1,Yes,Q1
PATTERN RECOGNITION AND IMAGE ANALYSIS,PATTERN RECOGNITION AND IMAGE ANALYSIS,4,,Q4
PATTERN RECOGNITION LETTERS,PATTERN RECOGNITION LETTERS,3,,Q2
Patterns,PATTERNS,2,,Q1
PATTERNS OF PREJUDICE,PATTERNS OF PREJUDICE,4,,Q3
PCI JOURNAL,PCI JOURNAL,4,,Q4
Peace and Conflict-Journal of Peace Psychology,PEACE AND CONFLICT JOURNAL OF PEACE PSYCHOLOGY,4,,Q4
Peace Economics Peace Science and Public Policy,PEACE ECONOMICS PEACE SCIENCE AND PUBLIC POLICY,3,,Q3
Peace Review-A Journal of Social Justice,PEACE REVIEW A JOURNAL OF SOCIAL JUSTICE,4,,Q4
Peacebuilding,PEACEBUILDING,2,,Q3
Pedagogia Social Revista Interuniversitaria,PEDAGOGIA SOCIAL REVISTA INTERUNIVERSITARIA,4,,Q4
Pedagogical Linguistics,PEDAGOGICAL LINGUISTICS,,,Q3
Pedagogies,PEDAGOGIES,4,,Q2
Pedagogika-Pedagogy,PEDAGOGIKA PEDAGOGY,4,,Q4
Pedagogische Studien,PEDAGOGISCHE STUDIEN,4,,Q4
Pedagogy Culture and Society,PEDAGOGY CULTURE AND SOCIETY,3,,Q2
Pedagogy in Health Promotion,PEDAGOGY IN HEALTH PROMOTION,4,,Q2
Pedagogy of Physical Culture and Sports,PEDAGOGY OF PHYSICAL CULTURE AND SPORTS,4,,Q3
Pediatria-Asuncion,PEDIATRIA ASUNCION,4,,Q4
Pediatria i Medycyna Rodzinna-Paediatrics and Family Medicine,PEDIATRIA I MEDYCYNA RODZINNA PAEDIATRICS AND FAMILY MEDICINE,4,,Q4
PEDIATRIC ALLERGY AND IMMUNOLOGY,PEDIATRIC ALLERGY AND IMMUNOLOGY,2,,Q1
Pediatric Allergy Immunology and Pulmonology,PEDIATRIC ALLERGY IMMUNOLOGY AND PULMONOLOGY,4,,Q3
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,4,,Q3
PEDIATRIC ANESTHESIA,PEDIATRIC ANESTHESIA,4,,Q2
Pediatric Anesthesia and Critical Care Journal,PEDIATRIC ANESTHESIA AND CRITICAL CARE JOURNAL,4,,Q4
PEDIATRIC ANNALS,PEDIATRIC ANNALS,4,,Q3
PEDIATRIC BLOOD & CANCER,PEDIATRIC BLOOD AND CANCER,3,,Q2
PEDIATRIC CARDIOLOGY,PEDIATRIC CARDIOLOGY,4,,Q3
PEDIATRIC CLINICS OF NORTH AMERICA,PEDIATRIC CLINICS OF NORTH AMERICA,4,,Q2
Pediatric Critical Care Medicine,PEDIATRIC CRITICAL CARE MEDICINE,2,,Q1
Pediatric Dental Journal,PEDIATRIC DENTAL JOURNAL,4,,Q4
PEDIATRIC DENTISTRY,PEDIATRIC DENTISTRY,3,,Q2
PEDIATRIC DERMATOLOGY,PEDIATRIC DERMATOLOGY,4,,Q3
PEDIATRIC DIABETES,PEDIATRIC DIABETES,2,,Q1
PEDIATRIC DRUGS,PEDIATRIC DRUGS,3,,Q1
PEDIATRIC EMERGENCY CARE,PEDIATRIC EMERGENCY CARE,4,,Q3
PEDIATRIC EXERCISE SCIENCE,PEDIATRIC EXERCISE SCIENCE,4,,Q3
Pediatric Gastroenterology Hepatology & Nutrition,PEDIATRIC GASTROENTEROLOGY HEPATOLOGY AND NUTRITION,4,,Q2
Pediatric Health Medicine and Therapeutics,PEDIATRIC HEALTH MEDICINE AND THERAPEUTICS,4,,Q2
PEDIATRIC HEMATOLOGY AND ONCOLOGY,PEDIATRIC HEMATOLOGY AND ONCOLOGY,4,,Q3
PEDIATRIC INFECTIOUS DISEASE JOURNAL,PEDIATRIC INFECTIOUS DISEASE JOURNAL,4,,Q2
Pediatric Investigation,PEDIATRIC INVESTIGATION,4,,Q2
Pediatric Medicine,PEDIATRIC MEDICINE,,,Q3
PEDIATRIC NEPHROLOGY,PEDIATRIC NEPHROLOGY,3,,Q1
PEDIATRIC NEUROLOGY,PEDIATRIC NEUROLOGY,3,,Q2
PEDIATRIC NEUROSURGERY,PEDIATRIC NEUROSURGERY,4,,Q3
Pediatric Obesity,PEDIATRIC OBESITY,3,,Q1
Pediatric Physical Therapy,PEDIATRIC PHYSICAL THERAPY,4,,Q2
PEDIATRIC PULMONOLOGY,PEDIATRIC PULMONOLOGY,4,,Q2
Pediatric Quality & Safety,PEDIATRIC QUALITY AND SAFETY,4,,Q3
PEDIATRIC RADIOLOGY,PEDIATRIC RADIOLOGY,3,,Q2
Pediatric Reports,PEDIATRIC REPORTS,4,,Q3
PEDIATRIC RESEARCH,PEDIATRIC RESEARCH,3,,Q1
Pediatric Rheumatology,PEDIATRIC RHEUMATOLOGY,3,,Q2
PEDIATRIC SURGERY INTERNATIONAL,PEDIATRIC SURGERY INTERNATIONAL,3,,Q2
PEDIATRIC TRANSPLANTATION,PEDIATRIC TRANSPLANTATION,4,,Q3
PEDIATRICS,PEDIATRICS,2,Yes,Q1
Pediatrics and Neonatology,PEDIATRICS AND NEONATOLOGY,3,,Q2
PEDIATRICS IN REVIEW,PEDIATRICS IN REVIEW,4,,Q2
PEDIATRICS INTERNATIONAL,PEDIATRICS INTERNATIONAL,4,,Q3
PEDOBIOLOGIA,PEDOBIOLOGIA,3,,Q2
PEDOSPHERE,PEDOSPHERE,2,,Q1
Peer Community Journal,PEER COMMUNITY JOURNAL,,,Q2
Peer-to-Peer Networking and Applications,PEER TO PEER NETWORKING AND APPLICATIONS,4,,Q3
PeerJ,PEERJ,3,,Q2
PeerJ Computer Science,PEERJ COMPUTER SCIENCE,4,,Q2
Pegem Egitim ve Ogretim Dergisi,PEGEM EGITIM VE OGRETIM DERGISI,4,,
Pennsylvania History-A Journal of Mid-Atlantic Studies,PENNSYLVANIA HISTORY A JOURNAL OF MID ATLANTIC STUDIES,4,,Q2
PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY,PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY,4,,Q3
PENSAMIENTO,PENSAMIENTO,4,,
Pensamiento al Margen,PENSAMIENTO AL MARGEN,4,,Q4
Pensando Psicologia,PENSANDO PSICOLOGIA,4,,Q4
Pensando-Revista de Filosofia,PENSANDO REVISTA DE FILOSOFIA,4,,
Pensar en Movimiento-Revista de Ciencias del Ejercicio y la Salud,PENSAR EN MOVIMIENTO REVISTA DE CIENCIAS DEL EJERCICIO Y LA SALUD,4,,Q4
PentecoStudies-An Interdisciplinary Journal for Research on the Pentecostal and Charismatic Movements,PENTECOSTUDIES AN INTERDISCIPLINARY JOURNAL FOR RESEARCH ON PENTECOSTAL AND CHARISMATIC MOVEMENTS,3,,
People and Nature,PEOPLE AND NATURE,2,,Q1
Peptide Science,PEPTIDE SCIENCE,4,,Q3
PEPTIDES,PEPTIDES,3,,Q2
Per Linguam-A Journal of Language Learning,PER LINGUAM A JOURNAL OF LANGUAGE LEARNING,4,,Q4
Percees-Explorations En Arts Vivants,PERCEES EXPLORATIONS EN ARTS VIVANTS,,,
PERCEPTION,PERCEPTION,4,,Q3
PERCEPTUAL AND MOTOR SKILLS,PERCEPTUAL AND MOTOR SKILLS,4,,Q3
Perfiles Latinoamericanos,PERFILES LATINOAMERICANOS,4,,Q3
Performance Enhancement & Health,PERFORMANCE ENHANCEMENT AND HEALTH,2,,Q1
PERFORMANCE EVALUATION,PERFORMANCE EVALUATION,4,,Q4
Performance Measurement and Metrics,PERFORMANCE MEASUREMENT AND METRICS,4,,Q2
PERFORMANCE RESEARCH,PERFORMANCE RESEARCH,4,,
PERFUSION-UK,PERFUSION UK,4,,Q4
Perichoresis,PERICHORESIS,4,,
Periferia,PERIFERIA,4,,Q4
Perifrasis-Revista de Literatura Teoria y Critica,PERIFRASIS REVISTA DE LITERATURA TEORIA Y CRITICA,4,,
Perinola-Revista de Investigacion Quevediana,PERINOLA REVISTA DE INVESTIGACION QUEVEDIANA,3,,
Periodica Mathematica Hungarica,PERIODICA MATHEMATICA HUNGARICA,3,,Q3
PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,PERIODICA POLYTECHNICA CHEMICAL ENGINEERING,4,,Q3
Periodica Polytechnica-Civil Engineering,PERIODICA POLYTECHNICA CIVIL ENGINEERING,4,,Q3
PERIODICA POLYTECHNICA-MECHANICAL ENGINEERING,PERIODICA POLYTECHNICA MECHANICAL ENGINEERING,4,,Q4
Periodico di Mineralogia,PERIODICO DI MINERALOGIA,4,,Q3
Periodico Tche Quimica,PERIODICO TCHE QUIMICA,4,,Q4
PERIODICUM BIOLOGORUM,PERIODICUM BIOLOGORUM,4,,Q4
PERIODONTOLOGY 2000,PERIODONTOLOGY 2000,1,Yes,Q1
Perioperative Care and Operating Room Management,PERIOPERATIVE CARE AND OPERATING ROOM MANAGEMENT,,,Q3
Perioperative Medicine,PERIOPERATIVE MEDICINE,3,,Q2
PERIPLO SUSTENTABLE,PERIPLO SUSTENTABLE,4,,Q4
PERITONEAL DIALYSIS INTERNATIONAL,PERITONEAL DIALYSIS INTERNATIONAL,4,,Q1
PERMAFROST AND PERIGLACIAL PROCESSES,PERMAFROST AND PERIGLACIAL PROCESSES,3,,Q1
Persian Journal of Acarology,PERSIAN JOURNAL OF ACAROLOGY,4,,Q3
Person and the Challenges-The Journal of Theology Education Canon Law and Social Studies Inspired by Pope John Paul II,PERSON AND CHALLENGES JOURNAL OF THEOLOGY EDUCATION CANON LAW AND SOCIAL STUDIES INSPIRED BY POPE JOHN PAUL II,4,,
Person-Centered and Experiential Psychotherapies,PERSON CENTERED AND EXPERIENTIAL PSYCHOTHERAPIES,4,,Q4
Persona y Derecho,PERSONA Y DERECHO,,,Q4
PERSONAL RELATIONSHIPS,PERSONAL RELATIONSHIPS,4,,Q1
PERSONALITY AND INDIVIDUAL DIFFERENCES,PERSONALITY AND INDIVIDUAL DIFFERENCES,2,,Q2
Personality and Mental Health,PERSONALITY AND MENTAL HEALTH,3,,Q2
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2,,Q2
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,1,Yes,Q1
Personality Disorders-Theory Research and Treatment,PERSONALITY DISORDERS THEORY RESEARCH AND TREATMENT,2,,Q1
Personalized Medicine,PERSONALIZED MEDICINE,4,,Q3
PERSONNEL PSYCHOLOGY,PERSONNEL PSYCHOLOGY,1,Yes,Q1
PERSONNEL REVIEW,PERSONNEL REVIEW,3,,Q1
PERSOONIA,PERSOONIA,1,Yes,Q1
Perspectiva Educacional,PERSPECTIVA EDUCACIONAL,4,,Q4
Perspectiva Geografica,PERSPECTIVA GEOGRAFICA,4,,Q4
Perspectiva Teologica,PERSPECTIVA TEOLOGICA,3,,
Perspectivas de la Comunicacion,PERSPECTIVAS DE LA COMUNICACION,4,,Q4
Perspectivas em Ciencia da Informacao,PERSPECTIVAS EM CIENCIA DA INFORMACAO,4,,Q4
Perspectivas em Dialogo-Revista de Educacao e Sociedade,PERSPECTIVAS EM DIALOGO REVISTA DE EDUCACAO E SOCIEDADE,4,,Q4
Perspective-Actualite en Histoire de L Art,PERSPECTIVE ACTUALITE EN HISTOIRE DE L ART,3,,
PERSPECTIVES IN BIOLOGY AND MEDICINE,PERSPECTIVES IN BIOLOGY AND MEDICINE,4,,Q2
Perspectives in Ecology and Conservation,PERSPECTIVES IN ECOLOGY AND CONSERVATION,2,,Q1
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,2,,Q2
PERSPECTIVES IN PSYCHIATRIC CARE,PERSPECTIVES IN PSYCHIATRIC CARE,4,,Q2
Perspectives in Public Health,PERSPECTIVES IN PUBLIC HEALTH,4,,Q2
Perspectives Medievales-Revue d'epistemologie des Langues et Litteratures du Moyen Age,PERSPECTIVES MEDIEVALES REVUE D EPISTEMOLOGIE DES LANGUES ET LITTERATURES DU MOYEN AGE,4,,
Perspectives on Behavior Science,PERSPECTIVES ON BEHAVIOR SCIENCE,2,,Q1
Perspectives on Global Development and Technology,PERSPECTIVES ON GLOBAL DEVELOPMENT AND TECHNOLOGY,4,,Q4
Perspectives on Medical Education,PERSPECTIVES ON MEDICAL EDUCATION,1,Yes,Q1
Perspectives on Politics,PERSPECTIVES ON POLITICS,1,Yes,Q1
Perspectives on Psychological Science,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,1,Yes,Q1
Perspectives on Public Management and Governance,PERSPECTIVES ON PUBLIC MANAGEMENT AND GOVERNANCE,3,,Q1
Perspectives on Science and Christian Faith,PERSPECTIVES ON SCIENCE AND CHRISTIAN FAITH,4,,
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,2,,Q1
