Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
GEO-MARINE LETTERS,GEO MARINE LETTERS,4,,Q3
Geo-Spatial Information Science,GEO SPATIAL INFORMATION SCIENCE,2,,Q1
Geo UERJ,GEO UERJ,4,,Q4
Geoadria,GEOADRIA,4,,Q4
Geoambiente On-line,GEOAMBIENTE ON LINE,4,,Q4
GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL,GEOARCHAEOLOGY AN INTERNATIONAL JOURNAL,3,,Q3
Geobiology,GEOBIOLOGY,3,,Q1
GEOBIOS,GEOBIOS,3,,Q2
Geocarto International,GEOCARTO INTERNATIONAL,4,,Q2
GEOCHEMICAL JOURNAL,GEOCHEMICAL JOURNAL,4,,Q3
Geochemical Perspectives,GEOCHEMICAL PERSPECTIVES,4,,Q2
Geochemical Perspectives Letters,GEOCHEMICAL PERSPECTIVES LETTERS,2,,Q1
GEOCHEMICAL TRANSACTIONS,GEOCHEMICAL TRANSACTIONS,,,Q3
Geochemistry,GEOCHEMISTRY,3,,Q2
GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,GEOCHEMISTRY EXPLORATION ENVIRONMENT ANALYSIS,4,,Q2
GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,2,,Q2
GEOCHEMISTRY INTERNATIONAL,GEOCHEMISTRY INTERNATIONAL,4,,Q4
GEOCHIMICA ET COSMOCHIMICA ACTA,GEOCHIMICA ET COSMOCHIMICA ACTA,1,Yes,Q1
Geochronology,GEOCHRONOLOGY,3,,Q2
Geochronometria,GEOCHRONOMETRIA,4,,Q4
Geoconservation Research,GEOCONSERVATION RESEARCH,4,,Q3
Geoderma,GEODERMA,1,Yes,Q1
Geoderma Regional,GEODERMA REGIONAL,3,,Q2
Geodesy and Geodynamics,GEODESY AND GEODYNAMICS,3,,Q1
Geodetski List,GEODETSKI LIST,4,,Q4
Geodetski Vestnik,GEODETSKI VESTNIK,4,,Q4
GEODIVERSITAS,GEODIVERSITAS,4,,Q3
Geodynamics,GEODYNAMICS,4,,Q4
Geodynamics & Tectonophysics,GEODYNAMICS AND TECTONOPHYSICS,4,,Q4
Geoenergy Science and Engineering,GEOENERGY SCIENCE AND ENGINEERING,,,Q1
Geoenvironmental Disasters,GEOENVIRONMENTAL DISASTERS,2,,Q1
Geofisica Internacional,GEOFISICA INTERNACIONAL,4,,Q4
Geofizicheskiy Zhurnal-Geophysical Journal,GEOFIZICHESKIY ZHURNAL GEOPHYSICAL JOURNAL,4,,Q4
Geofizika,GEOFIZIKA,4,,Q3
GEOFLUIDS,GEOFLUIDS,4,,Q2
Geofocus-Revista Internacional de Ciencia y TecnologIa de la InformaciOn GeogrAfica,GEOFOCUS REVISTA INTERNACIONAL DE CIENCIA Y TECNOLOGIA DE LA INFORMACION GEOGRAFICA,4,,Q4
GEOFORUM,GEOFORUM,2,Yes,Q1
Geogaceta,GEOGACETA,,,Q4
Geografares,GEOGRAFARES,4,,Q4
Geografia Fisica e Dinamica Quaternaria,GEOGRAFIA FISICA E DINAMICA QUATERNARIA,4,,Q4
Geografia-Malaysian Journal of Society & Space,GEOGRAFIA MALAYSIAN JOURNAL OF SOCIETY AND SPACE,4,,Q3
Geograficando,GEOGRAFICANDO,4,,Q4
Geograficidade,GEOGRAFICIDADE,4,,Q4
GEOGRAFICKY CASOPIS-Geographical Journal,GEOGRAFICKY CASOPIS GEOGRAPHICAL JOURNAL,4,,Q3
Geografie,GEOGRAFIE,4,,Q3
Geografisk Tidsskrift-Danish Journal of Geography,GEOGRAFISK TIDSSKRIFT DANISH JOURNAL OF GEOGRAPHY,4,,Q3
GEOGRAFISKA ANNALER SERIES A-PHYSICAL GEOGRAPHY,GEOGRAFISKA ANNALER SERIES A PHYSICAL GEOGRAPHY,4,,Q2
GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,GEOGRAFISKA ANNALER SERIES B HUMAN GEOGRAPHY,3,,Q2
Geographia Cassoviensis,GEOGRAPHIA CASSOVIENSIS,4,,Q3
Geographia Polonica,GEOGRAPHIA POLONICA,4,,Q3
Geographia Technica,GEOGRAPHIA TECHNICA,4,,Q4
GEOgraphia-UFF,GEOGRAPHIA UFF,4,,Q4
Geographica Pannonica,GEOGRAPHICA PANNONICA,4,,Q3
GEOGRAPHICAL ANALYSIS,GEOGRAPHICAL ANALYSIS,3,,Q1
GEOGRAPHICAL JOURNAL,GEOGRAPHICAL JOURNAL,2,,Q1
Geographical Research,GEOGRAPHICAL RESEARCH,3,,Q1
GEOGRAPHICAL REVIEW,GEOGRAPHICAL REVIEW,4,,Q2
Geographical Review of Japan-Series B,GEOGRAPHICAL REVIEW OF JAPAN SERIES B,4,,Q4
Geographies,GEOGRAPHIES,,,Q2
GEOGRAPHY,GEOGRAPHY,4,,Q3
Geography and Natural Resources,GEOGRAPHY AND NATURAL RESOURCES,4,,Q4
Geography and Sustainability,GEOGRAPHY AND SUSTAINABILITY,1,Yes,Q1
Geography Compass,GEOGRAPHY COMPASS,2,,Q1
GeoHazards,GEOHAZARDS,,,Q3
GeoHealth,GEOHEALTH,3,,Q1
Geoheritage,GEOHERITAGE,2,,Q2
Geohumanities,GEOHUMANITIES,3,,Q3
GEOINFORMATICA,GEOINFORMATICA,3,,Q2
GEOJOURNAL,GEOJOURNAL,4,,Q2
GEOLOGIA CROATICA,GEOLOGIA CROATICA,4,,Q3
GEOLOGICA ACTA,GEOLOGICA ACTA,4,,Q1
GEOLOGICA BELGICA,GEOLOGICA BELGICA,4,,Q3
GEOLOGICA CARPATHICA,GEOLOGICA CARPATHICA,4,,Q2
Geological Field Trips and Maps,GEOLOGICAL FIELD TRIPS AND MAPS,4,,Q3
GEOLOGICAL JOURNAL,GEOLOGICAL JOURNAL,4,,Q2
GEOLOGICAL MAGAZINE,GEOLOGICAL MAGAZINE,3,,Q3
GEOLOGICAL QUARTERLY,GEOLOGICAL QUARTERLY,4,,Q3
GEOLOGICAL SOCIETY OF AMERICA BULLETIN,GEOLOGICAL SOCIETY OF AMERICA BULLETIN,1,Yes,Q1
Geologos,GEOLOGOS,4,,Q3
GEOLOGY,GEOLOGY,1,Yes,Q1
Geology Geophysics and Environment,GEOLOGY GEOPHYSICS AND ENVIRONMENT,4,,Q4
GEOLOGY OF ORE DEPOSITS,GEOLOGY OF ORE DEPOSITS,4,,Q4
GEOMAGNETISM AND AERONOMY,GEOMAGNETISM AND AERONOMY,4,,Q4
Geomatics,GEOMATICS,,,Q2
Geomatics Natural Hazards & Risk,GEOMATICS NATURAL HAZARDS AND RISK,2,,Q1
Geomatik,GEOMATIK,4,,Q3
Geomechanics and Engineering,GEOMECHANICS AND ENGINEERING,3,,Q2
Geomechanics and Geoengineering-An International Journal,GEOMECHANICS AND GEOENGINEERING AN INTERNATIONAL JOURNAL,4,,Q3
Geomechanics and Geophysics for Geo-Energy and Geo-Resources,GEOMECHANICS AND GEOPHYSICS FOR GEO ENERGY AND GEO RESOURCES,2,,Q1
Geomechanics for Energy and the Environment,GEOMECHANICS FOR ENERGY AND ENVIRONMENT,3,,Q1
GeoMedia,GEOMEDIA,4,,Q4
GEOMETRIAE DEDICATA,GEOMETRIAE DEDICATA,4,,Q3
GEOMETRIC AND FUNCTIONAL ANALYSIS,GEOMETRIC AND FUNCTIONAL ANALYSIS,1,Yes,Q1
GEOMETRY & TOPOLOGY,GEOMETRY AND TOPOLOGY,1,Yes,Q1
GEOMICROBIOLOGY JOURNAL,GEOMICROBIOLOGY JOURNAL,4,,Q3
Geomorphologie-Relief Processus Environnement,GEOMORPHOLOGIE RELIEF PROCESSUS ENVIRONNEMENT,4,,Q4
GEOMORPHOLOGY,GEOMORPHOLOGY,2,,Q2
Geopersia,GEOPERSIA,4,,Q4
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,4,,Q3
GEOPHYSICAL JOURNAL INTERNATIONAL,GEOPHYSICAL JOURNAL INTERNATIONAL,2,,Q2
GEOPHYSICAL PROSPECTING,GEOPHYSICAL PROSPECTING,4,,Q3
GEOPHYSICAL RESEARCH LETTERS,GEOPHYSICAL RESEARCH LETTERS,2,Yes,Q1
Geophysics,GEOPHYSICS,2,,Q1
Geophysics and Geophysical Exploration,GEOPHYSICS AND GEOPHYSICAL EXPLORATION,4,,Q4
Geopoliticas-Revista de Estudios sobre Espacio y Poder,GEOPOLITICAS REVISTA DE ESTUDIOS SOBRE ESPACIO Y PODER,4,,Q4
Geopolitics,GEOPOLITICS,1,Yes,Q1
Georesursy,GEORESURSY,4,,Q4
George Eliot-George Henry Lewes Studies,GEORGE ELIOT GEORGE HENRY LEWES STUDIES,4,,
GEORGE WASHINGTON LAW REVIEW,GEORGE WASHINGTON LAW REVIEW,3,,Q1
GEORGETOWN LAW JOURNAL,GEORGETOWN LAW JOURNAL,2,,Q1
Georgian Mathematical Journal,GEORGIAN MATHEMATICAL JOURNAL,4,,Q2
Georisk-Assessment and Management of Risk for Engineered Systems and Geohazards,GEORISK ASSESSMENT AND MANAGEMENT OF RISK FOR ENGINEERED SYSTEMS AND GEOHAZARDS,2,,Q1
Geosaberes,GEOSABERES,4,,Q4
GeoScape,GEOSCAPE,4,,Q3
GEOSCIENCE CANADA,GEOSCIENCE CANADA,4,,Q4
Geoscience Communication,GEOSCIENCE COMMUNICATION,4,,Q2
Geoscience Data Journal,GEOSCIENCE DATA JOURNAL,3,,Q2
Geoscience Frontiers,GEOSCIENCE FRONTIERS,1,Yes,Q1
Geoscience Letters,GEOSCIENCE LETTERS,3,,Q1
Geosciences,GEOSCIENCES,3,,Q3
GEOSCIENCES JOURNAL,GEOSCIENCES JOURNAL,4,,Q3
Geoscientific Instrumentation Methods and Data Systems,GEOSCIENTIFIC INSTRUMENTATION METHODS AND DATA SYSTEMS,4,,Q2
Geoscientific Model Development,GEOSCIENTIFIC MODEL DEVELOPMENT,2,,Q1
Geosfernye Issledovaniya-Geosphere Research,GEOSFERNYE ISSLEDOVANIYA GEOSPHERE RESEARCH,4,,Q4
Geospatial Health,GEOSPATIAL HEALTH,4,,Q4
Geosphere,GEOSPHERE,4,,Q3
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,GEOSTANDARDS AND GEOANALYTICAL RESEARCH,3,,Q1
GEOSYNTHETICS INTERNATIONAL,GEOSYNTHETICS INTERNATIONAL,3,,Q2
Geosystem Engineering,GEOSYSTEM ENGINEERING,4,,Q4
Geotechnical and Geological Engineering,GEOTECHNICAL AND GEOLOGICAL ENGINEERING,4,,Q3
Geotechnical Engineering,GEOTECHNICAL ENGINEERING,4,,Q4
Geotechnical Research,GEOTECHNICAL RESEARCH,4,,Q3
GEOTECHNICAL TESTING JOURNAL,GEOTECHNICAL TESTING JOURNAL,4,,Q4
Geotechnics,GEOTECHNICS,,,Q3
Geotechnik,GEOTECHNIK,4,,Q4
GEOTECHNIQUE,GEOTECHNIQUE,2,,Q1
Geotechnique Letters,GEOTECHNIQUE LETTERS,4,,Q2
GEOTECTONICS,GEOTECTONICS,4,,Q4
GEOTEXTILES AND GEOMEMBRANES,GEOTEXTILES AND GEOMEMBRANES,2,,Q1
Geothermal Energy,GEOTHERMAL ENERGY,3,,Q2
GEOTHERMICS,GEOTHERMICS,3,,Q1
Geriatric Nursing,GERIATRIC NURSING,3,,Q1
Geriatric Orthopaedic Surgery & Rehabilitation,GERIATRIC ORTHOPAEDIC SURGERY AND REHABILITATION,4,,Q2
Geriatrics,GERIATRICS,4,,Q3
Geriatrics & Gerontology International,GERIATRICS AND GERONTOLOGY INTERNATIONAL,3,,Q2
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DU VIEILLISSEMENT,4,,Q4
Gerion-Revista de Historia Antigua,GERION REVISTA DE HISTORIA ANTIGUA,4,,Q3
German Economic Review,GERMAN ECONOMIC REVIEW,4,,Q3
German History,GERMAN HISTORY,2,,Q2
German Journal of Agricultural Economics,GERMAN JOURNAL OF AGRICULTURAL ECONOMICS,4,,Q3
German Journal of Exercise and Sport Research,GERMAN JOURNAL OF EXERCISE AND SPORT RESEARCH,4,,Q2
German Journal of Human Resource Management-Zeitschrift fur Personalforschung,GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT ZEITSCHRIFT FUR PERSONALFORSCHUNG,3,,Q2
German Law Journal,GERMAN LAW JOURNAL,2,,Q2
GERMAN LIFE AND LETTERS,GERMAN LIFE AND LETTERS,3,,
German Politics,GERMAN POLITICS,3,,Q2
GERMAN POLITICS AND SOCIETY,GERMAN POLITICS AND SOCIETY,4,,Q3
GERMAN QUARTERLY,GERMAN QUARTERLY,4,,
GERMAN STUDIES REVIEW,GERMAN STUDIES REVIEW,4,,Q3
GERMANIC REVIEW,GERMANIC REVIEW,4,,
GERMANISCH-ROMANISCHE MONATSSCHRIFT,GERMANISCH ROMANISCHE MONATSSCHRIFT,4,,
Germanoslavica-Zeitschrift fur Germano-Slawische Studien,GERMANOSLAVICA ZEITSCHRIFT FUR GERMANO SLAWISCHE STUDIEN,4,,
GERMS,GERMS,4,,Q3
GERODONTOLOGY,GERODONTOLOGY,3,,Q3
GERONTOLOGIST,GERONTOLOGIST,2,,Q1
GERONTOLOGY,GERONTOLOGY,3,,Q3
Gerontology and Geriatric Medicine,GERONTOLOGY AND GERIATRIC MEDICINE,4,,Q4
GERONTOLOGY & GERIATRICS EDUCATION,GERONTOLOGY AND GERIATRICS EDUCATION,4,,Q2
GeroPsych-The Journal of Gerontopsychology and Geriatric Psychiatry,GEROPSYCH JOURNAL OF GERONTOPSYCHOLOGY AND GERIATRIC PSYCHIATRY,4,,Q4
GeroScience,GEROSCIENCE,2,,Q1
GESCHICHTE UND GESELLSCHAFT,GESCHICHTE UND GESELLSCHAFT,3,,Q2
GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART,GESTA INTERNATIONAL CENTER OF MEDIEVAL ART,1,Yes,
Gestao e Desenvolvimento,GESTAO E DESENVOLVIMENTO,4,,Q4
Gestion y Politica Publica,GESTION Y POLITICA PUBLICA,4,,Q4
Gesture,GESTURE,,,Q3
Gesunde Pflanzen,GESUNDE PFLANZEN,3,,Q1
Gesundheitsoekonomie und Qualitaetsmanagement,GESUNDHEITSOEKONOMIE UND QUALITAETSMANAGEMENT,4,,Q4
GESUNDHEITSWESEN,GESUNDHEITSWESEN,4,,Q4
GetMobile-Mobile Computing & Communications Review,GETMOBILE MOBILE COMPUTING AND COMMUNICATIONS REVIEW,4,,Q4
Getty Research Journal,GETTY RESEARCH JOURNAL,3,,
GEUS Bulletin,GEUS BULLETIN,4,,Q2
GFF,GFF,4,,Q2
GHANA SOCIAL SCIENCE JOURNAL,GHANA SOCIAL SCIENCE JOURNAL,4,,Q3
GIANT,GIANT,2,,Q1
GIFTED CHILD QUARTERLY,GIFTED CHILD QUARTERLY,3,,Q1
GigaByte,GIGABYTE,4,,Q3
GigaScience,GIGASCIENCE,2,,Q1
GIM International-The Worldwide Magazine for Geomatics,GIM INTERNATIONAL WORLDWIDE MAGAZINE FOR GEOMATICS,4,,Q4
Ginekologia Polska,GINEKOLOGIA POLSKA,4,,Q4
GIO-Gruppe-Interaktion-Organisation-Zeitschrift fuer Angewandte Organisationspsychologie,GIO GRUPPE INTERAKTION ORGANISATION ZEITSCHRIFT FUER ANGEWANDTE ORGANISATIONSPSYCHOLOGIE,4,,Q4
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,4,,
Giornale di Chirurgia,GIORNALE DI CHIRURGIA,4,,Q4
Giornale Italiano di Cardiologia,GIORNALE ITALIANO DI CARDIOLOGIA,4,,
Giornale Italiano di Endodonzia,GIORNALE ITALIANO DI ENDODONZIA,4,,Q4
GIORNALE STORICO DELLA LETTERATURA ITALIANA,GIORNALE STORICO DELLA LETTERATURA ITALIANA,4,,
Girlhood Studies-An Interdisciplinary Journal,GIRLHOOD STUDIES AN INTERDISCIPLINARY JOURNAL,4,,Q3
GIScience & Remote Sensing,GISCIENCE AND REMOTE SENSING,1,Yes,Q1
GIST-Education and Learning Research Journal,GIST EDUCATION AND LEARNING RESEARCH JOURNAL,4,,Q4
Gladius,GLADIUS,4,,Q2
Gland Surgery,GLAND SURGERY,4,,Q2
GLASGOW MATHEMATICAL JOURNAL,GLASGOW MATHEMATICAL JOURNAL,4,,Q4
Glasnik Hemicara i Tehnologa Bosne i Hercegovine,GLASNIK HEMICARA I TEHNOLOGA BOSNE I HERCEGOVINE,4,,Q4
Glasnik Matematicki,GLASNIK MATEMATICKI,4,,Q3
GLASS AND CERAMICS,GLASS AND CERAMICS,4,,Q4
GLASS PHYSICS AND CHEMISTRY,GLASS PHYSICS AND CHEMISTRY,4,,Q4
Glass Structures & Engineering,GLASS STRUCTURES AND ENGINEERING,4,,Q3
Glass Technology-European Journal of Glass Science and Technology Part A,GLASS TECHNOLOGY EUROPEAN JOURNAL OF GLASS SCIENCE AND TECHNOLOGY PART A,4,,Q4
GLIA,GLIA,2,,Q1
Global Advances in Integrative Medicine and Health,GLOBAL ADVANCES IN INTEGRATIVE MEDICINE AND HEALTH,,,Q3
Global & Local Economic Review,GLOBAL AND LOCAL ECONOMIC REVIEW,4,,Q4
GLOBAL AND PLANETARY CHANGE,GLOBAL AND PLANETARY CHANGE,1,Yes,Q1
Global & Regional Health Technology Assessment,GLOBAL AND REGIONAL HEALTH TECHNOLOGY ASSESSMENT,4,,Q4
GLOBAL BIOGEOCHEMICAL CYCLES,GLOBAL BIOGEOCHEMICAL CYCLES,1,Yes,Q1
Global Business Review,GLOBAL BUSINESS REVIEW,4,,Q3
GLOBAL CHALLENGES,GLOBAL CHALLENGES,4,,Q1
GLOBAL CHANGE BIOLOGY,GLOBAL CHANGE BIOLOGY,1,Yes,Q1
Global Change Biology Bioenergy,GLOBAL CHANGE BIOLOGY BIOENERGY,2,,Q1
Global Change Peace & Security,GLOBAL CHANGE PEACE AND SECURITY,3,,Q4
Global Constitutionalism,GLOBAL CONSTITUTIONALISM,3,,Q1
Global Crime,GLOBAL CRIME,3,,Q1
Global Discourse,GLOBAL DISCOURSE,3,,Q2
