Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
REGE-Revista de Gestao,REGE REVISTA DE GESTAO,4,,Q3
Regenerative Biomaterials,REGENERATIVE BIOMATERIALS,2,,Q1
Regenerative Engineering and Translational Medicine,REGENERATIVE ENGINEERING AND TRANSLATIONAL MEDICINE,4,,Q3
Regenerative Medicine,REGENERATIVE MEDICINE,4,,Q3
Regenerative Therapy,REGENERATIVE THERAPY,3,,Q2
Region,REGION,4,,Q1
Region et Developpement,REGION ET DEVELOPPEMENT,4,,Q4
Regional and Federal Studies,REGIONAL AND FEDERAL STUDIES,2,,Q2
REGIONAL ANESTHESIA AND PAIN MEDICINE,REGIONAL ANESTHESIA AND PAIN MEDICINE,2,Yes,Q1
Regional Environmental Change,REGIONAL ENVIRONMENTAL CHANGE,2,,Q2
REGIONAL SCIENCE AND URBAN ECONOMICS,REGIONAL SCIENCE AND URBAN ECONOMICS,2,Yes,Q1
Regional Science Policy and Practice,REGIONAL SCIENCE POLICY AND PRACTICE,3,,Q2
Regional Statistics,REGIONAL STATISTICS,,,Q2
REGIONAL STUDIES,REGIONAL STUDIES,2,Yes,Q1
Regional Studies in Marine Science,REGIONAL STUDIES IN MARINE SCIENCE,4,,Q1
Regional Studies Regional Science,REGIONAL STUDIES REGIONAL SCIENCE,4,,Q1
Regional Sustainability,REGIONAL SUSTAINABILITY,2,,Q1
Regionologiya-Regionology Russian Journal of Regional Studies,REGIONOLOGIYA REGIONOLOGY RUSSIAN JOURNAL OF REGIONAL STUDIES,4,,Q3
REGISTER Journal,REGISTER JOURNAL,4,,Q3
Register of the Kentucky Historical Society,REGISTER OF KENTUCKY HISTORICAL SOCIETY,4,,Q4
Register Studies,REGISTER STUDIES,3,,Q2
REGULAR & CHAOTIC DYNAMICS,REGULAR AND CHAOTIC DYNAMICS,4,,Q3
Regulation & Governance,REGULATION AND GOVERNANCE,1,Yes,Q1
Regulatory Mechanisms in Biosystems,REGULATORY MECHANISMS IN BIOSYSTEMS,4,,Q4
REGULATORY TOXICOLOGY AND PHARMACOLOGY,REGULATORY TOXICOLOGY AND PHARMACOLOGY,3,,Q1
Rehabilitacion,REHABILITACION,,,Q4
REHABILITATION,REHABILITATION,4,,Q1
REHABILITATION COUNSELING BULLETIN,REHABILITATION COUNSELING BULLETIN,4,,Q3
Rehabilitation Nursing,REHABILITATION NURSING,4,,Q3
Rehabilitation Oncology,REHABILITATION ONCOLOGY,4,,Q4
Rehabilitation Process and Outcome,REHABILITATION PROCESS AND OUTCOME,,,Q3
REHABILITATION PSYCHOLOGY,REHABILITATION PSYCHOLOGY,4,,Q2
Rehabilitation Research Policy and Education,REHABILITATION RESEARCH POLICY AND EDUCATION,4,,Q4
REICE-Revista Electronica de Investigacion en Ciencias Economicas,REICE REVISTA ELECTRONICA DE INVESTIGACION EN CIENCIAS ECONOMICAS,4,,Q4
REICE-Revista Iberoamericana sobre Calidad Eficacia y Cambio en Educacion,REICE REVISTA IBEROAMERICANA SOBRE CALIDAD EFICACIA Y CAMBIO EN EDUCACION,3,,Q2
ReiDoCrea-Revista Eectronica de Investigacion y Docencia Creativa,REIDOCREA REVISTA EECTRONICA DE INVESTIGACION Y DOCENCIA CREATIVA,4,,Q3
REJUVENATION RESEARCH,REJUVENATION RESEARCH,4,,Q3
Relaciones,RELACIONES,4,,Q4
Relaciones Internacionales,RELACIONES INTERNACIONALES,4,,Q4
Relaciones Internacionales-Madrid,RELACIONES INTERNACIONALES MADRID,4,,Q4
RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,RELATIONS INDUSTRIELLES INDUSTRIAL RELATIONS,4,,Q4
RELC Journal,RELC JOURNAL,1,Yes,Q1
RELIABILITY ENGINEERING & SYSTEM SAFETY,RELIABILITY ENGINEERING AND SYSTEM SAFETY,1,Yes,Q1
RELIEVE-Revista Electronica de Investigacion y Evaluacion Educativa,RELIEVE REVISTA ELECTRONICA DE INVESTIGACION Y EVALUACION EDUCATIVA,4,,Q2
RELIGION,RELIGION,2,Yes,
RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION,RELIGION AND AMERICAN CULTURE A JOURNAL OF INTERPRETATION,3,,Q2
Religion and the Arts,RELIGION AND ARTS,4,,
Religion & Education,RELIGION AND EDUCATION,3,,
Religion & Human Rights,RELIGION AND HUMAN RIGHTS,4,,
RELIGION & LITERATURE,RELIGION AND LITERATURE,4,,
Religion and Society-Advances in Research,RELIGION AND SOCIETY ADVANCES IN RESEARCH,3,,
Religion and Theology-A Journal of Contemporary Religious Discourse,RELIGION AND THEOLOGY A JOURNAL OF CONTEMPORARY RELIGIOUS DISCOURSE,2,,
Religion Brain & Behavior,RELIGION BRAIN AND BEHAVIOR,2,,
Religion Compass,RELIGION COMPASS,2,,
Religion State & Society,RELIGION STATE AND SOCIETY,1,Yes,
Religioni e Societa-Rivista di Scienze Sociali della Religione,RELIGIONI E SOCIETA RIVISTA DI SCIENZE SOCIALI DELLA RELIGIONE,4,,
Religions,RELIGIONS,2,,
Religions of South Asia,RELIGIONS OF SOUTH ASIA,4,,
RELIGIOUS EDUCATION,RELIGIOUS EDUCATION,4,,
Religious Inquiries,RELIGIOUS INQUIRIES,4,,
RELIGIOUS STUDIES,RELIGIOUS STUDIES,2,,
Religious Studies and Theology,RELIGIOUS STUDIES AND THEOLOGY,4,,
Religious Studies Review,RELIGIOUS STUDIES REVIEW,4,,
Remate de Males,REMATE DE MALES,4,,
REMEA-Revista Eletronica do Mestrado em Educacao Ambiental,REMEA REVISTA ELETRONICA DO MESTRADO EM EDUCACAO AMBIENTAL,4,,Q4
REMEDIAL AND SPECIAL EDUCATION,REMEDIAL AND SPECIAL EDUCATION,3,,Q1
Remediation-The Journal of Environmental Cleanup Costs Technologies & Techniques,REMEDIATION JOURNAL OF ENVIRONMENTAL CLEANUP COSTS TECHNOLOGIES AND TECHNIQUES,4,,Q3
REMIE-Multidisciplinary Journal of Educational Research,REMIE MULTIDISCIPLINARY JOURNAL OF EDUCATIONAL RESEARCH,4,,Q4
Remote Sensing,REMOTE SENSING,2,,Q1
Remote Sensing Applications-Society and Environment,REMOTE SENSING APPLICATIONS SOCIETY AND ENVIRONMENT,3,,Q2
Remote Sensing in Ecology and Conservation,REMOTE SENSING IN ECOLOGY AND CONSERVATION,2,,Q1
Remote Sensing Letters,REMOTE SENSING LETTERS,4,,Q3
REMOTE SENSING OF ENVIRONMENT,REMOTE SENSING OF ENVIRONMENT,1,Yes,Q1
RENAISSANCE AND REFORMATION,RENAISSANCE AND REFORMATION,3,,
RENAISSANCE QUARTERLY,RENAISSANCE QUARTERLY,1,Yes,
Renaissance Studies,RENAISSANCE STUDIES,2,,
RENAL FAILURE,RENAL FAILURE,3,,Q1
Renal Replacement Therapy,RENAL REPLACEMENT THERAPY,4,,Q4
Renal Society of Australasia Journal,RENAL SOCIETY OF AUSTRALASIA JOURNAL,4,,
RENASCENCE-ESSAYS ON VALUES IN LITERATURE,RENASCENCE ESSAYS ON VALUES IN LITERATURE,4,,
Rendiconti del Circolo Matematico di Palermo,RENDICONTI DEL CIRCOLO MATEMATICO DI PALERMO,4,,Q2
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,4,,Q3
Rendiconti Lincei-Matematica e Applicazioni,RENDICONTI LINCEI MATEMATICA E APPLICAZIONI,4,,Q2
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,RENDICONTI LINCEI SCIENZE FISICHE E NATURALI,4,,Q2
Rendiconti Online della Societa Geologica Italiana,RENDICONTI ONLINE DELLA SOCIETA GEOLOGICA ITALIANA,4,,Q4
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,3,,Q2
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,RENEWABLE AND SUSTAINABLE ENERGY REVIEWS,1,Yes,Q1
Renewable and Sustainable Energy Transition,RENEWABLE AND SUSTAINABLE ENERGY TRANSITION,,,Q2
Renewable Energy,RENEWABLE ENERGY,1,Yes,Q1
Renewable Energy Focus,RENEWABLE ENERGY FOCUS,3,,Q2
Renewable Energy Research and Applications,RENEWABLE ENERGY RESEARCH AND APPLICATIONS,4,,Q4
Reports,REPORTS,4,,Q3
Reports of Biochemistry and Molecular Biology,REPORTS OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,4,,Q4
Reports of Forestry Research-Zpravy Lesnickeho Vyzkumu,REPORTS OF FORESTRY RESEARCH ZPRAVY LESNICKEHO VYZKUMU,4,,Q4
Reports of Practical Oncology and Radiotherapy,REPORTS OF PRACTICAL ONCOLOGY AND RADIOTHERAPY,4,,Q3
Reports on Geodesy and Geoinformatics,REPORTS ON GEODESY AND GEOINFORMATICS,4,,Q4
Reports on Mathematical Logic,REPORTS ON MATHEMATICAL LOGIC,4,,Q4
REPORTS ON MATHEMATICAL PHYSICS,REPORTS ON MATHEMATICAL PHYSICS,4,,Q3
REPORTS ON PROGRESS IN PHYSICS,REPORTS ON PROGRESS IN PHYSICS,2,,Q1
Representation Theory,REPRESENTATION THEORY,3,,Q3
REPRESENTATIONS,REPRESENTATIONS,3,,Q2
REPRODUCTION,REPRODUCTION,2,,Q1
Reproduction and Fertility,REPRODUCTION AND FERTILITY,4,,Q1
REPRODUCTION FERTILITY AND DEVELOPMENT,REPRODUCTION FERTILITY AND DEVELOPMENT,4,,Q1
REPRODUCTION IN DOMESTIC ANIMALS,REPRODUCTION IN DOMESTIC ANIMALS,3,,Q2
Reproductive and Developmental Medicine,REPRODUCTIVE AND DEVELOPMENTAL MEDICINE,4,,Q4
Reproductive Biology,REPRODUCTIVE BIOLOGY,3,,Q3
Reproductive Biology and Endocrinology,REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,2,Yes,Q1
REPRODUCTIVE BIOMEDICINE ONLINE,REPRODUCTIVE BIOMEDICINE ONLINE,2,,Q1
Reproductive Health,REPRODUCTIVE HEALTH,2,Yes,Q1
Reproductive Medicine,REPRODUCTIVE MEDICINE,4,,Q3
Reproductive Medicine and Biology,REPRODUCTIVE MEDICINE AND BIOLOGY,3,,Q1
Reproductive Sciences,REPRODUCTIVE SCIENCES,4,,Q2
REPRODUCTIVE TOXICOLOGY,REPRODUCTIVE TOXICOLOGY,3,,Q2
REQUIREMENTS ENGINEERING,REQUIREMENTS ENGINEERING,3,,Q2
ReS Futurae-Revue d Etudes sur la Science-Fiction,RES FUTURAE REVUE D ETUDES SUR LA SCIENCE FICTION,4,,
Res Mobilis-International Research Journal of Furniture and Decorative Objects,RES MOBILIS INTERNATIONAL RESEARCH JOURNAL OF FURNITURE AND DECORATIVE OBJECTS,4,,
Res Philosophica,RES PHILOSOPHICA,3,,
Res Publica-A Journal of Moral Legal and Political Philosophy,RES PUBLICA A JOURNAL OF MORAL LEGAL AND POLITICAL PHILOSOPHY,3,,
Res Publica-Revista de Filosofia Politica,RES PUBLICA REVISTA DE FILOSOFIA POLITICA,4,,
Res Rhetorica,RES RHETORICA,4,,
Research,RESEARCH,1,Yes,Q1
Research & Politics,RESEARCH AND POLITICS,3,,Q2
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,2,,Q1
Research and Practice in Intellectual and Developmental Disabilities,RESEARCH AND PRACTICE IN INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,4,,Q3
Research and Practice in Technology Enhanced Learning,RESEARCH AND PRACTICE IN TECHNOLOGY ENHANCED LEARNING,3,,Q1
Research and Practice in Thrombosis and Haemostasis,RESEARCH AND PRACTICE IN THROMBOSIS AND HAEMOSTASIS,3,,Q2
Research and Reports in Neonatology,RESEARCH AND REPORTS IN NEONATOLOGY,4,,Q3
Research and Reports in Tropical Medicine,RESEARCH AND REPORTS IN TROPICAL MEDICINE,4,,Q2
Research and Reports in Urology,RESEARCH AND REPORTS IN UROLOGY,4,,Q2
Research and Reviews in Parkinsonism,RESEARCH AND REVIEWS IN PARKINSONISM,4,,
Research and Theory for Nursing Practice,RESEARCH AND THEORY FOR NURSING PRACTICE,4,,Q4
Research Ethics,RESEARCH ETHICS,2,,Q2
RESEARCH EVALUATION,RESEARCH EVALUATION,3,,Q2
RESEARCH IN AFRICAN LITERATURES,RESEARCH IN AFRICAN LITERATURES,2,,
Research in Astronomy and Astrophysics,RESEARCH IN ASTRONOMY AND ASTROPHYSICS,3,,Q2
Research in Autism Spectrum Disorders,RESEARCH IN AUTISM SPECTRUM DISORDERS,4,,Q1
Research in Cardiovascular Medicine,RESEARCH IN CARDIOVASCULAR MEDICINE,4,,Q4
Research in Cold and Arid Regions,RESEARCH IN COLD AND ARID REGIONS,4,,Q2
Research in Comparative and International Education,RESEARCH IN COMPARATIVE AND INTERNATIONAL EDUCATION,3,,Q2
Research in Dance Education,RESEARCH IN DANCE EDUCATION,2,,
Research in Developmental Disabilities,RESEARCH IN DEVELOPMENTAL DISABILITIES,2,,Q1
Research in Economics,RESEARCH IN ECONOMICS,4,,Q3
Research in Education,RESEARCH IN EDUCATION,4,,Q2
Research in Education and Learning Innovation Archives-REALIA,RESEARCH IN EDUCATION AND LEARNING INNOVATION ARCHIVES REALIA,4,,Q3
Research in Educational Administration & Leadership,RESEARCH IN EDUCATIONAL ADMINISTRATION AND LEADERSHIP,4,,Q3
RESEARCH IN ENGINEERING DESIGN,RESEARCH IN ENGINEERING DESIGN,3,,Q2
Research in Gerontological Nursing,RESEARCH IN GERONTOLOGICAL NURSING,4,,Q2
Research in Globalization,RESEARCH IN GLOBALIZATION,,,Q1
RESEARCH IN HIGHER EDUCATION,RESEARCH IN HIGHER EDUCATION,3,,Q1
Research in Human Development,RESEARCH IN HUMAN DEVELOPMENT,4,,Q4
Research in International Business and Finance,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,2,Yes,Q1
Research in Learning Technology,RESEARCH IN LEARNING TECHNOLOGY,4,,Q2
Research in Marine Sciences,RESEARCH IN MARINE SCIENCES,4,,Q4
Research in the Mathematical Sciences,RESEARCH IN MATHEMATICAL SCIENCES,3,,Q1
Research in Mathematics,RESEARCH IN MATHEMATICS,4,,Q1
Research in Mathematics Education,RESEARCH IN MATHEMATICS EDUCATION,4,,Q3
RESEARCH IN MICROBIOLOGY,RESEARCH IN MICROBIOLOGY,3,,Q2
RESEARCH IN NONDESTRUCTIVE EVALUATION,RESEARCH IN NONDESTRUCTIVE EVALUATION,4,,Q3
Research in Number Theory,RESEARCH IN NUMBER THEORY,3,,Q2
RESEARCH IN NURSING & HEALTH,RESEARCH IN NURSING AND HEALTH,3,,Q1
Research in Organizational Behavior,RESEARCH IN ORGANIZATIONAL BEHAVIOR,3,,Q1
Research in Pharmaceutical Sciences,RESEARCH IN PHARMACEUTICAL SCIENCES,4,,Q3
RESEARCH IN PHENOMENOLOGY,RESEARCH IN PHENOMENOLOGY,4,,
Research in Post-Compulsory Education,RESEARCH IN POST COMPULSORY EDUCATION,4,,Q3
