Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Wittgenstein-Studien,WITTGENSTEIN STUDIEN,4,,
WMU Journal of Maritime Affairs,WMU JOURNAL OF MARITIME AFFAIRS,3,,Q3
WOCHENBLATT FUR PAPIERFABRIKATION,WOCHENBLATT FUR PAPIERFABRIKATION,4,,Q4
WOMANS ART JOURNAL,WOMANS ART JOURNAL,3,,
Women,WOMEN,,,Q2
Women-A Cultural Review,WOMEN A CULTURAL REVIEW,3,,
Women and Birth,WOMEN AND BIRTH,2,,Q1
Women & Criminal Justice,WOMEN AND CRIMINAL JUSTICE,4,,Q2
WOMEN & HEALTH,WOMEN AND HEALTH,4,,Q2
Women and Music-A Journal of Gender and Culture,WOMEN AND MUSIC A JOURNAL OF GENDER AND CULTURE,4,,Q4
WOMEN & THERAPY,WOMEN AND THERAPY,4,,Q2
Women in Sport and Physical Activity Journal,WOMEN IN SPORT AND PHYSICAL ACTIVITY JOURNAL,,,Q2
Womens Health,WOMENS HEALTH,3,,Q1
WOMENS HEALTH ISSUES,WOMENS HEALTH ISSUES,3,,Q1
Womens Health Nursing,WOMENS HEALTH NURSING,,,
Womens Health Reports,WOMENS HEALTH REPORTS,4,,Q2
WOMENS HISTORY REVIEW,WOMENS HISTORY REVIEW,3,,Q1
WOMENS STUDIES-AN INTERDISCIPLINARY JOURNAL,WOMENS STUDIES AN INTERDISCIPLINARY JOURNAL,3,,
Womens Studies in Communication,WOMENS STUDIES IN COMMUNICATION,2,,Q2
WOMENS STUDIES INTERNATIONAL FORUM,WOMENS STUDIES INTERNATIONAL FORUM,3,,Q1
Womens Writing,WOMENS WRITING,4,,
WOOD AND FIBER SCIENCE,WOOD AND FIBER SCIENCE,4,,Q3
Wood Material Science & Engineering,WOOD MATERIAL SCIENCE AND ENGINEERING,3,,Q2
WOOD RESEARCH,WOOD RESEARCH,4,,Q3
WOOD SCIENCE AND TECHNOLOGY,WOOD SCIENCE AND TECHNOLOGY,2,,Q1
WORD & IMAGE,WORD AND IMAGE,2,,
Word and Text-A Journal of Literary Studies and Linguistics,WORD AND TEXT A JOURNAL OF LITERARY STUDIES AND LINGUISTICS,3,,
WORD-JOURNAL OF THE INTERNATIONAL LINGUISTIC ASSOCIATION,WORD JOURNAL OF INTERNATIONAL LINGUISTIC ASSOCIATION,2,,Q3
Word Structure,WORD STRUCTURE,2,,
WORDSWORTH CIRCLE,WORDSWORTH CIRCLE,3,,
WORK-A Journal of Prevention Assessment & Rehabilitation,WORK A JOURNAL OF PREVENTION ASSESSMENT AND REHABILITATION,4,,Q3
Work Aging and Retirement,WORK AGING AND RETIREMENT,2,,Q2
WORK AND OCCUPATIONS,WORK AND OCCUPATIONS,1,Yes,Q1
WORK AND STRESS,WORK AND STRESS,1,Yes,Q1
WORK EMPLOYMENT AND SOCIETY,WORK EMPLOYMENT AND SOCIETY,3,,Q1
Workplace-A Journal for Academic Labor,WORKPLACE A JOURNAL FOR ACADEMIC LABOR,,,Q3
Workplace Health & Safety,WORKPLACE HEALTH AND SAFETY,4,,Q2
World,WORLD,3,,Q1
World Allergy Organization Journal,WORLD ALLERGY ORGANIZATION JOURNAL,2,,Q2
WORLD ARCHAEOLOGY,WORLD ARCHAEOLOGY,1,Yes,
WORLD BANK ECONOMIC REVIEW,WORLD BANK ECONOMIC REVIEW,3,,Q2
WORLD BANK RESEARCH OBSERVER,WORLD BANK RESEARCH OBSERVER,1,Yes,Q1
World Cancer Research Journal,WORLD CANCER RESEARCH JOURNAL,4,,Q4
World Competition,WORLD COMPETITION,4,,Q2
WORLD DEVELOPMENT,WORLD DEVELOPMENT,1,Yes,Q1
World Development Perspectives,WORLD DEVELOPMENT PERSPECTIVES,3,,Q2
WORLD ECONOMY,WORLD ECONOMY,3,,Q1
World Electric Vehicle Journal,WORLD ELECTRIC VEHICLE JOURNAL,4,,Q2
World Englishes,WORLD ENGLISHES,2,,Q2
World Journal for Pediatric and Congenital Heart Surgery,WORLD JOURNAL FOR PEDIATRIC AND CONGENITAL HEART SURGERY,4,,Q4
World Journal of Acupuncture-Moxibustion,WORLD JOURNAL OF ACUPUNCTURE MOXIBUSTION,4,,Q3
WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,3,,Q1
World Journal of Cardiology,WORLD JOURNAL OF CARDIOLOGY,4,,Q2
World Journal of Clinical Oncology,WORLD JOURNAL OF CLINICAL ONCOLOGY,4,,Q2
World Journal of Diabetes,WORLD JOURNAL OF DIABETES,4,,Q1
World Journal Of Emergency Medicine,WORLD JOURNAL OF EMERGENCY MEDICINE,3,,Q1
World Journal of Emergency Surgery,WORLD JOURNAL OF EMERGENCY SURGERY,1,Yes,Q1
World Journal of Engineering,WORLD JOURNAL OF ENGINEERING,4,,Q2
World Journal of Entrepreneurship Management and Sustainable Development,WORLD JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND SUSTAINABLE DEVELOPMENT,4,,Q4
WORLD JOURNAL OF GASTROENTEROLOGY,WORLD JOURNAL OF GASTROENTEROLOGY,3,,Q1
World Journal of Gastrointestinal Endoscopy,WORLD JOURNAL OF GASTROINTESTINAL ENDOSCOPY,4,,Q3
World Journal of Gastrointestinal Oncology,WORLD JOURNAL OF GASTROINTESTINAL ONCOLOGY,4,,Q2
World Journal of Gastrointestinal Surgery,WORLD JOURNAL OF GASTROINTESTINAL SURGERY,4,,Q2
World Journal of Hepatology,WORLD JOURNAL OF HEPATOLOGY,4,,Q2
World Journal of Mens Health,WORLD JOURNAL OF MENS HEALTH,3,,Q1
WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,WORLD JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,3,,Q2
World Journal of Nuclear Medicine,WORLD JOURNAL OF NUCLEAR MEDICINE,4,,Q4
World Journal of Oncology,WORLD JOURNAL OF ONCOLOGY,4,,Q3
World Journal of Orthopedics,WORLD JOURNAL OF ORTHOPEDICS,4,,Q2
World Journal of Otorhinolaryngology-Head & Neck Surgery,WORLD JOURNAL OF OTORHINOLARYNGOLOGY HEAD AND NECK SURGERY,3,,Q2
World Journal of Pediatric Surgery,WORLD JOURNAL OF PEDIATRIC SURGERY,4,,Q3
World Journal of Pediatrics,WORLD JOURNAL OF PEDIATRICS,2,,Q1
World Journal of Plastic Surgery,WORLD JOURNAL OF PLASTIC SURGERY,4,,Q3
World Journal of Psychiatry,WORLD JOURNAL OF PSYCHIATRY,3,,Q2
World Journal of Radiology,WORLD JOURNAL OF RADIOLOGY,4,,Q3
World Journal of Stem Cells,WORLD JOURNAL OF STEM CELLS,3,,Q2
WORLD JOURNAL OF SURGERY,WORLD JOURNAL OF SURGERY,3,,Q1
World Journal of Surgical Oncology,WORLD JOURNAL OF SURGICAL ONCOLOGY,3,,Q1
World Journal of Traditional Chinese Medicine,WORLD JOURNAL OF TRADITIONAL CHINESE MEDICINE,2,,Q2
WORLD JOURNAL OF UROLOGY,WORLD JOURNAL OF UROLOGY,2,,Q2
World Leisure Journal,WORLD LEISURE JOURNAL,4,,Q2
World Literature Studies,WORLD LITERATURE STUDIES,3,,
WORLD LITERATURE TODAY,WORLD LITERATURE TODAY,4,,
World Medical & Health Policy,WORLD MEDICAL AND HEALTH POLICY,4,,Q4
World Mycotoxin Journal,WORLD MYCOTOXIN JOURNAL,4,,Q3
World Neurosurgery,WORLD NEUROSURGERY,4,,Q2
World Neurosurgery-X,WORLD NEUROSURGERY X,,,Q2
World of Medicine and Biology,WORLD OF MEDICINE AND BIOLOGY,4,,Q4
World of Music-New Series,WORLD OF MUSIC NEW SERIES,2,,
World of the Orient,WORLD OF ORIENT,,,Q2
World Patent Information,WORLD PATENT INFORMATION,4,,Q2
WORLD POLITICS,WORLD POLITICS,1,Yes,Q1
World Psychiatry,WORLD PSYCHIATRY,1,Yes,Q1
World Rabbit Science,WORLD RABBIT SCIENCE,4,,Q3
World Review of Political Economy,WORLD REVIEW OF POLITICAL ECONOMY,4,,Q4
World Trade Review,WORLD TRADE REVIEW,2,,Q1
WORLD WIDE WEB-INTERNET AND WEB INFORMATION SYSTEMS,WORLD WIDE WEB INTERNET AND WEB INFORMATION SYSTEMS,4,,Q2
WORLDS POULTRY SCIENCE JOURNAL,WORLDS POULTRY SCIENCE JOURNAL,2,,Q1
Worldviews-Global Religions Culture and Ecology,WORLDVIEWS GLOBAL RELIGIONS CULTURE AND ECOLOGY,4,,
Worldviews on Evidence-Based Nursing,WORLDVIEWS ON EVIDENCE BASED NURSING,2,,Q1
Worldwide Hospitality and Tourism Themes,WORLDWIDE HOSPITALITY AND TOURISM THEMES,4,,Q2
Wound Management & Prevention,WOUND MANAGEMENT AND PREVENTION,4,,Q4
Wound Practice and Research,WOUND PRACTICE AND RESEARCH,4,,Q4
WOUND REPAIR AND REGENERATION,WOUND REPAIR AND REGENERATION,3,,Q1
WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,WOUNDS A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,4,,Q3
WPOM-Working Papers on Operations Management,WPOM WORKING PAPERS ON OPERATIONS MANAGEMENT,4,,Q4
Writing & Pedagogy,WRITING AND PEDAGOGY,4,,Q4
WRITTEN COMMUNICATION,WRITTEN COMMUNICATION,1,Yes,Q2
Written Language and Literacy,WRITTEN LANGUAGE AND LITERACY,3,,
Wspolczesna Onkologia-Contemporary Oncology,WSPOLCZESNA ONKOLOGIA CONTEMPORARY ONCOLOGY,4,,Q4
