Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
BEHAVIORAL AND BRAIN SCIENCES,BEHAVIORAL AND BRAIN SCIENCES,1,Yes,Q1
BEHAVIORAL DISORDERS,BEHAVIORAL DISORDERS,3,,Q1
BEHAVIORAL ECOLOGY,BEHAVIORAL ECOLOGY,2,,Q1
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2,,Q1
BEHAVIORAL INTERVENTIONS,BEHAVIORAL INTERVENTIONS,4,,Q3
BEHAVIORAL MEDICINE,BEHAVIORAL MEDICINE,4,,Q2
BEHAVIORAL NEUROSCIENCE,BEHAVIORAL NEUROSCIENCE,4,,Q4
Behavioral Psychology-Psicologia Conductual,BEHAVIORAL PSYCHOLOGY PSICOLOGIA CONDUCTUAL,4,,Q4
Behavioral Research in Accounting,BEHAVIORAL RESEARCH IN ACCOUNTING,4,,Q3
Behavioral Sciences,BEHAVIORAL SCIENCES,3,,Q2
BEHAVIORAL SCIENCES & THE LAW,BEHAVIORAL SCIENCES AND LAW,4,,Q1
Behavioral Sciences of Terrorism and Political Aggression,BEHAVIORAL SCIENCES OF TERRORISM AND POLITICAL AGGRESSION,3,,Q2
Behavioral Sleep Medicine,BEHAVIORAL SLEEP MEDICINE,4,,Q3
BEHAVIOUR,BEHAVIOUR,4,,Q3
BEHAVIOUR & INFORMATION TECHNOLOGY,BEHAVIOUR AND INFORMATION TECHNOLOGY,4,,Q2
BEHAVIOUR RESEARCH AND THERAPY,BEHAVIOUR RESEARCH AND THERAPY,1,Yes,Q1
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,3,,Q3
BEHAVIOURAL BRAIN RESEARCH,BEHAVIOURAL BRAIN RESEARCH,3,,Q2
BEHAVIOURAL NEUROLOGY,BEHAVIOURAL NEUROLOGY,4,,Q3
BEHAVIOURAL PHARMACOLOGY,BEHAVIOURAL PHARMACOLOGY,4,,Q4
Behavioural Processes,BEHAVIOURAL PROCESSES,4,,Q2
Behavioural Public Policy,BEHAVIOURAL PUBLIC POLICY,2,,Q1
Beilstein Journal of Nanotechnology,BEILSTEIN JOURNAL OF NANOTECHNOLOGY,4,,Q3
Beilstein Journal of Organic Chemistry,BEILSTEIN JOURNAL OF ORGANIC CHEMISTRY,4,,Q3
Beitrage zur Algebra und Geometrie-Contributions to Algebra and Geometry,BEITRAGE ZUR ALGEBRA UND GEOMETRIE CONTRIBUTIONS TO ALGEBRA AND GEOMETRY,4,,Q4
BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,3,,
BELGIAN JOURNAL OF ZOOLOGY,BELGIAN JOURNAL OF ZOOLOGY,4,,Q3
Belitung Nursing Journal,BELITUNG NURSING JOURNAL,4,,Q3
Belleten,BELLETEN,4,,Q2
Belphegor,BELPHEGOR,4,,
Ben Jonson Journal,BEN JONSON JOURNAL,3,,
Benchmarking-An International Journal,BENCHMARKING AN INTERNATIONAL JOURNAL,3,,Q2
Beneficial Microbes,BENEFICIAL MICROBES,4,,Q2
Beni-Suef University Journal of Basic and Applied Sciences,BENI SUEF UNIVERSITY JOURNAL OF BASIC AND APPLIED SCIENCES,4,,Q2
Bereavement-Journal of Grief and Responses to Death,BEREAVEMENT JOURNAL OF GRIEF AND RESPONSES TO DEATH,3,,Q2
BERICHTE UBER LANDWIRTSCHAFT,BERICHTE UBER LANDWIRTSCHAFT,4,,Q4
Berichte zur Wissenschaftsgeschichte,BERICHTE ZUR WISSENSCHAFTSGESCHICHTE,2,,Q3
Berkeley Review of Education,BERKELEY REVIEW OF EDUCATION,4,,Q4
BERLINER JOURNAL FUR SOZIOLOGIE,BERLINER JOURNAL FUR SOZIOLOGIE,4,,Q3
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT,4,,Q3
BERNOULLI,BERNOULLI,2,,Q2
Best Practice & Research-Clinical Anaesthesiology,BEST PRACTICE AND RESEARCH CLINICAL ANAESTHESIOLOGY,2,,Q1
BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,BEST PRACTICE AND RESEARCH CLINICAL ENDOCRINOLOGY AND METABOLISM,2,,Q1
Best Practice & Research Clinical Gastroenterology,BEST PRACTICE AND RESEARCH CLINICAL GASTROENTEROLOGY,2,,Q1
BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,BEST PRACTICE AND RESEARCH CLINICAL HAEMATOLOGY,4,,Q3
BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,BEST PRACTICE AND RESEARCH CLINICAL OBSTETRICS AND GYNAECOLOGY,2,,Q1
BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,BEST PRACTICE AND RESEARCH IN CLINICAL RHEUMATOLOGY,2,,Q1
Beton- und Stahlbetonbau,BETON UND STAHLBETONBAU,4,,Q4
BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS,4,,Q4
Beverages,BEVERAGES,3,,Q3
Bewegungstherapie und Gesundheitssport,BEWEGUNGSTHERAPIE UND GESUNDHEITSSPORT,4,,Q4
Beyond Behavior,BEYOND BEHAVIOR,4,,Q4
Beytulhikme-An International Journal of Philosophy,BEYTULHIKME AN INTERNATIONAL JOURNAL OF PHILOSOPHY,4,,
Bezmialem Science,BEZMIALEM SCIENCE,4,,Q4
Bible Translator,BIBLE TRANSLATOR,4,,
BIBLICA,BIBLICA,3,,
Biblical Annals,BIBLICAL ANNALS,3,,
Biblical Interpretation-A Journal of Contemporary Approaches,BIBLICAL INTERPRETATION A JOURNAL OF CONTEMPORARY APPROACHES,3,,
Biblical Theology Bulletin,BIBLICAL THEOLOGY BULLETIN,4,,
Biblio 3W-Barcelona,BIBLIO 3W BARCELONA,4,,
Bibliofilia,BIBLIOFILIA,3,,
Biblios-Revista de Bibliotecologia y Ciencias de la Informacion,BIBLIOS REVISTA DE BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,4,,Q4
Bibliotecas-Anales de Investigacion,BIBLIOTECAS ANALES DE INVESTIGACION,4,,Q4
Bibliotecas-Revista de la Escuela de Bibliotecologia Documentacion e Informacion,BIBLIOTECAS REVISTA DE LA ESCUELA DE BIBLIOTECOLOGIA DOCUMENTACION E INFORMACION,4,,Q4
Bibliothek Forschung und Praxis,BIBLIOTHEK FORSCHUNG UND PRAXIS,4,,Q4
BIBLIOTHEQUE D HUMANISME ET RENAISSANCE,BIBLIOTHEQUE D HUMANISME ET RENAISSANCE,3,,
BIBLISCHE ZEITSCHRIFT,BIBLISCHE ZEITSCHRIFT,3,,
Biblos-Revista da Faculdade de Letras da Universidade de Coimbra,BIBLOS REVISTA DA FACULDADE DE LETRAS DA UNIVERSIDADE DE COIMBRA,4,,
BiD-Textos Universitaris de Biblioteconomia i Documentacio,BID TEXTOS UNIVERSITARIS DE BIBLIOTECONOMIA I DOCUMENTACIO,4,,Q3
Big Data,BIG DATA,4,,Q2
Big Data and Cognitive Computing,BIG DATA AND COGNITIVE COMPUTING,3,,Q1
Big Data & Society,BIG DATA AND SOCIETY,1,Yes,Q1
Big Data Mining and Analytics,BIG DATA MINING AND ANALYTICS,1,Yes,Q1
Big Data Research,BIG DATA RESEARCH,3,,Q1
Big Earth Data,BIG EARTH DATA,1,Yes,Q1
BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,BIJDRAGEN TOT DE TAAL LAND EN VOLKENKUNDE,4,,Q3
Bilig,BILIG,4,,Q3
Bilimname,BILIMNAME,4,,
Bilingual Research Journal,BILINGUAL RESEARCH JOURNAL,2,,Q2
Bilingualism-Language and Cognition,BILINGUALISM LANGUAGE AND COGNITION,2,,Q1
Bio-Algorithms and Med-Systems,BIO ALGORITHMS AND MED SYSTEMS,4,,Q2
Bio-based and Applied Economics,BIO BASED AND APPLIED ECONOMICS,4,,Q2
Bio-Design and Manufacturing,BIO DESIGN AND MANUFACTURING,1,Yes,Q1
BIO-MEDICAL MATERIALS AND ENGINEERING,BIO MEDICAL MATERIALS AND ENGINEERING,4,,Q4
Bio-protocol,BIO PROTOCOL,4,,Q3
BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,BIOACOUSTICS INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,4,,Q1
Bioactive Carbohydrates and Dietary Fibre,BIOACTIVE CARBOHYDRATES AND DIETARY FIBRE,,,Q2
Bioactive Materials,BIOACTIVE MATERIALS,1,Yes,Q1
Bioagro,BIOAGRO,4,,Q4
Bioanalysis,BIOANALYSIS,4,,Q3
Bioarchaeology International,BIOARCHAEOLOGY INTERNATIONAL,,,Q3
Biocatalysis and Agricultural Biotechnology,BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY,3,,Q2
BIOCATALYSIS AND BIOTRANSFORMATION,BIOCATALYSIS AND BIOTRANSFORMATION,4,,Q3
BIOCELL,BIOCELL,4,,Q3
Biochar,BIOCHAR,1,Yes,Q1
Biochemia Medica,BIOCHEMIA MEDICA,4,,Q3
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,4,,Q3
Biochemical Engineering Journal,BIOCHEMICAL ENGINEERING JOURNAL,3,,Q2
BIOCHEMICAL GENETICS,BIOCHEMICAL GENETICS,4,,Q3
BIOCHEMICAL JOURNAL,BIOCHEMICAL JOURNAL,3,,Q2
BIOCHEMICAL PHARMACOLOGY,BIOCHEMICAL PHARMACOLOGY,2,,Q1
BIOCHEMICAL SOCIETY TRANSACTIONS,BIOCHEMICAL SOCIETY TRANSACTIONS,2,,Q2
BIOCHEMICAL SYSTEMATICS AND ECOLOGY,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,4,,Q3
BIOCHEMISTRY,BIOCHEMISTRY,3,,Q3
Biochemistry and Biophysics Reports,BIOCHEMISTRY AND BIOPHYSICS REPORTS,4,,Q4
Biochemistry and Cell Biology,BIOCHEMISTRY AND CELL BIOLOGY,4,,Q4
BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION,4,,Q3
BIOCHEMISTRY-MOSCOW,BIOCHEMISTRY MOSCOW,4,,Q4
Biochemistry Moscow Supplement Series A-Membrane and Cell Biology,BIOCHEMISTRY MOSCOW SUPPLEMENT SERIES A MEMBRANE AND CELL BIOLOGY,4,,Q4
Biochemistry Moscow-Supplement Series B-Biomedical Chemistry,BIOCHEMISTRY MOSCOW SUPPLEMENT SERIES B BIOMEDICAL CHEMISTRY,4,,Q4
Biochemistry Research International,BIOCHEMISTRY RESEARCH INTERNATIONAL,3,,Q2
BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,BIOCHIMICA ET BIOPHYSICA ACTA BIOENERGETICS,3,,Q2
BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES,BIOCHIMICA ET BIOPHYSICA ACTA BIOMEMBRANES,3,,Q3
Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,BIOCHIMICA ET BIOPHYSICA ACTA GENE REGULATORY MECHANISMS,3,,Q2
BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,BIOCHIMICA ET BIOPHYSICA ACTA GENERAL SUBJECTS,3,,Q3
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,BIOCHIMICA ET BIOPHYSICA ACTA MOLECULAR AND CELL BIOLOGY OF LIPIDS,2,,Q2
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,BIOCHIMICA ET BIOPHYSICA ACTA MOLECULAR BASIS OF DISEASE,2,,Q1
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,BIOCHIMICA ET BIOPHYSICA ACTA MOLECULAR CELL RESEARCH,3,,Q2
BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,BIOCHIMICA ET BIOPHYSICA ACTA PROTEINS AND PROTEOMICS,4,,Q3
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,BIOCHIMICA ET BIOPHYSICA ACTA REVIEWS ON CANCER,2,Yes,Q1
BIOCHIMIE,BIOCHIMIE,3,,Q3
BioChip Journal,BIOCHIP JOURNAL,2,,Q1
BIOCONJUGATE CHEMISTRY,BIOCONJUGATE CHEMISTRY,2,,Q1
BIOCONTROL,BIOCONTROL,2,,Q1
BIOCONTROL SCIENCE,BIOCONTROL SCIENCE,,,Q4
BIOCONTROL SCIENCE AND TECHNOLOGY,BIOCONTROL SCIENCE AND TECHNOLOGY,3,,Q3
Biocybernetics and Biomedical Engineering,BIOCYBERNETICS AND BIOMEDICAL ENGINEERING,2,,Q1
BioData Mining,BIODATA MINING,3,,Q1
BIODEGRADATION,BIODEGRADATION,4,,Q2
Biodemography and Social Biology,BIODEMOGRAPHY AND SOCIAL BIOLOGY,4,,Q3
BioDesign Research,BIODESIGN RESEARCH,,,Q1
BIODIVERSITY AND CONSERVATION,BIODIVERSITY AND CONSERVATION,2,,Q1
Biodiversity Data Journal,BIODIVERSITY DATA JOURNAL,4,,Q3
Biodiversity Informatics,BIODIVERSITY INFORMATICS,3,,Q1
BIODRUGS,BIODRUGS,2,,Q1
Bioelectricity,BIOELECTRICITY,4,,Q4
BIOELECTROCHEMISTRY,BIOELECTROCHEMISTRY,2,,Q1
BIOELECTROMAGNETICS,BIOELECTROMAGNETICS,3,,Q3
BioEnergy Research,BIOENERGY RESEARCH,4,,Q3
Bioengineered,BIOENGINEERED,4,,
Bioengineering & Translational Medicine,BIOENGINEERING AND TRANSLATIONAL MEDICINE,2,,Q1
Bioengineering-Basel,BIOENGINEERING BASEL,3,,Q2
BIOESSAYS,BIOESSAYS,3,,Q2
BIOETHICS,BIOETHICS,3,,Q2
Biofabrication,BIOFABRICATION,2,,Q1
BIOFACTORS,BIOFACTORS,3,,Q1
Biofilm,BIOFILM,2,,Q1
BIOFOULING,BIOFOULING,3,,Q2
Biofuel Research Journal-BRJ,BIOFUEL RESEARCH JOURNAL BRJ,1,Yes,Q1
Biofuels Bioproducts & Biorefining-Biofpr,BIOFUELS BIOPRODUCTS AND BIOREFINING BIOFPR,4,,Q2
Biofuels-UK,BIOFUELS UK,4,,Q3
BIOGEOCHEMISTRY,BIOGEOCHEMISTRY,2,,Q1
Biogeosciences,BIOGEOSCIENCES,2,,Q1
BIOGERONTOLOGY,BIOGERONTOLOGY,3,,Q2
BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY,BIOGRAPHY AN INTERDISCIPLINARY QUARTERLY,4,,
BioImpacts,BIOIMPACTS,4,,Q3
BIOINFORMATICS,BIOINFORMATICS,3,,Q1
Bioinformatics Advances,BIOINFORMATICS ADVANCES,4,,Q2
Bioinformatics and Biology Insights,BIOINFORMATICS AND BIOLOGY INSIGHTS,4,,Q3
BIOINORGANIC CHEMISTRY AND APPLICATIONS,BIOINORGANIC CHEMISTRY AND APPLICATIONS,4,,Q1
Bioinspiration & Biomimetics,BIOINSPIRATION AND BIOMIMETICS,3,,Q1
Bioinspired Biomimetic and Nanobiomaterials,BIOINSPIRED BIOMIMETIC AND NANOBIOMATERIALS,4,,Q4
Biointerphases,BIOINTERPHASES,4,,Q3
BioInvasions Records,BIOINVASIONS RECORDS,3,,Q3
BioLaw Journal-Rivista di Biodiritto,BIOLAW JOURNAL RIVISTA DI BIODIRITTO,4,,Q3
Biolinguistics,BIOLINGUISTICS,,,
BIOLOGIA,BIOLOGIA,4,,Q3
Biologia Futura,BIOLOGIA FUTURA,4,,Q3
BIOLOGIA PLANTARUM,BIOLOGIA PLANTARUM,4,,Q4
BIOLOGICAL AGRICULTURE & HORTICULTURE,BIOLOGICAL AGRICULTURE AND HORTICULTURE,4,,Q2
BIOLOGICAL & PHARMACEUTICAL BULLETIN,BIOLOGICAL AND PHARMACEUTICAL BULLETIN,4,,Q3
BIOLOGICAL BULLETIN,BIOLOGICAL BULLETIN,3,,Q2
BIOLOGICAL CHEMISTRY,BIOLOGICAL CHEMISTRY,4,,Q3
BIOLOGICAL CONSERVATION,BIOLOGICAL CONSERVATION,1,Yes,Q1
BIOLOGICAL CONTROL,BIOLOGICAL CONTROL,2,Yes,Q1
BIOLOGICAL CYBERNETICS,BIOLOGICAL CYBERNETICS,4,,Q3
BIOLOGICAL INVASIONS,BIOLOGICAL INVASIONS,2,,Q2
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,BIOLOGICAL JOURNAL OF LINNEAN SOCIETY,3,,Q4
BIOLOGICAL PROCEDURES ONLINE,BIOLOGICAL PROCEDURES ONLINE,3,,Q1
Biological Psychiatry,BIOLOGICAL PSYCHIATRY,1,Yes,Q1
Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,BIOLOGICAL PSYCHIATRY COGNITIVE NEUROSCIENCE AND NEUROIMAGING,2,,Q1
Biological Psychiatry: Global Open Science,BIOLOGICAL PSYCHIATRY GLOBAL OPEN SCIENCE,2,,Q1
BIOLOGICAL PSYCHOLOGY,BIOLOGICAL PSYCHOLOGY,3,,Q1
BIOLOGICAL RESEARCH,BIOLOGICAL RESEARCH,2,,Q1
Biological Research for Nursing,BIOLOGICAL RESEARCH FOR NURSING,4,,Q2
BIOLOGICAL REVIEWS,BIOLOGICAL REVIEWS,1,Yes,Q1
BIOLOGICAL RHYTHM RESEARCH,BIOLOGICAL RHYTHM RESEARCH,4,,Q3
Biological Theory,BIOLOGICAL THEORY,2,,Q1
BIOLOGICAL TRACE ELEMENT RESEARCH,BIOLOGICAL TRACE ELEMENT RESEARCH,3,,Q2
BIOLOGICALS,BIOLOGICALS,4,,Q4
BIOLOGICHESKIE MEMBRANY,BIOLOGICHESKIE MEMBRANY,4,,Q4
Biologics-Targets & Therapy,BIOLOGICS TARGETS AND THERAPY,3,,Q2
BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,BIOLOGY AND ENVIRONMENT PROCEEDINGS OF ROYAL IRISH ACADEMY,4,,Q4
BIOLOGY AND FERTILITY OF SOILS,BIOLOGY AND FERTILITY OF SOILS,2,,Q1
BIOLOGY & PHILOSOPHY,BIOLOGY AND PHILOSOPHY,3,,Q1
Biology-Basel,BIOLOGY BASEL,2,,Q1
BIOLOGY BULLETIN,BIOLOGY BULLETIN,4,,Q4
Biology Direct,BIOLOGY DIRECT,2,,Q1
Biology Letters,BIOLOGY LETTERS,2,,Q2
Biology Methods & Protocols,BIOLOGY METHODS AND PROTOCOLS,4,,Q4
BIOLOGY OF THE CELL,BIOLOGY OF CELL,4,,Q4
BIOLOGY OF REPRODUCTION,BIOLOGY OF REPRODUCTION,2,,Q2
Biology of Sex Differences,BIOLOGY OF SEX DIFFERENCES,2,,Q1
BIOLOGY OF SPORT,BIOLOGY OF SPORT,2,,Q1
Biology Open,BIOLOGY OPEN,4,,Q2
BIOMACROMOLECULES,BIOMACROMOLECULES,1,Yes,Q1
Biomarker Insights,BIOMARKER INSIGHTS,3,,Q3
Biomarker Research,BIOMARKER RESEARCH,2,,Q1
BIOMARKERS,BIOMARKERS,4,,Q3
Biomarkers in Medicine,BIOMARKERS IN MEDICINE,4,,Q3
BIOMASS & BIOENERGY,BIOMASS AND BIOENERGY,2,,Q1
Biomass Conversion and Biorefinery,BIOMASS CONVERSION AND BIOREFINERY,4,,Q2
BIOMATERIALS,BIOMATERIALS,1,Yes,Q1
Biomaterials Advances,BIOMATERIALS ADVANCES,2,Yes,Q2
Biomaterials Research,BIOMATERIALS RESEARCH,2,,Q1
Biomaterials Science,BIOMATERIALS SCIENCE,3,,Q2
BIOMECHANICS,BIOMECHANICS,,,Q3
Biomechanics and Modeling in Mechanobiology,BIOMECHANICS AND MODELING IN MECHANOBIOLOGY,3,,Q2
Biomed Research International,BIOMED RESEARCH INTERNATIONAL,4,,Q3
Biomedica,BIOMEDICA,4,,Q4
Biomedical and Biotechnology Research Journal,BIOMEDICAL AND BIOTECHNOLOGY RESEARCH JOURNAL,4,,Q4
BIOMEDICAL AND ENVIRONMENTAL SCIENCES,BIOMEDICAL AND ENVIRONMENTAL SCIENCES,4,,Q1
BIOMEDICAL CHROMATOGRAPHY,BIOMEDICAL CHROMATOGRAPHY,4,,Q3
BIOMEDICAL ENGINEERING,BIOMEDICAL ENGINEERING,,,Q4
Biomedical Engineering and Computational Biology,BIOMEDICAL ENGINEERING AND COMPUTATIONAL BIOLOGY,,,Q2
BIOMEDICAL ENGINEERING-APPLICATIONS BASIS COMMUNICATIONS,BIOMEDICAL ENGINEERING APPLICATIONS BASIS COMMUNICATIONS,4,,Q4
Biomedical Engineering-Biomedizinische Technik,BIOMEDICAL ENGINEERING BIOMEDIZINISCHE TECHNIK,4,,Q3
Biomedical Engineering Letters,BIOMEDICAL ENGINEERING LETTERS,4,,Q3
BIOMEDICAL ENGINEERING-MEDITSINSKAYA TEKNIKA,BIOMEDICAL ENGINEERING MEDITSINSKAYA TEKNIKA,4,,
Biomedical Engineering Online,BIOMEDICAL ENGINEERING ONLINE,4,,Q2
Biomedical Human Kinetics,BIOMEDICAL HUMAN KINETICS,4,,Q4
Biomedical Journal,BIOMEDICAL JOURNAL,3,,Q2
Biomedical Materials,BIOMEDICAL MATERIALS,4,,Q2
BIOMEDICAL MICRODEVICES,BIOMEDICAL MICRODEVICES,4,,Q2
Biomedical Optics Express,BIOMEDICAL OPTICS EXPRESS,3,,Q1
BIOMEDICAL PAPERS-OLOMOUC,BIOMEDICAL PAPERS OLOMOUC,4,,Q4
Biomedical Physics & Engineering Express,BIOMEDICAL PHYSICS AND ENGINEERING EXPRESS,4,,Q3
Biomedical Reports,BIOMEDICAL REPORTS,4,,Q3
