Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
HISTORY OF PHOTOGRAPHY,HISTORY OF PHOTOGRAPHY,2,Yes,
HISTORY OF POLITICAL ECONOMY,HISTORY OF POLITICAL ECONOMY,2,,Q1
HISTORY OF POLITICAL THOUGHT,HISTORY OF POLITICAL THOUGHT,2,,Q2
HISTORY OF PSYCHIATRY,HISTORY OF PSYCHIATRY,4,,Q3
History of Psychology,HISTORY OF PSYCHOLOGY,3,,Q2
HISTORY OF RELIGIONS,HISTORY OF RELIGIONS,3,,Q1
HISTORY OF SCIENCE,HISTORY OF SCIENCE,1,Yes,Q2
History of science and technology,HISTORY OF SCIENCE AND TECHNOLOGY,4,,Q2
HISTORY TODAY,HISTORY TODAY,4,,Q3
HISTORY WORKSHOP JOURNAL,HISTORY WORKSHOP JOURNAL,2,Yes,Q1
Histria,HISTRIA,4,,Q4
Hitit Theology Journal,HITIT THEOLOGY JOURNAL,4,,
HITOTSUBASHI JOURNAL OF ECONOMICS,HITOTSUBASHI JOURNAL OF ECONOMICS,4,,Q4
HIV AIDS-Research and Palliative Care,HIV AIDS RESEARCH AND PALLIATIVE CARE,4,,Q3
HIV & AIDS Review,HIV AND AIDS REVIEW,4,,Q4
HIV MEDICINE,HIV MEDICINE,3,,Q2
HIV Research & Clinical Practice,HIV RESEARCH AND CLINICAL PRACTICE,4,,Q3
HLA,HLA,4,,Q1
HNO,HNO,4,,Q3
Hobbes Studies,HOBBES STUDIES,4,,
Hokkaido Mathematical Journal,HOKKAIDO MATHEMATICAL JOURNAL,4,,Q3
Holistic Nursing Practice,HOLISTIC NURSING PRACTICE,4,,Q2
HOLOCAUST AND GENOCIDE STUDIES,HOLOCAUST AND GENOCIDE STUDIES,2,,Q1
Holocaust Studies,HOLOCAUST STUDIES,,,Q1
Holocaust-Studii si Cercetari,HOLOCAUST STUDII SI CERCETARI,4,,Q2
HOLOCENE,HOLOCENE,3,,Q3
Holos,HOLOS,4,,Q4
HOLZFORSCHUNG,HOLZFORSCHUNG,3,,Q2
Home Cultures,HOME CULTURES,2,,
Home Health Care Management and Practice,HOME HEALTH CARE MANAGEMENT AND PRACTICE,4,,Q4
