Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Calle 14-Revista de investigacion en el Campo del Arte,CALLE 14 REVISTA DE INVESTIGACION EN EL CAMPO DEL ARTE,4,,
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,CALPHAD COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,3,,Q2
Cambio-Rivista sulle Trasformazioni Sociali,CAMBIO RIVISTA SULLE TRASFORMAZIONI SOCIALI,4,,Q4
CAMBRIAN MEDIEVAL CELTIC STUDIES,CAMBRIAN MEDIEVAL CELTIC STUDIES,3,,
CAMBRIDGE ARCHAEOLOGICAL JOURNAL,CAMBRIDGE ARCHAEOLOGICAL JOURNAL,1,Yes,
Cambridge Classical Journal,CAMBRIDGE CLASSICAL JOURNAL,2,,
Cambridge International Law Journal,CAMBRIDGE INTERNATIONAL LAW JOURNAL,4,,Q2
Cambridge Journal of Anthropology,CAMBRIDGE JOURNAL OF ANTHROPOLOGY,3,,Q2
CAMBRIDGE JOURNAL OF ECONOMICS,CAMBRIDGE JOURNAL OF ECONOMICS,2,,Q2
Cambridge Journal of Education,CAMBRIDGE JOURNAL OF EDUCATION,3,,Q2
Cambridge Journal of Mathematics,CAMBRIDGE JOURNAL OF MATHEMATICS,1,Yes,Q1
Cambridge Journal of Postcolonial Literary Inquiry,CAMBRIDGE JOURNAL OF POSTCOLONIAL LITERARY INQUIRY,3,,
Cambridge Journal of Regions Economy and Society,CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,1,Yes,Q1
Cambridge Law Journal,CAMBRIDGE LAW JOURNAL,3,,Q1
Cambridge Opera Journal,CAMBRIDGE OPERA JOURNAL,2,,
Cambridge Prisms-Global Mental Health,CAMBRIDGE PRISMS GLOBAL MENTAL HEALTH,3,,Q2
CAMBRIDGE QUARTERLY,CAMBRIDGE QUARTERLY,3,,
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,4,,Q2
Cambridge Review of International Affairs,CAMBRIDGE REVIEW OF INTERNATIONAL AFFAIRS,3,,Q2
CAMERA OBSCURA,CAMERA OBSCURA,4,,
Camino Real-Estudios de las Hispanidades Norteamericanas,CAMINO REAL ESTUDIOS DE LAS HISPANIDADES NORTEAMERICANAS,4,,
Campbell Systematic Reviews,CAMPBELL SYSTEMATIC REVIEWS,3,,Q1
Campus Virtuales,CAMPUS VIRTUALES,4,,Q3
CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES,CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES,3,,Q1
CANADIAN ENTOMOLOGIST,CANADIAN ENTOMOLOGIST,4,,Q3
Canadian Ethnic Studies-Etudes Ethniques au Canada,CANADIAN ETHNIC STUDIES ETUDES ETHNIQUES AU CANADA,4,,Q4
CANADIAN FAMILY PHYSICIAN,CANADIAN FAMILY PHYSICIAN,4,,Q1
Canadian Foreign Policy,CANADIAN FOREIGN POLICY,4,,Q2
CANADIAN GEOGRAPHIES-GEOGRAPHIES CANADIENNES,CANADIAN GEOGRAPHIES GEOGRAPHIES CANADIENNES,4,,Q2
CANADIAN GEOTECHNICAL JOURNAL,CANADIAN GEOTECHNICAL JOURNAL,3,,Q2
Canadian Geriatrics Journal,CANADIAN GERIATRICS JOURNAL,4,,Q4
CANADIAN HISTORICAL REVIEW,CANADIAN HISTORICAL REVIEW,4,,Q1
Canadian Journal American and Caribbean Studies,CANADIAN JOURNAL AMERICAN AND CARIBBEAN STUDIES,4,,
Canadian Journal for the Scholarship of Teaching and Learning,CANADIAN JOURNAL FOR SCHOLARSHIP OF TEACHING AND LEARNING,4,,Q4
Canadian Journal for the Study of Adult Education,CANADIAN JOURNAL FOR STUDY OF ADULT EDUCATION,4,,Q4
Canadian Journal of Addiction,CANADIAN JOURNAL OF ADDICTION,4,,Q4
CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,4,,Q4
CANADIAN JOURNAL OF AFRICAN STUDIES,CANADIAN JOURNAL OF AFRICAN STUDIES,4,,Q2
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS REVUE CANADIENNE D AGROECONOMIE,4,,Q2
Canadian Journal of Anesthesia-Journal canadien d anesthesie,CANADIAN JOURNAL OF ANESTHESIA JOURNAL CANADIEN D ANESTHESIE,3,,Q1
CANADIAN JOURNAL OF ANIMAL SCIENCE,CANADIAN JOURNAL OF ANIMAL SCIENCE,4,,Q3
Canadian Journal of Applied Linguistics,CANADIAN JOURNAL OF APPLIED LINGUISTICS,4,,
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,4,,Q2
Canadian Journal of Bioethics-Revue Canadienne de Bioethique,CANADIAN JOURNAL OF BIOETHICS REVUE CANADIENNE DE BIOETHIQUE,4,,Q4
CANADIAN JOURNAL OF CARDIOLOGY,CANADIAN JOURNAL OF CARDIOLOGY,2,,Q1
Canadian Journal of Career Development,CANADIAN JOURNAL OF CAREER DEVELOPMENT,4,,Q4
CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,4,,Q3
Canadian Journal of Chemistry,CANADIAN JOURNAL OF CHEMISTRY,4,,Q4
CANADIAN JOURNAL OF CIVIL ENGINEERING,CANADIAN JOURNAL OF CIVIL ENGINEERING,4,,Q3
Canadian Journal of Communication,CANADIAN JOURNAL OF COMMUNICATION,4,,Q4
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,4,,Q4
CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,CANADIAN JOURNAL OF DEVELOPMENT STUDIES REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,4,,Q4
Canadian Journal of Diabetes,CANADIAN JOURNAL OF DIABETES,4,,Q3
CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,4,,Q4
CANADIAN JOURNAL OF EARTH SCIENCES,CANADIAN JOURNAL OF EARTH SCIENCES,4,,Q3
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,CANADIAN JOURNAL OF ECONOMICS REVUE CANADIENNE D ECONOMIQUE,4,,Q3
Canadian Journal of Educational Administration and Policy,CANADIAN JOURNAL OF EDUCATIONAL ADMINISTRATION AND POLICY,4,,Q4
Canadian Journal of Emergency Medicine,CANADIAN JOURNAL OF EMERGENCY MEDICINE,4,,Q2
CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,4,,Q3
Canadian Journal of Family and Youth,CANADIAN JOURNAL OF FAMILY AND YOUTH,4,,Q4
Canadian Journal of Film Studies-Revue Canadienne d Etudes Cinematographiques,CANADIAN JOURNAL OF FILM STUDIES REVUE CANADIENNE D ETUDES CINEMATOGRAPHIQUES,4,,
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,3,,Q2
CANADIAN JOURNAL OF FOREST RESEARCH,CANADIAN JOURNAL OF FOREST RESEARCH,3,,Q2
Canadian Journal of Gastroenterology and Hepatology,CANADIAN JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,4,,Q3
Canadian Journal of Health History,CANADIAN JOURNAL OF HEALTH HISTORY,4,,Q3
Canadian Journal of Higher Education,CANADIAN JOURNAL OF HIGHER EDUCATION,4,,Q4
Canadian Journal of History-Annales Canadiennes d Histoire,CANADIAN JOURNAL OF HISTORY ANNALES CANADIENNES D HISTOIRE,4,,Q2
CANADIAN JOURNAL OF HOSPITAL PHARMACY,CANADIAN JOURNAL OF HOSPITAL PHARMACY,4,,Q4
Canadian Journal of Human Sexuality,CANADIAN JOURNAL OF HUMAN SEXUALITY,4,,Q4
Canadian Journal of Infectious Diseases & Medical Microbiology,CANADIAN JOURNAL OF INFECTIOUS DISEASES AND MEDICAL MICROBIOLOGY,4,,Q2
CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,4,,Q3
Canadian Journal of Kidney Health and Disease,CANADIAN JOURNAL OF KIDNEY HEALTH AND DISEASE,4,,Q3
Canadian Journal of Law and Jurisprudence,CANADIAN JOURNAL OF LAW AND JURISPRUDENCE,4,,Q2
Canadian Journal of Law and Society,CANADIAN JOURNAL OF LAW AND SOCIETY,4,,
Canadian Journal of Law and Society-La Revue Canadienne Droit et Societe,CANADIAN JOURNAL OF LAW AND SOCIETY LA REVUE CANADIENNE DROIT ET SOCIETE,,,Q2
CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE,CANADIAN JOURNAL OF LINGUISTICS REVUE CANADIENNE DE LINGUISTIQUE,3,,
CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,CANADIAN JOURNAL OF MATHEMATICS JOURNAL CANADIEN DE MATHEMATIQUES,4,,Q2
CANADIAN JOURNAL OF MICROBIOLOGY,CANADIAN JOURNAL OF MICROBIOLOGY,4,,Q4
Canadian Journal of Mineralogy and Petrology,CANADIAN JOURNAL OF MINERALOGY AND PETROLOGY,4,,Q3
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,4,,Q3
Canadian Journal of Nonprofit and Social Economy Research,CANADIAN JOURNAL OF NONPROFIT AND SOCIAL ECONOMY RESEARCH,4,,Q4
Canadian Journal of Nursing Research,CANADIAN JOURNAL OF NURSING RESEARCH,4,,Q1
Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie,CANADIAN JOURNAL OF OCCUPATIONAL THERAPY REVUE CANADIENNE D ERGOTHERAPIE,4,,Q2
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,CANADIAN JOURNAL OF OPHTHALMOLOGY JOURNAL CANADIEN D OPHTALMOLOGIE,4,,Q1
Canadian Journal of Pain-Revue Canadienne de la Douleur,CANADIAN JOURNAL OF PAIN REVUE CANADIENNE DE LA DOULEUR,3,,Q3
CANADIAN JOURNAL OF PHILOSOPHY,CANADIAN JOURNAL OF PHILOSOPHY,1,Yes,
CANADIAN JOURNAL OF PHYSICS,CANADIAN JOURNAL OF PHYSICS,4,,Q3
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,4,,Q4
CANADIAN JOURNAL OF PLANT PATHOLOGY,CANADIAN JOURNAL OF PLANT PATHOLOGY,4,,Q3
CANADIAN JOURNAL OF PLANT SCIENCE,CANADIAN JOURNAL OF PLANT SCIENCE,4,,Q3
CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,CANADIAN JOURNAL OF POLITICAL SCIENCE REVUE CANADIENNE DE SCIENCE POLITIQUE,3,,Q3
Canadian Journal of Program Evaluation,CANADIAN JOURNAL OF PROGRAM EVALUATION,4,,Q3
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,CANADIAN JOURNAL OF PSYCHIATRY REVUE CANADIENNE DE PSYCHIATRIE,3,,Q1
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,CANADIAN JOURNAL OF PUBLIC HEALTH REVUE CANADIENNE DE SANTE PUBLIQUE,3,,Q2
CANADIAN JOURNAL OF REMOTE SENSING,CANADIAN JOURNAL OF REMOTE SENSING,4,,Q3
Canadian Journal of Respiratory Critical Care and Sleep Medicine,CANADIAN JOURNAL OF RESPIRATORY CRITICAL CARE AND SLEEP MEDICINE,4,,Q4
Canadian Journal of Respiratory Therapy,CANADIAN JOURNAL OF RESPIRATORY THERAPY,4,,Q4
Canadian Journal of Rural Medicine,CANADIAN JOURNAL OF RURAL MEDICINE,4,,Q3
Canadian Journal of School Psychology,CANADIAN JOURNAL OF SCHOOL PSYCHOLOGY,4,,Q3
Canadian Journal of Science Mathematics and Technology Education,CANADIAN JOURNAL OF SCIENCE MATHEMATICS AND TECHNOLOGY EDUCATION,4,,Q3
CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE,CANADIAN JOURNAL OF SOCIOLOGY CAHIERS CANADIENS DE SOCIOLOGIE,3,,
CANADIAN JOURNAL OF SOIL SCIENCE,CANADIAN JOURNAL OF SOIL SCIENCE,4,,Q4
Canadian Journal of Speech-Language Pathology and Audiology,CANADIAN JOURNAL OF SPEECH LANGUAGE PATHOLOGY AND AUDIOLOGY,4,,Q4
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,CANADIAN JOURNAL OF STATISTICS REVUE CANADIENNE DE STATISTIQUE,4,,Q3
CANADIAN JOURNAL OF SURGERY,CANADIAN JOURNAL OF SURGERY,3,,Q2
Canadian Journal of Urology,CANADIAN JOURNAL OF UROLOGY,4,,Q4
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,CANADIAN JOURNAL OF VETERINARY RESEARCH REVUE CANADIENNE DE RECHERCHE VETERINAIRE,4,,Q3
Canadian Journal of Women and the Law,CANADIAN JOURNAL OF WOMEN AND LAW,4,,Q3
CANADIAN JOURNAL OF ZOOLOGY,CANADIAN JOURNAL OF ZOOLOGY,4,,Q3
Canadian Journal on Aging-La Revue Canadienne du Vieillissement,CANADIAN JOURNAL ON AGING LA REVUE CANADIENNE DU VIEILLISSEMENT,,,Q3
CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,CANADIAN JOURNAL ON AGING REVUE CANADIENNE DU VIEILLISSEMENT,4,,
CANADIAN LITERATURE,CANADIAN LITERATURE,4,,
Canadian Liver Journal,CANADIAN LIVER JOURNAL,4,,Q4
CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,CANADIAN MATHEMATICAL BULLETIN BULLETIN CANADIEN DE MATHEMATIQUES,4,,Q4
CANADIAN MEDICAL ASSOCIATION JOURNAL,CANADIAN MEDICAL ASSOCIATION JOURNAL,1,Yes,Q1
CANADIAN METALLURGICAL QUARTERLY,CANADIAN METALLURGICAL QUARTERLY,4,,Q3
CANADIAN MINERALOGIST,CANADIAN MINERALOGIST,,,Q3
CANADIAN MODERN LANGUAGE REVIEW-REVUE CANADIENNE DES LANGUES VIVANTES,CANADIAN MODERN LANGUAGE REVIEW REVUE CANADIENNE DES LANGUES VIVANTES,4,,Q3
Canadian Pharmacists Journal,CANADIAN PHARMACISTS JOURNAL,4,,Q3
Canadian Political Science Review,CANADIAN POLITICAL SCIENCE REVIEW,4,,Q4
CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE,CANADIAN PSYCHOLOGY PSYCHOLOGIE CANADIENNE,4,,Q2
CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,CANADIAN PUBLIC ADMINISTRATION ADMINISTRATION PUBLIQUE DU CANADA,4,,Q3
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,CANADIAN PUBLIC POLICY ANALYSE DE POLITIQUES,3,,Q3
Canadian Respiratory Journal,CANADIAN RESPIRATORY JOURNAL,4,,Q3
CANADIAN REVIEW OF AMERICAN STUDIES,CANADIAN REVIEW OF AMERICAN STUDIES,4,,
CANADIAN REVIEW OF COMPARATIVE LITERATURE-REVUE CANADIENNE DE LITTERATURE COMPAREE,CANADIAN REVIEW OF COMPARATIVE LITERATURE REVUE CANADIENNE DE LITTERATURE COMPAREE,4,,
Canadian Review of Sociology-Revue Canadienne de Sociologie,CANADIAN REVIEW OF SOCIOLOGY REVUE CANADIENNE DE SOCIOLOGIE,4,,Q3
Canadian Slavonic Papers,CANADIAN SLAVONIC PAPERS,2,,Q2
Canadian Society of Forensic Science Journal,CANADIAN SOCIETY OF FORENSIC SCIENCE JOURNAL,4,,Q4
Canadian Studies in Population,CANADIAN STUDIES IN POPULATION,4,,Q3
CANADIAN THEATRE REVIEW,CANADIAN THEATRE REVIEW,4,,
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,CANADIAN VETERINARY JOURNAL REVUE VETERINAIRE CANADIENNE,4,,Q3
Canadian Water Resources Journal,CANADIAN WATER RESOURCES JOURNAL,4,,Q4
Canadian Yearbook of International Law,CANADIAN YEARBOOK OF INTERNATIONAL LAW,4,,Q4
CANCER,CANCER,1,Yes,Q1
Cancer & Metabolism,CANCER AND METABOLISM,2,,Q1
CANCER AND METASTASIS REVIEWS,CANCER AND METASTASIS REVIEWS,2,,Q1
Cancer Biology & Medicine,CANCER BIOLOGY AND MEDICINE,2,,Q1
CANCER BIOLOGY & THERAPY,CANCER BIOLOGY AND THERAPY,2,,Q1
Cancer Biomarkers,CANCER BIOMARKERS,4,,Q3
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,4,,Q2
CANCER CAUSES & CONTROL,CANCER CAUSES AND CONTROL,3,,Q2
CANCER CELL,CANCER CELL,1,Yes,Q1
Cancer Cell International,CANCER CELL INTERNATIONAL,3,,Q1
CANCER CHEMOTHERAPY AND PHARMACOLOGY,CANCER CHEMOTHERAPY AND PHARMACOLOGY,4,,Q3
Cancer Communications,CANCER COMMUNICATIONS,1,Yes,Q1
Cancer Control,CANCER CONTROL,4,,Q3
CANCER CYTOPATHOLOGY,CANCER CYTOPATHOLOGY,3,,Q2
Cancer Discovery,CANCER DISCOVERY,1,Yes,Q1
Cancer Drug Resistance,CANCER DRUG RESISTANCE,4,,Q1
Cancer Epidemiology,CANCER EPIDEMIOLOGY,3,,Q2
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,CANCER EPIDEMIOLOGY BIOMARKERS AND PREVENTION,2,,Q1
CANCER GENE THERAPY,CANCER GENE THERAPY,3,,Q1
Cancer Genetics,CANCER GENETICS,4,,Q3
Cancer Genomics & Proteomics,CANCER GENOMICS AND PROTEOMICS,4,,Q2
CANCER IMAGING,CANCER IMAGING,2,,Q1
CANCER IMMUNOLOGY IMMUNOTHERAPY,CANCER IMMUNOLOGY IMMUNOTHERAPY,3,,Q1
Cancer Immunology Research,CANCER IMMUNOLOGY RESEARCH,1,Yes,Q1
Cancer Informatics,CANCER INFORMATICS,4,,Q2
Cancer Innovation,CANCER INNOVATION,4,,Q3
CANCER INVESTIGATION,CANCER INVESTIGATION,4,,Q3
CANCER JOURNAL,CANCER JOURNAL,4,,Q3
CANCER LETTERS,CANCER LETTERS,1,Yes,Q1
Cancer Management and Research,CANCER MANAGEMENT AND RESEARCH,4,,Q3
Cancer Medicine,CANCER MEDICINE,3,,Q2
Cancer Nanotechnology,CANCER NANOTECHNOLOGY,3,,Q1
CANCER NURSING,CANCER NURSING,3,,Q1
Cancer Pathogenesis and Therapy,CANCER PATHOGENESIS AND THERAPY,4,,Q2
Cancer Prevention Research,CANCER PREVENTION RESEARCH,3,,Q3
Cancer Radiotherapie,CANCER RADIOTHERAPIE,4,,Q3
Cancer Reports,CANCER REPORTS,4,,Q3
CANCER RESEARCH,CANCER RESEARCH,1,Yes,Q1
Cancer Research and Treatment,CANCER RESEARCH AND TREATMENT,2,,Q2
Cancer Research Communications,CANCER RESEARCH COMMUNICATIONS,4,,Q2
CANCER SCIENCE,CANCER SCIENCE,2,,Q2
Cancer Treatment and Research Communications,CANCER TREATMENT AND RESEARCH COMMUNICATIONS,,,Q3
CANCER TREATMENT REVIEWS,CANCER TREATMENT REVIEWS,1,Yes,Q1
Cancers,CANCERS,3,,Q2
CANDOLLEA,CANDOLLEA,4,,Q4
Cannabis and Cannabinoid Research,CANNABIS AND CANNABINOID RESEARCH,4,,Q2
Capital and Class,CAPITAL AND CLASS,3,,Q3
Capital Markets Law Journal,CAPITAL MARKETS LAW JOURNAL,4,,Q2
Capitale Culturale-Studies on the Value of Cultural Heritage,CAPITALE CULTURALE STUDIES ON VALUE OF CULTURAL HERITAGE,4,,
CAPjournal,CAPJOURNAL,4,,Q4
Caplletra,CAPLLETRA,4,,
Caracol,CARACOL,4,,
Caraka Tani-Journal of Sustainable Agriculture,CARAKA TANI JOURNAL OF SUSTAINABLE AGRICULTURE,,,Q3
Caravelle,CARAVELLE,4,,
Carbohydrate Polymer Technologies and Applications,CARBOHYDRATE POLYMER TECHNOLOGIES AND APPLICATIONS,2,,Q1
Carbohydrate Polymers,CARBOHYDRATE POLYMERS,1,Yes,Q1
Carbohydrate Research,CARBOHYDRATE RESEARCH,3,,Q2
CARBON,CARBON,2,Yes,Q1
Carbon Balance and Management,CARBON BALANCE AND MANAGEMENT,2,,Q1
Carbon Capture Science & Technology,CARBON CAPTURE SCIENCE AND TECHNOLOGY,2,,Q1
Carbon Energy,CARBON ENERGY,1,Yes,Q1
Carbon Letters,CARBON LETTERS,3,,Q1
Carbon Management,CARBON MANAGEMENT,4,,Q2
Carbon Neutrality,CARBON NEUTRALITY,,,Q1
Carbon Neutralization,CARBON NEUTRALIZATION,,,Q1
Carbon Resources Conversion,CARBON RESOURCES CONVERSION,2,,Q1
Carbon Trends,CARBON TRENDS,4,,Q2
CARBONATES AND EVAPORITES,CARBONATES AND EVAPORITES,4,,Q2
CARCINOGENESIS,CARCINOGENESIS,3,,Q2
Cardiac Failure Review,CARDIAC FAILURE REVIEW,2,,Q1
Cardio-Oncology,CARDIO ONCOLOGY,3,,Q2
Cardiogenetics,CARDIOGENETICS,4,,Q4
CARDIOLOGY,CARDIOLOGY,4,,Q3
Cardiology and Therapy,CARDIOLOGY AND THERAPY,3,,Q2
CARDIOLOGY CLINICS,CARDIOLOGY CLINICS,3,,Q3
Cardiology Discovery,CARDIOLOGY DISCOVERY,4,,Q4
Cardiology in Review,CARDIOLOGY IN REVIEW,4,,Q2
