Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Telos,TELOS,4,,Q4
TELOS-Revista de Estudios Interdisciplinarios en Ciencias Sociales,TELOS REVISTA DE ESTUDIOS INTERDISCIPLINARIOS EN CIENCIAS SOCIALES,4,,Q3
TEM Journal-Technology Education Management Informatics,TEM JOURNAL TECHNOLOGY EDUCATION MANAGEMENT INFORMATICS,4,,Q4
TeMA-Journal of Land Use Mobility and Environment,TEMA JOURNAL OF LAND USE MOBILITY AND ENVIRONMENT,4,,
Temas Agrarios,TEMAS AGRARIOS,4,,Q4
Temas Americanistas,TEMAS AMERICANISTAS,4,,Q2
Temas de Nuestra America-Revista de Estudios Latinoamericanos,TEMAS DE NUESTRA AMERICA REVISTA DE ESTUDIOS LATINOAMERICANOS,4,,Q4
Temas y Debates,TEMAS Y DEBATES,4,,Q4
TEMENOS,TEMENOS,4,,
Temida,TEMIDA,4,,Q4
TEMPO,TEMPO,3,,
Tempo e Argumento,TEMPO E ARGUMENTO,4,,Q3
Tempo-Niteroi,TEMPO NITEROI,4,,Q3
Tempo Social,TEMPO SOCIAL,4,,Q4
TENSIDE SURFACTANTS DETERGENTS,TENSIDE SURFACTANTS DETERGENTS,4,,Q4
Teoliteraria-Revista Brasileira de Literaturas e Teologias,TEOLITERARIA REVISTA BRASILEIRA DE LITERATURAS E TEOLOGIAS,4,,
Teologia,TEOLOGIA,4,,
Teologia y Vida,TEOLOGIA Y VIDA,3,,
Teorema,TEOREMA,4,,
Teoria de la Educacion,TEORIA DE LA EDUCACION,4,,Q2
Teoria e Pratica em Administracao-TPA,TEORIA E PRATICA EM ADMINISTRACAO TPA,4,,Q4
Teoria-Rivista di Filosofia,TEORIA RIVISTA DI FILOSOFIA,4,,
Teoria y Realidad Constitucional,TEORIA Y REALIDAD CONSTITUCIONAL,4,,Q3
TEORIJA IN PRAKSA,TEORIJA IN PRAKSA,4,,Q3
Ter es Tarsadalom,TER ES TARSADALOM,4,,Q3
TERAPEVTICHESKII ARKHIV,TERAPEVTICHESKII ARKHIV,4,,Q4
Terapia Psicologica,TERAPIA PSICOLOGICA,4,,Q4
Tercio Creciente,TERCIO CRECIENTE,4,,
Terminology,TERMINOLOGY,3,,Q2
Terra Economicus,TERRA ECONOMICUS,4,,Q3
Terra Latinoamericana,TERRA LATINOAMERICANA,4,,Q4
TERRA NOVA,TERRA NOVA,3,,Q3
Terrae Incognitae-The Journal of the Society for the History of Discoveries,TERRAE INCOGNITAE JOURNAL OF SOCIETY FOR HISTORY OF DISCOVERIES,2,,Q2
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,4,,Q3
Territoire en Mouvement,TERRITOIRE EN MOUVEMENT,4,,Q4
Territorios,TERRITORIOS,4,,Q4
Territory Politics Governance,TERRITORY POLITICS GOVERNANCE,3,,Q1
TERRORISM AND POLITICAL VIOLENCE,TERRORISM AND POLITICAL VIOLENCE,2,,Q2
Tertiary Education and Management,TERTIARY EDUCATION AND MANAGEMENT,4,,Q2
TESL Canada Journal,TESL CANADA JOURNAL,4,,Q2
TESOL Journal,TESOL JOURNAL,4,,Q2
TESOL QUARTERLY,TESOL QUARTERLY,1,Yes,Q1
TEST,TEST,3,,Q2
Tethys-Journal of Mediterranean Meteorology & Climatology,TETHYS JOURNAL OF MEDITERRANEAN METEOROLOGY AND CLIMATOLOGY,,,Q4
TETRAHEDRON,TETRAHEDRON,3,,Q2
TETRAHEDRON LETTERS,TETRAHEDRON LETTERS,4,,Q3
TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,TETSU TO HAGANE JOURNAL OF IRON AND STEEL INSTITUTE OF JAPAN,4,,Q4
TEXAS HEART INSTITUTE JOURNAL,TEXAS HEART INSTITUTE JOURNAL,4,,Q4
TEXAS LAW REVIEW,TEXAS LAW REVIEW,2,,Q1
TEXAS STUDIES IN LITERATURE AND LANGUAGE,TEXAS STUDIES IN LITERATURE AND LANGUAGE,4,,
TEXT & KRITIK,TEXT AND KRITIK,4,,
Text and Performance Quarterly,TEXT AND PERFORMANCE QUARTERLY,2,Yes,
Text & Talk,TEXT AND TALK,3,,Q3
Text Matters-A Journal of Literature Theory and Culture,TEXT MATTERS A JOURNAL OF LITERATURE THEORY AND CULTURE,4,,
Textile-Cloth and Culture,TEXTILE CLOTH AND CULTURE,4,,
TEXTILE HISTORY,TEXTILE HISTORY,1,Yes,
TEXTILE PROGRESS,TEXTILE PROGRESS,4,,Q1
TEXTILE RESEARCH JOURNAL,TEXTILE RESEARCH JOURNAL,4,,Q2
Textiles,TEXTILES,,,Q1
Texto Livre-Linguagem e Tecnologia,TEXTO LIVRE LINGUAGEM E TECNOLOGIA,4,,
TEXTUAL PRACTICE,TEXTUAL PRACTICE,3,,
Textus,TEXTUS,3,,
TH Open,TH OPEN,,,Q3
Thai Journal of Mathematics,THAI JOURNAL OF MATHEMATICS,4,,Q4
Thai Journal of Veterinary Medicine,THAI JOURNAL OF VETERINARY MEDICINE,4,,Q4
Thailand Statistician,THAILAND STATISTICIAN,4,,Q4
THALASSAS,THALASSAS,4,,Q4
Thalassemia Reports,THALASSEMIA REPORTS,4,,Q4
THEATER,THEATER,4,,
THEATER HEUTE,THEATER HEUTE,4,,
Theatre Dance and Performance Training,THEATRE DANCE AND PERFORMANCE TRAINING,3,,
THEATRE HISTORY STUDIES,THEATRE HISTORY STUDIES,4,,
THEATRE JOURNAL,THEATRE JOURNAL,1,Yes,
THEATRE NOTEBOOK,THEATRE NOTEBOOK,2,,
THEATRE RESEARCH INTERNATIONAL,THEATRE RESEARCH INTERNATIONAL,3,,
THEATRE SURVEY,THEATRE SURVEY,2,,
Theleme-Revista Complutense de Estudios Franceses,THELEME REVISTA COMPLUTENSE DE ESTUDIOS FRANCESES,4,,
Themata-Revista de Filosofia,THEMATA REVISTA DE FILOSOFIA,4,,
THEOLOGICAL STUDIES,THEOLOGICAL STUDIES,2,,
Theology,THEOLOGY,4,,
Theology and Science,THEOLOGY AND SCIENCE,3,,Q2
Theology & Sexuality,THEOLOGY AND SEXUALITY,4,,
THEOLOGY TODAY,THEOLOGY TODAY,4,,
THEORETICAL AND APPLIED CLIMATOLOGY,THEORETICAL AND APPLIED CLIMATOLOGY,4,,Q3
Theoretical and Applied Ecology,THEORETICAL AND APPLIED ECOLOGY,4,,Q4
THEORETICAL AND APPLIED FRACTURE MECHANICS,THEORETICAL AND APPLIED FRACTURE MECHANICS,2,Yes,Q1
THEORETICAL AND APPLIED GENETICS,THEORETICAL AND APPLIED GENETICS,1,Yes,Q1
Theoretical and Applied Mechanics,THEORETICAL AND APPLIED MECHANICS,4,,Q4
Theoretical and Applied Mechanics Letters,THEORETICAL AND APPLIED MECHANICS LETTERS,2,,Q2
THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,3,,Q2
Theoretical and Experimental Chemistry,THEORETICAL AND EXPERIMENTAL CHEMISTRY,4,,Q4
Theoretical and Experimental Plant Physiology,THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY,4,,Q2
THEORETICAL AND MATHEMATICAL PHYSICS,THEORETICAL AND MATHEMATICAL PHYSICS,4,,Q3
Theoretical and Practical Issues of Journalism,THEORETICAL AND PRACTICAL ISSUES OF JOURNALISM,4,,Q4
Theoretical Biology Forum,THEORETICAL BIOLOGY FORUM,4,,Q3
THEORETICAL CHEMISTRY ACCOUNTS,THEORETICAL CHEMISTRY ACCOUNTS,4,,Q4
Theoretical Computer Science,THEORETICAL COMPUTER SCIENCE,4,,Q3
THEORETICAL CRIMINOLOGY,THEORETICAL CRIMINOLOGY,2,,Q2
Theoretical Ecology,THEORETICAL ECOLOGY,4,,Q4
Theoretical Economics,THEORETICAL ECONOMICS,3,,Q3
THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,4,,Q4
THEORETICAL ISSUES IN ERGONOMICS SCIENCE,THEORETICAL ISSUES IN ERGONOMICS SCIENCE,4,,Q3
THEORETICAL LINGUISTICS,THEORETICAL LINGUISTICS,2,,Q4
THEORETICAL MEDICINE AND BIOETHICS,THEORETICAL MEDICINE AND BIOETHICS,3,,Q2
THEORETICAL POPULATION BIOLOGY,THEORETICAL POPULATION BIOLOGY,4,,Q3
THEORIA,THEORIA,4,,Q3
Theoria-A Swedish Journal of Philosophy,THEORIA A SWEDISH JOURNAL OF PHILOSOPHY,4,,
THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA,THEORIA REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA,3,,Q3
Theory and Applications of Categories,THEORY AND APPLICATIONS OF CATEGORIES,4,,Q2
THEORY AND DECISION,THEORY AND DECISION,4,,Q4
Theory and Practice of Legislation,THEORY AND PRACTICE OF LEGISLATION,4,,Q2
THEORY AND PRACTICE OF LOGIC PROGRAMMING,THEORY AND PRACTICE OF LOGIC PROGRAMMING,2,,Q1
THEORY & PSYCHOLOGY,THEORY AND PSYCHOLOGY,4,,Q2
Theory and Research in Education,THEORY AND RESEARCH IN EDUCATION,3,,Q3
THEORY AND RESEARCH IN SOCIAL EDUCATION,THEORY AND RESEARCH IN SOCIAL EDUCATION,2,,Q1
THEORY AND SOCIETY,THEORY AND SOCIETY,2,,Q2
THEORY CULTURE & SOCIETY,THEORY CULTURE AND SOCIETY,2,,Q1
Theory in Action,THEORY IN ACTION,4,,Q4
THEORY IN BIOSCIENCES,THEORY IN BIOSCIENCES,4,,Q3
THEORY INTO PRACTICE,THEORY INTO PRACTICE,3,,Q2
Theory of Computing,THEORY OF COMPUTING,4,,Q4
THEORY OF COMPUTING SYSTEMS,THEORY OF COMPUTING SYSTEMS,4,,Q4
THEORY OF PROBABILITY AND ITS APPLICATIONS,THEORY OF PROBABILITY AND ITS APPLICATIONS,4,,Q4
Theory of Probability and Mathematical Statistics,THEORY OF PROBABILITY AND MATHEMATICAL STATISTICS,4,,Q4
Theranostics,THERANOSTICS,1,Yes,Q1
Therapeutic Advances in Allergy and Rhinology,THERAPEUTIC ADVANCES IN ALLERGY AND RHINOLOGY,4,,Q3
Therapeutic Advances in Cardiovascular Disease,THERAPEUTIC ADVANCES IN CARDIOVASCULAR DISEASE,3,,Q2
Therapeutic Advances in Chronic Disease,THERAPEUTIC ADVANCES IN CHRONIC DISEASE,3,,Q2
Therapeutic Advances in Drug Safety,THERAPEUTIC ADVANCES IN DRUG SAFETY,3,,Q2
Therapeutic Advances in Endocrinology and Metabolism,THERAPEUTIC ADVANCES IN ENDOCRINOLOGY AND METABOLISM,3,,Q1
Therapeutic Advances in Gastroenterology,THERAPEUTIC ADVANCES IN GASTROENTEROLOGY,3,,Q2
Therapeutic Advances in Gastrointestinal Endoscopy,THERAPEUTIC ADVANCES IN GASTROINTESTINAL ENDOSCOPY,3,,Q3
Therapeutic Advances in Hematology,THERAPEUTIC ADVANCES IN HEMATOLOGY,3,,Q2
Therapeutic Advances in Infectious Disease,THERAPEUTIC ADVANCES IN INFECTIOUS DISEASE,4,,Q2
Therapeutic Advances in Medical Oncology,THERAPEUTIC ADVANCES IN MEDICAL ONCOLOGY,2,,Q2
Therapeutic Advances in Musculoskeletal Disease,THERAPEUTIC ADVANCES IN MUSCULOSKELETAL DISEASE,3,,Q1
Therapeutic Advances in Neurological Disorders,THERAPEUTIC ADVANCES IN NEUROLOGICAL DISORDERS,2,,Q1
Therapeutic Advances in Ophthalmology,THERAPEUTIC ADVANCES IN OPHTHALMOLOGY,4,,Q2
Therapeutic Advances in Psychopharmacology,THERAPEUTIC ADVANCES IN PSYCHOPHARMACOLOGY,3,,Q1
Therapeutic Advances in Pulmonary and Critical Care Medicine,THERAPEUTIC ADVANCES IN PULMONARY AND CRITICAL CARE MEDICINE,4,,Q2
Therapeutic Advances in Reproductive Health,THERAPEUTIC ADVANCES IN REPRODUCTIVE HEALTH,4,,Q2
Therapeutic Advances in Respiratory Disease,THERAPEUTIC ADVANCES IN RESPIRATORY DISEASE,3,,Q2
Therapeutic Advances in Urology,THERAPEUTIC ADVANCES IN UROLOGY,4,,Q1
THERAPEUTIC APHERESIS AND DIALYSIS,THERAPEUTIC APHERESIS AND DIALYSIS,4,,Q3
Therapeutic Communities,THERAPEUTIC COMMUNITIES,4,,Q4
Therapeutic Delivery,THERAPEUTIC DELIVERY,4,,Q3
THERAPEUTIC DRUG MONITORING,THERAPEUTIC DRUG MONITORING,4,,Q2
Therapeutic Hypothermia and Temperature Management,THERAPEUTIC HYPOTHERMIA AND TEMPERATURE MANAGEMENT,4,,Q4
Therapeutic Innovation & Regulatory Science,THERAPEUTIC INNOVATION AND REGULATORY SCIENCE,4,,Q3
Therapeutic Recreation Journal,THERAPEUTIC RECREATION JOURNAL,4,,Q4
Therapeutics and Clinical Risk Management,THERAPEUTICS AND CLINICAL RISK MANAGEMENT,3,,Q2
THERAPEUTISCHE UMSCHAU,THERAPEUTISCHE UMSCHAU,4,,Q4
THERAPIE,THERAPIE,4,,Q3
THERIOGENOLOGY,THERIOGENOLOGY,2,,Q1
THERMAL ENGINEERING,THERMAL ENGINEERING,4,,Q4
Thermal Science,THERMAL SCIENCE,4,,Q4
Thermal Science and Engineering Progress,THERMAL SCIENCE AND ENGINEERING PROGRESS,2,,Q1
Thermo,THERMO,,,Q2
THERMOCHIMICA ACTA,THERMOCHIMICA ACTA,3,,Q2
Thermophysics and Aeromechanics,THERMOPHYSICS AND AEROMECHANICS,4,,Q4
Thesis Eleven,THESIS ELEVEN,3,,Q4
Thin Solid Films,THIN SOLID FILMS,4,,Q3
THIN-WALLED STRUCTURES,THIN WALLED STRUCTURES,2,Yes,Q1
Think-Philosophy for Everyone,THINK PHILOSOPHY FOR EVERYONE,4,,
THINKING & REASONING,THINKING AND REASONING,3,,Q2
Thinking Skills and Creativity,THINKING SKILLS AND CREATIVITY,2,,Q1
Third Text,THIRD TEXT,2,,
THIRD WORLD QUARTERLY,THIRD WORLD QUARTERLY,2,,Q2
THOMIST,THOMIST,3,,
THORACIC AND CARDIOVASCULAR SURGEON,THORACIC AND CARDIOVASCULAR SURGEON,4,,Q3
Thoracic and Cardiovascular Surgeon Reports,THORACIC AND CARDIOVASCULAR SURGEON REPORTS,4,,Q4
Thoracic Cancer,THORACIC CANCER,4,,Q2
Thoracic Research and Practice,THORACIC RESEARCH AND PRACTICE,4,,Q4
Thoracic Surgery Clinics,THORACIC SURGERY CLINICS,4,,Q2
THORAX,THORAX,1,Yes,Q1
Thought-A Journal of Philosophy,THOUGHT A JOURNAL OF PHILOSOPHY,3,,
Thresholds,THRESHOLDS,4,,
THROMBOSIS AND HAEMOSTASIS,THROMBOSIS AND HAEMOSTASIS,2,Yes,Q1
Thrombosis Journal,THROMBOSIS JOURNAL,3,,Q3
THROMBOSIS RESEARCH,THROMBOSIS RESEARCH,3,,Q2
Thunderbird International Business Review,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,4,,Q2
THYROID,THYROID,1,Yes,Q1
Thyroid Research,THYROID RESEARCH,4,,Q4
Ticks and Tick-Borne Diseases,TICKS AND TICK BORNE DISEASES,2,,Q1
Ticontre-Teoria Testo Traduzione,TICONTRE TEORIA TESTO TRADUZIONE,4,,
TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING,4,,Q2
TIDSSKRIFT FOR SAMFUNNSFORSKNING,TIDSSKRIFT FOR SAMFUNNSFORSKNING,4,,Q3
Tiempos Modernos-Revista Electronica de Historia Moderna,TIEMPOS MODERNOS REVISTA ELECTRONICA DE HISTORIA MODERNA,4,,Q3
TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE,TIERAERZTLICHE PRAXIS AUSGABE GROSSTIERE NUTZTIERE,4,,Q4
TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,4,,Q4
Tijdschrift voor Communicatiewetenschap,TIJDSCHRIFT VOOR COMMUNICATIEWETENSCHAP,4,,Q4
TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,3,,Q2
TIJDSCHRIFT VOOR FILOSOFIE,TIJDSCHRIFT VOOR FILOSOFIE,4,,
TIJDSCHRIFT VOOR GESCHIEDENIS,TIJDSCHRIFT VOOR GESCHIEDENIS,4,,Q4
TIJDSCHRIFT VOOR NEDERLANDSE TAAL-EN LETTERKUNDE,TIJDSCHRIFT VOOR NEDERLANDSE TAAL EN LETTERKUNDE,4,,
Tijdschrift voor Rechtsgeschiedenis-Revue d Histoire du Droit-The Legal History Review,TIJDSCHRIFT VOOR RECHTSGESCHIEDENIS REVUE D HISTOIRE DU DROIT LEGAL HISTORY REVIEW,3,,Q3
Tilburg Law Review-Journal of International and European Law,TILBURG LAW REVIEW JOURNAL OF INTERNATIONAL AND EUROPEAN LAW,4,,Q2
Timarit um Uppeldi og Menntun-Icelandic Journal of Education,TIMARIT UM UPPELDI OG MENNTUN ICELANDIC JOURNAL OF EDUCATION,4,,Q4
Time & Mind-The Journal of Archaeology Consciousness and Culture,TIME AND MIND JOURNAL OF ARCHAEOLOGY CONSCIOUSNESS AND CULTURE,3,,
TIME & SOCIETY,TIME AND SOCIETY,2,,Q2
Timing & Time Perception,TIMING AND TIME PERCEPTION,4,,Q4
Tintas-Quaderni di Letterature Iberiche e Iberoamericane,TINTAS QUADERNI DI LETTERATURE IBERICHE E IBEROAMERICANE,4,,
Tirant,TIRANT,4,,
Tire Science and Technology,TIRE SCIENCE AND TECHNOLOGY,4,,Q4
TISSUE & CELL,TISSUE AND CELL,3,,Q1
Tissue Barriers,TISSUE BARRIERS,4,,Q2
