Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,ZEITSCHRIFT DER DEUTSCHEN GESELLSCHAFT FUR GEOWISSENSCHAFTEN,4,,Q4
ZEITSCHRIFT DER DEUTSCHEN MORGENLANDISCHEN GESELLSCHAFT,ZEITSCHRIFT DER DEUTSCHEN MORGENLANDISCHEN GESELLSCHAFT,4,,
Zeitschrift der Gesellschaft fur Musiktheorie,ZEITSCHRIFT DER GESELLSCHAFT FUR MUSIKTHEORIE,4,,
Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte - Kanonistische Abteilung,ZEITSCHRIFT DER SAVIGNY STIFTUNG FUR RECHTSGESCHICHTE KANONISTISCHE ABTEILUNG,,,Q3
Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte - Romanistische Abteilung,ZEITSCHRIFT DER SAVIGNY STIFTUNG FUR RECHTSGESCHICHTE ROMANISTISCHE ABTEILUNG,,,Q2
ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS,ZEITSCHRIFT DES DEUTSCHEN PALASTINA VEREINS,4,,
Zeitschrift fuer Ganzheitliche Tiermedizin,ZEITSCHRIFT FUER GANZHEITLICHE TIERMEDIZIN,4,,Q4
Zeitschrift fuer Individualpsychologie,ZEITSCHRIFT FUER INDIVIDUALPSYCHOLOGIE,4,,Q4
ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,4,,
ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,4,,Q2
ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,3,,Q2
ZEITSCHRIFT FUR ANGLISTIK UND AMERIKANISTIK,ZEITSCHRIFT FUR ANGLISTIK UND AMERIKANISTIK,4,,
ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,4,,
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY,ZEITSCHRIFT FUR ANTIKES CHRISTENTUM JOURNAL OF ANCIENT CHRISTIANITY,3,,
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,ZEITSCHRIFT FUR ARBEITS UND ORGANISATIONSPSYCHOLOGIE,4,,Q3
Zeitschrift fur Arznei- & Gewurzpflanzen,ZEITSCHRIFT FUR ARZNEI AND GEWURZPFLANZEN,4,,Q4
Zeitschrift fur Assyriologie und Vorderasiatische Archaologie,ZEITSCHRIFT FUR ASSYRIOLOGIE UND VORDERASIATISCHE ARCHAOLOGIE,2,,Q2
ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE,4,,Q4
ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE,ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE,4,,
ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR,ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR,4,,
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK,4,,Q4
ZEITSCHRIFT FUR DIE ALTTESTAMENTLICHE WISSENSCHAFT,ZEITSCHRIFT FUR DIE ALTTESTAMENTLICHE WISSENSCHAFT,3,,
ZEITSCHRIFT FUR DIE NEUTESTAMENTLICHE WISSENSCHAFT UND DIE KUNDE DER ALTEREN KIRCHE,ZEITSCHRIFT FUR DIE NEUTESTAMENTLICHE WISSENSCHAFT UND DIE KUNDE DER ALTEREN KIRCHE,3,,
Zeitschrift fur Empirische Kulturwissenschaft,ZEITSCHRIFT FUR EMPIRISCHE KULTURWISSENSCHAFT,4,,
ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE,4,,Q3
Zeitschrift fur Epileptologie,ZEITSCHRIFT FUR EPILEPTOLOGIE,,,Q4
Zeitschrift fur Erziehungswissenschaft,ZEITSCHRIFT FUR ERZIEHUNGSWISSENSCHAFT,4,,Q3
ZEITSCHRIFT FUR ETHNOLOGIE - Journal of Social and Cultural Anthropology,ZEITSCHRIFT FUR ETHNOLOGIE JOURNAL OF SOCIAL AND CULTURAL ANTHROPOLOGY,4,,Q4
Zeitschrift fur Evaluation,ZEITSCHRIFT FUR EVALUATION,4,,Q4
ZEITSCHRIFT FUR EVANGELISCHE ETHIK,ZEITSCHRIFT FUR EVANGELISCHE ETHIK,4,,
Zeitschrift fur Evidenz Fortbildung und Qualitaet im Gesundheitswesen,ZEITSCHRIFT FUR EVIDENZ FORTBILDUNG UND QUALITAET IM GESUNDHEITSWESEN,4,,Q3
ZEITSCHRIFT FUR FRANZOSISCHE SPRACHE UND LITERATUR,ZEITSCHRIFT FUR FRANZOSISCHE SPRACHE UND LITERATUR,4,,
ZEITSCHRIFT FUR GASTROENTEROLOGIE,ZEITSCHRIFT FUR GASTROENTEROLOGIE,4,,Q3
ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,4,,Q4
ZEITSCHRIFT FUR GEOMORPHOLOGIE,ZEITSCHRIFT FUR GEOMORPHOLOGIE,4,,Q3
ZEITSCHRIFT FUR GERMANISTIK,ZEITSCHRIFT FUR GERMANISTIK,4,,
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK,ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK,4,,
ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,4,,Q4
ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT,ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT,4,,Q3
Zeitschrift fur Herz Thorax und Gefasschirurgie,ZEITSCHRIFT FUR HERZ THORAX UND GEFASSCHIRURGIE,4,,Q4
ZEITSCHRIFT FUR HISTORISCHE FORSCHUNG,ZEITSCHRIFT FUR HISTORISCHE FORSCHUNG,4,,Q2
Zeitschrift fur Interkulturelle Germanistik,ZEITSCHRIFT FUR INTERKULTURELLE GERMANISTIK,4,,Q4
Zeitschrift fur Katalanistik,ZEITSCHRIFT FUR KATALANISTIK,4,,
ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,ZEITSCHRIFT FUR KINDER UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,4,,Q4
ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,4,,Q4
Zeitschrift fur Kristallographie-Crystalline Materials,ZEITSCHRIFT FUR KRISTALLOGRAPHIE CRYSTALLINE MATERIALS,4,,Q2
ZEITSCHRIFT FUR KRISTALLOGRAPHIE-NEW CRYSTAL STRUCTURES,ZEITSCHRIFT FUR KRISTALLOGRAPHIE NEW CRYSTAL STRUCTURES,4,,Q4
ZEITSCHRIFT FUR KUNSTGESCHICHTE,ZEITSCHRIFT FUR KUNSTGESCHICHTE,3,,
Zeitschrift fur Medizinische Physik,ZEITSCHRIFT FUR MEDIZINISCHE PHYSIK,4,,Q1
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A A JOURNAL OF PHYSICAL SCIENCES,4,,Q3
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B A JOURNAL OF CHEMICAL SCIENCES,4,,Q4
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C A JOURNAL OF BIOSCIENCES,4,,Q3
Zeitschrift fur Neuropsychologie,ZEITSCHRIFT FUR NEUROPSYCHOLOGIE,4,,Q4
Zeitschrift fur Orthopadie und Unfallchirurgie,ZEITSCHRIFT FUR ORTHOPADIE UND UNFALLCHIRURGIE,4,,Q4
ZEITSCHRIFT FUR PADAGOGIK,ZEITSCHRIFT FUR PADAGOGIK,4,,Q4
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,4,,Q4
Zeitschrift fur Palliativmedizin,ZEITSCHRIFT FUR PALLIATIVMEDIZIN,4,,Q4
ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG,ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG,4,,
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY AND CHEMICAL PHYSICS,4,,Q3
Zeitschrift fur Pneumologie,ZEITSCHRIFT FUR PNEUMOLOGIE,4,,Q4
Zeitschrift fur Psychologie-Journal of Psychology,ZEITSCHRIFT FUR PSYCHOLOGIE JOURNAL OF PSYCHOLOGY,3,,Q2
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,4,,Q1
ZEITSCHRIFT FUR RELIGIONS-UND GEISTESGESCHICHTE,ZEITSCHRIFT FUR RELIGIONS UND GEISTESGESCHICHTE,4,,
ZEITSCHRIFT FUR RHEUMATOLOGIE,ZEITSCHRIFT FUR RHEUMATOLOGIE,4,,Q4
ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE,ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE,3,,
ZEITSCHRIFT FUR SEMIOTIK,ZEITSCHRIFT FUR SEMIOTIK,,,
Zeitschrift fur Sexualforschung,ZEITSCHRIFT FUR SEXUALFORSCHUNG,4,,Q3
ZEITSCHRIFT FUR SLAVISCHE PHILOLOGIE,ZEITSCHRIFT FUR SLAVISCHE PHILOLOGIE,3,,
ZEITSCHRIFT FUR SLAWISTIK,ZEITSCHRIFT FUR SLAWISTIK,3,,
ZEITSCHRIFT FUR SOZIOLOGIE,ZEITSCHRIFT FUR SOZIOLOGIE,4,,Q3
Zeitschrift fur Soziologie der Erziehung und Sozialisation,ZEITSCHRIFT FUR SOZIOLOGIE DER ERZIEHUNG UND SOZIALISATION,4,,Q4
Zeitschrift fur Sportpsychologie,ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,4,,Q4
Zeitschrift fur Sprachwissenschaft,ZEITSCHRIFT FUR SPRACHWISSENSCHAFT,2,,Q3
ZEITSCHRIFT FUR THEOLOGIE UND KIRCHE,ZEITSCHRIFT FUR THEOLOGIE UND KIRCHE,4,,
Zeitschrift fur Tourismuswissenschaft,ZEITSCHRIFT FUR TOURISMUSWISSENSCHAFT,4,,Q4
Zeitschrift fur Vergleichende Politikwissenschaft,ZEITSCHRIFT FUR VERGLEICHENDE POLITIKWISSENSCHAFT,4,,Q3
Zemdirbyste-Agriculture,ZEMDIRBYSTE AGRICULTURE,4,,Q4
Zentralblatt fur Arbeitsmedizin Arbeitsschutz und Ergonomie,ZENTRALBLATT FUR ARBEITSMEDIZIN ARBEITSSCHUTZ UND ERGONOMIE,4,,Q4
ZENTRALBLATT FUR CHIRURGIE,ZENTRALBLATT FUR CHIRURGIE,4,,Q4
Zephyrus-Revista de Prehistoria y Arqueologia,ZEPHYRUS REVISTA DE PREHISTORIA Y ARQUEOLOGIA,4,,
ZFW-Advances in Economic Geography,ZFW ADVANCES IN ECONOMIC GEOGRAPHY,3,,Q2
Zhurnal Frontirnykh Issledovanii-Journal of Frontier Studies,ZHURNAL FRONTIRNYKH ISSLEDOVANII JOURNAL OF FRONTIER STUDIES,4,,
Zhurnal Novaya Ekonomicheskaya Assotsiatsiya-Journal of the New Economic Association,ZHURNAL NOVAYA EKONOMICHESKAYA ASSOTSIATSIYA JOURNAL OF NEW ECONOMIC ASSOCIATION,4,,Q4
ZHURNAL OBSHCHEI BIOLOGII,ZHURNAL OBSHCHEI BIOLOGII,4,,Q4
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,4,,Q4
Zibaldone-Estudios Italianos,ZIBALDONE ESTUDIOS ITALIANOS,,,
Zibaldone-Estudios Italianos de La Torre del Virrey,ZIBALDONE ESTUDIOS ITALIANOS DE LA TORRE DEL VIRREY,3,,
Zivot Umjetnosti,ZIVOT UMJETNOSTI,4,,
ZKG INTERNATIONAL,ZKG INTERNATIONAL,4,,Q4
Zograf,ZOGRAF,4,,
Zolotoordynskoe Obozrenie-Golden Horde Review,ZOLOTOORDYNSKOE OBOZRENIE GOLDEN HORDE REVIEW,3,,Q2
Zona Proxima,ZONA PROXIMA,4,,Q4
ZOO BIOLOGY,ZOO BIOLOGY,4,,Q2
ZooKeys,ZOOKEYS,3,,Q2
Zoologia,ZOOLOGIA,4,,Q1
ZOOLOGICA SCRIPTA,ZOOLOGICA SCRIPTA,2,,Q1
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,ZOOLOGICAL JOURNAL OF LINNEAN SOCIETY,2,Yes,Q1
Zoological Letters,ZOOLOGICAL LETTERS,3,,Q1
ZOOLOGICAL RESEARCH,ZOOLOGICAL RESEARCH,1,Yes,Q1
ZOOLOGICAL SCIENCE,ZOOLOGICAL SCIENCE,4,,Q3
ZOOLOGICAL STUDIES,ZOOLOGICAL STUDIES,4,,Q2
ZOOLOGICHESKY ZHURNAL,ZOOLOGICHESKY ZHURNAL,4,,Q4
ZOOLOGISCHER ANZEIGER,ZOOLOGISCHER ANZEIGER,3,,Q2
ZOOLOGY,ZOOLOGY,3,,Q2
ZOOLOGY IN THE MIDDLE EAST,ZOOLOGY IN MIDDLE EAST,4,,Q4
ZOOMORPHOLOGY,ZOOMORPHOLOGY,4,,Q3
Zoonoses and Public Health,ZOONOSES AND PUBLIC HEALTH,2,,Q1
ZOOSYSTEMA,ZOOSYSTEMA,4,,Q2
Zoosystematics and Evolution,ZOOSYSTEMATICS AND EVOLUTION,2,,Q3
Zootaxa,ZOOTAXA,4,,Q3
ZUCHTUNGSKUNDE,ZUCHTUNGSKUNDE,4,,Q4
Zutot,ZUTOT,4,,
ZYGON,ZYGON,3,,Q3
ZYGOTE,ZYGOTE,4,,Q4
