Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
DEVELOPMENTAL NEUROPSYCHOLOGY,DEVELOPMENTAL NEUROPSYCHOLOGY,4,,Q2
Developmental Neurorehabilitation,DEVELOPMENTAL NEUROREHABILITATION,4,,Q2
DEVELOPMENTAL NEUROSCIENCE,DEVELOPMENTAL NEUROSCIENCE,4,,Q3
DEVELOPMENTAL PSYCHOBIOLOGY,DEVELOPMENTAL PSYCHOBIOLOGY,4,,Q2
DEVELOPMENTAL PSYCHOLOGY,DEVELOPMENTAL PSYCHOLOGY,2,Yes,Q2
DEVELOPMENTAL REVIEW,DEVELOPMENTAL REVIEW,1,Yes,Q1
DEVELOPMENTAL SCIENCE,DEVELOPMENTAL SCIENCE,1,Yes,Q1
Developments in the Built Environment,DEVELOPMENTS IN BUILT ENVIRONMENT,2,,Q1
Developpement Durable & Territoires,DEVELOPPEMENT DURABLE AND TERRITOIRES,4,,Q4
Deviance et Societe,DEVIANCE ET SOCIETE,4,,Q4
DEVIANT BEHAVIOR,DEVIANT BEHAVIOR,3,,Q2
Device,DEVICE,,,Q1
Devices and Methods of Measurements,DEVICES AND METHODS OF MEASUREMENTS,4,,Q4
DIABETES,DIABETES,2,Yes,Q1
Diabetes & Metabolic Syndrome-Clinical Research & Reviews,DIABETES AND METABOLIC SYNDROME CLINICAL RESEARCH AND REVIEWS,3,,Q2
DIABETES & METABOLISM,DIABETES AND METABOLISM,2,,Q1
Diabetes & Metabolism Journal,DIABETES AND METABOLISM JOURNAL,2,,Q1
Diabetes & Vascular Disease Research,DIABETES AND VASCULAR DISEASE RESEARCH,4,,Q2
DIABETES CARE,DIABETES CARE,1,Yes,Q1
Diabetes Epidemiology and Management,DIABETES EPIDEMIOLOGY AND MANAGEMENT,4,,Q4
Diabetes Mellitus,DIABETES MELLITUS,4,,Q4
Diabetes Metabolic Syndrome and Obesity,DIABETES METABOLIC SYNDROME AND OBESITY,3,,Q2
DIABETES-METABOLISM RESEARCH AND REVIEWS,DIABETES METABOLISM RESEARCH AND REVIEWS,3,,Q1
DIABETES OBESITY & METABOLISM,DIABETES OBESITY AND METABOLISM,2,,Q1
DIABETES RESEARCH AND CLINICAL PRACTICE,DIABETES RESEARCH AND CLINICAL PRACTICE,3,,Q1
Diabetes Stoffwechsel und Herz,DIABETES STOFFWECHSEL UND HERZ,4,,Q4
Diabetes Technology & Therapeutics,DIABETES TECHNOLOGY AND THERAPEUTICS,2,,Q1
Diabetes Therapy,DIABETES THERAPY,3,,Q3
DIABETIC MEDICINE,DIABETIC MEDICINE,3,,Q2
DIABETOLOGIA,DIABETOLOGIA,1,Yes,Q1
Diabetologie,DIABETOLOGIE,4,,Q4
Diabetologie und Stoffwechsel,DIABETOLOGIE UND STOFFWECHSEL,4,,Q4
Diabetology,DIABETOLOGY,4,,Q3
Diabetology & Metabolic Syndrome,DIABETOLOGY AND METABOLIC SYNDROME,3,,Q2
Diabetology International,DIABETOLOGY INTERNATIONAL,4,,Q4
Diachronica,DIACHRONICA,2,,Q3
DIACRITICS-A REVIEW OF CONTEMPORARY CRITICISM,DIACRITICS A REVIEW OF CONTEMPORARY CRITICISM,4,,
Diagnosis,DIAGNOSIS,4,,Q2
Diagnostic and Interventional Imaging,DIAGNOSTIC AND INTERVENTIONAL IMAGING,2,,Q1
Diagnostic and Interventional Radiology,DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY,4,,Q3
Diagnostic and Prognostic Research,DIAGNOSTIC AND PROGNOSTIC RESEARCH,,,Q1
DIAGNOSTIC CYTOPATHOLOGY,DIAGNOSTIC CYTOPATHOLOGY,4,,Q4
DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,4,,Q3
Diagnostic Pathology,DIAGNOSTIC PATHOLOGY,3,,Q2
DIAGNOSTICA,DIAGNOSTICA,4,,Q4
Diagnostics,DIAGNOSTICS,3,,Q1
DIALECTICAL ANTHROPOLOGY,DIALECTICAL ANTHROPOLOGY,4,,Q2
Dialectologia,DIALECTOLOGIA,4,,
Dialectologia et Geolinguistica,DIALECTOLOGIA ET GEOLINGUISTICA,4,,Q4
Dialog-A Journal of Theology,DIALOG A JOURNAL OF THEOLOGY,4,,
Dialog so Vremenem-Dialogue with Time,DIALOG SO VREMENEM DIALOGUE WITH TIME,4,,Q3
Dialogia,DIALOGIA,4,,Q4
Dialogic Pedagogy,DIALOGIC PEDAGOGY,4,,Q3
Dialogica,DIALOGICA,4,,Q4
Dialogo,DIALOGO,4,,Q4
Dialogo das Letras,DIALOGO DAS LETRAS,4,,
DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW,DIALOGUE CANADIAN PHILOSOPHICAL REVIEW,4,,
Dialogues in Clinical Neuroscience,DIALOGUES IN CLINICAL NEUROSCIENCE,2,,Q1
Dialogues in Human Geography,DIALOGUES IN HUMAN GEOGRAPHY,1,Yes,Q1
Dialogues in Philosophy Mental and Neuro Sciences,DIALOGUES IN PHILOSOPHY MENTAL AND NEURO SCIENCES,4,,
Diametros,DIAMETROS,4,,
DIAMOND AND RELATED MATERIALS,DIAMOND AND RELATED MATERIALS,3,,Q1
Diaspora Studies,DIASPORA STUDIES,4,,Q4
Diasporas-Histoire et Societes,DIASPORAS HISTOIRE ET SOCIETES,4,,Q4
DIATOM RESEARCH,DIATOM RESEARCH,3,,Q3
Dicenda-Cuadernos de Filologia Hispanica,DICENDA CUADERNOS DE FILOLOGIA HISPANICA,4,,
DICKENS QUARTERLY,DICKENS QUARTERLY,3,,
Dickens Studies Annual,DICKENS STUDIES ANNUAL,4,,
DICKENSIAN,DICKENSIAN,4,,
Didactica de las Ciencias Experimentales y Sociales,DIDACTICA DE LAS CIENCIAS EXPERIMENTALES Y SOCIALES,4,,Q4
Didactica-Lengua y Literatura,DIDACTICA LENGUA Y LITERATURA,4,,
Differences-A Journal of Feminist Cultural Studies,DIFFERENCES A JOURNAL OF FEMINIST CULTURAL STUDIES,4,,Q3
Differential and Integral Equations,DIFFERENTIAL AND INTEGRAL EQUATIONS,3,,Q1
DIFFERENTIAL EQUATIONS,DIFFERENTIAL EQUATIONS,4,,Q2
Differential Equations & Applications,DIFFERENTIAL EQUATIONS AND APPLICATIONS,4,,Q3
Differential Equations and Dynamical Systems,DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS,4,,Q3
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,4,,Q2
DIFFERENTIATION,DIFFERENTIATION,3,,Q2
Digest Journal of Nanomaterials and Biostructures,DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES,4,,Q4
Digest of Middle East Studies,DIGEST OF MIDDLE EAST STUDIES,4,,Q1
DIGESTION,DIGESTION,4,,Q2
DIGESTIVE AND LIVER DISEASE,DIGESTIVE AND LIVER DISEASE,2,,Q2
DIGESTIVE DISEASES,DIGESTIVE DISEASES,4,,Q3
DIGESTIVE DISEASES AND SCIENCES,DIGESTIVE DISEASES AND SCIENCES,4,,Q2
Digestive Endoscopy,DIGESTIVE ENDOSCOPY,2,,Q1
DIGESTIVE SURGERY,DIGESTIVE SURGERY,4,,Q3
Digital Business,DIGITAL BUSINESS,,,Q1
Digital Chemical Engineering,DIGITAL CHEMICAL ENGINEERING,4,,Q2
Digital Communications and Networks,DIGITAL COMMUNICATIONS AND NETWORKS,2,,Q1
DIGITAL CREATIVITY,DIGITAL CREATIVITY,3,,
Digital Discovery,DIGITAL DISCOVERY,2,,Q1
Digital Education Review,DIGITAL EDUCATION REVIEW,4,,Q3
Digital Health,DIGITAL HEALTH,3,,Q1
Digital Humanities Quarterly,DIGITAL HUMANITIES QUARTERLY,4,,
Digital Journalism,DIGITAL JOURNALISM,1,Yes,Q1
Digital Library Perspectives,DIGITAL LIBRARY PERSPECTIVES,4,,Q3
Digital Policy Regulation and Governance,DIGITAL POLICY REGULATION AND GOVERNANCE,4,,Q2
Digital Scholarship in the Humanities,DIGITAL SCHOLARSHIP IN HUMANITIES,3,,Q2
DIGITAL SIGNAL PROCESSING,DIGITAL SIGNAL PROCESSING,3,,Q2
Digital Threats: Research and Practice,DIGITAL THREATS RESEARCH AND PRACTICE,,,Q3
digitAR-Revista Digital de Arqueologia Arquitectura e Artes-Digital Journal of Archaeology Architecture and Arts,DIGITAR REVISTA DIGITAL DE ARQUEOLOGIA ARQUITECTURA E ARTES DIGITAL JOURNAL OF ARCHAEOLOGY ARCHITECTURE AND ARTS,4,,
Digithum,DIGITHUM,4,,
Dimension Empresarial,DIMENSION EMPRESARIAL,4,,
Dimensions of Critical Care Nursing,DIMENSIONS OF CRITICAL CARE NURSING,4,,Q3
Dinbilimleri Akademik Arastirma Dergisi-Journal of Academic Research in Religious Sciences,DINBILIMLERI AKADEMIK ARASTIRMA DERGISI JOURNAL OF ACADEMIC RESEARCH IN RELIGIOUS SCIENCES,4,,
Diplomacy & Statecraft,DIPLOMACY AND STATECRAFT,4,,Q2
DIPLOMATIC HISTORY,DIPLOMATIC HISTORY,3,,Q1
Diplomatica,DIPLOMATICA,4,,Q1
Dirasat Hispanicas-Revista Tunecina de Estudios Hispanicos,DIRASAT HISPANICAS REVISTA TUNECINA DE ESTUDIOS HISPANICOS,4,,
Direccion y Organizacion,DIRECCION Y ORGANIZACION,4,,Q4
Direito e Praxis,DIREITO E PRAXIS,4,,Q3
Diritti Umani e Diritto Internazionale,DIRITTI UMANI E DIRITTO INTERNAZIONALE,4,,Q4
Disabilities,DISABILITIES,,,Q3
Disability and Health Journal,DISABILITY AND HEALTH JOURNAL,2,,Q1
DISABILITY AND REHABILITATION,DISABILITY AND REHABILITATION,4,,Q2
Disability and Rehabilitation-Assistive Technology,DISABILITY AND REHABILITATION ASSISTIVE TECHNOLOGY,4,,Q1
DISABILITY & SOCIETY,DISABILITY AND SOCIETY,3,,Q1
Disaster Medicine and Public Health Preparedness,DISASTER MEDICINE AND PUBLIC HEALTH PREPAREDNESS,4,,Q3
Disaster Prevention and Management,DISASTER PREVENTION AND MANAGEMENT,4,,Q3
DISASTERS,DISASTERS,3,,Q1
Discours-Revue de Linguistique Psycholinguistique et Informatique,DISCOURS REVUE DE LINGUISTIQUE PSYCHOLINGUISTIQUE ET INFORMATIQUE,3,,Q3
Discourse & Communication,DISCOURSE AND COMMUNICATION,2,Yes,Q2
DISCOURSE & SOCIETY,DISCOURSE AND SOCIETY,1,Yes,Q1
Discourse Context & Media,DISCOURSE CONTEXT AND MEDIA,1,Yes,Q1
Discourse-Journal for Theoretical Studies in Media and Culture,DISCOURSE JOURNAL FOR THEORETICAL STUDIES IN MEDIA AND CULTURE,4,,
DISCOURSE PROCESSES,DISCOURSE PROCESSES,2,,Q2
DISCOURSE STUDIES,DISCOURSE STUDIES,2,Yes,Q2
Discourse-Studies in the Cultural Politics of Education,DISCOURSE STUDIES IN CULTURAL POLITICS OF EDUCATION,3,,Q2
Discover Applied Sciences,DISCOVER APPLIED SCIENCES,,,
Discover Computing,DISCOVER COMPUTING,,,
Discover Food,DISCOVER FOOD,,,Q2
Discover Materials,DISCOVER MATERIALS,,,Q2
Discover Mental Health,DISCOVER MENTAL HEALTH,,,Q2
Discover Nano,DISCOVER NANO,3,,Q2
Discover Oncology,DISCOVER ONCOLOGY,4,,Q2
Discover Psychology,DISCOVER PSYCHOLOGY,,,Q2
Discover Public Health,DISCOVER PUBLIC HEALTH,,,
Discover Social Science and Health,DISCOVER SOCIAL SCIENCE AND HEALTH,,,Q4
Discover Space,DISCOVER SPACE,,,
Discover Sustainability,DISCOVER SUSTAINABILITY,4,,Q2
Discovery Medicine,DISCOVERY MEDICINE,4,,Q3
Discrete Analysis,DISCRETE ANALYSIS,4,,Q1
DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE AND COMPUTATIONAL GEOMETRY,4,,Q3
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,3,,Q1
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS SERIES B,4,,Q2
Discrete and Continuous Dynamical Systems-Series S,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS SERIES S,4,,Q3
DISCRETE APPLIED MATHEMATICS,DISCRETE APPLIED MATHEMATICS,3,,Q2
DISCRETE DYNAMICS IN NATURE AND SOCIETY,DISCRETE DYNAMICS IN NATURE AND SOCIETY,4,,Q3
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,DISCRETE EVENT DYNAMIC SYSTEMS THEORY AND APPLICATIONS,4,,Q2
DISCRETE MATHEMATICS,DISCRETE MATHEMATICS,3,,Q2
Discrete Mathematics Algorithms and Applications,DISCRETE MATHEMATICS ALGORITHMS AND APPLICATIONS,4,,Q4
Discrete Mathematics and Applications,DISCRETE MATHEMATICS AND APPLICATIONS,4,,Q4
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,4,,Q3
Discrete Mathematics Letters,DISCRETE MATHEMATICS LETTERS,4,,Q2
Discrete Optimization,DISCRETE OPTIMIZATION,4,,Q2
Discussiones Mathematicae Graph Theory,DISCUSSIONES MATHEMATICAE GRAPH THEORY,4,,Q2
Disease Models & Mechanisms,DISEASE MODELS AND MECHANISMS,3,,Q1
Diseases,DISEASES,4,,Q2
DISEASES OF AQUATIC ORGANISMS,DISEASES OF AQUATIC ORGANISMS,4,,Q3
DISEASES OF THE COLON & RECTUM,DISEASES OF COLON AND RECTUM,2,,Q1
DISEASES OF THE ESOPHAGUS,DISEASES OF ESOPHAGUS,4,,Q3
Disegnare Idee Immagini-Ideas Images,DISEGNARE IDEE IMMAGINI IDEAS IMAGES,4,,
Disegnarecon,DISEGNARECON,4,,
disP,DISP,4,,Q4
Disparidades-Revista de Antropologia,DISPARIDADES REVISTA DE ANTROPOLOGIA,4,,
DISPLAYS,DISPLAYS,2,,Q2
Disputatio-International Journal of Philosophy,DISPUTATIO INTERNATIONAL JOURNAL OF PHILOSOPHY,3,,
Disputatio-Philosophical Research Bulletin,DISPUTATIO PHILOSOPHICAL RESEARCH BULLETIN,4,,
DISSENT,DISSENT,4,,Q3
Dissertationes Mathematicae,DISSERTATIONES MATHEMATICAE,3,,Q2
DISSOLUTION TECHNOLOGIES,DISSOLUTION TECHNOLOGIES,4,,Q4
Distance Education,DISTANCE EDUCATION,2,,Q1
Distinktion-Journal of Social Theory,DISTINKTION JOURNAL OF SOCIAL THEORY,3,,Q2
DISTRIBUTED AND PARALLEL DATABASES,DISTRIBUTED AND PARALLEL DATABASES,4,,Q3
DISTRIBUTED COMPUTING,DISTRIBUTED COMPUTING,4,,Q2
Diversitas-Perspectivas en Psicologia,DIVERSITAS PERSPECTIVAS EN PSICOLOGIA,4,,Q4
DIVERSITY AND DISTRIBUTIONS,DIVERSITY AND DISTRIBUTIONS,1,Yes,Q1
Diversity-Basel,DIVERSITY BASEL,3,,Q2
