Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Veterinary Record Open,VETERINARY RECORD OPEN,3,,Q3
VETERINARY RESEARCH,VETERINARY RESEARCH,2,,Q1
VETERINARY RESEARCH COMMUNICATIONS,VETERINARY RESEARCH COMMUNICATIONS,3,,Q2
Veterinary Research Forum,VETERINARY RESEARCH FORUM,4,,Q3
Veterinary Sciences,VETERINARY SCIENCES,3,,Q1
VETERINARY SURGERY,VETERINARY SURGERY,2,,Q2
Veterinary World,VETERINARY WORLD,3,,Q2
VETUS TESTAMENTUM,VETUS TESTAMENTUM,3,,
Via Atlantica,VIA ATLANTICA,4,,
VIAL-Vigo International Journal of Applied Linguistics,VIAL VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,3,,Q2
VIATOR-MEDIEVAL AND RENAISSANCE STUDIES,VIATOR MEDIEVAL AND RENAISSANCE STUDIES,4,,
Vibration,VIBRATION,3,,Q3
VIBRATIONAL SPECTROSCOPY,VIBRATIONAL SPECTROSCOPY,3,,Q1
Vichiana,VICHIANA,,,Q4
Victims & Offenders,VICTIMS AND OFFENDERS,4,,Q2
Victorian Historical Journal,VICTORIAN HISTORICAL JOURNAL,4,,Q4
VICTORIAN LITERATURE AND CULTURE,VICTORIAN LITERATURE AND CULTURE,2,,
Victorian Periodicals Review,VICTORIAN PERIODICALS REVIEW,2,,
VICTORIAN POETRY,VICTORIAN POETRY,3,,
Victorian Review-An Interdisciplinary Journal of Victorian Studies,VICTORIAN REVIEW AN INTERDISCIPLINARY JOURNAL OF VICTORIAN STUDIES,4,,
VICTORIAN STUDIES,VICTORIAN STUDIES,3,,
Victoriographies-A Journal of Nineteenth-Century Writing 1790-1914,VICTORIOGRAPHIES A JOURNAL OF NINETEENTH CENTURY WRITING 1790 1914,3,,
Video-Assisted Thoracic Surgery,VIDEO ASSISTED THORACIC SURGERY,4,,Q4
Videosurgery and Other Miniinvasive Techniques,VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES,4,,Q2
VIE ET MILIEU-LIFE AND ENVIRONMENT,VIE ET MILIEU LIFE AND ENVIRONMENT,4,,Q4
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,4,,Q2
Vietnam Journal of Chemistry,VIETNAM JOURNAL OF CHEMISTRY,4,,Q3
Vietnam Journal of Computer Science,VIETNAM JOURNAL OF COMPUTER SCIENCE,4,,Q3
Vietnam Journal of Earth Sciences,VIETNAM JOURNAL OF EARTH SCIENCES,4,,Q2
Vietnam Journal of Mathematics,VIETNAM JOURNAL OF MATHEMATICS,4,,Q2
VIEW,VIEW,3,,Q1
Vigilancia Sanitaria em Debate-Sociedade Ciencia & Tecnologia,VIGILANCIA SANITARIA EM DEBATE SOCIEDADE CIENCIA AND TECNOLOGIA,4,,Q4
VIGILIAE CHRISTIANAE,VIGILIAE CHRISTIANAE,3,,
Vinculos de Historia,VINCULOS DE HISTORIA,4,,Q2
VINE Journal of Information and Knowledge Management Systems,VINE JOURNAL OF INFORMATION AND KNOWLEDGE MANAGEMENT SYSTEMS,4,,Q1
VIOLENCE AGAINST WOMEN,VIOLENCE AGAINST WOMEN,3,,Q2
Violence and Gender,VIOLENCE AND GENDER,4,,Q3
Violence and Victims,VIOLENCE AND VICTIMS,4,,Q3
Virajes-Revista de Antropologia y Sociologia,VIRAJES REVISTA DE ANTROPOLOGIA Y SOCIOLOGIA,4,,Q4
Viral Hepatit Dergisi-Viral Hepatitis Journal,VIRAL HEPATIT DERGISI VIRAL HEPATITIS JOURNAL,4,,Q4
VIRAL IMMUNOLOGY,VIRAL IMMUNOLOGY,4,,Q4
VIRCHOWS ARCHIV,VIRCHOWS ARCHIV,2,,Q2
VIREF-Revista de Educacion Fisica,VIREF REVISTA DE EDUCACION FISICA,4,,Q4
VIRGINIA LAW REVIEW,VIRGINIA LAW REVIEW,1,Yes,Q1
VIROLOGICA SINICA,VIROLOGICA SINICA,2,,Q1
VIROLOGIE,VIROLOGIE,4,,Q4
VIROLOGY,VIROLOGY,4,,Q3
Virology Journal,VIROLOGY JOURNAL,3,,Q2
Virtual and Physical Prototyping,VIRTUAL AND PHYSICAL PROTOTYPING,1,Yes,Q1
Virtual Archaeology Review,VIRTUAL ARCHAEOLOGY REVIEW,2,,
VIRTUAL REALITY,VIRTUAL REALITY,2,,Q1
Virtualidad Educacion y Ciencia,VIRTUALIDAD EDUCACION Y CIENCIA,4,,Q4
Virulence,VIRULENCE,1,Yes,Q1
Virus Evolution,VIRUS EVOLUTION,3,,Q1
VIRUS GENES,VIRUS GENES,4,,Q3
VIRUS RESEARCH,VIRUS RESEARCH,4,,Q2
Viruses-Basel,VIRUSES BASEL,3,,Q2
Visceral Medicine,VISCERAL MEDICINE,4,,Q2
Vision,VISION,,,Q3
Vision Gerencial,VISION GERENCIAL,4,,Q4
Vision-The Journal of Business Perspective,VISION JOURNAL OF BUSINESS PERSPECTIVE,4,,Q2
VISION RESEARCH,VISION RESEARCH,4,,Q3
Visitor Studies,VISITOR STUDIES,4,,Q2
Visnyk NTUU KPI Seriia-Radiotekhnika Radioaparatobuduvannia,VISNYK NTUU KPI SERIIA RADIOTEKHNIKA RADIOAPARATOBUDUVANNIA,4,,Q4
Visnyk of Taras Shevchenko National University of Kyiv-Geology,VISNYK OF TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV GEOLOGY,4,,Q4
Visnyk of V N Karazin Kharkiv National University-Series Geology Geography Ecology,VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY SERIES GEOLOGY GEOGRAPHY ECOLOGY,4,,Q4
Visual Anthropology,VISUAL ANTHROPOLOGY,4,,Q4
Visual Anthropology Review,VISUAL ANTHROPOLOGY REVIEW,4,,Q4
VISUAL COGNITION,VISUAL COGNITION,4,,Q4
Visual Communication,VISUAL COMMUNICATION,2,,Q2
Visual Communication Quarterly,VISUAL COMMUNICATION QUARTERLY,4,,Q4
VISUAL COMPUTER,VISUAL COMPUTER,3,,Q2
Visual Computing for Industry Biomedicine and Art,VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART,3,,Q1
Visual Ethnography,VISUAL ETHNOGRAPHY,4,,Q4
Visual Informatics,VISUAL INFORMATICS,2,,Q1
Visual Inquiry-Learning & Teaching Art,VISUAL INQUIRY LEARNING AND TEACHING ART,4,,
VISUAL NEUROSCIENCE,VISUAL NEUROSCIENCE,4,,Q2
Visual Resources,VISUAL RESOURCES,3,,
Visual Studies,VISUAL STUDIES,4,,
VITIS,VITIS,4,,Q4
VITRUVIO-International Journal of Architectural Technology and Sustainability,VITRUVIO INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY,4,,
VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE,VIVARIUM AN INTERNATIONAL JOURNAL FOR PHILOSOPHY AND INTELLECTUAL LIFE OF MIDDLE AGES AND RENAISSANCE,2,,
Vivat Academia,VIVAT ACADEMIA,4,,Q3
Vizantiiskii Vremennik,VIZANTIISKII VREMENNIK,4,,
Vjesnik Arheoloskog Muzeja u Zagrebu,VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU,4,,
Vjesnik za arheologiju i povijest dalmatinsku,VJESNIK ZA ARHEOLOGIJU I POVIJEST DALMATINSKU,4,,
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,4,,Q4
VLC Arquitectura-Research Journal,VLC ARQUITECTURA RESEARCH JOURNAL,3,,
VLDB JOURNAL,VLDB JOURNAL,2,,Q2
Vocations and Learning,VOCATIONS AND LEARNING,4,,Q2
Voice and Speech Review,VOICE AND SPEECH REVIEW,,,Q3
VOICES-THE JOURNAL OF NEW YORK FOLKLORE,VOICES JOURNAL OF NEW YORK FOLKLORE,4,,
Voix Plurielles,VOIX PLURIELLES,4,,
Vojenske Rozhledy-Czech Military Review,VOJENSKE ROZHLEDY CZECH MILITARY REVIEW,4,,Q4
Vojnosanitetski Pregled,VOJNOSANITETSKI PREGLED,4,,Q4
Volcanica,VOLCANICA,,,Q2
Volgogradskii Gosudarstvennyi Universitet-Vestnik-Seriya 4-Istoriya Regionovedenie Mezhdunarodnye Otnosheniya,VOLGOGRADSKII GOSUDARSTVENNYI UNIVERSITET VESTNIK SERIYA 4 ISTORIYA REGIONOVEDENIE MEZHDUNARODNYE OTNOSHENIYA,4,,Q3
VOLKSKUNDE,VOLKSKUNDE,4,,
Voluntary Sector Review,VOLUNTARY SECTOR REVIEW,4,,Q3
Voluntas,VOLUNTAS,3,,Q2
Voprosy Ekonomiki,VOPROSY EKONOMIKI,4,,Q4
VOPROSY FILOSOFII,VOPROSY FILOSOFII,4,,
Voprosy Gosudarstvennogo i Munitsipalnogo Upravleniya-Public Administration Issues,VOPROSY GOSUDARSTVENNOGO I MUNITSIPALNOGO UPRAVLENIYA PUBLIC ADMINISTRATION ISSUES,4,,Q4
Voprosy Leksikografii-Russian Journal of Lexicography,VOPROSY LEKSIKOGRAFII RUSSIAN JOURNAL OF LEXICOGRAPHY,2,,
Voprosy Obrazovaniya-Educational Studies Moscow,VOPROSY OBRAZOVANIYA EDUCATIONAL STUDIES MOSCOW,4,,Q4
Voprosy Onomastiki-Problems of Onomastics,VOPROSY ONOMASTIKI PROBLEMS OF ONOMASTICS,3,,
VOPROSY PSIKHOLOGII,VOPROSY PSIKHOLOGII,4,,Q4
Voprosy Yazykoznaniya,VOPROSY YAZYKOZNANIYA,3,,
Vox Juris,VOX JURIS,4,,Q4
Vox Patrum,VOX PATRUM,4,,Q2
VOX SANGUINIS,VOX SANGUINIS,4,,Q3
Voz y Escritura-Revista de Estudios Literarios,VOZ Y ESCRITURA REVISTA DE ESTUDIOS LITERARIOS,,,
VSWG-Vierteljahrschrift fur Sozial-und Wirtschaftsgeschichte,VSWG VIERTELJAHRSCHRIFT FUR SOZIAL UND WIRTSCHAFTSGESCHICHTE,4,,Q2
Vulcan,VULCAN,4,,Q2
Vulnerable Children and Youth Studies,VULNERABLE CHILDREN AND YOUTH STUDIES,4,,Q3
