Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
LEADERSHIP QUARTERLY,LEADERSHIP QUARTERLY,1,Yes,Q1
LEARNED PUBLISHING,LEARNED PUBLISHING,3,,Q2
LEARNING & BEHAVIOR,LEARNING AND BEHAVIOR,4,,Q2
LEARNING AND INDIVIDUAL DIFFERENCES,LEARNING AND INDIVIDUAL DIFFERENCES,1,Yes,Q1
LEARNING AND INSTRUCTION,LEARNING AND INSTRUCTION,1,Yes,Q1
LEARNING & MEMORY,LEARNING AND MEMORY,4,,Q3
LEARNING AND MOTIVATION,LEARNING AND MOTIVATION,4,,Q3
Learning and Teaching in Higher Education-Gulf Perspectives,LEARNING AND TEACHING IN HIGHER EDUCATION GULF PERSPECTIVES,4,,
Learning and Teaching-The International Journal of Higher Education in the Social Sciences,LEARNING AND TEACHING INTERNATIONAL JOURNAL OF HIGHER EDUCATION IN SOCIAL SCIENCES,4,,Q3
Learning Communities-International Journal of Learning in Social Contexts,LEARNING COMMUNITIES INTERNATIONAL JOURNAL OF LEARNING IN SOCIAL CONTEXTS,,,Q4
Learning Culture and Social Interaction,LEARNING CULTURE AND SOCIAL INTERACTION,3,,Q2
Learning Disabilities-A Multidisciplinary Journal,LEARNING DISABILITIES A MULTIDISCIPLINARY JOURNAL,4,,Q4
Learning Disabilities Research & Practice,LEARNING DISABILITIES RESEARCH AND PRACTICE,3,,Q1
LEARNING DISABILITY QUARTERLY,LEARNING DISABILITY QUARTERLY,4,,Q3
LEARNING ENVIRONMENTS RESEARCH,LEARNING ENVIRONMENTS RESEARCH,2,,Q1
Learning Health Systems,LEARNING HEALTH SYSTEMS,3,,Q2
LEARNing Landscapes,LEARNING LANDSCAPES,4,,Q4
Learning Media and Technology,LEARNING MEDIA AND TECHNOLOGY,1,Yes,Q1
Learning Organization,LEARNING ORGANIZATION,4,,Q3
Lebenswelt-Aesthetics and Philosophy of Experience,LEBENSWELT AESTHETICS AND PHILOSOPHY OF EXPERIENCE,4,,
Lectora-Revista de Dones i Textualitat,LECTORA REVISTA DE DONES I TEXTUALITAT,4,,
Lecturas de Economia,LECTURAS DE ECONOMIA,4,,Q4
Led i Sneg-Ice and Snow,LED I SNEG ICE AND SNOW,4,,Q4
Ledger,LEDGER,4,,Q3
LEGACY,LEGACY,4,,
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,2,,Q1
Legal Education Review,LEGAL EDUCATION REVIEW,4,,Q2
Legal Ethics,LEGAL ETHICS,1,Yes,Q3
Legal Information Management,LEGAL INFORMATION MANAGEMENT,4,,Q4
Legal Issues of Economic Integration,LEGAL ISSUES OF ECONOMIC INTEGRATION,4,,Q2
Legal Medicine,LEGAL MEDICINE,4,,Q3
Legal Pluralism and Critical Social Analysis,LEGAL PLURALISM AND CRITICAL SOCIAL ANALYSIS,4,,Q3
Legal Studies,LEGAL STUDIES,3,,Q2
Legal Theory,LEGAL THEORY,1,Yes,Q2
Lege Artis-Language Yesterday Today Tomorrow,LEGE ARTIS LANGUAGE YESTERDAY TODAY TOMORROW,3,,
LEGISLATIVE STUDIES QUARTERLY,LEGISLATIVE STUDIES QUARTERLY,3,,Q1
Legume Research,LEGUME RESEARCH,4,,Q3
Legume Science,LEGUME SCIENCE,,,Q1
Leiden Journal of International Law,LEIDEN JOURNAL OF INTERNATIONAL LAW,2,,Q1
LEISURE SCIENCES,LEISURE SCIENCES,2,,Q2
Leisure Studies,LEISURE STUDIES,3,,Q2
Lengua y Habla,LENGUA Y HABLA,4,,
Lengua y Migracion-Language and Migration,LENGUA Y MIGRACION LANGUAGE AND MIGRATION,4,,Q4
Lenguaje y Textos,LENGUAJE Y TEXTOS,4,,Q4
LEONARDO,LEONARDO,4,,
LEPROSY REVIEW,LEPROSY REVIEW,4,,Q4
Lesnoy Zhurnal-Forestry Journal,LESNOY ZHURNAL FORESTRY JOURNAL,4,,Q4
LETHAIA,LETHAIA,3,,Q1
Letras de Hoje-Estudos e Debates em Linguistica Literatura e Lingua Portuguesa,LETRAS DE HOJE ESTUDOS E DEBATES EM LINGUISTICA LITERATURA E LINGUA PORTUGUESA,4,,
Letras-Lima,LETRAS LIMA,4,,
Letras Verdes,LETRAS VERDES,4,,Q4
Letteratura e Letterature,LETTERATURA E LETTERATURE,4,,
LETTERE ITALIANE,LETTERE ITALIANE,3,,
LETTERS IN APPLIED MICROBIOLOGY,LETTERS IN APPLIED MICROBIOLOGY,4,,Q3
Letters in Drug Design & Discovery,LETTERS IN DRUG DESIGN AND DISCOVERY,4,,Q4
LETTERS IN MATHEMATICAL PHYSICS,LETTERS IN MATHEMATICAL PHYSICS,2,,Q3
LETTERS IN ORGANIC CHEMISTRY,LETTERS IN ORGANIC CHEMISTRY,4,,Q4
Letters in Spatial and Resource Sciences,LETTERS IN SPATIAL AND RESOURCE SCIENCES,4,,Q3
Letters on Materials,LETTERS ON MATERIALS,4,,Q4
LEUKEMIA,LEUKEMIA,1,Yes,Q1
LEUKEMIA & LYMPHOMA,LEUKEMIA AND LYMPHOMA,4,,Q3
LEUKEMIA RESEARCH,LEUKEMIA RESEARCH,4,,Q3
Leukemia Research Reports,LEUKEMIA RESEARCH REPORTS,4,,Q4
Leukos,LEUKOS,3,,Q2
Levant,LEVANT,4,,
Leviathan-A Journal of Melville Studies,LEVIATHAN A JOURNAL OF MELVILLE STUDIES,2,,
Lex Localis-Journal of Local Self-Government,LEX LOCALIS JOURNAL OF LOCAL SELF GOVERNMENT,4,,Q4
LEXICOGRAPHICA,LEXICOGRAPHICA,3,,Q4
Lexikos,LEXIKOS,2,,Q2
Lexonomica,LEXONOMICA,4,,Q3
LFE-Revista de Lenguas para Fines Especificos,LFE REVISTA DE LENGUAS PARA FINES ESPECIFICOS,4,,Q3
LGBT Health,LGBT HEALTH,2,,Q1
LGBTQ Family-An Interdisciplinary Journal,LGBTQ FAMILY AN INTERDISCIPLINARY JOURNAL,4,,Q1
LHB-Hydroscience Journal,LHB HYDROSCIENCE JOURNAL,4,,Q4
LIAS-Journal of Early Modern Intellectual Culture and its Sources,LIAS JOURNAL OF EARLY MODERN INTELLECTUAL CULTURE AND ITS SOURCES,3,,
Liberabit-Revista de Psicologia,LIBERABIT REVISTA DE PSICOLOGIA,4,,Q4
LIBERTE,LIBERTE,4,,
LIBRARY,LIBRARY,3,,
Library & Information History,LIBRARY AND INFORMATION HISTORY,4,,Q4
LIBRARY AND INFORMATION SCIENCE,LIBRARY AND INFORMATION SCIENCE,4,,Q3
LIBRARY & INFORMATION SCIENCE RESEARCH,LIBRARY AND INFORMATION SCIENCE RESEARCH,3,,Q2
LIBRARY JOURNAL,LIBRARY JOURNAL,4,,Q3
Library Management,LIBRARY MANAGEMENT,3,,Q2
LIBRARY QUARTERLY,LIBRARY QUARTERLY,4,,Q2
LIBRARY RESOURCES & TECHNICAL SERVICES,LIBRARY RESOURCES AND TECHNICAL SERVICES,4,,Q3
LIBRARY TRENDS,LIBRARY TRENDS,4,,Q4
Libres-Library and Information Science Research Electronic Journal,LIBRES LIBRARY AND INFORMATION SCIENCE RESEARCH ELECTRONIC JOURNAL,4,,Q4
Libri & Liberi,LIBRI AND LIBERI,4,,
LIBRI-International Journal of Libraries and Information Studies,LIBRI INTERNATIONAL JOURNAL OF LIBRARIES AND INFORMATION STUDIES,4,,Q3
Libros de la Corte,LIBROS DE LA CORTE,4,,
Libyan Journal of Medicine,LIBYAN JOURNAL OF MEDICINE,4,,Q2
LICHENOLOGIST,LICHENOLOGIST,3,,Q3
LIED UND POPULARE KULTUR-SONG AND POPULAR CULTURE,LIED UND POPULARE KULTUR SONG AND POPULAR CULTURE,4,,
Lietuvos istorijos studijos,LIETUVOS ISTORIJOS STUDIJOS,4,,Q4
Life-Basel,LIFE BASEL,3,,Q1
Life Medicine,LIFE MEDICINE,4,,Q1
Life Metabolism,LIFE METABOLISM,4,,Q2
Life Science Alliance,LIFE SCIENCE ALLIANCE,3,,Q2
LIFE SCIENCES,LIFE SCIENCES,3,,Q1
Life Sciences in Space Research,LIFE SCIENCES IN SPACE RESEARCH,3,,Q2
Life Span and Disability,LIFE SPAN AND DISABILITY,4,,Q4
Life Writing,LIFE WRITING,4,,
Lifestyle Genomics,LIFESTYLE GENOMICS,4,,Q4
LIFETIME DATA ANALYSIS,LIFETIME DATA ANALYSIS,4,,Q3
Light-Advanced Manufacturing,LIGHT ADVANCED MANUFACTURING,,,Q1
Light & Engineering,LIGHT AND ENGINEERING,4,,Q4
Light-Science & Applications,LIGHT SCIENCE AND APPLICATIONS,1,Yes,Q1
Lighting Research & Technology,LIGHTING RESEARCH AND TECHNOLOGY,3,,Q2
LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,LILI ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,4,,
Limite-Revista de Estudios Portugueses y de la Lusofonia,LIMITE REVISTA DE ESTUDIOS PORTUGUESES Y DE LA LUSOFONIA,4,,
Limite-Revista de Filosofia y Psicologia,LIMITE REVISTA DE FILOSOFIA Y PSICOLOGIA,4,,Q4
LIMNETICA,LIMNETICA,4,,Q3
LIMNOLOGICA,LIMNOLOGICA,3,,Q2
LIMNOLOGY,LIMNOLOGY,4,,Q3
LIMNOLOGY AND OCEANOGRAPHY,LIMNOLOGY AND OCEANOGRAPHY,2,,Q1
Limnology and Oceanography Letters,LIMNOLOGY AND OCEANOGRAPHY LETTERS,1,Yes,Q1
LIMNOLOGY AND OCEANOGRAPHY-METHODS,LIMNOLOGY AND OCEANOGRAPHY METHODS,4,,Q2
Linacre Quarterly,LINACRE QUARTERLY,4,,Q4
LINEAR ALGEBRA AND ITS APPLICATIONS,LINEAR ALGEBRA AND ITS APPLICATIONS,3,,Q1
LINEAR & MULTILINEAR ALGEBRA,LINEAR AND MULTILINEAR ALGEBRA,4,,Q2
LINGUA,LINGUA,2,,Q2
LINGUA E STILE,LINGUA E STILE,4,,
Lingua Italiana,LINGUA ITALIANA,3,,Q4
Lingua Montenegrina,LINGUA MONTENEGRINA,4,,
LINGUA NOSTRA,LINGUA NOSTRA,4,,
Linguae &-Rivista di Lingue e Culture Moderne,LINGUAE AND RIVISTA DI LINGUE E CULTURE MODERNE,4,,
Linguamatica,LINGUAMATICA,4,,Q4
Linguas & Letras,LINGUAS AND LETRAS,4,,
Linguas e Instrumentos Linguisticos,LINGUAS E INSTRUMENTOS LINGUISTICOS,4,,
Lingue Antiche e Moderne,LINGUE ANTICHE E MODERNE,4,,
Lingue e Linguaggio,LINGUE E LINGUAGGIO,3,,
Linguistic Approaches to Bilingualism,LINGUISTIC APPROACHES TO BILINGUALISM,2,Yes,Q1
LINGUISTIC INQUIRY,LINGUISTIC INQUIRY,1,Yes,Q2
Linguistic Landscape-An International Journal,LINGUISTIC LANDSCAPE AN INTERNATIONAL JOURNAL,2,,Q2
Linguistic Research,LINGUISTIC RESEARCH,3,,
LINGUISTIC REVIEW,LINGUISTIC REVIEW,2,,Q3
Linguistic Typology,LINGUISTIC TYPOLOGY,1,Yes,Q2
Linguistic Variation,LINGUISTIC VARIATION,3,,
Linguistica Antverpiensia New Series-Themes in Translation Studies,LINGUISTICA ANTVERPIENSIA NEW SERIES THEMES IN TRANSLATION STUDIES,4,,Q2
Linguistica e Filologia,LINGUISTICA E FILOLOGIA,4,,
Linguistica Pragensia,LINGUISTICA PRAGENSIA,4,,
Linguistica y Literatura,LINGUISTICA Y LITERATURA,4,,
Linguisticae Investigationes,LINGUISTICAE INVESTIGATIONES,4,,
LINGUISTICS,LINGUISTICS,2,,Q2
Linguistics and Education,LINGUISTICS AND EDUCATION,2,,Q1
Linguistics and the Human Sciences,LINGUISTICS AND HUMAN SCIENCES,4,,
LINGUISTICS AND PHILOSOPHY,LINGUISTICS AND PHILOSOPHY,1,Yes,Q2
Linguistics of the Tibeto-Burman Area,LINGUISTICS OF TIBETO BURMAN AREA,2,,
Linguistics Vanguard,LINGUISTICS VANGUARD,2,,Q3
LINGUISTIQUE,LINGUISTIQUE,4,,
Linha d Agua,LINHA D AGUA,4,,
Linhas Criticas,LINHAS CRITICAS,4,,Q4
LINKS Rivista di letteratura e cultura tedesca,LINKS RIVISTA DI LETTERATURA E CULTURA TEDESCA,4,,
Lino - Revista Anual de Historia del Arte,LINO REVISTA ANUAL DE HISTORIA DEL ARTE,4,,
LION AND THE UNICORN,LION AND UNICORN,4,,
LIPIDS,LIPIDS,4,,Q4
Lipids in Health and Disease,LIPIDS IN HEALTH AND DISEASE,2,,Q1
LIQUID CRYSTALS,LIQUID CRYSTALS,3,,Q2
Liquid Crystals and their Application,LIQUID CRYSTALS AND THEIR APPLICATION,4,,Q4
Liquid Crystals Reviews,LIQUID CRYSTALS REVIEWS,3,,Q1
Liquid Crystals Today,LIQUID CRYSTALS TODAY,4,,Q3
LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROVARNICKE A REPARSKE,4,,Q4
Listy Filologicke,LISTY FILOLOGICKE,3,,
LIT-Literature Interpretation Theory,LIT LITERATURE INTERPRETATION THEORY,4,,
Litera-Journal of Language Literature and Culture Studies,LITERA JOURNAL OF LANGUAGE LITERATURE AND CULTURE STUDIES,4,,
Literacy,LITERACY,3,,Q2
Literacy Research and Instruction,LITERACY RESEARCH AND INSTRUCTION,4,,Q3
Literary Imagination,LITERARY IMAGINATION,3,,
Literary Journalism Studies,LITERARY JOURNALISM STUDIES,,,
Literary Voice,LITERARY VOICE,4,,
Literator-Journal of Literary Criticism Comparative Linguistics and Literary Studies,LITERATOR JOURNAL OF LITERARY CRITICISM COMPARATIVE LINGUISTICS AND LITERARY STUDIES,3,,
LITERATUR UND KRITIK,LITERATUR UND KRITIK,4,,
Literatura e Autoritarismo,LITERATURA E AUTORITARISMO,4,,
Literatura e Sociedade,LITERATURA E SOCIEDADE,4,,
Literatura Mexicana,LITERATURA MEXICANA,4,,
Literatura-Teoria Historia Critica,LITERATURA TEORIA HISTORIA CRITICA,4,,
Literature and Aesthetics,LITERATURE AND AESTHETICS,4,,
LITERATURE & HISTORY-THIRD SERIES,LITERATURE AND HISTORY THIRD SERIES,3,,Q3
