Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Aboriginal Policy Studies,ABORIGINAL POLICY STUDIES,,,Q2
Abriu-Estudos de Textualidade do Brasil Galicia e Portugal,ABRIU ESTUDOS DE TEXTUALIDADE DO BRASIL GALICIA E PORTUGAL,4,,
Academia-Revista Latinoamericana de Administracion,ACADEMIA REVISTA LATINOAMERICANA DE ADMINISTRACION,4,,Q3
Academia y Virtualidad,ACADEMIA Y VIRTUALIDAD,4,,Q4
ACADEMIC EMERGENCY MEDICINE,ACADEMIC EMERGENCY MEDICINE,3,,Q1
Academic Journal of Modern Philology,ACADEMIC JOURNAL OF MODERN PHILOLOGY,4,,
ACADEMIC MEDICINE,ACADEMIC MEDICINE,1,Yes,Q1
Academic Pathology,ACADEMIC PATHOLOGY,4,,Q3
Academic Pediatrics,ACADEMIC PEDIATRICS,3,,Q1
ACADEMIC PSYCHIATRY,ACADEMIC PSYCHIATRY,4,,Q1
ACADEMIC RADIOLOGY,ACADEMIC RADIOLOGY,2,,Q1
Academy of Management Annals,ACADEMY OF MANAGEMENT ANNALS,1,Yes,Q1
Academy of Management Discoveries,ACADEMY OF MANAGEMENT DISCOVERIES,2,,Q1
ACADEMY OF MANAGEMENT JOURNAL,ACADEMY OF MANAGEMENT JOURNAL,1,Yes,Q1
Academy of Management Learning & Education,ACADEMY OF MANAGEMENT LEARNING AND EDUCATION,2,,Q1
Academy of Management Perspectives,ACADEMY OF MANAGEMENT PERSPECTIVES,2,,Q1
ACADEMY OF MANAGEMENT REVIEW,ACADEMY OF MANAGEMENT REVIEW,1,Yes,Q1
Academy Review,ACADEMY REVIEW,4,,Q4
ACADIENSIS,ACADIENSIS,4,,Q2
ACAROLOGIA,ACAROLOGIA,3,,Q3
ACCESS-Access to science business innovation in the digital economy,ACCESS ACCESS TO SCIENCE BUSINESS INNOVATION IN DIGITAL ECONOMY,4,,Q4
Access to Justice in Eastern Europe,ACCESS TO JUSTICE IN EASTERN EUROPE,4,,Q3
ACCIDENT ANALYSIS AND PREVENTION,ACCIDENT ANALYSIS AND PREVENTION,1,Yes,Q1
Accion Psicologica,ACCION PSICOLOGICA,4,,Q4
Acciones e Investigaciones Sociales,ACCIONES E INVESTIGACIONES SOCIALES,4,,Q3
Accountability in Research-Ethics Integrity and Policy,ACCOUNTABILITY IN RESEARCH ETHICS INTEGRITY AND POLICY,2,,Q1
ACCOUNTING AND BUSINESS RESEARCH,ACCOUNTING AND BUSINESS RESEARCH,4,,Q3
Accounting and Finance,ACCOUNTING AND FINANCE,4,,Q2
Accounting Auditing & Accountability Journal,ACCOUNTING AUDITING AND ACCOUNTABILITY JOURNAL,2,,Q1
Accounting Economics and Law-A Convivium,ACCOUNTING ECONOMICS AND LAW A CONVIVIUM,4,,Q4
Accounting Education,ACCOUNTING EDUCATION,3,,Q2
Accounting Forum,ACCOUNTING FORUM,3,,Q1
Accounting Historians Journal,ACCOUNTING HISTORIANS JOURNAL,4,,Q3
Accounting History,ACCOUNTING HISTORY,4,,Q3
Accounting History Review,ACCOUNTING HISTORY REVIEW,4,,Q3
Accounting Horizons,ACCOUNTING HORIZONS,3,,Q2
Accounting in Europe,ACCOUNTING IN EUROPE,3,,Q1
ACCOUNTING ORGANIZATIONS AND SOCIETY,ACCOUNTING ORGANIZATIONS AND SOCIETY,2,,Q1
Accounting Perspectives,ACCOUNTING PERSPECTIVES,4,,Q3
Accounting Research Journal,ACCOUNTING RESEARCH JOURNAL,4,,Q2
ACCOUNTING REVIEW,ACCOUNTING REVIEW,2,,Q1
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS OF CHEMICAL RESEARCH,1,Yes,Q1
Accounts of Materials Research,ACCOUNTS OF MATERIALS RESEARCH,1,Yes,Q1
ACCREDITATION AND QUALITY ASSURANCE,ACCREDITATION AND QUALITY ASSURANCE,4,,Q4
ACE-Architecture City and Environment,ACE ARCHITECTURE CITY AND ENVIRONMENT,4,,Q3
ACERVO,ACERVO,,,Q3
ACG Case Reports Journal,ACG CASE REPORTS JOURNAL,4,,Q4
ACI MATERIALS JOURNAL,ACI MATERIALS JOURNAL,4,,Q3
ACI STRUCTURAL JOURNAL,ACI STRUCTURAL JOURNAL,4,,Q3
ACM Communications in Computer Algebra,ACM COMMUNICATIONS IN COMPUTER ALGEBRA,4,,Q4
ACM COMPUTING SURVEYS,ACM COMPUTING SURVEYS,1,Yes,Q1
ACM Journal of Data and Information Quality,ACM JOURNAL OF DATA AND INFORMATION QUALITY,4,,Q2
ACM Journal on Computing and Cultural Heritage,ACM JOURNAL ON COMPUTING AND CULTURAL HERITAGE,3,,Q3
ACM Journal on Emerging Technologies in Computing Systems,ACM JOURNAL ON EMERGING TECHNOLOGIES IN COMPUTING SYSTEMS,4,,Q2
ACM SIGCOMM Computer Communication Review,ACM SIGCOMM COMPUTER COMMUNICATION REVIEW,4,,Q2
ACM SIGecom Exchanges,ACM SIGECOM EXCHANGES,4,,Q4
ACM Transactions on Accessible Computing,ACM TRANSACTIONS ON ACCESSIBLE COMPUTING,2,,Q2
ACM Transactions on Algorithms,ACM TRANSACTIONS ON ALGORITHMS,3,,Q2
ACM Transactions on Applied Perception,ACM TRANSACTIONS ON APPLIED PERCEPTION,3,,Q3
ACM Transactions on Architecture and Code Optimization,ACM TRANSACTIONS ON ARCHITECTURE AND CODE OPTIMIZATION,3,,Q2
ACM Transactions on Asian and Low-Resource Language Information Processing,ACM TRANSACTIONS ON ASIAN AND LOW RESOURCE LANGUAGE INFORMATION PROCESSING,4,,Q3
ACM Transactions on Autonomous and Adaptive Systems,ACM TRANSACTIONS ON AUTONOMOUS AND ADAPTIVE SYSTEMS,4,,Q2
ACM Transactions on Computation Theory,ACM TRANSACTIONS ON COMPUTATION THEORY,4,,Q4
ACM Transactions on Computational Logic,ACM TRANSACTIONS ON COMPUTATIONAL LOGIC,4,,Q1
ACM Transactions on Computer-Human Interaction,ACM TRANSACTIONS ON COMPUTER HUMAN INTERACTION,1,Yes,Q1
ACM TRANSACTIONS ON COMPUTER SYSTEMS,ACM TRANSACTIONS ON COMPUTER SYSTEMS,4,,Q2
ACM Transactions on Computing Education,ACM TRANSACTIONS ON COMPUTING EDUCATION,3,,Q1
ACM Transactions on Computing for Healthcare,ACM TRANSACTIONS ON COMPUTING FOR HEALTHCARE,,,Q1
ACM Transactions on Cyber-Physical Systems,ACM TRANSACTIONS ON CYBER PHYSICAL SYSTEMS,4,,Q3
ACM TRANSACTIONS ON DATABASE SYSTEMS,ACM TRANSACTIONS ON DATABASE SYSTEMS,2,,Q3
ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS,4,,Q3
ACM Transactions on Economics and Computation,ACM TRANSACTIONS ON ECONOMICS AND COMPUTATION,4,,Q4
ACM Transactions on Embedded Computing Systems,ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS,3,,Q2
ACM TRANSACTIONS ON GRAPHICS,ACM TRANSACTIONS ON GRAPHICS,1,Yes,Q1
ACM Transactions on Human-Robot Interaction,ACM TRANSACTIONS ON HUMAN ROBOT INTERACTION,2,,Q1
ACM TRANSACTIONS ON INFORMATION SYSTEMS,ACM TRANSACTIONS ON INFORMATION SYSTEMS,2,,Q1
ACM Transactions on Intelligent Systems and Technology,ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,3,,Q1
ACM Transactions on Interactive Intelligent Systems,ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS,4,,Q2
ACM Transactions on Internet of Things,ACM TRANSACTIONS ON INTERNET OF THINGS,3,,Q2
ACM Transactions on Internet Technology,ACM TRANSACTIONS ON INTERNET TECHNOLOGY,3,,Q1
ACM Transactions on Knowledge Discovery from Data,ACM TRANSACTIONS ON KNOWLEDGE DISCOVERY FROM DATA,3,,Q1
ACM Transactions on Management Information Systems,ACM TRANSACTIONS ON MANAGEMENT INFORMATION SYSTEMS,4,,Q2
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE,2,,Q1
ACM Transactions on Modeling and Computer Simulation,ACM TRANSACTIONS ON MODELING AND COMPUTER SIMULATION,4,,Q1
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,ACM TRANSACTIONS ON MODELING AND PERFORMANCE EVALUATION OF COMPUTING SYSTEMS,4,,Q3
ACM Transactions on Multimedia Computing Communications and Applications,ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS,3,,Q1
ACM Transactions on Parallel Computing,ACM TRANSACTIONS ON PARALLEL COMPUTING,4,,Q3
ACM Transactions on Privacy and Security,ACM TRANSACTIONS ON PRIVACY AND SECURITY,3,,Q2
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,2,,Q3
ACM Transactions on Quantum Computing,ACM TRANSACTIONS ON QUANTUM COMPUTING,3,,Q1
ACM Transactions on Reconfigurable Technology and Systems,ACM TRANSACTIONS ON RECONFIGURABLE TECHNOLOGY AND SYSTEMS,3,,Q2
ACM Transactions on Sensor Networks,ACM TRANSACTIONS ON SENSOR NETWORKS,4,,Q1
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,1,Yes,Q1
ACM Transactions on Spatial Algorithms and Systems,ACM TRANSACTIONS ON SPATIAL ALGORITHMS AND SYSTEMS,4,,Q3
ACM Transactions on Storage,ACM TRANSACTIONS ON STORAGE,3,,Q2
ACM Transactions on the Web,ACM TRANSACTIONS ON WEB,4,,Q1
ACME-Annali della Facolta di Studi Umanistici dell Universita degli Studi di Milano,ACME ANNALI DELLA FACOLTA DI STUDI UMANISTICI DELL UNIVERSITA DEGLI STUDI DI MILANO,4,,
ACOUSTICAL PHYSICS,ACOUSTICAL PHYSICS,4,,Q3
Acoustical Science and Technology,ACOUSTICAL SCIENCE AND TECHNOLOGY,4,,Q4
Acoustics,ACOUSTICS,4,,Q3
Acoustics Australia,ACOUSTICS AUSTRALIA,4,,Q3
Acque Sotterranee-Italian Journal of Groundwater,ACQUE SOTTERRANEE ITALIAN JOURNAL OF GROUNDWATER,4,,Q4
ACR Open Rheumatology,ACR OPEN RHEUMATOLOGY,3,,Q2
Across Languages and Cultures,ACROSS LANGUAGES AND CULTURES,1,Yes,Q3
ACS Agricultural Science & Technology,ACS AGRICULTURAL SCIENCE AND TECHNOLOGY,4,,Q1
ACS Applied Bio Materials,ACS APPLIED BIO MATERIALS,3,,Q2
ACS Applied Electronic Materials,ACS APPLIED ELECTRONIC MATERIALS,3,,Q2
ACS Applied Energy Materials,ACS APPLIED ENERGY MATERIALS,3,,Q2
ACS Applied Engineering Materials,ACS APPLIED ENGINEERING MATERIALS,,,Q2
ACS Applied Materials & Interfaces,ACS APPLIED MATERIALS AND INTERFACES,2,,Q1
ACS Applied Nano Materials,ACS APPLIED NANO MATERIALS,3,,Q2
ACS Applied Optical Materials,ACS APPLIED OPTICAL MATERIALS,,,Q2
ACS Applied Polymer Materials,ACS APPLIED POLYMER MATERIALS,2,,Q1
ACS Bio & Med Chem Au,ACS BIO AND MED CHEM AU,4,,Q2
ACS Biomaterials Science & Engineering,ACS BIOMATERIALS SCIENCE AND ENGINEERING,3,,Q2
ACS Catalysis,ACS CATALYSIS,1,Yes,Q1
ACS Central Science,ACS CENTRAL SCIENCE,1,Yes,Q1
ACS Chemical Biology,ACS CHEMICAL BIOLOGY,2,,Q2
ACS Chemical Health & Safety,ACS CHEMICAL HEALTH AND SAFETY,4,,Q1
ACS Chemical Neuroscience,ACS CHEMICAL NEUROSCIENCE,3,,Q2
ACS Earth and Space Chemistry,ACS EARTH AND SPACE CHEMISTRY,3,,Q2
ACS Energy Letters,ACS ENERGY LETTERS,1,Yes,Q1
ACS Engineering Au,ACS ENGINEERING AU,3,,Q2
ACS Environmental Au,ACS ENVIRONMENTAL AU,2,,Q1
ACS ES&T Engineering,ACS ES AND T ENGINEERING,3,,Q2
ACS ES&T Water,ACS ES AND T WATER,3,,Q1
ACS Food Science & Technology,ACS FOOD SCIENCE AND TECHNOLOGY,4,,Q3
ACS Infectious Diseases,ACS INFECTIOUS DISEASES,2,,Q1
ACS Macro Letters,ACS MACRO LETTERS,1,Yes,Q1
ACS Materials Au,ACS MATERIALS AU,3,,Q2
ACS Materials Letters,ACS MATERIALS LETTERS,2,,Q1
ACS Measurement Science Au,ACS MEASUREMENT SCIENCE AU,2,,Q1
ACS Medicinal Chemistry Letters,ACS MEDICINAL CHEMISTRY LETTERS,3,,Q2
ACS Nano,ACS NANO,1,Yes,Q1
ACS Nanoscience Au,ACS NANOSCIENCE AU,3,,Q2
ACS Omega,ACS OMEGA,3,,Q2
ACS Organic & Inorganic Au,ACS ORGANIC AND INORGANIC AU,3,,Q2
ACS Pharmacology & Translational Science,ACS PHARMACOLOGY AND TRANSLATIONAL SCIENCE,3,,Q2
ACS Photonics,ACS PHOTONICS,1,Yes,Q1
ACS Physical Chemistry Au,ACS PHYSICAL CHEMISTRY AU,3,,Q2
ACS Polymers Au,ACS POLYMERS AU,2,,Q1
ACS Sensors,ACS SENSORS,1,Yes,Q1
ACS Sustainable Chemistry & Engineering,ACS SUSTAINABLE CHEMISTRY AND ENGINEERING,1,Yes,Q1
ACS Synthetic Biology,ACS SYNTHETIC BIOLOGY,2,,Q1
ACSMS HEALTH & FITNESS JOURNAL,ACSMS HEALTH AND FITNESS JOURNAL,4,,Q2
ACTA ACUSTICA,ACTA ACUSTICA,4,,Q3
ACTA ADRIATICA,ACTA ADRIATICA,4,,Q4
ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,ACTA AGRICULTURAE SCANDINAVICA SECTION A ANIMAL SCIENCE,4,,Q3
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,ACTA AGRICULTURAE SCANDINAVICA SECTION B SOIL AND PLANT SCIENCE,4,,Q2
ACTA AGROBOTANICA,ACTA AGROBOTANICA,3,,Q3
ACTA ALIMENTARIA,ACTA ALIMENTARIA,4,,Q4
ACTA AMAZONICA,ACTA AMAZONICA,4,,Q3
ACTA ANAESTHESIOLOGICA BELGICA,ACTA ANAESTHESIOLOGICA BELGICA,4,,Q4
ACTA ANAESTHESIOLOGICA SCANDINAVICA,ACTA ANAESTHESIOLOGICA SCANDINAVICA,4,,Q2
Acta Analytica-International Periodical for Philosophy in the Analytical Tradition,ACTA ANALYTICA INTERNATIONAL PERIODICAL FOR PHILOSOPHY IN ANALYTICAL TRADITION,3,,
Acta Angiologica,ACTA ANGIOLOGICA,4,,Q4
ACTA APPLICANDAE MATHEMATICAE,ACTA APPLICANDAE MATHEMATICAE,4,,Q3
ACTA ARCHAEOLOGICA,ACTA ARCHAEOLOGICA,3,,
ACTA ARITHMETICA,ACTA ARITHMETICA,3,,Q4
ACTA ASTRONAUTICA,ACTA ASTRONAUTICA,2,,Q1
ACTA ASTRONOMICA,ACTA ASTRONOMICA,4,,Q4
Acta Balneologica,ACTA BALNEOLOGICA,4,,Q4
Acta Baltico-Slavica,ACTA BALTICO SLAVICA,4,,
ACTA BIOCHIMICA ET BIOPHYSICA SINICA,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,2,,Q1
ACTA BIOCHIMICA POLONICA,ACTA BIOCHIMICA POLONICA,4,,Q4
Acta Bioclinica,ACTA BIOCLINICA,4,,
Acta Bioethica,ACTA BIOETHICA,4,,Q4
ACTA BIOLOGICA COLOMBIANA,ACTA BIOLOGICA COLOMBIANA,4,,Q4
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,4,,Q4
Acta Biomaterialia,ACTA BIOMATERIALIA,1,Yes,Q1
ACTA BIOQUIMICA CLINICA LATINOAMERICANA,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,4,,Q4
ACTA BIOTHEORETICA,ACTA BIOTHEORETICA,3,,Q4
Acta Borealia,ACTA BOREALIA,4,,
Acta Botanica Brasilica,ACTA BOTANICA BRASILICA,4,,Q3
ACTA BOTANICA CROATICA,ACTA BOTANICA CROATICA,4,,Q4
Acta Botanica Mexicana,ACTA BOTANICA MEXICANA,4,,Q4
Acta Brasiliensis,ACTA BRASILIENSIS,4,,Q4
ACTA CARDIOLOGICA,ACTA CARDIOLOGICA,4,,Q2
Acta Cardiologica Sinica,ACTA CARDIOLOGICA SINICA,4,,Q3
ACTA CARSOLOGICA,ACTA CARSOLOGICA,4,,Q4
Acta Chemica Iasi,ACTA CHEMICA IASI,4,,Q4
ACTA CHIMICA SINICA,ACTA CHIMICA SINICA,2,,Q3
Acta Chimica Slovaca,ACTA CHIMICA SLOVACA,4,,Q4
ACTA CHIMICA SLOVENICA,ACTA CHIMICA SLOVENICA,4,,Q3
ACTA CHIROPTEROLOGICA,ACTA CHIROPTEROLOGICA,4,,Q4
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,ACTA CHIRURGIAE ORTHOPAEDICAE ET TRAUMATOLOGIAE CECHOSLOVACA,4,,Q4
ACTA CHIRURGICA BELGICA,ACTA CHIRURGICA BELGICA,4,,Q3
ACTA CHROMATOGRAPHICA,ACTA CHROMATOGRAPHICA,4,,Q3
Acta Cirurgica Brasileira,ACTA CIRURGICA BRASILEIRA,4,,Q3
Acta Classica,ACTA CLASSICA,3,,
ACTA CLINICA BELGICA,ACTA CLINICA BELGICA,4,,Q3
Acta Clinica Croatica,ACTA CLINICA CROATICA,4,,Q3
Acta Colombiana de Psicologia,ACTA COLOMBIANA DE PSICOLOGIA,4,,Q4
Acta Crystallographica A-Foundation and Advances,ACTA CRYSTALLOGRAPHICA A FOUNDATION AND ADVANCES,4,,Q3
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,ACTA CRYSTALLOGRAPHICA SECTION B STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS,3,,Q3
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,ACTA CRYSTALLOGRAPHICA SECTION C STRUCTURAL CHEMISTRY,4,,Q3
Acta Crystallographica Section D-Structural Biology,ACTA CRYSTALLOGRAPHICA SECTION D STRUCTURAL BIOLOGY,4,,Q1
Acta Crystallographica Section E-Crystallographic Communications,ACTA CRYSTALLOGRAPHICA SECTION E CRYSTALLOGRAPHIC COMMUNICATIONS,4,,Q4
Acta Crystallographica Section F-Structural Biology Communications,ACTA CRYSTALLOGRAPHICA SECTION F STRUCTURAL BIOLOGY COMMUNICATIONS,4,,Q3
Acta Cybernetica,ACTA CYBERNETICA,4,,
ACTA CYTOLOGICA,ACTA CYTOLOGICA,4,,Q3
ACTA DERMATO-VENEREOLOGICA,ACTA DERMATO VENEREOLOGICA,3,,Q1
Acta Dermatovenerologica Alpina Pannonica et Adriatica,ACTA DERMATOVENEROLOGICA ALPINA PANNONICA ET ADRIATICA,4,,Q4
Acta Dermatovenerologica Croatica,ACTA DERMATOVENEROLOGICA CROATICA,4,,Q4
ACTA DIABETOLOGICA,ACTA DIABETOLOGICA,3,,Q3
Acta Ecologica Sinica,ACTA ECOLOGICA SINICA,,,Q1
Acta Endocrinologica-Bucharest,ACTA ENDOCRINOLOGICA BUCHAREST,4,,Q4
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,3,,Q3
Acta Epileptologica,ACTA EPILEPTOLOGICA,4,,Q4
Acta et Commentationes Universitatis Tartuensis de Mathematica,ACTA ET COMMENTATIONES UNIVERSITATIS TARTUENSIS DE MATHEMATICA,4,,Q3
ACTA ETHOLOGICA,ACTA ETHOLOGICA,4,,Q2
Acta Facultatis Medicae Naissensis,ACTA FACULTATIS MEDICAE NAISSENSIS,4,,Q4
Acta Facultatis Xylologiae Zvolen,ACTA FACULTATIS XYLOLOGIAE ZVOLEN,4,,Q3
ACTA GASTRO-ENTEROLOGICA BELGICA,ACTA GASTRO ENTEROLOGICA BELGICA,4,,Q4
Acta Geochimica,ACTA GEOCHIMICA,3,,Q3
Acta Geodaetica et Geophysica,ACTA GEODAETICA ET GEOPHYSICA,4,,Q3
Acta Geodynamica et Geomaterialia,ACTA GEODYNAMICA ET GEOMATERIALIA,4,,Q4
Acta Geographica Slovenica-Geografski Zbornik,ACTA GEOGRAPHICA SLOVENICA GEOGRAFSKI ZBORNIK,4,,Q4
ACTA GEOLOGICA POLONICA,ACTA GEOLOGICA POLONICA,4,,Q3
ACTA GEOLOGICA SINICA-ENGLISH EDITION,ACTA GEOLOGICA SINICA ENGLISH EDITION,4,,Q1
Acta Geophysica,ACTA GEOPHYSICA,4,,Q2
Acta Geotechnica,ACTA GEOTECHNICA,1,Yes,Q1
Acta Geotechnica Slovenica,ACTA GEOTECHNICA SLOVENICA,4,,
Acta Germanica-German studies in Africa,ACTA GERMANICA GERMAN STUDIES IN AFRICA,4,,
Acta Gymnica,ACTA GYMNICA,4,,Q4
ACTA HAEMATOLOGICA,ACTA HAEMATOLOGICA,4,,Q4
Acta Herpetologica,ACTA HERPETOLOGICA,4,,Q3
ACTA HISTOCHEMICA,ACTA HISTOCHEMICA,3,,Q4
ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEMICA ET CYTOCHEMICA,4,,Q4
Acta Historica Tallinnensia,ACTA HISTORICA TALLINNENSIA,3,,Q1
Acta Historica Universitatis Klaipedensis,ACTA HISTORICA UNIVERSITATIS KLAIPEDENSIS,4,,Q2
Acta Histriae,ACTA HISTRIAE,2,,Q2
ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOLOGICA ET PISCATORIA,4,,Q3
Acta IMEKO,ACTA IMEKO,,,Q4
Acta Infologica,ACTA INFOLOGICA,,,Q4
ACTA INFORMATICA,ACTA INFORMATICA,4,,Q4
Acta Informatica Pragensia,ACTA INFORMATICA PRAGENSIA,4,,Q2
Acta Kinesiologica,ACTA KINESIOLOGICA,4,,Q3
Acta Koreana,ACTA KOREANA,4,,
Acta Linguistica Academica,ACTA LINGUISTICA ACADEMICA,3,,Q4
Acta Literaria,ACTA LITERARIA,4,,
Acta Logistica,ACTA LOGISTICA,4,,Q4
ACTA MATERIALIA,ACTA MATERIALIA,1,Yes,Q1
ACTA MATHEMATICA,ACTA MATHEMATICA,1,Yes,Q1
ACTA MATHEMATICA HUNGARICA,ACTA MATHEMATICA HUNGARICA,4,,Q3
ACTA MATHEMATICA SCIENTIA,ACTA MATHEMATICA SCIENTIA,3,,Q1
ACTA MATHEMATICA SINICA-ENGLISH SERIES,ACTA MATHEMATICA SINICA ENGLISH SERIES,4,,Q2
Acta Mathematica Universitatis Comenianae,ACTA MATHEMATICA UNIVERSITATIS COMENIANAE,4,,Q4
Acta Mathematica Vietnamica,ACTA MATHEMATICA VIETNAMICA,4,,Q4
Acta Mathematicae Applicatae Sinica-English Series,ACTA MATHEMATICAE APPLICATAE SINICA ENGLISH SERIES,4,,Q3
ACTA MECHANICA,ACTA MECHANICA,3,,Q2
Acta Mechanica et Automatica,ACTA MECHANICA ET AUTOMATICA,4,,Q4
ACTA MECHANICA SINICA,ACTA MECHANICA SINICA,2,,Q1
ACTA MECHANICA SOLIDA SINICA,ACTA MECHANICA SOLIDA SINICA,4,,Q2
Acta Medica Indonesiana,ACTA MEDICA INDONESIANA,4,,Q3
Acta Medica Lituanica,ACTA MEDICA LITUANICA,,,Q3
ACTA MEDICA OKAYAMA,ACTA MEDICA OKAYAMA,4,,Q4
Acta Medica Portuguesa,ACTA MEDICA PORTUGUESA,4,,Q3
Acta Medico-Historica Adriatica,ACTA MEDICO HISTORICA ADRIATICA,4,,Q4
ACTA METALLURGICA SINICA,ACTA METALLURGICA SINICA,2,,Q2
Acta Metallurgica Sinica-English Letters,ACTA METALLURGICA SINICA ENGLISH LETTERS,2,,Q1
Acta Metallurgica Slovaca,ACTA METALLURGICA SLOVACA,4,,Q3
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,4,,Q4
ACTA MISSIOLOGICA,ACTA MISSIOLOGICA,3,,
Acta Montanistica Slovaca,ACTA MONTANISTICA SLOVACA,4,,Q3
ACTA MUSICOLOGICA,ACTA MUSICOLOGICA,1,Yes,
Acta Naturae,ACTA NATURAE,4,,Q4
Acta Neophilologica,ACTA NEOPHILOLOGICA,3,,
ACTA NEUROBIOLOGIAE EXPERIMENTALIS,ACTA NEUROBIOLOGIAE EXPERIMENTALIS,4,,Q4
ACTA NEUROCHIRURGICA,ACTA NEUROCHIRURGICA,3,,Q2
ACTA NEUROLOGICA BELGICA,ACTA NEUROLOGICA BELGICA,4,,Q3
ACTA NEUROLOGICA SCANDINAVICA,ACTA NEUROLOGICA SCANDINAVICA,3,,Q2
ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOLOGICA,1,Yes,Q1
Acta Neuropathologica Communications,ACTA NEUROPATHOLOGICA COMMUNICATIONS,1,Yes,Q1
ACTA NEUROPSYCHIATRICA,ACTA NEUROPSYCHIATRICA,4,,Q2
Acta Neuropsychologica,ACTA NEUROPSYCHOLOGICA,4,,Q4
ACTA NUMERICA,ACTA NUMERICA,1,Yes,Q1
