Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
University Politehnica of Bucharest Scientific Bulletin Series B-Chemistry and Materials Science,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES B CHEMISTRY AND MATERIALS SCIENCE,4,,Q4
University Politehnica of Bucharest Scientific Bulletin Series C-Electrical Engineering and Computer Science,UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES C ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,4,,Q4
Universum-Revista de Humanidades y Ciencias Sociales,UNIVERSUM REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES,4,,
Unmanned Systems,UNMANNED SYSTEMS,3,,Q2
Unterrichtspraxis-Teaching German,UNTERRICHTSPRAXIS TEACHING GERMAN,4,,
Updates in Surgery,UPDATES IN SURGERY,3,,Q2
Upravlenets-The Manager,UPRAVLENETS MANAGER,4,,Q4
UPSALA JOURNAL OF MEDICAL SCIENCES,UPSALA JOURNAL OF MEDICAL SCIENCES,4,,Q2
URBAN AFFAIRS REVIEW,URBAN AFFAIRS REVIEW,2,,Q2
Urban Climate,URBAN CLIMATE,2,,Q1
Urban Design International,URBAN DESIGN INTERNATIONAL,4,,Q2
URBAN ECOSYSTEMS,URBAN ECOSYSTEMS,3,,Q2
URBAN EDUCATION,URBAN EDUCATION,3,,Q2
URBAN FORESTRY & URBAN GREENING,URBAN FORESTRY AND URBAN GREENING,2,Yes,Q1
Urban Forum,URBAN FORUM,3,,Q3
URBAN GEOGRAPHY,URBAN GEOGRAPHY,1,Yes,Q1
Urban History,URBAN HISTORY,3,,Q2
URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE,URBAN HISTORY REVIEW REVUE D HISTOIRE URBAINE,3,,Q2
URBAN MORPHOLOGY,URBAN MORPHOLOGY,4,,
Urban Planning,URBAN PLANNING,3,,Q3
Urban Policy and Research,URBAN POLICY AND RESEARCH,4,,Q2
Urban Rail Transit,URBAN RAIL TRANSIT,3,,Q2
Urban Research & Practice,URBAN RESEARCH AND PRACTICE,3,,Q3
Urban Science,URBAN SCIENCE,3,,Q1
URBAN STUDIES,URBAN STUDIES,1,Yes,Q1
Urban Water Journal,URBAN WATER JOURNAL,4,,Q3
Urbani Izziv-Urban Challenge,URBANI IZZIV URBAN CHALLENGE,4,,Q3
Urbanities-Journal of Urban Ethnography,URBANITIES JOURNAL OF URBAN ETHNOGRAPHY,4,,Q4
Urbano,URBANO,4,,Q4
Urbe-Revista Brasileira de Gestao Urbana,URBE REVISTA BRASILEIRA DE GESTAO URBANA,4,,Q4
Urdimento-Revista de Estudos em Artes Cenicas,URDIMENTO REVISTA DE ESTUDOS EM ARTES CENICAS,4,,
Urogynecology,UROGYNECOLOGY,4,,Q4
Urolithiasis,UROLITHIASIS,3,,Q2
UROLOGIA INTERNATIONALIS,UROLOGIA INTERNATIONALIS,4,,Q3
Urologia Journal,UROLOGIA JOURNAL,4,,Q4
UROLOGIC CLINICS OF NORTH AMERICA,UROLOGIC CLINICS OF NORTH AMERICA,3,,Q2
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,UROLOGIC ONCOLOGY SEMINARS AND ORIGINAL INVESTIGATIONS,3,,Q2
Urological Science,UROLOGICAL SCIENCE,4,,Q4
Urologie,UROLOGIE,4,,Q4
UROLOGY,UROLOGY,3,,Q2
Urology Annals,UROLOGY ANNALS,4,,Q4
Urology Case Reports,UROLOGY CASE REPORTS,4,,Q4
Urology Journal,UROLOGY JOURNAL,4,,Q4
Urology Practice,UROLOGY PRACTICE,4,,Q3
Urology Research and Practice,UROLOGY RESEARCH AND PRACTICE,4,,Q3
Uroonkoloji Bulteni-Bulletin of Urooncology,UROONKOLOJI BULTENI BULLETIN OF UROONCOLOGY,4,,Q4
URSUS,URSUS,4,,Q3
URVIO-Revista Latinoamericana de Estudios de Seguridad,URVIO REVISTA LATINOAMERICANA DE ESTUDIOS DE SEGURIDAD,4,,Q4
US Catholic Historian,US CATHOLIC HISTORIAN,4,,
US PHARMACIST,US PHARMACIST,4,,Q4
USER MODELING AND USER-ADAPTED INTERACTION,USER MODELING AND USER ADAPTED INTERACTION,2,,Q2
Uspekhi Fiziki Metallov-Progress in Physics of Metals,USPEKHI FIZIKI METALLOV PROGRESS IN PHYSICS OF METALS,4,,Q3
Utilitas,UTILITAS,2,Yes,
Utilities Policy,UTILITIES POLICY,3,,Q2
Utopian Studies,UTOPIAN STUDIES,3,,
Utrecht Journal of International and European Law,UTRECHT JOURNAL OF INTERNATIONAL AND EUROPEAN LAW,4,,Q3
Utrecht Law Review,UTRECHT LAW REVIEW,4,,Q2
