Journal,Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
Earth and Planetary Physics,EARTH AND PLANETARY PHYSICS,3,,Q2
EARTH AND PLANETARY SCIENCE LETTERS,EARTH AND PLANETARY SCIENCE LETTERS,1,Yes,Q1
Earth and Space Science,EARTH AND SPACE SCIENCE,3,,Q2
Earth Interactions,EARTH INTERACTIONS,4,,Q4
EARTH MOON AND PLANETS,EARTH MOON AND PLANETS,4,,Q4
EARTH PLANETS AND SPACE,EARTH PLANETS AND SPACE,3,,Q2
Earth Science Informatics,EARTH SCIENCE INFORMATICS,3,,Q2
EARTH-SCIENCE REVIEWS,EARTH SCIENCE REVIEWS,1,Yes,Q1
EARTH SCIENCES HISTORY,EARTH SCIENCES HISTORY,4,,Q2
Earth Sciences Research Journal,EARTH SCIENCES RESEARCH JOURNAL,4,,Q4
Earth Surface Dynamics,EARTH SURFACE DYNAMICS,3,,Q2
EARTH SURFACE PROCESSES AND LANDFORMS,EARTH SURFACE PROCESSES AND LANDFORMS,3,,Q2
Earth System Dynamics,EARTH SYSTEM DYNAMICS,2,,Q1
Earth System Governance,EARTH SYSTEM GOVERNANCE,1,Yes,Q1
Earth System Science Data,EARTH SYSTEM SCIENCE DATA,1,Yes,Q1
Earth Systems and Environment,EARTH SYSTEMS AND ENVIRONMENT,3,,Q1
Earthquake Engineering and Engineering Vibration,EARTHQUAKE ENGINEERING AND ENGINEERING VIBRATION,2,,Q2
Earthquake Engineering and Resilience,EARTHQUAKE ENGINEERING AND RESILIENCE,,,Q3
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,EARTHQUAKE ENGINEERING AND STRUCTURAL DYNAMICS,2,,Q1
Earthquake Science,EARTHQUAKE SCIENCE,3,,Q1
EARTHQUAKE SPECTRA,EARTHQUAKE SPECTRA,3,,Q2
Earthquakes and Structures,EARTHQUAKES AND STRUCTURES,4,,Q3
Earths Future,EARTHS FUTURE,1,Yes,Q1
East Asia,EAST ASIA,3,,Q1
East Asian Economic Review,EAST ASIAN ECONOMIC REVIEW,4,,Q4
East Asian Journal on Applied Mathematics,EAST ASIAN JOURNAL ON APPLIED MATHEMATICS,4,,Q2
East Asian Policy,EAST ASIAN POLICY,4,,Q4
East Asian Pragmatics,EAST ASIAN PRAGMATICS,4,,Q3
East Asian Publishing and Society,EAST ASIAN PUBLISHING AND SOCIETY,3,,
East Asian Science Technology and Society-An International Journal,EAST ASIAN SCIENCE TECHNOLOGY AND SOCIETY AN INTERNATIONAL JOURNAL,4,,Q2
East Central Europe,EAST CENTRAL EUROPE,4,,Q2
East European Jewish Affairs,EAST EUROPEAN JEWISH AFFAIRS,4,,
East European Journal of Physics,EAST EUROPEAN JOURNAL OF PHYSICS,4,,Q3
East European Politics,EAST EUROPEAN POLITICS,2,,Q1
EAST EUROPEAN POLITICS AND SOCIETIES,EAST EUROPEAN POLITICS AND SOCIETIES,4,,Q2
Eastern African Literary and Cultural Studies,EASTERN AFRICAN LITERARY AND CULTURAL STUDIES,3,,
EASTERN BUDDHIST,EASTERN BUDDHIST,4,,
Eastern Economic Journal,EASTERN ECONOMIC JOURNAL,4,,Q4
Eastern European Countryside,EASTERN EUROPEAN COUNTRYSIDE,4,,
EASTERN EUROPEAN ECONOMICS,EASTERN EUROPEAN ECONOMICS,4,,Q3
Eastern Journal of European Studies,EASTERN JOURNAL OF EUROPEAN STUDIES,4,,Q2
EASTERN MEDITERRANEAN HEALTH JOURNAL,EASTERN MEDITERRANEAN HEALTH JOURNAL,4,,Q3
Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity,EATING AND WEIGHT DISORDERS STUDIES ON ANOREXIA BULIMIA AND OBESITY,3,,Q2
Eating Behaviors,EATING BEHAVIORS,4,,Q2
Eating Disorders,EATING DISORDERS,3,,Q1
EBioMedicine,EBIOMEDICINE,1,Yes,Q1
EC Tax Review,EC TAX REVIEW,4,,Q3
eCancerMedicalScience,ECANCERMEDICALSCIENCE,4,,Q4
Ecclesial Practices,ECCLESIAL PRACTICES,,,Q4
Ecclesiastical Law Journal,ECCLESIASTICAL LAW JOURNAL,4,,
Ecclesiology,ECCLESIOLOGY,2,,
Eccos-Revista Cientifica,ECCOS REVISTA CIENTIFICA,4,,Q4
Echo Research and Practice,ECHO RESEARCH AND PRACTICE,3,,Q2
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,ECHOCARDIOGRAPHY A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,4,,Q3
EClinicalMedicine,ECLINICALMEDICINE,1,Yes,Q1
ECNU Review of Education,ECNU REVIEW OF EDUCATION,4,,Q1
Eco-Engineering,ECO ENGINEERING,,,Q4
Eco-Environment & Health,ECO ENVIRONMENT AND HEALTH,,,Q1
Eco mont-Journal on Protected Mountain Areas Research,ECO MONT JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,4,,Q4
ECOGRAPHY,ECOGRAPHY,1,Yes,Q1
EcoHealth,ECOHEALTH,3,,Q3
Ecohydrology,ECOHYDROLOGY,3,,Q3
ECOHYDROLOGY & HYDROBIOLOGY,ECOHYDROLOGY AND HYDROBIOLOGY,4,,Q2
Ecologia Aplicada,ECOLOGIA APLICADA,4,,Q4
ECOLOGICAL APPLICATIONS,ECOLOGICAL APPLICATIONS,2,Yes,Q1
Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,ECOLOGICAL CHEMISTRY AND ENGINEERING S CHEMIA I INZYNIERIA EKOLOGICZNA S,4,,Q4
Ecological Complexity,ECOLOGICAL COMPLEXITY,3,,Q2
ECOLOGICAL ECONOMICS,ECOLOGICAL ECONOMICS,2,,Q1
ECOLOGICAL ENGINEERING,ECOLOGICAL ENGINEERING,2,,Q1
ECOLOGICAL ENTOMOLOGY,ECOLOGICAL ENTOMOLOGY,2,,Q2
Ecological Frontiers,ECOLOGICAL FRONTIERS,3,,
Ecological Indicators,ECOLOGICAL INDICATORS,1,Yes,Q1
Ecological Informatics,ECOLOGICAL INFORMATICS,2,,Q1
ECOLOGICAL MANAGEMENT & RESTORATION,ECOLOGICAL MANAGEMENT AND RESTORATION,4,,Q2
ECOLOGICAL MODELLING,ECOLOGICAL MODELLING,3,,Q2
ECOLOGICAL MONOGRAPHS,ECOLOGICAL MONOGRAPHS,2,,Q1
Ecological Processes,ECOLOGICAL PROCESSES,2,,Q1
ECOLOGICAL PSYCHOLOGY,ECOLOGICAL PSYCHOLOGY,3,,Q3
Ecological Questions,ECOLOGICAL QUESTIONS,4,,Q4
ECOLOGICAL RESEARCH,ECOLOGICAL RESEARCH,4,,Q3
Ecological Restoration,ECOLOGICAL RESTORATION,4,,Q4
Ecological Solutions and Evidence,ECOLOGICAL SOLUTIONS AND EVIDENCE,3,,Q2
Ecologies,ECOLOGIES,4,,Q3
ECOLOGY,ECOLOGY,2,Yes,Q1
Ecology and Evolution,ECOLOGY AND EVOLUTION,2,,Q2
ECOLOGY AND SOCIETY,ECOLOGY AND SOCIETY,3,,Q2
ECOLOGY LAW QUARTERLY,ECOLOGY LAW QUARTERLY,4,,Q3
ECOLOGY LETTERS,ECOLOGY LETTERS,1,Yes,Q1
ECOLOGY OF FOOD AND NUTRITION,ECOLOGY OF FOOD AND NUTRITION,4,,Q4
ECOLOGY OF FRESHWATER FISH,ECOLOGY OF FRESHWATER FISH,3,,Q3
EcoMat,ECOMAT,2,,Q1
Econ Journal Watch,ECON JOURNAL WATCH,4,,Q4
Econometric Reviews,ECONOMETRIC REVIEWS,4,,Q3
ECONOMETRIC THEORY,ECONOMETRIC THEORY,4,,Q3
ECONOMETRICA,ECONOMETRICA,1,Yes,Q1
Econometrics,ECONOMETRICS,4,,Q3
Econometrics and Statistics,ECONOMETRICS AND STATISTICS,4,,Q1
Econometrics Journal,ECONOMETRICS JOURNAL,3,,Q1
Economia Agraria y Recursos Naturales,ECONOMIA AGRARIA Y RECURSOS NATURALES,4,,Q3
Economia Agro-alimentare,ECONOMIA AGRO ALIMENTARE,,,Q3
Economia-Journal of the Latin American and Caribbean Economic Association,ECONOMIA JOURNAL OF LATIN AMERICAN AND CARIBBEAN ECONOMIC ASSOCIATION,4,,Q3
Economia Politica,ECONOMIA POLITICA,3,,Q2
Economia Sociedad y Territorio,ECONOMIA SOCIEDAD Y TERRITORIO,4,,Q4
ECONOMIC AFFAIRS,ECONOMIC AFFAIRS,4,,Q2
Economic Analysis and Policy,ECONOMIC ANALYSIS AND POLICY,2,Yes,Q1
Economic and Environmental Geology,ECONOMIC AND ENVIRONMENTAL GEOLOGY,4,,Q4
ECONOMIC AND INDUSTRIAL DEMOCRACY,ECONOMIC AND INDUSTRIAL DEMOCRACY,4,,Q2
Economic and Labour Relations Review,ECONOMIC AND LABOUR RELATIONS REVIEW,3,,Q3
Economic and Political Studies-EPS,ECONOMIC AND POLITICAL STUDIES EPS,3,,Q1
Economic and Social Changes-Facts Trends Forecast,ECONOMIC AND SOCIAL CHANGES FACTS TRENDS FORECAST,4,,Q4
ECONOMIC AND SOCIAL REVIEW,ECONOMIC AND SOCIAL REVIEW,4,,Q4
Economic Annals-XXI,ECONOMIC ANNALS XXI,4,,Q4
Economic Anthropology,ECONOMIC ANTHROPOLOGY,3,,Q2
ECONOMIC BOTANY,ECONOMIC BOTANY,3,,Q3
Economic Change and Restructuring,ECONOMIC CHANGE AND RESTRUCTURING,4,,Q1
Economic Computation and Economic Cybernetics Studies and Research,ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,4,,Q3
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,3,,Q1
ECONOMIC DEVELOPMENT QUARTERLY,ECONOMIC DEVELOPMENT QUARTERLY,4,,Q2
ECONOMIC GEOGRAPHY,ECONOMIC GEOGRAPHY,1,Yes,Q1
ECONOMIC GEOLOGY,ECONOMIC GEOLOGY,1,Yes,Q1
Economic History of Developing Regions,ECONOMIC HISTORY OF DEVELOPING REGIONS,3,,Q1
ECONOMIC HISTORY REVIEW,ECONOMIC HISTORY REVIEW,1,Yes,Q1
ECONOMIC INQUIRY,ECONOMIC INQUIRY,3,,Q3
Economic Issues,ECONOMIC ISSUES,4,,Q2
ECONOMIC JOURNAL,ECONOMIC JOURNAL,2,Yes,Q1
Economic Journal of Emerging Markets,ECONOMIC JOURNAL OF EMERGING MARKETS,4,,Q3
ECONOMIC MODELLING,ECONOMIC MODELLING,2,,Q1
Economic Notes,ECONOMIC NOTES,4,,Q3
Economic Papers,ECONOMIC PAPERS,4,,Q3
ECONOMIC POLICY,ECONOMIC POLICY,2,,Q1
ECONOMIC RECORD,ECONOMIC RECORD,4,,Q3
Economic Systems,ECONOMIC SYSTEMS,3,,Q1
Economic Systems Research,ECONOMIC SYSTEMS RESEARCH,4,,Q2
ECONOMIC THEORY,ECONOMIC THEORY,3,,Q3
Economic Theory Bulletin,ECONOMIC THEORY BULLETIN,4,,Q4
ECONOMICA,ECONOMICA,3,,Q2
Economics and Business Letters,ECONOMICS AND BUSINESS LETTERS,4,,Q3
Economics and Business Review,ECONOMICS AND BUSINESS REVIEW,4,,Q2
Economics and Environment,ECONOMICS AND ENVIRONMENT,,,Q4
Economics and Finance Letters,ECONOMICS AND FINANCE LETTERS,4,,Q4
Economics & Human Biology,ECONOMICS AND HUMAN BIOLOGY,3,,Q2
ECONOMICS AND PHILOSOPHY,ECONOMICS AND PHILOSOPHY,2,,Q2
Economics & Politics,ECONOMICS AND POLITICS,3,,Q2
Economics & Sociology,ECONOMICS AND SOCIOLOGY,3,,Q2
Economics Bulletin,ECONOMICS BULLETIN,4,,Q4
Economics Ecology Socium,ECONOMICS ECOLOGY SOCIUM,4,,Q3
ECONOMICS LETTERS,ECONOMICS LETTERS,4,,Q2
ECONOMICS OF EDUCATION REVIEW,ECONOMICS OF EDUCATION REVIEW,3,,Q2
Economics of Energy & Environmental Policy,ECONOMICS OF ENERGY AND ENVIRONMENTAL POLICY,4,,Q3
Economics of Governance,ECONOMICS OF GOVERNANCE,4,,Q3
Economics of Innovation and New Technology,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,3,,Q1
Economics of Peace and Security Journal,ECONOMICS OF PEACE AND SECURITY JOURNAL,3,,Q3
Economics of Transition and Institutional Change,ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE,4,,Q3
Economics of Transportation,ECONOMICS OF TRANSPORTATION,3,,Q2
Economics-The Open Access Open-Assessment E-Journal,ECONOMICS OPEN ACCESS OPEN ASSESSMENT E JOURNAL,4,,Q3
Economies,ECONOMIES,3,,Q2
ECONOMIST-NETHERLANDS,ECONOMIST NETHERLANDS,4,,Q2
Economists Voice,ECONOMISTS VOICE,4,,Q3
ECONOMY AND SOCIETY,ECONOMY AND SOCIETY,2,,Q1
Economy of Region,ECONOMY OF REGION,4,,Q3
Ecopsychology,ECOPSYCHOLOGY,3,,Q2
ECOS-Estudos Contemporaneos da Subjetividade,ECOS ESTUDOS CONTEMPORANEOS DA SUBJETIVIDADE,4,,Q4
ECOSCIENCE,ECOSCIENCE,4,,Q3
Ecosistemas,ECOSISTEMAS,4,,Q4
Ecosistemas y Recursos Agropecuarios,ECOSISTEMAS Y RECURSOS AGROPECUARIOS,4,,Q3
Ecosphere,ECOSPHERE,3,,Q2
Ecosystem Health and Sustainability,ECOSYSTEM HEALTH AND SUSTAINABILITY,2,,Q2
Ecosystem Services,ECOSYSTEM SERVICES,2,,Q1
ECOSYSTEMS,ECOSYSTEMS,3,,Q2
Ecosystems and People,ECOSYSTEMS AND PEOPLE,2,,Q1
ECOTOXICOLOGY,ECOTOXICOLOGY,4,,Q2
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,2,,Q1
ECS Journal of Solid State Science and Technology,ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY,4,,Q3
Ecumenica-Performance and Religion,ECUMENICA PERFORMANCE AND RELIGION,4,,
ECUMENICAL REVIEW,ECUMENICAL REVIEW,4,,
Edad Media-Revista de Historia,EDAD MEDIA REVISTA DE HISTORIA,4,,
Edgar Allan Poe Review,EDGAR ALLAN POE REVIEW,3,,
Edinburgh Law Review,EDINBURGH LAW REVIEW,4,,Q3
Edith Wharton Review,EDITH WHARTON REVIEW,4,,
Edma 0-6-Educacion Matematica en la Infancia,EDMA 0 6 EDUCACION MATEMATICA EN LA INFANCIA,4,,Q4
EDMETIC,EDMETIC,4,,Q3
Educacao,EDUCACAO,4,,Q4
Educacao & Formacao,EDUCACAO AND FORMACAO,4,,Q4
Educacao por Escrito,EDUCACAO POR ESCRITO,4,,Q4
Educacion Fisica y Ciencia,EDUCACION FISICA Y CIENCIA,4,,Q4
Educacion Fisica y Deporte,EDUCACION FISICA Y DEPORTE,4,,Q4
Educacion XX1,EDUCACION XX1,2,,Q1
Educade-Revista de Educacion en Contabilidad Finanzas y Administracion de Empresas,EDUCADE REVISTA DE EDUCACION EN CONTABILIDAD FINANZAS Y ADMINISTRACION DE EMPRESAS,,,Q4
Educar,EDUCAR,4,,Q2
Educar em Revista,EDUCAR EM REVISTA,4,,Q4
Educatio Siglo XXI,EDUCATIO SIGLO XXI,4,,Q4
Education 3-13,EDUCATION 3 13,4,,Q3
Education and Information Technologies,EDUCATION AND INFORMATION TECHNOLOGIES,2,,Q1
Education and Training,EDUCATION AND TRAINING,3,,Q1
Education and Training in Autism and Developmental Disabilities,EDUCATION AND TRAINING IN AUTISM AND DEVELOPMENTAL DISABILITIES,4,,Q4
Education and Treatment of Children,EDUCATION AND TREATMENT OF CHILDREN,4,,Q2
EDUCATION AND URBAN SOCIETY,EDUCATION AND URBAN SOCIETY,4,,Q3
Education as Change,EDUCATION AS CHANGE,4,,Q3
Education Citizenship and Social Justice,EDUCATION CITIZENSHIP AND SOCIAL JUSTICE,4,,Q2
Education Economics,EDUCATION ECONOMICS,,,Q3
Education et Francophonie,EDUCATION ET FRANCOPHONIE,4,,Q4
Education Finance and Policy,EDUCATION FINANCE AND POLICY,3,,Q2
Education for Chemical Engineers,EDUCATION FOR CHEMICAL ENGINEERS,3,,Q2
Education for Health,EDUCATION FOR HEALTH,4,,Q3
EDUCATION FOR INFORMATION,EDUCATION FOR INFORMATION,4,,Q3
Education for Primary Care,EDUCATION FOR PRIMARY CARE,4,,Q4
Education in the Knowledge Society,EDUCATION IN KNOWLEDGE SOCIETY,4,,Q1
Education Inquiry,EDUCATION INQUIRY,3,,Q2
Education Policy Analysis Archives,EDUCATION POLICY ANALYSIS ARCHIVES,4,,Q3
Education Sciences,EDUCATION SCIENCES,3,,Q1
Educational Action Research,EDUCATIONAL ACTION RESEARCH,4,,Q2
EDUCATIONAL ADMINISTRATION QUARTERLY,EDUCATIONAL ADMINISTRATION QUARTERLY,2,,Q1
Educational and Developmental Psychologist,EDUCATIONAL AND DEVELOPMENTAL PSYCHOLOGIST,4,,Q2
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,4,,Q2
Educational Assessment,EDUCATIONAL ASSESSMENT,3,,Q1
Educational Assessment Evaluation and Accountability,EDUCATIONAL ASSESSMENT EVALUATION AND ACCOUNTABILITY,2,,Q2
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,EDUCATIONAL EVALUATION AND POLICY ANALYSIS,2,,Q1
EDUCATIONAL FORUM,EDUCATIONAL FORUM,4,,Q3
EDUCATIONAL GERONTOLOGY,EDUCATIONAL GERONTOLOGY,4,,Q2
EDUCATIONAL LEADERSHIP,EDUCATIONAL LEADERSHIP,4,,
Educational Management Administration & Leadership,EDUCATIONAL MANAGEMENT ADMINISTRATION AND LEADERSHIP,3,,Q1
Educational Measurement-Issues and Practice,EDUCATIONAL MEASUREMENT ISSUES AND PRACTICE,4,,Q2
Educational Media International,EDUCATIONAL MEDIA INTERNATIONAL,4,,Q3
Educational Philosophy and Theory,EDUCATIONAL PHILOSOPHY AND THEORY,4,,Q2
EDUCATIONAL POLICY,EDUCATIONAL POLICY,3,,Q2
EDUCATIONAL PSYCHOLOGIST,EDUCATIONAL PSYCHOLOGIST,1,Yes,Q1
Educational Psychology,EDUCATIONAL PSYCHOLOGY,2,,Q1
Educational Psychology in Practice,EDUCATIONAL PSYCHOLOGY IN PRACTICE,4,,Q3
EDUCATIONAL PSYCHOLOGY REVIEW,EDUCATIONAL PSYCHOLOGY REVIEW,1,Yes,Q1
EDUCATIONAL RESEARCH,EDUCATIONAL RESEARCH,3,,Q1
Educational Research and Evaluation,EDUCATIONAL RESEARCH AND EVALUATION,3,,Q1
Educational Research for Policy and Practice,EDUCATIONAL RESEARCH FOR POLICY AND PRACTICE,4,,Q1
Educational Research for Social Change,EDUCATIONAL RESEARCH FOR SOCIAL CHANGE,4,,Q4
Educational Research Review,EDUCATIONAL RESEARCH REVIEW,1,Yes,Q1
Educational Researcher,EDUCATIONAL RESEARCHER,1,Yes,Q1
EDUCATIONAL REVIEW,EDUCATIONAL REVIEW,2,,Q1
EDUCATIONAL STUDIES,EDUCATIONAL STUDIES,4,,Q2
Educational Studies-AESA,EDUCATIONAL STUDIES AESA,3,,Q2
Educational Studies in Mathematics,EDUCATIONAL STUDIES IN MATHEMATICS,2,Yes,Q2
EDUCATIONAL TECHNOLOGY & SOCIETY,EDUCATIONAL TECHNOLOGY AND SOCIETY,2,,Q1
EDUCATIONAL THEORY,EDUCATIONAL THEORY,4,,Q3
Eduweb-Revista de Tecnologia de Informacion y Comunicacion en Educacion,EDUWEB REVISTA DE TECNOLOGIA DE INFORMACION Y COMUNICACION EN EDUCACION,4,,Q3
EES Catalysis,EES CATALYSIS,,,Q1
Eesti ja Soome-Ugri Keeleteaduse Ajakiri-Journal of Estonian and Finno-Ugric Linguistics,EESTI JA SOOME UGRI KEELETEADUSE AJAKIRI JOURNAL OF ESTONIAN AND FINNO UGRIC LINGUISTICS,3,,
eFood,EFOOD,3,,Q1
EFORT Open Reviews,EFORT OPEN REVIEWS,2,,Q1
EFSA Journal,EFSA JOURNAL,4,,Q2
EGA-Revista de Expresion Grafica Arquitectonica,EGA REVISTA DE EXPRESION GRAFICA ARQUITECTONICA,4,,
EGE ACADEMIC REVIEW,EGE ACADEMIC REVIEW,4,,Q4
EGE-Revista de Expresion Grafica en la Edificacion,EGE REVISTA DE EXPRESION GRAFICA EN LA EDIFICACION,4,,
Egitim ve Bilim-Education and Science,EGITIM VE BILIM EDUCATION AND SCIENCE,4,,Q3
Egyptian Heart Journal,EGYPTIAN HEART JOURNAL,4,,Q3
Egyptian Informatics Journal,EGYPTIAN INFORMATICS JOURNAL,2,,Q2
Egyptian Journal of Agronomy,EGYPTIAN JOURNAL OF AGRONOMY,4,,Q4
EGYPTIAN JOURNAL OF ANAESTHESIA,EGYPTIAN JOURNAL OF ANAESTHESIA,4,,Q4
Egyptian Journal of Aquatic Research,EGYPTIAN JOURNAL OF AQUATIC RESEARCH,3,,Q2
Egyptian Journal of Archaeological and Restoration Studies,EGYPTIAN JOURNAL OF ARCHAEOLOGICAL AND RESTORATION STUDIES,4,,
Egyptian Journal of Biological Pest Control,EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL,3,,Q1
Egyptian Journal of Botany,EGYPTIAN JOURNAL OF BOTANY,4,,Q3
Egyptian Journal of Bronchology,EGYPTIAN JOURNAL OF BRONCHOLOGY,4,,Q4
EGYPTIAN JOURNAL OF CHEMISTRY,EGYPTIAN JOURNAL OF CHEMISTRY,4,,Q3
Egyptian Journal of Chest Diseases and Tuberculosis,EGYPTIAN JOURNAL OF CHEST DISEASES AND TUBERCULOSIS,4,,Q4
Egyptian Journal of Critical Care Medicine,EGYPTIAN JOURNAL OF CRITICAL CARE MEDICINE,4,,Q4
Egyptian Journal of Dermatology and Venereology,EGYPTIAN JOURNAL OF DERMATOLOGY AND VENEREOLOGY,4,,Q4
Egyptian Journal of Forensic Sciences,EGYPTIAN JOURNAL OF FORENSIC SCIENCES,4,,Q3
Egyptian Journal of Haematology,EGYPTIAN JOURNAL OF HAEMATOLOGY,4,,Q4
Egyptian Journal of Internal Medicine,EGYPTIAN JOURNAL OF INTERNAL MEDICINE,4,,Q3
Egyptian Journal of Medical Human Genetics,EGYPTIAN JOURNAL OF MEDICAL HUMAN GENETICS,4,,Q4
Egyptian Journal of Neurology Psychiatry and Neurosurgery,EGYPTIAN JOURNAL OF NEUROLOGY PSYCHIATRY AND NEUROSURGERY,4,,Q4
Egyptian Journal of Neurosurgery,EGYPTIAN JOURNAL OF NEUROSURGERY,4,,Q4
Egyptian Journal of Otolaryngology,EGYPTIAN JOURNAL OF OTOLARYNGOLOGY,4,,Q4
Egyptian Journal of Pediatric Allergy and Immunology,EGYPTIAN JOURNAL OF PEDIATRIC ALLERGY AND IMMUNOLOGY,4,,Q4
Egyptian Journal of Radiology and Nuclear Medicine,EGYPTIAN JOURNAL OF RADIOLOGY AND NUCLEAR MEDICINE,4,,Q4
Egyptian Journal of Remote Sensing and Space Sciences,EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES,3,,Q2
EGYPTIAN JOURNAL OF SOIL SCIENCE,EGYPTIAN JOURNAL OF SOIL SCIENCE,4,,Q2
Egyptian Journal of Surgery,EGYPTIAN JOURNAL OF SURGERY,4,,Q4
EGYPTIAN JOURNAL OF VETERINARY SCIENCE,EGYPTIAN JOURNAL OF VETERINARY SCIENCE,4,,Q3
Egyptian Liver Journal,EGYPTIAN LIVER JOURNAL,4,,Q4
Egyptian Pediatric Association Gazette,EGYPTIAN PEDIATRIC ASSOCIATION GAZETTE,4,,Q4
Egyptian Pharmaceutical Journal,EGYPTIAN PHARMACEUTICAL JOURNAL,4,,Q4
Egyptian Rheumatologist,EGYPTIAN RHEUMATOLOGIST,4,,Q4
Egyptian Rheumatology and Rehabilitation,EGYPTIAN RHEUMATOLOGY AND REHABILITATION,4,,Q4
Eidola-International Journal of Classical Art History,EIDOLA INTERNATIONAL JOURNAL OF CLASSICAL ART HISTORY,3,,
