Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
GLOBAL ECOLOGY AND CONSERVATION,2,,Q1
GLOBAL ENVIRONMENTAL POLITICS,2,,Q1
GLOBAL FINANCE JOURNAL,2,,Q1
GLOBAL HEALTH RESEARCH AND POLICY,2,,Q1
GLOBAL MEDIA AND COMMUNICATION,2,,Q3
GLOBAL NETWORKS A JOURNAL OF TRANSNATIONAL AFFAIRS,2,Yes,Q1
GLOBAL SIXTIES,2,,Q1
GLOBAL SOCIETY,2,,Q1
GLOBAL SUSTAINABILITY,2,,Q1
GLOBALISATION SOCIETIES AND EDUCATION,2,,Q2
GLOBALIZATION AND HEALTH,2,,Q1
GM CROPS AND FOOD BIOTECHNOLOGY IN AGRICULTURE AND FOOD CHAIN,2,,Q1
GOVERNANCE AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,2,,Q1
GRASS AND FORAGE SCIENCE,2,,Q1
GREEN CHEMICAL ENGINEERING,2,,Q1
GREEN CHEMISTRY LETTERS AND REVIEWS,2,,Q2
GREEN FINANCE,2,,Q1
GROUNDWATER FOR SUSTAINABLE DEVELOPMENT,2,,Q1
GROUP PROCESSES AND INTERGROUP RELATIONS,2,,Q2
GYNECOLOGIC ONCOLOGY,2,Yes,Q1
GAIT AND POSTURE,3,,Q2
GALAXIES,3,,Q2
GAMES AND ECONOMIC BEHAVIOR,3,,Q3
GAMES FOR HEALTH JOURNAL,3,,Q1
GASTROENTEROLOGY CLINICS OF NORTH AMERICA,3,,Q2
GASTROENTEROLOGY REPORT,3,,Q1
GEMA ONLINE JOURNAL OF LANGUAGE STUDIES,3,,
GENDER AND EDUCATION,3,,Q2
GENDER AND HISTORY,3,,Q2
GENDER AND LANGUAGE,3,,Q2
GENDER PLACE AND CULTURE,3,,Q3
GENE,3,,Q3
GENE THERAPY,3,,Q1
GENEALOGY,3,,Q3
GENES,3,,Q2
GENES AND IMMUNITY,3,,Q1
GENES AND NUTRITION,3,,Q1
GENES BRAIN AND BEHAVIOR,3,,Q2
GENESIS,3,,Q2
GENETIC RESOURCES AND CROP EVOLUTION,3,,
GENETICS,3,,Q1
GENOME BIOLOGY AND EVOLUTION,3,,Q2
GENUS,3,,Q2
GEO GEOGRAPHY AND ENVIRONMENT,3,,Q1
GEOARCHAEOLOGY AN INTERNATIONAL JOURNAL,3,,Q3
GEOBIOLOGY,3,,Q1
GEOBIOS,3,,Q2
GEOCHEMISTRY,3,,Q2
GEOCHRONOLOGY,3,,Q2
GEODERMA REGIONAL,3,,Q2
GEODESY AND GEODYNAMICS,3,,Q1
GEOGRAFISKA ANNALER SERIES B HUMAN GEOGRAPHY,3,,Q2
GEOGRAPHICAL ANALYSIS,3,,Q1
GEOGRAPHICAL RESEARCH,3,,Q1
GEOHEALTH,3,,Q1
GEOHUMANITIES,3,,Q3
GEOINFORMATICA,3,,Q2
GEOLOGICAL MAGAZINE,3,,Q3
GEOMECHANICS AND ENGINEERING,3,,Q2
GEOMECHANICS FOR ENERGY AND ENVIRONMENT,3,,Q1
GEORGE WASHINGTON LAW REVIEW,3,,Q1
GEOSCIENCE DATA JOURNAL,3,,Q2
GEOSCIENCE LETTERS,3,,Q1
GEOSCIENCES,3,,Q3
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,3,,Q1
GEOSYNTHETICS INTERNATIONAL,3,,Q2
GEOTHERMAL ENERGY,3,,Q2
GEOTHERMICS,3,,Q1
GERIATRIC NURSING,3,,Q1
GERIATRICS AND GERONTOLOGY INTERNATIONAL,3,,Q2
GERMAN JOURNAL OF HUMAN RESOURCE MANAGEMENT ZEITSCHRIFT FUR PERSONALFORSCHUNG,3,,Q2
GERMAN LIFE AND LETTERS,3,,
GERMAN POLITICS,3,,Q2
GERODONTOLOGY,3,,Q3
GERONTOLOGY,3,,Q3
GESCHICHTE UND GESELLSCHAFT,3,,Q2
GESUNDE PFLANZEN,3,,Q1
GETTY RESEARCH JOURNAL,3,,
GIFTED CHILD QUARTERLY,3,,Q1
GLOBAL CHANGE PEACE AND SECURITY,3,,Q4
GLOBAL CONSTITUTIONALISM,3,,Q1
GLOBAL CRIME,3,,Q1
GLOBAL DISCOURSE,3,,Q2
GLOBAL HEALTH ACTION,3,,Q2
GLOBAL HEART,3,,Q2
GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT GJESM,3,,Q3
GLOBAL POLICY,3,,Q2
GLOBAL PUBLIC HEALTH,3,,Q2
GLOBAL PUBLIC POLICY AND GOVERNANCE,3,,Q2
GLOBAL QUALITATIVE NURSING RESEARCH,3,,Q2
GLOBAL RESPONSIBILITY TO PROTECT,3,,Q2
GLOBAL SPINE JOURNAL,3,,Q1
GLOBAL STRATEGY JOURNAL,3,,Q2
GLOBALIZATIONS,3,,Q1
GLOSSA A JOURNAL OF GENERAL LINGUISTICS,3,,Q3
GLOTTA ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE,3,,
GLYCOBIOLOGY,3,,Q2
GOTHIC STUDIES,3,,
GOYA,3,,
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,3,,Q2
GRANULAR MATTER,3,,Q2
GRAPHICAL MODELS,3,,Q3
GREEK ROMAN AND BYZANTINE STUDIES,3,,
GREY ROOM,3,,
GREY SYSTEMS THEORY AND APPLICATION,3,,Q1
GRIFFITH LAW REVIEW,3,,Q2
GRIPLA,3,,
GROTIANA,3,,
GROUP AND ORGANIZATION MANAGEMENT,3,,Q2
GROUP DYNAMICS THEORY RESEARCH AND PRACTICE,3,,Q2
GROUPS GEOMETRY AND DYNAMICS,3,,Q2
GROWTH AND CHANGE,3,,Q2
GUT AND LIVER,3,,Q2
GUT PATHOGENS,3,,Q1
GYMNASIUM,3,,
G3 GENES GENOMES GENETICS,4,,Q3
GABI JOURNAL GENERICS AND BIOSIMILARS INITIATIVE JOURNAL,4,,Q4
GACETA MEDICA DE MEXICO,4,,Q3
GACETA MEXICANA DE ONCOLOGIA,4,,Q4
GACETA SANITARIA,4,,Q3
GADJAH MADA INTERNATIONAL JOURNAL OF BUSINESS,4,,Q4
GAIA ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY,4,,Q3
GALACTICA MEDIA JOURNAL OF MEDIA STUDIES GALAKTIKA MEDIA ZHURNAL MEDIA ISSLEDOVANIJ,4,,Q4
GALEN MEDICAL JOURNAL,4,,Q4
GALICIA CLINICA,4,,Q4
GALICIAN MEDICAL JOURNAL,4,,Q4
GALLERIE E GRANDI OPERE SOTTERRANEE,4,,Q4
GAMES,4,,Q4
GAMING LAW REVIEW ECONOMICS REGULATION COMPLIANCE AND POLICY,4,,Q3
GASTROENTEROLOGIA Y HEPATOLOGIA,4,,Q3
GASTROENTEROLOGIE,4,,Q4
GASTROENTEROLOGY INSIGHTS,4,,Q4
GASTROENTEROLOGY NURSING,4,,Q4
GASTROENTEROLOGY RESEARCH,4,,Q3
GASTROENTEROLOGY RESEARCH AND PRACTICE,4,,Q4
GASTROENTEROLOGY REVIEW PRZEGLAD GASTROENTEROLOGICZNY,4,,Q2
GASTROINTESTINAL DISORDERS,4,,Q4
GASTROINTESTINAL TUMORS,4,,Q4
GATEWAYS INTERNATIONAL JOURNAL OF COMMUNITY RESEARCH AND ENGAGEMENT,4,,Q3
GAYANA,4,,Q4
GAYANA BOTANICA,4,,Q4
GAZETA DE ANTROPOLOGIA,4,,Q4
GAZI AKADEMIK BAKIS GAZI ACADEMIC VIEW,4,,
GAZI MEDICAL JOURNAL,4,,Q4
GAZI UNIVERSITY JOURNAL OF SCIENCE,4,,Q3
GE CONSERVACION,4,,
GE PORTUGUESE JOURNAL OF GASTROENTEROLOGY,4,,Q4
GEAM GEOINGEGNERIA AMBIENTALE E MINERARIA GEAM GEOENGINEERING ENVIRONMENT AND MINING,4,,Q4
GEBURTSHILFE UND FRAUENHEILKUNDE,4,,Q2
GECONTEC REVISTA INTERNACIONAL DE GESTION DEL CONOCIMIENTO Y LA TECNOLOGIA,4,,Q4
GEDRAG AND ORGANISATIE,4,,Q4
GEFAHRSTOFFE REINHALTUNG DER LUFT,4,,Q4
GEFASSCHIRURGIE,4,,Q4
GEM INTERNATIONAL JOURNAL ON GEOMATHEMATICS,4,,Q3
GEMATOLOGIYA I TRANSFUZIOLOGIYA,4,,Q4
GEMS AND GEMOLOGY,4,,Q1
GEN BIOTECHNOLOGY,4,,Q3
GENDER IN MANAGEMENT,4,,Q1
GENDER ISSUES,4,,Q2
GENDER TECHNOLOGY AND DEVELOPMENT,4,,Q2
GENE EXPRESSION PATTERNS,4,,Q4
GENE REPORTS,4,,Q4
GENERAL AND COMPARATIVE ENDOCRINOLOGY,4,,Q2
GENERAL PHYSIOLOGY AND BIOPHYSICS,4,,Q4
GENERAL RELATIVITY AND GRAVITATION,4,,Q2
GENERAL THORACIC AND CARDIOVASCULAR SURGERY,4,,Q3
GENERATIONS,4,,Q4
GENES AND ENVIRONMENT,4,,Q3
GENES AND GENETIC SYSTEMS,4,,Q4
GENES AND GENOMICS,4,,Q3
GENES TO CELLS,4,,Q4
GENETIC EPIDEMIOLOGY,4,,Q1
GENETIC PROGRAMMING AND EVOLVABLE MACHINES,4,,Q3
GENETIC TESTING AND MOLECULAR BIOMARKERS,4,,Q4
GENETICA,4,,Q4
GENETICS AND MOLECULAR BIOLOGY,4,,Q4
GENETICS AND MOLECULAR RESEARCH,4,,Q4
GENETICS RESEARCH,4,,Q3
GENEVA PAPERS ON RISK AND INSURANCE ISSUES AND PRACTICE,4,,Q1
GENEVA RISK AND INSURANCE REVIEW,4,,Q3
GENOME,4,,Q3
GENRE SEXUALITE AND SOCIETE,4,,Q4
GEO MARINE LETTERS,4,,Q3
GEO UERJ,4,,Q4
GEOADRIA,4,,Q4
GEOAMBIENTE ON LINE,4,,Q4
GEOCARTO INTERNATIONAL,4,,Q2
GEOCHEMICAL JOURNAL,4,,Q3
GEOCHEMICAL PERSPECTIVES,4,,Q2
GEOCHEMISTRY EXPLORATION ENVIRONMENT ANALYSIS,4,,Q2
GEOCHEMISTRY INTERNATIONAL,4,,Q4
GEOCHRONOMETRIA,4,,Q4
GEOCONSERVATION RESEARCH,4,,Q3
GEODETSKI LIST,4,,Q4
GEODETSKI VESTNIK,4,,Q4
GEODIVERSITAS,4,,Q3
GEODYNAMICS,4,,Q4
GEODYNAMICS AND TECTONOPHYSICS,4,,Q4
GEOFISICA INTERNACIONAL,4,,Q4
GEOFIZICHESKIY ZHURNAL GEOPHYSICAL JOURNAL,4,,Q4
GEOFIZIKA,4,,Q3
GEOFLUIDS,4,,Q2
GEOFOCUS REVISTA INTERNACIONAL DE CIENCIA Y TECNOLOGIA DE LA INFORMACION GEOGRAFICA,4,,Q4
GEOGRAFARES,4,,Q4
GEOGRAFIA FISICA E DINAMICA QUATERNARIA,4,,Q4
GEOGRAFIA MALAYSIAN JOURNAL OF SOCIETY AND SPACE,4,,Q3
GEOGRAFICANDO,4,,Q4
GEOGRAFICIDADE,4,,Q4
GEOGRAFICKY CASOPIS GEOGRAPHICAL JOURNAL,4,,Q3
GEOGRAFIE,4,,Q3
GEOGRAFISK TIDSSKRIFT DANISH JOURNAL OF GEOGRAPHY,4,,Q3
GEOGRAFISKA ANNALER SERIES A PHYSICAL GEOGRAPHY,4,,Q2
GEOGRAPHIA CASSOVIENSIS,4,,Q3
GEOGRAPHIA POLONICA,4,,Q3
GEOGRAPHIA TECHNICA,4,,Q4
GEOGRAPHIA UFF,4,,Q4
GEOGRAPHICA PANNONICA,4,,Q3
GEOGRAPHICAL REVIEW,4,,Q2
GEOGRAPHICAL REVIEW OF JAPAN SERIES B,4,,Q4
GEOGRAPHY,4,,Q3
GEOGRAPHY AND NATURAL RESOURCES,4,,Q4
GEOJOURNAL,4,,Q2
GEOLOGIA CROATICA,4,,Q3
GEOLOGICA ACTA,4,,Q1
GEOLOGICA BELGICA,4,,Q3
GEOLOGICA CARPATHICA,4,,Q2
GEOLOGICAL FIELD TRIPS AND MAPS,4,,Q3
GEOLOGICAL JOURNAL,4,,Q2
GEOLOGICAL QUARTERLY,4,,Q3
GEOLOGOS,4,,Q3
GEOLOGY GEOPHYSICS AND ENVIRONMENT,4,,Q4
GEOLOGY OF ORE DEPOSITS,4,,Q4
GEOMAGNETISM AND AERONOMY,4,,Q4
GEOMATIK,4,,Q3
GEOMECHANICS AND GEOENGINEERING AN INTERNATIONAL JOURNAL,4,,Q3
GEOMEDIA,4,,Q4
GEOMETRIAE DEDICATA,4,,Q3
GEOMICROBIOLOGY JOURNAL,4,,Q3
GEOMORPHOLOGIE RELIEF PROCESSUS ENVIRONNEMENT,4,,Q4
GEOPERSIA,4,,Q4
GEOPHYSICAL AND ASTROPHYSICAL FLUID DYNAMICS,4,,Q3
GEOPHYSICAL PROSPECTING,4,,Q3
GEOPHYSICS AND GEOPHYSICAL EXPLORATION,4,,Q4
GEOPOLITICAS REVISTA DE ESTUDIOS SOBRE ESPACIO Y PODER,4,,Q4
GEORESURSY,4,,Q4
GEORGE ELIOT GEORGE HENRY LEWES STUDIES,4,,
GEORGIAN MATHEMATICAL JOURNAL,4,,Q2
GEOSABERES,4,,Q4
GEOSCAPE,4,,Q3
GEOSCIENCE CANADA,4,,Q4
GEOSCIENCE COMMUNICATION,4,,Q2
GEOSCIENCES JOURNAL,4,,Q3
GEOSCIENTIFIC INSTRUMENTATION METHODS AND DATA SYSTEMS,4,,Q2
GEOSFERNYE ISSLEDOVANIYA GEOSPHERE RESEARCH,4,,Q4
GEOSPATIAL HEALTH,4,,Q4
GEOSPHERE,4,,Q3
GEOSYSTEM ENGINEERING,4,,Q4
GEOTECHNICAL AND GEOLOGICAL ENGINEERING,4,,Q3
GEOTECHNICAL ENGINEERING,4,,Q4
GEOTECHNICAL RESEARCH,4,,Q3
GEOTECHNICAL TESTING JOURNAL,4,,Q4
GEOTECHNIK,4,,Q4
GEOTECHNIQUE LETTERS,4,,Q2
GEOTECTONICS,4,,Q4
GERIATRIC ORTHOPAEDIC SURGERY AND REHABILITATION,4,,Q2
GERIATRICS,4,,Q3
GERIATRIE ET PSYCHOLOGIE NEUROPSYCHIATRIE DU VIEILLISSEMENT,4,,Q4
GERION REVISTA DE HISTORIA ANTIGUA,4,,Q3
GERMAN ECONOMIC REVIEW,4,,Q3
GERMAN JOURNAL OF AGRICULTURAL ECONOMICS,4,,Q3
GERMAN JOURNAL OF EXERCISE AND SPORT RESEARCH,4,,Q2
GERMAN POLITICS AND SOCIETY,4,,Q3
GERMAN QUARTERLY,4,,
GERMAN STUDIES REVIEW,4,,Q3
GERMANIC REVIEW,4,,
GERMANISCH ROMANISCHE MONATSSCHRIFT,4,,
GERMANOSLAVICA ZEITSCHRIFT FUR GERMANO SLAWISCHE STUDIEN,4,,
GERMS,4,,Q3
GERONTOLOGY AND GERIATRIC MEDICINE,4,,Q4
GERONTOLOGY AND GERIATRICS EDUCATION,4,,Q2
GEROPSYCH JOURNAL OF GERONTOPSYCHOLOGY AND GERIATRIC PSYCHIATRY,4,,Q4
GESTAO E DESENVOLVIMENTO,4,,Q4
GESTION Y POLITICA PUBLICA,4,,Q4
GESUNDHEITSOEKONOMIE UND QUALITAETSMANAGEMENT,4,,Q4
GESUNDHEITSWESEN,4,,Q4
GETMOBILE MOBILE COMPUTING AND COMMUNICATIONS REVIEW,4,,Q4
GEUS BULLETIN,4,,Q2
GFF,4,,Q2
GHANA SOCIAL SCIENCE JOURNAL,4,,Q3
GIGABYTE,4,,Q3
GIM INTERNATIONAL WORLDWIDE MAGAZINE FOR GEOMATICS,4,,Q4
GINEKOLOGIA POLSKA,4,,Q4
GIO GRUPPE INTERAKTION ORGANISATION ZEITSCHRIFT FUER ANGEWANDTE ORGANISATIONSPSYCHOLOGIE,4,,Q4
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,4,,
GIORNALE DI CHIRURGIA,4,,Q4
GIORNALE ITALIANO DI CARDIOLOGIA,4,,
GIORNALE ITALIANO DI ENDODONZIA,4,,Q4
GIORNALE STORICO DELLA LETTERATURA ITALIANA,4,,
GIRLHOOD STUDIES AN INTERDISCIPLINARY JOURNAL,4,,Q3
GIST EDUCATION AND LEARNING RESEARCH JOURNAL,4,,Q4
GLADIUS,4,,Q2
GLAND SURGERY,4,,Q2
GLASGOW MATHEMATICAL JOURNAL,4,,Q4
GLASNIK HEMICARA I TEHNOLOGA BOSNE I HERCEGOVINE,4,,Q4
GLASNIK MATEMATICKI,4,,Q3
GLASS AND CERAMICS,4,,Q4
GLASS PHYSICS AND CHEMISTRY,4,,Q4
GLASS STRUCTURES AND ENGINEERING,4,,Q3
GLASS TECHNOLOGY EUROPEAN JOURNAL OF GLASS SCIENCE AND TECHNOLOGY PART A,4,,Q4
GLOBAL AND LOCAL ECONOMIC REVIEW,4,,Q4
GLOBAL AND REGIONAL HEALTH TECHNOLOGY ASSESSMENT,4,,Q4
GLOBAL BUSINESS REVIEW,4,,Q3
GLOBAL CHALLENGES,4,,Q1
GLOBAL ECONOMIC REVIEW,4,,Q1
GLOBAL ECONOMY JOURNAL,4,,Q3
GLOBAL ENERGY INTERCONNECTION CHINA,4,,Q2
GLOBAL ENVIRONMENT,4,,Q2
GLOBAL GOVERNANCE,4,,Q3
GLOBAL HEALTH AND MEDICINE,4,,Q3
GLOBAL HEALTH EPIDEMIOLOGY AND GENOMICS,4,,Q3
GLOBAL HEALTH PROMOTION,4,,Q4
GLOBAL HEALTH SCIENCE AND PRACTICE,4,,Q2
GLOBAL INTELLECTUAL HISTORY,4,,Q2
GLOBAL JOURNAL AL THAQAFAH,4,,
GLOBAL JOURNAL OF MEDICAL PHARMACEUTICAL AND BIOMEDICAL UPDATE,4,,Q2
GLOBAL KNOWLEDGE MEMORY AND COMMUNICATION,4,,Q2
GLOBAL LABOUR JOURNAL,4,,Q3
GLOBAL MEDIA JOURNAL CANADIAN EDITION,4,,Q3
GLOBAL MEDICAL GENETICS,4,,Q4
GLOBAL NEST JOURNAL,4,,Q4
GLOBAL PEDIATRIC HEALTH,4,,Q3
GLOBAL PHILOSOPHY,4,,
GLOBAL SOCIAL POLICY,4,,Q3
GLOBAL SOCIAL WELFARE,4,,Q2
GLOBAL STUDIES OF CHILDHOOD,4,,Q2
GLOBAL TRADE AND CUSTOMS JOURNAL,4,,Q4
GLOBAL TRANSITIONS,4,,Q1
GLOTTOMETRICS,4,,Q3
GLQ A JOURNAL OF LESBIAN AND GAY STUDIES,4,,Q3
GLYCOCONJUGATE JOURNAL,4,,Q3
GMS HYGIENE AND INFECTION CONTROL,4,,Q3
GMS INTERDISCIPLINARY PLASTIC AND RECONSTRUCTIVE SURGERY DGPW,4,,Q3
GMS JOURNAL FOR MEDICAL EDUCATION,4,,Q2
GOETHE JAHRBUCH,4,,
GOLD BULLETIN,4,,Q4
GOMAL JOURNAL OF MEDICAL SCIENCES,4,,Q4
GONDOLA ENSENANZA Y APRENDIZAJE DE LAS CIENCIAS,4,,Q4
GORTERIA,4,,Q4
GOSPODARKA NARODOWA POLISH JOURNAL OF ECONOMICS,4,,Q4
GOSPODARKA SUROWCAMI MINERALNYMI MINERAL RESOURCES MANAGEMENT,4,,Q4
GOSUDARSTVO RELIGIYA TSERKOV V ROSSII I ZA RUBEZHOM,4,,
GRADEVINAR,4,,Q4
GRADEVNSKI MATERIJIALI I KONSTRUKCIJE BUILDING MATERIALS AND STRUCTURES,4,,Q4
GRADIVA,4,,
GRAFICA JOURNAL OF GRAPHIC DESIGN,4,,
GRAGOATA UFF,4,,
GRAN TOUR,4,,Q4
GRANA,4,,Q3
GRANJA REVISTA DE CIENCIAS DE LA VIDA,4,,Q4
GRAPHS AND COMBINATORICS,4,,Q3
GRASAS Y ACEITES,4,,Q4
GRASSLAND SCIENCE,4,,Q3
GRAVITATION AND COSMOLOGY,4,,Q3
GRAZER PHILOSOPHISCHE STUDIEN INTERNATIONAL JOURNAL FOR ANALYTIC PHILOSOPHY,4,,
GREAT PLAINS QUARTERLY,4,,
GREECE AND ROME,4,,
GREEN MATERIALS,4,,Q3
GREEN PROCESSING AND SYNTHESIS,4,,Q2
GREENHOUSE GASES SCIENCE AND TECHNOLOGY,4,,Q3
GRIOT REVISTA DE FILOSOFIA,4,,
GROUND WATER MONITORING AND REMEDIATION,4,,Q4
GROUNDED THEORY REVIEW,4,,
GROUNDWATER,4,,Q2
GROUP DECISION AND NEGOTIATION,4,,Q1
GROUPS COMPLEXITY CRYPTOLOGY,4,,Q4
GROWTH FACTORS,4,,Q4
GROWTH HORMONE AND IGF RESEARCH,4,,Q4
GRUNDWASSER,4,,Q4
GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,4,,Q4
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,4,,Q4
GUINIGUADA,4,,Q4
GULF AND CARIBBEAN RESEARCH,4,,Q3
GUNCEL PEDIATRI JOURNAL OF CURRENT PEDIATRICS,4,,Q4
GURUKUL BUSINESS REVIEW GBR,4,,Q4
GYNAKOLOGIE,4,,Q4
GYNAKOLOGISCHE ENDOKRINOLOGIE,4,,Q4
GYNECOLOGIC AND OBSTETRIC INVESTIGATION,4,,Q2
GYNECOLOGIC ONCOLOGY REPORTS,4,,Q3
GYNECOLOGICAL ENDOCRINOLOGY,4,,Q3
GYNECOLOGIE OBSTETRIQUE FERTILITE AND SENOLOGIE,4,,Q4
GYNECOLOGY AND MINIMALLY INVASIVE THERAPY GMIT,4,,Q3
GALILAEANA STUDIES IN RENAISSANCE AND EARLY MODERN SCIENCE,,,Q4
GENERAL THORACIC AND CARDIOVASCULAR SURGERY CASES,,,Q4
GEOCHEMICAL TRANSACTIONS,,,Q3
GEOENERGY SCIENCE AND ENGINEERING,,,Q1
GEOGACETA,,,Q4
GEOGRAPHIES,,,Q2
GEOHAZARDS,,,Q3
GEOMATICS,,,Q2
GEOTECHNICS,,,Q3
GESTURE,,,Q3
GLOBAL ADVANCES IN INTEGRATIVE MEDICINE AND HEALTH,,,Q3
GLOBAL MENTAL HEALTH,,,Q2
GLOBAL PERSPECTIVES,,,Q3
GLOBAL SOCIAL CHALLENGES JOURNAL,,,Q1
GRASS RESEARCH,,,Q2
GRASSLAND RESEARCH,,,Q2
GREEN ANALYTICAL CHEMISTRY,,,Q1
GREEN ENERGY AND INTELLIGENT TRANSPORTATION,,,Q1
GUIDANCE NAVIGATION AND CONTROL,,,Q3
GYNECOLOGY AND PELVIC MEDICINE,,,Q4
