Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
NATIONAL TAIWAN UNIVERSITY LAW REVIEW,4,,Q3
NATIONAL TAX JOURNAL,3,,Q3
NATIONALISM AND ETHNIC POLITICS,3,,Q3
NATIONALITIES PAPERS JOURNAL OF NATIONALISM AND ETHNICITY,3,,Q1
NATIONS AND NATIONALISM,2,,Q1
NATIVA,4,,Q4
NATURAL AREAS JOURNAL,4,,Q3
NATURAL COMPUTING,4,,Q3
NATURAL GAS INDUSTRY B,2,,Q2
NATURAL HAZARDS,3,,Q1
NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,2,,Q1
NATURAL HAZARDS REVIEW,4,,Q2
NATURAL HISTORY,4,,Q4
NATURAL LANGUAGE AND LINGUISTIC THEORY,2,Yes,Q2
NATURAL LANGUAGE ENGINEERING,4,,Q1
NATURAL LANGUAGE PROCESSING,,,
NATURAL LANGUAGE SEMANTICS,2,,Q3
NATURAL PRODUCT COMMUNICATIONS,4,,Q4
NATURAL PRODUCT REPORTS,1,Yes,Q1
NATURAL PRODUCT RESEARCH,3,,Q3
NATURAL PRODUCTS AND BIOPROSPECTING,2,,Q1
NATURAL PRODUCTS JOURNAL,4,,Q4
NATURAL RESOURCE MODELING,4,,Q2
NATURAL RESOURCES FORUM,4,,Q2
NATURAL RESOURCES JOURNAL,4,,Q2
NATURAL RESOURCES RESEARCH,2,,Q1
NATURAL SCIENCES,4,,Q2
NATURE,1,Yes,Q1
NATURE AGING,1,Yes,Q1
NATURE AND SCIENCE OF SLEEP,3,,Q2
NATURE ASTRONOMY,1,Yes,Q1
NATURE BIOMEDICAL ENGINEERING,1,Yes,Q1
NATURE BIOTECHNOLOGY,1,Yes,Q1
NATURE CANCER,1,Yes,Q1
NATURE CARDIOVASCULAR RESEARCH,1,Yes,Q1
NATURE CATALYSIS,1,Yes,Q1
NATURE CELL BIOLOGY,1,Yes,Q1
NATURE CHEMICAL BIOLOGY,1,Yes,Q1
NATURE CHEMISTRY,1,Yes,Q1
NATURE CLIMATE CHANGE,1,Yes,Q1
NATURE COMMUNICATIONS,1,Yes,Q1
NATURE COMPUTATIONAL SCIENCE,1,Yes,Q1
NATURE CONSERVATION BULGARIA,3,,Q2
NATURE CONSERVATION RESEARCH,4,,Q2
NATURE CULTURE,4,,Q4
NATURE ECOLOGY AND EVOLUTION,1,Yes,Q1
NATURE ELECTRONICS,1,Yes,Q1
NATURE ENERGY,1,Yes,Q1
NATURE FOOD,1,Yes,Q1
NATURE GENETICS,1,Yes,Q1
NATURE GEOSCIENCE,1,Yes,Q1
NATURE HUMAN BEHAVIOUR,1,Yes,Q1
NATURE IMMUNOLOGY,1,Yes,Q1
NATURE MACHINE INTELLIGENCE,1,Yes,Q1
NATURE MATERIALS,1,Yes,Q1
NATURE MEDICINE,1,Yes,Q1
NATURE MENTAL HEALTH,,,Q1
NATURE METABOLISM,1,Yes,Q1
NATURE METHODS,1,Yes,Q1
NATURE MICROBIOLOGY,1,Yes,Q1
NATURE NANOTECHNOLOGY,1,Yes,Q1
NATURE NEUROSCIENCE,1,Yes,Q1
NATURE PHOTONICS,1,Yes,Q1
NATURE PHYSICS,1,Yes,Q1
NATURE PLANTS,1,Yes,Q1
NATURE PROTOCOLS,2,Yes,Q1
NATURE REVIEWS BIOENGINEERING,,,Q1
NATURE REVIEWS CANCER,1,Yes,Q1
NATURE REVIEWS CARDIOLOGY,1,Yes,Q1
NATURE REVIEWS CHEMISTRY,1,Yes,Q1
NATURE REVIEWS CLINICAL ONCOLOGY,1,Yes,Q1
NATURE REVIEWS DISEASE PRIMERS,1,Yes,Q1
NATURE REVIEWS DRUG DISCOVERY,1,Yes,Q1
NATURE REVIEWS EARTH AND ENVIRONMENT,1,Yes,Q1
NATURE REVIEWS ENDOCRINOLOGY,1,Yes,Q1
NATURE REVIEWS GASTROENTEROLOGY AND HEPATOLOGY,1,Yes,Q1
NATURE REVIEWS GENETICS,1,Yes,Q1
NATURE REVIEWS IMMUNOLOGY,1,Yes,Q1
NATURE REVIEWS MATERIALS,1,Yes,Q1
NATURE REVIEWS METHODS PRIMERS,1,Yes,Q1
NATURE REVIEWS MICROBIOLOGY,1,Yes,Q1
NATURE REVIEWS MOLECULAR CELL BIOLOGY,1,Yes,Q1
NATURE REVIEWS NEPHROLOGY,1,Yes,Q1
NATURE REVIEWS NEUROLOGY,1,Yes,Q1
NATURE REVIEWS NEUROSCIENCE,1,Yes,Q1
NATURE REVIEWS PHYSICS,1,Yes,Q1
NATURE REVIEWS PSYCHOLOGY,1,Yes,Q1
NATURE REVIEWS RHEUMATOLOGY,1,Yes,Q1
NATURE REVIEWS UROLOGY,1,Yes,Q1
NATURE STRUCTURAL AND MOLECULAR BIOLOGY,1,Yes,Q1
NATURE SUSTAINABILITY,1,Yes,Q1
NATURE SYNTHESIS,1,Yes,Q1
NATURE WATER,,,Q1
NAUCHNYE I TEKHNICHESKIE BIBLIOTEKI SCIENTIFIC AND TECHNICAL LIBRARIES,4,,Q4
NAUCHNYI DIALOG,4,,
NAUKA I TEHNOLOGII TRUBOPROVODNOGO TRANSPORTA NEFTI I NEFTEPRODUKTOV SCIENCE AND TECHNOLOGIES OIL AND OIL PRODUCTS PIPELINE TRANSPORTATION,4,,
NAUKA TELEVIDENIYA ART AND SCIENCE OF TELEVISION,4,,
NAUNYN SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,4,,Q2
NAUPLIUS,4,,Q3
NAUTILUS,4,,Q3
NAVAL ENGINEERS JOURNAL,4,,Q4
NAVAL RESEARCH LOGISTICS,4,,Q2
NAVAL WAR COLLEGE REVIEW,4,,Q4
NAVIGATION JOURNAL OF INSTITUTE OF NAVIGATION,3,,Q2
NAVIGATOR SUBSIDIOS PARA A HISTORIA MARITIMA DO BRASIL,4,,Q3
NAVUS REVISTA DE GESTAO E TECNOLOGIA,4,,Q4
NAWPA PACHA,1,Yes,Q2
NAZARIYAT JOURNAL FOR HISTORY OF ISLAMIC PHILOSOPHY AND SCIENCES,4,,
NBER MACROECONOMICS ANNUAL,1,Yes,Q1
NDT AND E INTERNATIONAL,2,,Q1
NEAR EASTERN ARCHAEOLOGY,3,,
NEAR SURFACE GEOPHYSICS,4,,Q3
NEFROLOGIA,4,,Q2
NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH,4,,Q4
NEGOTIATION JOURNAL,4,,Q3
NEIZVESTNYI DOSTOEVSKII UNKNOWN DOSTOEVSKY,2,,
NEJM CATALYST INNOVATIONS IN CARE DELIVERY,,,Q2
NEMATOLOGY,4,,Q3
NEMATROPICA,4,,Q4
NEO VICTORIAN STUDIES,4,,
NEOBIOTA,2,,Q1
NEOHELICON,3,,
NEONATAL NETWORK,4,,Q4
NEONATOLOGY,3,,Q1
NEOPHILOLOGUS,3,,
NEOPLASIA,2,,Q1
NEOPLASMA,4,,Q3
NEOTESTAMENTICA,4,,
NEOTROPICAL BIODIVERSITY,4,,Q4
NEOTROPICAL BIOLOGY AND CONSERVATION,4,,Q3
NEOTROPICAL ENTOMOLOGY,3,,Q2
NEOTROPICAL ICHTHYOLOGY,3,,Q1
NEPAL JOURNAL OF EPIDEMIOLOGY,4,,Q1
NEPALESE HEART JOURNAL,4,,Q4
NEPALESE JOURNAL OF OPHTHALMOLOGY,4,,Q4
NEPHROLOGIE,4,,Q4
NEPHROLOGIE AND THERAPEUTIQUE,4,,Q4
NEPHROLOGY,4,,Q3
NEPHROLOGY DIALYSIS TRANSPLANTATION,2,,Q1
NEPHROLOGY NURSING JOURNAL,4,,Q4
NEPHRON,4,,Q3
NERVENARZT,4,,Q4
NETHERLANDS HEART JOURNAL,4,,Q3
NETHERLANDS INTERNATIONAL LAW REVIEW,3,,Q2
NETHERLANDS JOURNAL OF CRITICAL CARE,4,,Q4
NETHERLANDS JOURNAL OF GEOSCIENCES,,,Q2
NETHERLANDS JOURNAL OF GEOSCIENCES GEOLOGIE EN MIJNBOUW,4,,
NETHERLANDS QUARTERLY OF HUMAN RIGHTS,2,,Q1
NETHERLANDS YEARBOOK FOR HISTORY OF ART NEDERLANDS KUNSTHISTORISCH JAARBOEK,3,,
NETNOMICS,4,,
NETWORK,,,Q2
NETWORK COMPUTATION IN NEURAL SYSTEMS,4,,Q3
NETWORK MODELING AND ANALYSIS IN HEALTH INFORMATICS AND BIOINFORMATICS,4,,Q3
NETWORK NEUROSCIENCE,4,,Q2
NETWORK SCIENCE,4,,Q2
NETWORKS,4,,Q4
NETWORKS AND HETEROGENEOUS MEDIA,4,,Q3
NETWORKS AND SPATIAL ECONOMICS,3,,Q3
NEUE RUNDSCHAU,4,,
NEUE ZEITSCHRIFT FUR SYSTEMATISCHE THEOLOGIE UND RELIGIONSPHILOSOPHIE,4,,
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE ABHANDLUNGEN,4,,Q4
NEUES JAHRBUCH FUR MINERALOGIE ABHANDLUNGEN,4,,Q4
NEUPHILOLOGISCHE MITTEILUNGEN,4,,
NEURAL COMPUTATION,4,,Q3
NEURAL DEVELOPMENT,2,,Q2
NEURAL NETWORK WORLD,4,,Q4
NEURAL NETWORKS,2,Yes,Q1
NEURAL PLASTICITY,3,,Q2
NEURAL PROCESSING LETTERS,4,,Q3
NEURAL REGENERATION RESEARCH,2,,Q1
NEURO ONCOLOGY,1,Yes,Q1
NEURO ONCOLOGY ADVANCES,3,,Q1
NEURO ONCOLOGY PRACTICE,4,,Q2
NEURO OPHTHALMOLOGY,4,,Q4
NEUROBIOLOGY OF AGING,3,,Q2
NEUROBIOLOGY OF DISEASE,2,Yes,Q1
NEUROBIOLOGY OF LANGUAGE,1,Yes,Q1
NEUROBIOLOGY OF LEARNING AND MEMORY,4,,Q2
NEUROBIOLOGY OF PAIN,,,Q2
NEUROBIOLOGY OF STRESS,2,,Q2
NEUROCASE,4,,Q4
NEUROCHEMICAL JOURNAL,4,,Q4
NEUROCHEMICAL RESEARCH,3,,Q2
NEUROCHEMISTRY INTERNATIONAL,3,,Q2
NEUROCHIRURGIE,4,,Q3
NEUROCIRUGIA,4,,Q3
NEUROCOMPUTING,2,,Q1
NEUROCRITICAL CARE,2,,Q1
NEURODEGENERATIVE DISEASE MANAGEMENT,4,,Q2
NEURODEGENERATIVE DISEASES,4,,Q2
NEUROENDOCRINOLOGY,3,,Q3
NEUROENDOCRINOLOGY LETTERS,4,,Q4
NEUROEPIDEMIOLOGY,3,,Q1
NEUROETHICS,3,,Q1
NEUROGASTROENTEROLOGY AND MOTILITY,3,,Q2
NEUROGENETICS,4,,Q4
NEUROHOSPITALIST,4,,Q4
NEUROIMAGE,2,Yes,Q1
NEUROIMAGE CLINICAL,2,,Q1
NEUROIMAGING CLINICS OF NORTH AMERICA,4,,Q3
NEUROIMMUNOMODULATION,4,,Q3
NEUROINFORMATICS,4,,Q2
NEUROINTERVENTION,4,,Q4
NEUROLOGIA,4,,Q2
NEUROLOGIA I NEUROCHIRURGIA POLSKA,4,,Q2
NEUROLOGIA MEDICO CHIRURGICA,4,,Q2
NEUROLOGIC CLINICS,3,,Q2
NEUROLOGICAL RESEARCH,4,,Q4
NEUROLOGICAL RESEARCH AND PRACTICE,3,,Q2
NEUROLOGICAL SCIENCES,4,,Q3
NEUROLOGICAL SCIENCES AND NEUROPHYSIOLOGY,4,,Q4
NEUROLOGIST,4,,Q4
NEUROLOGY,1,Yes,Q1
NEUROLOGY AND CLINICAL NEUROSCIENCE,4,,Q4
NEUROLOGY AND THERAPY,3,,Q1
NEUROLOGY ASIA,4,,Q4
NEUROLOGY CLINICAL PRACTICE,4,,Q2
NEUROLOGY GENETICS,3,,Q1
NEUROLOGY INDIA,4,,Q4
NEUROLOGY INTERNATIONAL,3,,Q2
NEUROLOGY NEUROIMMUNOLOGY AND NEUROINFLAMMATION,1,Yes,Q1
NEUROLOGY RESEARCH INTERNATIONAL,4,,Q3
NEUROMODULATION,3,,Q2
NEUROMOLECULAR MEDICINE,4,,Q2
NEUROMORPHIC COMPUTING AND ENGINEERING,3,,Q1
NEUROMUSCULAR DISORDERS,4,,Q2
NEURON,1,Yes,Q1
NEUROPATHOLOGY,4,,Q3
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,2,,Q1
NEUROPEDIATRICS,4,,Q3
NEUROPEPTIDES,4,,Q3
NEUROPHARMACOLOGY,2,,Q1
NEUROPHOTONICS,2,,Q2
NEUROPHYSIOLOGIE CLINIQUE CLINICAL NEUROPHYSIOLOGY,3,,Q2
NEUROPHYSIOLOGY,4,,Q4
NEUROPSYCHIATRIA I NEUROPSYCHOLOGIA,4,,Q4
NEUROPSYCHIATRIC DISEASE AND TREATMENT,3,,Q2
NEUROPSYCHIATRIE,4,,Q4
NEUROPSYCHOBIOLOGY,4,,Q1
NEUROPSYCHOLOGIA,3,,Q2
NEUROPSYCHOLOGICAL REHABILITATION,4,,Q3
NEUROPSYCHOLOGICAL TRENDS,4,,Q4
NEUROPSYCHOLOGY,3,,Q1
NEUROPSYCHOLOGY REVIEW,1,Yes,Q1
NEUROPSYCHOPHARMACOLOGY,2,Yes,Q1
NEUROPSYCHOPHARMACOLOGY REPORTS,4,,Q3
NEURORADIOLOGY,3,,Q2
NEURORADIOLOGY JOURNAL,4,,Q4
NEUROREHABILITATION,4,,Q2
NEUROREHABILITATION AND NEURAL REPAIR,2,,Q1
NEUROREPORT,4,,Q4
NEUROSCI,4,,Q3
NEUROSCIENCE,4,,Q3
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,1,Yes,Q1
NEUROSCIENCE BULLETIN,2,,Q1
NEUROSCIENCE INSIGHTS,4,,Q3
NEUROSCIENCE LETTERS,4,,Q4
NEUROSCIENCE OF CONSCIOUSNESS,4,,Q1
NEUROSCIENCE RESEARCH,4,,Q3
NEUROSCIENCES,4,,Q4
NEUROSCIENTIST,3,,Q1
NEUROSONOLOGY AND CEREBRAL HEMODYNAMICS,4,,Q4
NEUROSPINE,1,Yes,Q1
NEUROSURGERY,2,Yes,Q1
NEUROSURGERY CLINICS OF NORTH AMERICA,3,,Q2
NEUROSURGERY PRACTICE,,,Q4
NEUROSURGICAL FOCUS,2,,Q1
NEUROSURGICAL REVIEW,3,,Q1
NEUROTHERAPEUTICS,2,,Q1
NEUROTOXICITY RESEARCH,4,,Q2
NEUROTOXICOLOGY,3,,Q1
NEUROTOXICOLOGY AND TERATOLOGY,4,,Q2
NEUROTRAUMA REPORTS,4,,Q3
NEUROUROLOGY AND URODYNAMICS,3,,Q3
NEW ARMENIAN MEDICAL JOURNAL,4,,Q4
NEW ASTRONOMY,4,,Q3
NEW ASTRONOMY REVIEWS,2,,Q1
NEW BIOETHICS A MULTIDISCIPLINARY JOURNAL OF BIOTECHNOLOGY AND BODY,3,,Q2
NEW BIOTECHNOLOGY,2,,Q1
NEW BLACKFRIARS,4,,
NEW CARBON MATERIALS,3,,Q1
NEW CONTREE,4,,Q3
NEW DIRECTIONS FOR CHILD AND ADOLESCENT DEVELOPMENT,3,,Q1
NEW ENGLAND JOURNAL OF MEDICINE,1,Yes,Q1
NEW ENGLAND QUARTERLY A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS,4,,Q3
NEW ENGLAND REVIEW MIDDLEBURY SERIES,4,,
NEW FORESTS,3,,Q2
NEW GENERATION COMPUTING,4,,Q2
NEW GENETICS AND SOCIETY,4,,Q1
NEW GERMAN CRITIQUE,2,,
NEW GLOBAL STUDIES,3,,Q1
NEW HORIZONS IN ADULT EDUCATION AND HUMAN RESOURCE DEVELOPMENT,4,,Q3
NEW IDEAS IN PSYCHOLOGY,3,,Q1
NEW JOURNAL OF CHEMISTRY,3,,Q3
NEW JOURNAL OF EUROPEAN CRIMINAL LAW,3,,Q2
NEW JOURNAL OF PHYSICS,3,,Q2
NEW LEFT REVIEW,2,,Q1
NEW LITERARY HISTORY,2,,
NEW MATERIALS COMPOUNDS AND APPLICATIONS,4,,Q4
NEW MATHEMATICS AND NATURAL COMPUTATION,4,,Q3
NEW MEDIA AND SOCIETY,1,Yes,Q1
NEW MEDIT,4,,Q2
NEW MEXICO HISTORICAL REVIEW,4,,Q4
NEW MICROBES AND NEW INFECTIONS,4,,Q1
NEW MICROBIOLOGICA,4,,Q4
NEW ORLEANS REVIEW,,,
NEW PERSPECTIVES,3,,Q3
NEW PERSPECTIVES ON TURKEY,3,,Q1
NEW PHYTOLOGIST,1,Yes,Q1
NEW POLITICAL ECONOMY,1,Yes,Q1
NEW POLITICAL SCIENCE,4,,Q4
NEW PROPOSALS JOURNAL OF MARXISM AND INTERDISCIPLINARY INQUIRY,4,,Q4
NEW REVIEW OF ACADEMIC LIBRARIANSHIP,4,,Q2
NEW REVIEW OF FILM AND TELEVISION STUDIES,2,,
NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA,3,,Q4
NEW SOLUTIONS A JOURNAL OF ENVIRONMENTAL AND OCCUPATIONAL HEALTH POLICY,4,,Q4
NEW SPACE JOURNAL OF SPACE ENTREPRENEURSHIP AND INNOVATION,4,,Q3
NEW TECHNOLOGY WORK AND EMPLOYMENT,2,,Q1
NEW TESTAMENT STUDIES,2,,
NEW THEATRE QUARTERLY,2,,
NEW WRITING INTERNATIONAL JOURNAL FOR PRACTICE AND THEORY OF CREATIVE WRITING,4,,
NEW YORK HISTORY,4,,Q3
NEW YORK JOURNAL OF MATHEMATICS,4,,Q4
NEW YORK UNIVERSITY LAW REVIEW,2,,Q1
NEW ZEALAND ECONOMIC PAPERS,4,,Q3
NEW ZEALAND ENTOMOLOGIST,4,,Q4
NEW ZEALAND GEOGRAPHER,4,,Q2
NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,4,,Q2
NEW ZEALAND JOURNAL OF BOTANY,4,,Q3
NEW ZEALAND JOURNAL OF CROP AND HORTICULTURAL SCIENCE,4,,Q3
NEW ZEALAND JOURNAL OF ECOLOGY,4,,Q3
NEW ZEALAND JOURNAL OF EDUCATIONAL STUDIES,4,,Q2
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE,3,,Q3
NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,4,,Q1
NEW ZEALAND JOURNAL OF HISTORY,4,,Q4
NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,4,,Q2
NEW ZEALAND JOURNAL OF PSYCHOLOGY,4,,Q4
NEW ZEALAND JOURNAL OF ZOOLOGY,4,,Q3
NEW ZEALAND MEDICAL JOURNAL,4,,Q2
NEW ZEALAND VETERINARY JOURNAL,4,,Q3
NEWMAN STUDIES JOURNAL,4,,
NEWSLETTERS ON STRATIGRAPHY,3,,Q1
NEXO REVISTA CIENTIFICA,4,,Q4
NEXUS NETWORK JOURNAL,3,,Q2
NFS JOURNAL,3,,Q2
NICOTINE AND TOBACCO RESEARCH,3,,Q2
NIETZSCHE STUDIEN,,,
NIGERIAN JOURNAL OF BASIC AND CLINICAL SCIENCES,4,,Q4
NIGERIAN JOURNAL OF CLINICAL PRACTICE,4,,Q3
NIGERIAN POSTGRADUATE MEDICAL JOURNAL,4,,Q3
NIHON REOROJI GAKKAISHI,4,,Q3
NINETEENTH CENTURY ART WORLDWIDE,4,,
NINETEENTH CENTURY CONTEXTS AN INTERDISCIPLINARY JOURNAL,3,,
NINETEENTH CENTURY FRENCH STUDIES,4,,
NINETEENTH CENTURY LITERATURE,3,,
NINETEENTH CENTURY MUSIC,2,,
NINETEENTH CENTURY MUSIC REVIEW,3,,
NIPPON SUISAN GAKKAISHI,4,,Q4
NISPACEE JOURNAL OF PUBLIC ADMINISTRATION AND POLICY,4,,Q3
NITRIC OXIDE BIOLOGY AND CHEMISTRY,3,,Q2
NITROGEN,4,,Q3
NJ DRAMA AUSTRALIA JOURNAL,3,,
NJAS IMPACT IN AGRICULTURAL AND LIFE SCIENCES,3,,Q2
NKA JOURNAL OF CONTEMPORARY AFRICAN ART,4,,
NMIMS MANAGEMENT REVIEW,4,,Q4
NMR IN BIOMEDICINE,4,,Q1
NOBEL MEDICUS,4,,Q4
NODEA NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS,4,,Q2
NODO,4,,Q4
NOEMA RIVISTA ONLINE DI FILOSOFIA,4,,
NOESIS REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES,4,,Q4
NOISE AND HEALTH,4,,Q3
NOISE CONTROL ENGINEERING JOURNAL,4,,Q4
NOISE MAPPING,4,,Q2
NOMADIC PEOPLES,4,,Q3
NON CODING RNA,3,,Q2
NON CODING RNA RESEARCH,2,,Q1
NONDESTRUCTIVE TESTING AND EVALUATION,2,,Q1
NONLINEAR ANALYSIS HYBRID SYSTEMS,3,,Q1
NONLINEAR ANALYSIS MODELLING AND CONTROL,3,,Q1
NONLINEAR ANALYSIS REAL WORLD APPLICATIONS,3,,Q1
NONLINEAR ANALYSIS THEORY METHODS AND APPLICATIONS,3,,Q1
NONLINEAR DYNAMICS,2,,Q1
NONLINEAR DYNAMICS PSYCHOLOGY AND LIFE SCIENCES,4,,Q4
NONLINEAR ENGINEERING MODELING AND APPLICATION,4,,Q3
NONLINEAR OPTICS QUANTUM OPTICS CONCEPTS IN MODERN OPTICS,4,,Q4
NONLINEAR PHENOMENA IN COMPLEX SYSTEMS,4,,Q4
NONLINEAR PROCESSES IN GEOPHYSICS,4,,Q2
NONLINEARITY,2,,Q2
NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,2,,Q1
NONPROFIT MANAGEMENT AND LEADERSHIP,2,,Q3
NONPROFIT POLICY FORUM,3,,Q3
NORA NORDIC JOURNAL OF FEMINIST AND GENDER RESEARCH,4,,Q3
NORDEUROPA FORUM ZEITSCHRIFT FUR KULTURSTUDIEN,4,,
NORDIC CONCRETE RESEARCH,4,,Q4
NORDIC JOURNAL OF AFRICAN STUDIES,,,Q4
NORDIC JOURNAL OF BOTANY,4,,Q3
NORDIC JOURNAL OF DIGITAL LITERACY,4,,Q2
NORDIC JOURNAL OF HUMAN RIGHTS,4,,Q3
NORDIC JOURNAL OF LINGUISTICS,4,,Q3
NORDIC JOURNAL OF MIGRATION RESEARCH,4,,Q3
NORDIC JOURNAL OF MUSIC THERAPY,4,,Q3
NORDIC JOURNAL OF PSYCHIATRY,4,,Q3
NORDIC JOURNAL OF RELIGION AND SOCIETY,4,,
NORDIC JOURNAL OF WORKING LIFE STUDIES,4,,Q3
NORDIC PSYCHOLOGY,4,,Q3
NORDIC PULP AND PAPER RESEARCH JOURNAL,4,,Q2
NORDIC SOCIAL WORK RESEARCH,4,,Q2
NORDIC STUDIES ON ALCOHOL AND DRUGS,4,,Q3
NORDIC THEATRE STUDIES,4,,
NORDICOM REVIEW,2,,Q2
NORDISK JUDAISTIK SCANDINAVIAN JEWISH STUDIES,4,,
NORDISK SYGEPLEJEFORSKNING NORDIC NURSING RESEARCH,4,,Q4
NORMA,2,,Q2
NOROPSIKIYATRI ARSIVI ARCHIVES OF NEUROPSYCHIATRY,4,,Q4
NORSK GEOGRAFISK TIDSSKRIFT NORWEGIAN JOURNAL OF GEOGRAPHY,4,,Q2
NORTH AMERICAN ACTUARIAL JOURNAL,4,,Q3
NORTH AMERICAN ARCHAEOLOGIST,4,,
NORTH AMERICAN JOURNAL OF AQUACULTURE,4,,Q3
NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,3,,Q1
NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,4,,Q3
NORTH AMERICAN REVIEW,4,,
NORTH AMERICAN SPINE SOCIETY JOURNAL,,,Q2
NORTH WESTERN JOURNAL OF ZOOLOGY,4,,Q4
NORTHEASTERN NATURALIST,4,,Q4
NORTHERN CLINICS OF ISTANBUL,4,,Q3
NORTHERN HISTORY,3,,Q2
NORTHERN REVIEW,4,,Q2
NORTHERN SCOTLAND,4,,Q3
NORTHWEST SCIENCE,4,,Q4
NORTHWESTERN JOURNAL OF INTERNATIONAL LAW AND BUSINESS,4,,Q3
NORTHWESTERN UNIVERSITY LAW REVIEW,2,,Q1
NORWEGIAN ARCHAEOLOGICAL REVIEW,2,,
NORWEGIAN JOURNAL OF GEOLOGY,4,,Q4
NOTA LEPIDOPTEROLOGICA,4,,Q4
NOTARZT,4,,Q4
NOTE DI MATEMATICA,4,,Q4
NOTES,2,,
NOTES AND QUERIES,4,,
