Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
FOOD HYDROCOLLOIDS FOR HEALTH,2,,Q1
FOOD PRODUCTION PROCESSING AND NUTRITION,2,,Q1
FOOD QUALITY AND SAFETY,2,,Q2
FOOD REVIEWS INTERNATIONAL,2,,Q1
FOOD SCIENCE AND NUTRITION,2,,Q2
FOOD SECURITY,2,,Q1
FOOD STRUCTURE NETHERLANDS,2,,Q1
FOODS,2,,Q1
FOOT AND ANKLE INTERNATIONAL,2,,Q2
FOREIGN LANGUAGE ANNALS,2,,Q2
FORENSIC SCIENCE INTERNATIONAL GENETICS,2,,Q1
FOREST ECOLOGY AND MANAGEMENT,2,Yes,Q1
FORESTRY,2,,Q1
FORMALIZED MATHEMATICS,2,,Q2
FORTSCHRITTE DER PHYSIK PROGRESS OF PHYSICS,2,,Q1
FORUM MATHEMATICUM,2,,Q2
FORUM OF MATHEMATICS SIGMA,2,Yes,Q1
FOSSIL RECORD,2,,Q1
FOUNDATIONS AND TRENDS IN COMMUNICATIONS AND INFORMATION THEORY,2,,Q2
FOUNDATIONS AND TRENDS IN COMPUTER GRAPHICS AND VISION,2,,Q1
FOUNDATIONS AND TRENDS IN PROGRAMMING LANGUAGES,2,,Q4
FRACTAL AND FRACTIONAL,2,,Q1
FREE RADICAL BIOLOGY AND MEDICINE,2,Yes,Q1
FRENCH HISTORY,2,,Q2
FRENCH SCREEN STUDIES,2,,
FRESHWATER BIOLOGY,2,,Q1
FRONTIERS IN CELL AND DEVELOPMENTAL BIOLOGY,2,,Q1
FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,2,,Q1
FRONTIERS IN COMMUNICATION,2,,Q2
FRONTIERS IN GENOME EDITING,2,,Q1
FRONTIERS IN IMMUNOLOGY,2,,Q1
FRONTIERS IN MICROBIOLOGY,2,,Q1
FRONTIERS IN NEUROENDOCRINOLOGY,2,,Q1
FRONTIERS IN NUTRITION,2,,Q1
FRONTIERS IN PLANT SCIENCE,2,,Q1
FRONTIERS IN VETERINARY SCIENCE,2,,Q1
FRONTIERS IN ZOOLOGY,2,,Q1
FRONTIERS OF COMPUTER SCIENCE,2,,Q1
FRONTIERS OF ENVIRONMENTAL SCIENCE AND ENGINEERING,2,,Q1
FRONTIERS OF MECHANICAL ENGINEERING,2,,Q1
FRONTIERS OF MEDICINE,2,,Q2
FRONTIERS OF PHYSICS,2,,Q1
FUEL,2,Yes,Q1
FUEL PROCESSING TECHNOLOGY,2,Yes,Q1
FUNCTION,2,,Q1
FUNCTIONAL AND INTEGRATIVE GENOMICS,2,,Q2
FUNDAMENTAL RESEARCH,2,,Q1
FUNGAL BIOLOGY,2,,Q2
FUNGAL BIOLOGY REVIEWS,2,,Q1
FUTURE FOODS,2,,Q1
FUTURE GENERATION COMPUTER SYSTEMS INTERNATIONAL JOURNAL OF ESCIENCE,2,,Q1
FACETS,3,,Q2
FACIAL PLASTIC SURGERY AND AESTHETIC MEDICINE,3,,Q2
FACIES,3,,Q2
FAITH AND PHILOSOPHY,3,,
FAMILY MEDICINE AND COMMUNITY HEALTH,3,,Q1
FAMILY PROCESS,3,,Q1
FAMILY RELATIONS,3,,Q1
FASHION THEORY JOURNAL OF DRESS BODY AND CULTURE,3,,
FATIGUE AND FRACTURE OF ENGINEERING MATERIALS AND STRUCTURES,3,,Q2
FEMINIST LEGAL STUDIES,3,,Q1
FEMS MICROBIOLOGY ECOLOGY,3,,Q2
FERMENTATION BASEL,3,,Q2
FETAL DIAGNOSIS AND THERAPY,3,,Q3
FIBER AND INTEGRATED OPTICS,3,,Q3
FIBERS,3,,Q2
FILM HISTORY,3,,
FILM QUARTERLY,3,,
FINANCE AND STOCHASTICS,3,,Q2
FINANCIAL ACCOUNTABILITY AND MANAGEMENT,3,,Q2
FINANCIAL ANALYSTS JOURNAL,3,,Q2
FINANCIAL MANAGEMENT,3,,Q1
FINANCIAL REVIEW,3,,Q2
FINITE ELEMENTS IN ANALYSIS AND DESIGN,3,,Q1
FIRE ECOLOGY,3,,Q1
FIRE SAFETY JOURNAL,3,,Q2
FIRE SWITZERLAND,3,,Q1
FIRST LANGUAGE,3,,Q2
FISCAL STUDIES,3,,Q3
FISH PHYSIOLOGY AND BIOCHEMISTRY,3,,Q2
FISHERIES,3,,Q2
FISHERIES MANAGEMENT AND ECOLOGY,3,,Q2
FISHERIES OCEANOGRAPHY,3,,Q1
FISHES,3,,Q1
FITOTERAPIA,3,,Q3
FLATCHEM,3,,Q2
FLEXIBLE SERVICES AND MANUFACTURING JOURNAL,3,,Q2
FLORA,3,,Q2
FLOW,3,,Q3
FLOW MEASUREMENT AND INSTRUMENTATION,3,,Q2
FLOW TURBULENCE AND COMBUSTION,3,,Q2
FLUID PHASE EQUILIBRIA,3,,Q2
FOLIA GEOGRAPHICA,3,,Q2
FOLIA HORTICULTURAE,3,,Q2
FOLIA LINGUISTICA,3,,Q3
FOOD ADDITIVES AND CONTAMINANTS PART A CHEMISTRY ANALYSIS CONTROL EXPOSURE AND RISK ASSESSMENT,3,,Q3
FOOD ADDITIVES AND CONTAMINANTS PART B SURVEILLANCE,3,,Q2
FOOD ANALYTICAL METHODS,3,,Q2
FOOD AND ENVIRONMENTAL VIROLOGY,3,,Q2
FOOD AND NUTRITION RESEARCH,3,,Q2
FOOD SCIENCE OF ANIMAL RESOURCES,3,,Q2
FOOD WEBS,3,,Q3
FOODBORNE PATHOGENS AND DISEASE,3,,Q3
FOOT AND ANKLE CLINICS,3,,Q3
FOOT AND ANKLE SURGERY,3,,Q2
FOOTWEAR SCIENCE,3,,Q1
FORCES IN MECHANICS,3,,Q2
FORDHAM LAW REVIEW,3,,Q2
FORECASTING,3,,Q1
FOREIGN AFFAIRS,3,,
FOREIGN POLICY ANALYSIS,3,,Q2
FORENSIC CHEMISTRY,3,,Q3
FORENSIC SCIENCE INTERNATIONAL,3,,Q1
FORENSIC SCIENCE INTERNATIONAL DIGITAL INVESTIGATION,3,,Q3
FOREST AND SOCIETY,3,,Q3
FOREST SCIENCE AND TECHNOLOGY,3,,Q2
FORESTS,3,,Q2
FORMAL ASPECTS OF COMPUTING,3,,Q3
FORUM FOR DEVELOPMENT STUDIES,3,,Q3
FORUM FOR MODERN LANGUAGE STUDIES,3,,
FOTOCINEMA REVISTA CIENTIFICA DE CINE Y FOTOGRAFIA,3,,
FOTTEA,3,,Q3
FOUNDATIONS AND TRENDS IN DATABASES,3,,Q4
FOUNDATIONS OF CHEMISTRY,3,,Q1
FOUNDATIONS OF PHYSICS,3,,Q3
FRACTALS COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,3,,Q1
FRACTIONAL CALCULUS AND APPLIED ANALYSIS,3,,Q1
FRAMEWORK JOURNAL OF CINEMA AND MEDIA,3,,
FREE RADICAL RESEARCH,3,,Q3
FRENCH COLONIAL HISTORY,3,,Q4
FRENCH HISTORICAL STUDIES,3,,Q2
FRENCH STUDIES,3,,
FRONTIERS IN AGING NEUROSCIENCE,3,,Q1
FRONTIERS IN AGRONOMY,3,,Q1
FRONTIERS IN ALLERGY,3,,Q2
FRONTIERS IN ANIMAL SCIENCE,3,,Q1
FRONTIERS IN ASTRONOMY AND SPACE SCIENCES,3,,Q2
FRONTIERS IN BIOENGINEERING AND BIOTECHNOLOGY,3,,Q1
FRONTIERS IN CARDIOVASCULAR MEDICINE,3,,Q2
FRONTIERS IN CELLULAR NEUROSCIENCE,3,,Q2
FRONTIERS IN CHEMISTRY,3,,Q2
FRONTIERS IN CLIMATE,3,,Q2
FRONTIERS IN DIGITAL HEALTH,3,,Q1
FRONTIERS IN ECOLOGY AND EVOLUTION,3,,Q2
FRONTIERS IN ENDOCRINOLOGY,3,,Q1
FRONTIERS IN ENERGY,3,,Q2
FRONTIERS IN FORESTS AND GLOBAL CHANGE,3,,Q1
FRONTIERS IN GENETICS,3,,Q2
FRONTIERS IN GLOBAL WOMENS HEALTH,3,,Q1
FRONTIERS IN INSECT SCIENCE,3,,Q1
FRONTIERS IN MARINE SCIENCE,3,,Q1
FRONTIERS IN MEDICINE,3,,Q1
FRONTIERS IN MOLECULAR BIOSCIENCES,3,,Q2
FRONTIERS IN MOLECULAR NEUROSCIENCE,3,,Q2
FRONTIERS IN NEURAL CIRCUITS,3,,Q2
FRONTIERS IN NEUROLOGY,3,,Q2
FRONTIERS IN NEUROSCIENCE,3,,Q2
FRONTIERS IN ONCOLOGY,3,,Q2
FRONTIERS IN PHARMACOLOGY,3,,Q1
FRONTIERS IN PHYSIOLOGY,3,,Q1
FRONTIERS IN POLITICAL SCIENCE,3,,Q2
FRONTIERS IN PSYCHIATRY,3,,Q2
FRONTIERS IN PSYCHOLOGY,3,,Q1
FRONTIERS IN PUBLIC HEALTH,3,,Q1
FRONTIERS IN SOCIOLOGY,3,,Q1
FRONTIERS IN SPORTS AND ACTIVE LIVING,3,,Q2
FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,3,,Q2
FRONTIERS IN SYSTEMS NEUROSCIENCE,3,,Q2
FRONTIERS IN VIRTUAL REALITY,3,,Q1
FRONTIERS OF AGRICULTURAL SCIENCE AND ENGINEERING,3,,Q1
FRONTIERS OF CHEMICAL SCIENCE AND ENGINEERING,3,,Q2
FRONTIERS OF INFORMATION TECHNOLOGY AND ELECTRONIC ENGINEERING,3,,Q2
FRONTIERS OF NARRATIVE STUDIES,3,,
FRONTIERS OF OPTOELECTRONICS,3,,Q1
FRONTIERS OF STRUCTURAL AND CIVIL ENGINEERING,3,,Q2
FUNCTIONS OF LANGUAGE,3,,Q3
FUNGAL ECOLOGY,3,,Q2
FUNGAL GENETICS AND BIOLOGY,3,,Q3
FUSION ENGINEERING AND DESIGN,3,,Q2
FUTURES,3,,Q1
FUZZY INFORMATION AND ENGINEERING,3,,Q2
FUZZY OPTIMIZATION AND DECISION MAKING,3,,Q1
F SCOTT FITZGERALD REVIEW,4,,
FABRICATIONS JOURNAL OF SOCIETY OF ARCHITECTURAL HISTORIANS AUSTRALIA AND NEW ZEALAND,4,,
FABULA,4,,
FACHSPRACHE JOURNAL OF PROFESSIONAL AND SCIENTIFIC COMMUNICATION,4,,
FACIAL PLASTIC SURGERY,4,,Q3
FACILITIES,4,,Q3
FACTA UNIVERSITATIS SERIES ELECTRONICS AND ENERGETICS,4,,Q4
FACTA UNIVERSITATIS SERIES MATHEMATICS AND INFORMATICS,4,,Q4
FACTS VIEWS AND VISION IN OBGYN,4,,Q3
FAMILIAL CANCER,4,,Q3
FAMILIES IN SOCIETY JOURNAL OF CONTEMPORARY SOCIAL SERVICES,4,,Q3
FAMILIES RELATIONSHIPS AND SOCIETIES,4,,Q3
FAMILIES SYSTEMS AND HEALTH,4,,Q3
FAMILY AND COMMUNITY HEALTH,4,,Q3
FAMILY AND COMMUNITY HISTORY,4,,Q2
FAMILY AND CONSUMER SCIENCES RESEARCH JOURNAL,4,,Q2
FAMILY COURT REVIEW,4,,Q2
FAMILY JOURNAL,4,,Q3
FAMILY MEDICINE,4,,Q2
FAMILY MEDICINE AND PRIMARY CARE REVIEW,4,,Q4
FAMILY PRACTICE,4,,Q2
FARMACEUTICOS COMUNITARIOS,4,,Q4
FARMACIA,4,,Q4
FARMACIA HOSPITALARIA,4,,Q4
FARMECONOMIA HEALTH ECONOMICS AND THERAPEUTIC PATHWAYS,4,,Q4
FASEB BIOADVANCES,4,,Q4
FASHION AND TEXTILES,4,,Q1
FASHION PRACTICE JOURNAL OF DESIGN CREATIVE PROCESS AND FASHION INDUSTRY,4,,
FASHION STYLE AND POPULAR CULTURE,4,,
FAT STUDIES AN INTERDISCIPLINARY JOURNAL OF BODY WEIGHT AND SOCIETY,4,,Q2
FATIGUE BIOMEDICINE HEALTH AND BEHAVIOR,4,,Q3
FDMP FLUID DYNAMICS AND MATERIALS PROCESSING,4,,Q4
FEBS LETTERS,4,,Q2
FEBS OPEN BIO,4,,Q3
FEDERAL RESERVE BANK OF ST LOUIS REVIEW,4,,Q3
FEMINISMO S,4,,Q4
FEMINIST AFRICA,4,,Q3
FEMINIST CRIMINOLOGY,4,,Q1
FEMINIST GERMAN STUDIES,4,,Q4
FEMINIST REVIEW,4,,Q3
FEMINIST STUDIES,4,,Q4
FEMINIST THEOLOGY,4,,
FEMINISTISCHE STUDIEN,4,,Q4
FEMS MICROBIOLOGY LETTERS,4,,Q3
FEMS YEAST RESEARCH,4,,Q3
FENNIA INTERNATIONAL JOURNAL OF GEOGRAPHY,4,,Q2
FERROELECTRICS,4,,Q4
FERROELECTRICS LETTERS SECTION,4,,Q4
FESTIVAL DELL ARCHITETTURA MAGAZINE,4,,
FETAL AND PEDIATRIC PATHOLOGY,4,,Q4
FEW BODY SYSTEMS,4,,Q2
FIBERS AND POLYMERS,4,,Q2
FIBONACCI QUARTERLY,4,,Q4
FIBRE CHEMISTRY,4,,Q4
FIBRES AND TEXTILES IN EASTERN EUROPE,4,,Q3
FICTIONS STUDI SULLA NARRATIVITA,4,,
FIELD METHODS,4,,Q2
FIELDWORK IN RELIGION,4,,
FIIB BUSINESS REVIEW,4,,Q2
FILIGRANE REVUE DE PSYCHANALYSE,4,,Q4
FILM CRITICISM,4,,
FILM INTERNATIONAL,4,,
FILOLOGIA MEDIOLATINA,4,,
FILOLOGICHESKIE NAUKI NAUCHNYE DOKLADY VYSSHEI SHKOLY PHILOLOGICAL SCIENCES SCIENTIFIC ESSAYS OF HIGHER EDUCATION,4,,
FILOMAT,4,,Q2
FILOSOFIA POLITICA,4,,
FILOSOFIA UNISINOS,4,,
FILOSOFICKY CASOPIS,4,,
FILOSOFIJA SOCIOLOGIJA,4,,Q4
FILOSOFIYA PHILOSOPHY,4,,
FILOSOFSKII ZHURNAL,4,,
FILOZOFIA,4,,
FILOZOFIA NAUKI,4,,
FILOZOFSKA ISTRAZIVANJA,4,,
FILOZOFSKI VESTNIK,4,,
FILTRATION SEPARATION,4,,Q4
FINANCE A UVER CZECH JOURNAL OF ECONOMICS AND FINANCE,4,,Q4
FINANCIAL AND CREDIT ACTIVITY PROBLEMS OF THEORY AND PRACTICE,4,,Q4
FINANCIAL HISTORY REVIEW,4,,Q2
FINANCIAL INTERNET QUARTERLY,4,,Q4
FINANCIAL MARKETS AND PORTFOLIO MANAGEMENT,4,,Q3
FINANZARCHIV EUROPEAN JOURNAL OF PUBLIC FINANCE,4,,Q4
FINISTERRA REVISTA PORTUGUESA DE GEOGRAFIA,4,,Q4
FINLAY,4,,Q4
FIRE AND MATERIALS,4,,Q3
FIRE TECHNOLOGY,4,,Q2
FISH AND SHELLFISH IMMUNOLOGY REPORTS,4,,Q1
FISH PATHOLOGY,4,,Q4
FISHERIES SCIENCE,4,,Q3
FISHERY BULLETIN,4,,Q4
FISHERY TECHNOLOGY,4,,Q4
FIXED POINT THEORY,4,,Q1
FLAVOUR AND FRAGRANCE JOURNAL,4,,Q3
FLEISCHWIRTSCHAFT,4,,Q4
FLEXIBLE AND PRINTED ELECTRONICS,4,,Q2
FLORA INFEKSIYON HASTALIKLARI VE KLINIK MIKROBIYOLOJI DERGISI,4,,Q4
FLORENCE NIGHTINGALE JOURNAL OF NURSING,4,,Q4
FLORESTA E AMBIENTE,4,,Q4
FLORIDA ENTOMOLOGIST,4,,Q3
FLUCTUATION AND NOISE LETTERS,4,,Q4
FLUGMEDIZIN TROPENMEDIZIN REISEMEDIZIN,4,,Q4
FLUID DYNAMICS,4,,Q4
FLUID DYNAMICS RESEARCH,4,,Q4
FLUIDS,4,,Q3
FLUMINENSIA,4,,
FLUORIDE,4,,Q4
FLY,4,,Q4
FME TRANSACTIONS,4,,Q4
FOCUS ON AUTISM AND OTHER DEVELOPMENTAL DISABILITIES,4,,Q1
FOCUS ON HEALTH PROFESSIONAL EDUCATION A MULTIDISCIPLINARY JOURNAL,4,,Q1
FOLIA BIOLOGICA,4,,Q4
FOLIA BIOLOGICA KRAKOW,4,,Q3
FOLIA GEOBOTANICA,4,,Q3
FOLIA HISTOCHEMICA ET CYTOBIOLOGICA,4,,Q4
FOLIA LINGUISTICA ET LITTERARIA,4,,
FOLIA MICROBIOLOGICA,4,,Q2
FOLIA MORPHOLOGICA,4,,Q3
FOLIA NEUROPATHOLOGICA,4,,Q3
FOLIA OECOLOGICA,4,,Q3
FOLIA PARASITOLOGICA,4,,Q3
FOLIA PHONIATRICA ET LOGOPAEDICA,4,,Q4
FOLIA PRIMATOLOGICA,4,,Q3
FOLK LIFE JOURNAL OF ETHNOLOGICAL STUDIES,4,,
FOLK MUSIC JOURNAL,4,,
FOLKLOR EDEBIYAT FOLKLORE LITERATURE,4,,
FOLKLORE,4,,
FOLKLORE ELECTRONIC JOURNAL OF FOLKLORE,4,,
FONTES LINGUAE VASCONUM,4,,Q4
FOOD AND AGRICULTURAL IMMUNOLOGY,4,,Q3
FOOD AND CHEMICAL TOXICOLOGY,4,,Q2
FOOD AND DRUG LAW JOURNAL,4,,Q3
FOOD AND FOODWAYS,4,,Q2
FOOD AND NUTRITION BULLETIN,4,,Q3
FOOD BIOPHYSICS,4,,Q2
FOOD BIOTECHNOLOGY,4,,Q3
FOOD CULTURE AND SOCIETY,4,,Q3
FOOD HYGIENE AND SAFETY SCIENCE,4,,
FOOD SCIENCE AND BIOTECHNOLOGY,4,,Q2
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,4,,Q3
FOOD SCIENCE AND TECHNOLOGY RESEARCH,4,,Q4
FOOD TECHNOLOGY AND BIOTECHNOLOGY,4,,Q3
FOODS AND RAW MATERIALS,4,,Q4
FOOT AND ANKLE SPECIALIST,4,,Q2
FOREIGN TRADE REVIEW,4,,Q3
FORENSIC IMAGING,4,,Q4
FORENSIC SCIENCE INTERNATIONAL GENETICS SUPPLEMENT SERIES,4,,
FORENSIC SCIENCE MEDICINE AND PATHOLOGY,4,,Q3
FORENSIC SCIENCES RESEARCH,4,,Q2
FORENSIC TOXICOLOGY,4,,Q2
FORENSISCHE PSYCHIATRIE PSYCHOLOGIE KRIMINOLOGIE,4,,Q4
FORESIGHT,4,,Q2
FORESIGHT AND STI GOVERNANCE,4,,Q3
FOREST PATHOLOGY,4,,Q3
FOREST PRODUCTS JOURNAL,4,,Q2
FOREST SCIENCE,4,,Q3
FOREST SYSTEMS,4,,Q3
FORESTIST,4,,Q3
FORESTRY CHRONICLE,4,,Q3
FORESTS TREES AND LIVELIHOODS,4,,Q2
FORMA Y FUNCION,4,,Q4
FORMAL METHODS IN SYSTEM DESIGN,4,,Q4
FORMATH,4,,Q4
FORMOSAN JOURNAL OF SURGERY,4,,Q4
FORNVANNEN JOURNAL OF SWEDISH ANTIQUARIAN RESEARCH,4,,Q3
FORO DE EDUCACION,4,,Q4
FORO DE PROFESORES DE E LE,4,,Q4
FORO EDUCACIONAL,4,,Q4
FORO INTERNACIONAL,4,,Q4
FORO REVISTA DE CIENCIAS JURIDICAS Y SOCIALES NUEVAEPOCA,4,,Q4
FORSCHUNG IM INGENIEURWESEN ENGINEERING RESEARCH,4,,Q3
FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,4,,Q4
FORUM A JOURNAL OF APPLIED RESEARCH IN CONTEMPORARY POLITICS,4,,Q3
FORUM DER PSYCHOANALYSE,4,,Q3
FORUM FOR SOCIAL ECONOMICS,4,,Q3
FORUM FOR WORLD LITERATURE STUDIES,4,,
FORUM ITALICUM,4,,
FORUM MODERNES THEATER,4,,
FORUM REVUE INTERNATIONALE D INTERPRETATION ET DE TRADUCTION INTERNATIONAL JOURNAL OF INTERPRETATION AND TRANSLATION,4,,
FOUNDATION REVIEW,4,,Q4
FOUNDATIONS AND TRENDS IN ENTREPRENEURSHIP,4,,Q3
FOUNDATIONS AND TRENDS IN MARKETING,4,,Q4
FOUNDATIONS AND TRENDS IN SIGNAL PROCESSING,4,,Q1
FOUNDATIONS AND TRENDS IN THEORETICAL COMPUTER SCIENCE,4,,Q4
FOUNDATIONS OF COMPUTING AND DECISION SCIENCES,4,,Q4
FOUNDATIONS OF DATA SCIENCE,4,,Q2
FOUNDATIONS OF MANAGEMENT,4,,Q4
FOUNDATIONS OF SCIENCE,4,,Q2
FOURRAGES,4,,Q4
FOURTH GENRE EXPLORATIONS IN NONFICTION,4,,
FRAGMENTA ENTOMOLOGICA,4,,Q4
FRANCAIS MODERNE,4,,
FRANCOFONIA STUDI E RICERCHE SULLE LETTERATURE DI LINGUA FRANCESE,4,,
FRANTICE NET,4,,Q4
FRANTSUZSKII EZHEGODNIK ANNUAIRE D ETUDES FRANCAISES,4,,Q2
FRATTURA ED INTEGRITA STRUTTURALE FRACTURE AND STRUCTURAL INTEGRITY,4,,Q3
FRENCH CULTURAL STUDIES,4,,Q3
FRENCH FORUM,4,,
FRENCH POLITICS,4,,Q2
FRENCH REVIEW,4,,
FRENCH STUDIES BULLETIN,4,,
FRENCH STUDIES IN SOUTHERN AFRICA,4,,
FRENCH UKRAINIAN JOURNAL OF CHEMISTRY,4,,Q4
FREQUENZ,4,,Q4
FRESHWATER CRAYFISH,4,,Q4
FRESHWATER SCIENCE,4,,Q3
FRONTERAS DE LA HISTORIA,4,,Q2
FRONTIERS A JOURNAL OF WOMEN STUDIES,4,,Q1
FRONTIERS IN AGING,4,,Q1
FRONTIERS IN APPLIED MATHEMATICS AND STATISTICS,4,,Q3
FRONTIERS IN ARTIFICIAL INTELLIGENCE,4,,Q1
FRONTIERS IN BEHAVIORAL NEUROSCIENCE,4,,Q1
FRONTIERS IN BIG DATA,4,,Q2
FRONTIERS IN BIOINFORMATICS,4,,Q1
FRONTIERS IN BIOSCIENCE LANDMARK,4,,Q3
FRONTIERS IN BLOCKCHAIN,4,,Q3
FRONTIERS IN BUILT ENVIRONMENT,4,,Q2
FRONTIERS IN CHEMICAL ENGINEERING,4,,Q3
FRONTIERS IN COMMUNICATIONS AND NETWORKS,4,,Q3
FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,4,,Q2
FRONTIERS IN COMPUTER SCIENCE,4,,Q3
FRONTIERS IN CONSERVATION SCIENCE,4,,Q2
FRONTIERS IN DENTAL MEDICINE,4,,Q3
FRONTIERS IN EARTH SCIENCE,4,,Q3
FRONTIERS IN EDUCATION,4,,Q2
FRONTIERS IN ELECTRONICS,4,,Q3
FRONTIERS IN EMERGENCY MEDICINE,4,,Q3
FRONTIERS IN ENERGY RESEARCH,4,,Q3
FRONTIERS IN ENVIRONMENTAL SCIENCE,4,,Q2
FRONTIERS IN FUNGAL BIOLOGY,4,,Q2
FRONTIERS IN FUTURE TRANSPORTATION,4,,Q3
FRONTIERS IN HEALTH SERVICES,4,,Q2
FRONTIERS IN HEAT AND MASS TRANSFER,4,,Q4
FRONTIERS IN HUMAN DYNAMICS,4,,Q3
FRONTIERS IN HUMAN NEUROSCIENCE,4,,Q2
FRONTIERS IN INTEGRATIVE NEUROSCIENCE,4,,Q1
FRONTIERS IN MATERIALS,4,,Q3
FRONTIERS IN MECHANICAL ENGINEERING SWITZERLAND,4,,Q2
FRONTIERS IN MEDICAL TECHNOLOGY,4,,Q2
FRONTIERS IN NANOTECHNOLOGY,4,,Q2
FRONTIERS IN NEUROANATOMY,4,,Q1
FRONTIERS IN NEUROERGONOMICS,4,,Q3
FRONTIERS IN NEUROINFORMATICS,4,,Q2
FRONTIERS IN NEUROROBOTICS,4,,Q3
FRONTIERS IN ORAL HEALTH,4,,Q1
FRONTIERS IN PAIN RESEARCH,4,,Q2
FRONTIERS IN PEDIATRICS,4,,Q2
FRONTIERS IN PHYSICS,4,,Q2
FRONTIERS IN REHABILITATION SCIENCES,4,,Q2
FRONTIERS IN REMOTE SENSING,4,,Q2
FRONTIERS IN REPRODUCTIVE HEALTH,4,,Q2
FRONTIERS IN ROBOTICS AND AI,4,,Q2
FRONTIERS IN SIGNAL PROCESSING,4,,Q2
FRONTIERS IN SOIL SCIENCE,4,,Q2
FRONTIERS IN SURGERY,4,,Q2
FRONTIERS IN SUSTAINABLE CITIES,4,,Q2
FRONTIERS IN SYNAPTIC NEUROSCIENCE,4,,Q1
FRONTIERS IN TOXICOLOGY,4,,Q1
FRONTIERS IN VIROLOGY,4,,Q4
FRONTIERS IN WATER,4,,Q2
FRONTIERS OF BUSINESS RESEARCH IN CHINA,4,,Q4
FRONTIERS OF EARTH SCIENCE,4,,Q3
FRONTIERS OF EDUCATION IN CHINA,4,,Q4
