Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,1,Yes,Q1
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,1,Yes,Q1
IEEE TRANSACTIONS ON POWER ELECTRONICS,1,Yes,Q1
IEEE TRANSACTIONS ON POWER SYSTEMS,1,Yes,Q1
IEEE TRANSACTIONS ON ROBOTICS,1,Yes,Q1
IEEE TRANSACTIONS ON SMART GRID,1,Yes,Q1
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,1,Yes,Q1
IEEE TRANSACTIONS ON SUSTAINABLE ENERGY,1,Yes,Q1
IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS SYSTEMS,1,Yes,Q1
IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION,1,Yes,Q1
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,1,Yes,Q1
IMA FUNGUS,1,Yes,Q1
IMETA,1,Yes,Q1
IMMUNITY,1,Yes,Q1
IMPLEMENTATION SCIENCE,1,Yes,Q1
INDUSTRIAL CROPS AND PRODUCTS,1,Yes,Q1
INFECTIOUS DISEASES OF POVERTY,1,Yes,Q1
INFOMAT,1,Yes,Q1
INFORMATION COMMUNICATION AND SOCIETY,1,Yes,Q1
INFORMATION FUSION,1,Yes,Q1
INFORMATION PROCESSING AND MANAGEMENT,1,Yes,Q1
INFORMATION PROCESSING IN AGRICULTURE,1,Yes,Q1
INNOVATION,1,Yes,Q1
INNOVATIVE FOOD SCIENCE AND EMERGING TECHNOLOGIES,1,Yes,Q1
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,1,Yes,Q1
INSECT SCIENCE,1,Yes,Q1
INSECT SYSTEMATICS AND DIVERSITY,1,Yes,Q1
INTEGRATIVE ZOOLOGY,1,Yes,Q1
INTENSIVE CARE MEDICINE,1,Yes,Q1
INTERCULTURAL PRAGMATICS,1,Yes,Q1
INTERDISCIPLINARY MATERIALS,1,Yes,Q1
INTERNATIONAL AFFAIRS,1,Yes,Q1
INTERNATIONAL ENDODONTIC JOURNAL,1,Yes,Q1
INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,1,Yes,Q1
INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY,1,Yes,Q1
INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES,1,Yes,Q1
INTERNATIONAL JOURNAL OF COAL SCIENCE AND TECHNOLOGY,1,Yes,Q1
INTERNATIONAL JOURNAL OF COMPUTER SUPPORTED COLLABORATIVE LEARNING,1,Yes,Q1
INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,1,Yes,Q1
INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION,1,Yes,Q1
INTERNATIONAL JOURNAL OF EXTREME MANUFACTURING,1,Yes,Q1
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,1,Yes,Q1
INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,1,Yes,Q1
INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,1,Yes,Q1
INTERNATIONAL JOURNAL OF HYDROMECHATRONICS,1,Yes,Q1
INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,1,Yes,Q1
INTERNATIONAL JOURNAL OF LEGAL DISCOURSE,1,Yes,Q1
INTERNATIONAL JOURNAL OF MACHINE TOOLS AND MANUFACTURE,1,Yes,Q1
INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION,1,Yes,Q1
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,1,Yes,Q1
INTERNATIONAL JOURNAL OF MINING SCIENCE AND TECHNOLOGY,1,Yes,Q1
INTERNATIONAL JOURNAL OF MULTILINGUALISM,1,Yes,Q1
INTERNATIONAL JOURNAL OF NEURAL SYSTEMS,1,Yes,Q1
INTERNATIONAL JOURNAL OF NURSING SCIENCES,1,Yes,Q1
INTERNATIONAL JOURNAL OF NURSING STUDIES,1,Yes,Q1
INTERNATIONAL JOURNAL OF ORAL SCIENCE,1,Yes,Q1
INTERNATIONAL JOURNAL OF PLASTICITY,1,Yes,Q1
INTERNATIONAL JOURNAL OF PRESS POLITICS,1,Yes,Q1
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,1,Yes,Q1
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,1,Yes,Q1
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,1,Yes,Q1
INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,1,Yes,Q1
INTERNATIONAL JOURNAL OF STEM EDUCATION,1,Yes,Q1
INTERNATIONAL MATERIALS REVIEWS,1,Yes,Q1
INTERNATIONAL ORGANIZATION,1,Yes,Q1
INTERNATIONAL POLITICAL SOCIOLOGY,1,Yes,Q1
INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY,1,Yes,Q1
INTERNATIONAL SECURITY,1,Yes,Q1
INTERNATIONAL SOIL AND WATER CONSERVATION RESEARCH,1,Yes,Q1
INTERNATIONAL STUDIES QUARTERLY,1,Yes,Q1
INTERNATIONAL STUDIES REVIEW,1,Yes,Q1
INTERNET AND HIGHER EDUCATION,1,Yes,Q1
INVENTIONES MATHEMATICAE,1,Yes,Q1
INVESTIGATIVE RADIOLOGY,1,Yes,Q1
ISME JOURNAL,1,Yes,Q1
ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,1,Yes,Q1
ICES JOURNAL OF MARINE SCIENCE,2,Yes,Q1
IDENTITIES GLOBAL STUDIES IN CULTURE AND POWER,2,,Q1
IEEE ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,2,,Q1
IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS,2,,Q1
IEEE COMMUNICATIONS MAGAZINE,2,,Q1
IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE,2,,Q1
IEEE INTERNET OF THINGS JOURNAL,2,Yes,Q1
IEEE JOURNAL OF BIOMEDICAL AND HEALTH INFORMATICS,2,Yes,Q1
IEEE JOURNAL OF EMERGING AND SELECTED TOPICS IN POWER ELECTRONICS,2,Yes,Q1
IEEE JOURNAL OF MICROWAVES,2,,Q1
IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING,2,,Q1
IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,2,,Q1
IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,2,,Q1
IEEE OPEN JOURNAL OF INTELLIGENT TRANSPORTATION SYSTEMS,2,,Q1
IEEE OPEN JOURNAL OF VEHICULAR TECHNOLOGY,2,,Q1
IEEE ROBOTICS AND AUTOMATION LETTERS,2,,Q1
IEEE SIGNAL PROCESSING MAGAZINE,2,,Q1
IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,2,,Q1
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2,Yes,Q1
IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,2,,Q1
IEEE TRANSACTIONS ON BIG DATA,2,,Q1
IEEE TRANSACTIONS ON BIOMEDICAL CIRCUITS AND SYSTEMS,2,,Q1
IEEE TRANSACTIONS ON BROADCASTING,2,,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I REGULAR PAPERS,2,Yes,Q1
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II EXPRESS BRIEFS,2,Yes,Q1
IEEE TRANSACTIONS ON CLOUD COMPUTING,2,,Q1
IEEE TRANSACTIONS ON COMMUNICATIONS,2,Yes,Q1
IEEE TRANSACTIONS ON COMPUTATIONAL IMAGING,2,,Q1
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,2,,Q1
IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,2,Yes,Q1
IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,2,,Q1
IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING,2,,Q1
IEEE TRANSACTIONS ON ENERGY CONVERSION,2,,Q1
IEEE TRANSACTIONS ON GREEN COMMUNICATIONS AND NETWORKING,2,,Q1
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,2,,Q1
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,2,,Q1
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,2,Yes,Q1
IEEE TRANSACTIONS ON NETWORK AND SERVICE MANAGEMENT,2,,Q1
IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,2,,Q1
IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,2,,Q1
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,2,Yes,Q1
IEEE TRANSACTIONS ON RADIATION AND PLASMA MEDICAL SCIENCES,2,,Q1
IEEE TRANSACTIONS ON RELIABILITY,2,,Q1
IEEE TRANSACTIONS ON SERVICES COMPUTING,2,Yes,Q1
IEEE TRANSACTIONS ON SIGNAL PROCESSING,2,Yes,Q1
IEEE TRANSACTIONS ON TERAHERTZ SCIENCE AND TECHNOLOGY,2,,Q1
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,2,,Q1
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2,Yes,Q1
IEEE WIRELESS COMMUNICATIONS,2,,Q1
IMA JOURNAL OF NUMERICAL ANALYSIS,2,,Q1
IMMUNITY AND AGEING,2,,Q1
IMMUNOLOGICAL REVIEWS,2,,Q1
INDIANA UNIVERSITY MATHEMATICS JOURNAL,2,,Q1
INDUSTRIAL MARKETING MANAGEMENT,2,,Q1
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,2,,Q1
INFECTIOUS DISEASES AND THERAPY,2,,Q1
INFLAMMATION,2,,Q1
INFORMATION AND MANAGEMENT,2,Yes,Q1
INFORMATION AND SOFTWARE TECHNOLOGY,2,,Q1
INFORMATION ECONOMICS AND POLICY,2,,Q1
INFORMATION SCIENCES,2,,Q1
INFORMATION SOCIETY,2,,Q1
INFORMATION SYSTEMS JOURNAL,2,,Q1
INFORMATION TECHNOLOGY AND TOURISM,2,,Q1
INNOVATION IN AGING,2,,Q1
INORGANIC CHEMISTRY,2,,Q1
INORGANIC CHEMISTRY FRONTIERS,2,,Q1
INSECT CONSERVATION AND DIVERSITY,2,,Q1
INSECTS,2,,Q1
INSIGHTS INTO IMAGING,2,Yes,Q1
INSTRUCTIONAL SCIENCE,2,,Q1
INSURANCE MATHEMATICS AND ECONOMICS,2,,Q1
INTEGRATED COMPUTER AIDED ENGINEERING,2,,Q1
INTEGRATIVE ORGANISMAL BIOLOGY,2,,Q1
INTELLIGENCE,2,,Q1
INTENSIVE AND CRITICAL CARE NURSING,2,,Q1
INTERDISCIPLINARY SCIENCES COMPUTATIONAL LIFE SCIENCES,2,,Q1
INTERMETALLICS,2,,Q1
INTERNATIONAL AND COMPARATIVE LAW QUARTERLY,2,,Q1
INTERNATIONAL BREASTFEEDING JOURNAL,2,,Q1
INTERNATIONAL BUSINESS REVIEW,2,Yes,Q1
INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,2,Yes,Q1
INTERNATIONAL DENTAL JOURNAL,2,,Q1
INTERNATIONAL FEMINIST JOURNAL OF POLITICS,2,,Q1
INTERNATIONAL FORUM OF ALLERGY AND RHINOLOGY,2,,Q1
INTERNATIONAL IMMUNOPHARMACOLOGY,2,,Q1
INTERNATIONAL JOURNAL FOR EDUCATIONAL INTEGRITY,2,,Q1
INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH,2,Yes,Q1
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,2,,Q1
INTERNATIONAL JOURNAL FOR PARASITOLOGY,2,,Q1
INTERNATIONAL JOURNAL FOR PARASITOLOGY DRUGS AND DRUG RESISTANCE,2,,Q1
INTERNATIONAL JOURNAL OF ACCOUNTING INFORMATION SYSTEMS,2,,Q1
INTERNATIONAL JOURNAL OF AGRICULTURAL SUSTAINABILITY,2,,Q1
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,2,,Q1
INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,2,,Q1
INTERNATIONAL JOURNAL OF BANK MARKETING,2,,Q1
INTERNATIONAL JOURNAL OF BILINGUAL EDUCATION AND BILINGUALISM,2,,Q1
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,2,Yes,Q1
INTERNATIONAL JOURNAL OF BIOPRINTING,2,,Q1
INTERNATIONAL JOURNAL OF CANCER,2,,Q1
INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY,2,,Q1
INTERNATIONAL JOURNAL OF COAL GEOLOGY,2,,Q1
INTERNATIONAL JOURNAL OF COMPUTER VISION,2,,Q1
INTERNATIONAL JOURNAL OF CONSUMER STUDIES,2,,Q1
INTERNATIONAL JOURNAL OF CULTURAL STUDIES,2,,Q1
INTERNATIONAL JOURNAL OF DAMAGE MECHANICS,2,,Q1
INTERNATIONAL JOURNAL OF DIGITAL EARTH,2,,Q1
INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,2,,Q1
INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE,2,,Q1
INTERNATIONAL JOURNAL OF DRUG POLICY,2,Yes,Q1
INTERNATIONAL JOURNAL OF EATING DISORDERS,2,,Q1
INTERNATIONAL JOURNAL OF ELECTRICAL POWER AND ENERGY SYSTEMS,2,,Q1
INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,2,,Q1
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,2,Yes,Q1
INTERNATIONAL JOURNAL OF FATIGUE,2,Yes,Q1
INTERNATIONAL JOURNAL OF FORECASTING,2,,Q1
INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,2,,Q1
INTERNATIONAL JOURNAL OF HUMAN COMPUTER STUDIES,2,,Q1
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,2,,Q1
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,2,,Q1
INTERNATIONAL JOURNAL OF IMPACT ENGINEERING,2,,Q1
INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY,2,,Q1
INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,2,,Q1
INTERNATIONAL JOURNAL OF INNOVATION STUDIES,2,,Q1
INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,2,,Q1
INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,2,,Q1
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,2,,Q1
INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING,2,,Q1
INTERNATIONAL JOURNAL OF MENTAL HEALTH SYSTEMS,2,,Q1
INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,2,,Q1
INTERNATIONAL JOURNAL OF MINERALS METALLURGY AND MATERIALS,2,,Q1
INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,2,,Q1
INTERNATIONAL JOURNAL OF MULTIPHASE FLOW,2,,Q1
INTERNATIONAL JOURNAL OF NANOMEDICINE,2,,Q1
INTERNATIONAL JOURNAL OF NEONATAL SCREENING,2,,Q1
INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,2,,Q1
INTERNATIONAL JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT,2,,Q1
INTERNATIONAL JOURNAL OF PHARMACEUTICS,2,,Q1
INTERNATIONAL JOURNAL OF PHARMACEUTICS X,2,,Q1
INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,2,,Q1
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2,,Q1
INTERNATIONAL JOURNAL OF QUALITATIVE METHODS,2,,Q1
INTERNATIONAL JOURNAL OF REFRACTORY METALS AND HARD MATERIALS,2,,Q1
INTERNATIONAL JOURNAL OF REFRIGERATION,2,,Q1
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,2,,Q1
INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,2,,Q1
INTERNATIONAL JOURNAL OF SPORTS PHYSIOLOGY AND PERFORMANCE,2,,Q1
INTERNATIONAL JOURNAL OF STROKE,2,,Q1
INTERNATIONAL JOURNAL OF SURGERY,2,,Q1
INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,2,,Q1
INTERNATIONAL JOURNAL OF THERMAL SCIENCES,2,,Q1
INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,2,,Q1
INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE,2,,Q1
INTERNATIONAL JOURNAL OF TRANSPORTATION SCIENCE AND TECHNOLOGY,2,,Q1
INTERNATIONAL JOURNAL OF VETERINARY SCIENCE AND MEDICINE,2,,Q1
INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH,2,,Q1
INTERNATIONAL JOURNAL ON SEMANTIC WEB AND INFORMATION SYSTEMS,2,,Q1
INTERNATIONAL MIGRATION REVIEW,2,,Q1
INTERNATIONAL MULTILINGUAL RESEARCH JOURNAL,2,,Q1
INTERNATIONAL NURSING REVIEW,2,,Q1
INTERNATIONAL PSYCHOGERIATRICS,2,,Q1
INTERNATIONAL REVIEW OF ECONOMICS AND FINANCE,2,,Q1
INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,2,Yes,Q1
INTERNATIONAL REVIEW OF SOCIAL HISTORY,2,,Q1
INTERNET INTERVENTIONS APPLICATION OF INFORMATION TECHNOLOGY IN MENTAL AND BEHAVIOURAL HEALTH,2,,Q1
INTERNET OF THINGS,2,,Q1
INTERNET RESEARCH,2,,Q1
INVERTEBRATE SYSTEMATICS,2,,Q1
INVESTIGATIVE OPHTHALMOLOGY AND VISUAL SCIENCE,2,,Q1
IRAL INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,2,,Q1
IRISH VETERINARY JOURNAL,2,,Q1
IRRIGATION SCIENCE,2,,Q1
ISA TRANSACTIONS,2,Yes,Q1
ISCIENCE,2,,Q1
ISME COMMUNICATIONS,2,,Q1
IAWA JOURNAL,3,,Q1
IBIS,3,,Q1
ICON INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,3,,Q1
IEEE ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,3,,Q1
IEEE ACM TRANSACTIONS ON NETWORKING,3,,Q1
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,3,,Q1
IEEE ANTENNAS AND PROPAGATION MAGAZINE,3,,Q1
IEEE CONTROL SYSTEMS MAGAZINE,3,,Q1
IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,3,,Q1
IEEE INTELLIGENT TRANSPORTATION SYSTEMS MAGAZINE,3,,Q1
IEEE INTERNET COMPUTING,3,,Q1
IEEE JOURNAL OF OCEANIC ENGINEERING,3,,Q1
IEEE NETWORK,3,,Q1
IEEE OPEN JOURNAL OF COMMUNICATIONS SOCIETY,3,,Q1
IEEE OPEN JOURNAL OF COMPUTER SOCIETY,3,,Q1
IEEE ROBOTICS AND AUTOMATION MAGAZINE,3,,Q1
IEEE SENSORS JOURNAL,3,,Q1
IEEE SYSTEMS JOURNAL,3,,Q1
IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,3,,Q1
IEEE TRANSACTIONS ON COMPUTATIONAL SOCIAL SYSTEMS,3,,Q1
IEEE TRANSACTIONS ON CONTROL OF NETWORK SYSTEMS,3,,Q1
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,3,,Q1
IEEE TRANSACTIONS ON INFORMATION THEORY,3,,Q1
IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,3,,Q1
IEEE TRANSACTIONS ON NANOBIOSCIENCE,3,,Q1
IEEE TRANSACTIONS ON SIGNAL AND INFORMATION PROCESSING OVER NETWORKS,3,,Q1
IEEE TRANSACTIONS ON SUSTAINABLE COMPUTING,3,,Q1
IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,3,,Q1
IEEE VEHICULAR TECHNOLOGY MAGAZINE,3,,Q1
IEEE WIRELESS COMMUNICATIONS LETTERS,3,,Q1
ILR REVIEW,3,,Q1
IMA JOURNAL OF MANAGEMENT MATHEMATICS,3,,Q1
IMAGE AND VISION COMPUTING,3,,Q1
IMAGO MUNDI INTERNATIONAL JOURNAL FOR HISTORY OF CARTOGRAPHY,3,,Q1
IMMUNOLOGY,3,,Q1
INDIANA LAW JOURNAL,3,,Q1
INDOOR AIR,3,,Q1
INDUSTRY AND INNOVATION,3,,Q1
INFLAMMATION AND REGENERATION,3,,Q1
INFLAMMATION RESEARCH,3,,Q1
INFLAMMATORY BOWEL DISEASES,3,,Q1
INFLAMMOPHARMACOLOGY,3,,Q1
INFLUENZA AND OTHER RESPIRATORY VIRUSES,3,,Q1
INFORMATICA,3,,Q1
INFORMATION AND ORGANIZATION,3,,Q1
INFORMATION SYSTEMS FRONTIERS,3,,Q1
INFORMATION SYSTEMS RESEARCH,3,,Q1
INFORMATION TECHNOLOGY AND PEOPLE,3,,Q1
INFORMATION TECHNOLOGY FOR DEVELOPMENT,3,,Q1
INLAND WATERS,3,,Q1
INNOVATION IN LANGUAGE LEARNING AND TEACHING,3,,Q1
INNOVATIVE HIGHER EDUCATION,3,,Q1
INORGANIC CHEMISTRY COMMUNICATIONS,3,,Q1
INSECT MOLECULAR BIOLOGY,3,,Q1
INTEGRATIVE AND COMPARATIVE BIOLOGY,3,,Q1
INTELLIGENCE AND NATIONAL SECURITY,3,,Q1
INTELLIGENT SYSTEMS IN ACCOUNTING FINANCE AND MANAGEMENT,3,,Q1
INTERACTIVE LEARNING ENVIRONMENTS,3,,Q1
INTERACTIVE TECHNOLOGY AND SMART EDUCATION,3,,Q1
INTERFACE FOCUS,3,,Q1
INTERNAL AND EMERGENCY MEDICINE,3,,Q1
INTERNATIONAL BRAZ J UROL,3,,Q1
INTERNATIONAL DATA PRIVACY LAW,3,,Q1
INTERNATIONAL ENVIRONMENTAL AGREEMENTS POLITICS LAW AND ECONOMICS,3,,Q1
INTERNATIONAL JOURNAL,3,,Q1
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,3,,Q1
INTERNATIONAL JOURNAL OF ACCOUNTING AND INFORMATION MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF ADVERTISING,3,,Q1
INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,3,,Q1
INTERNATIONAL JOURNAL OF BIPOLAR DISORDERS,3,,Q1
INTERNATIONAL JOURNAL OF BUSINESS COMMUNICATION,3,,Q1
INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF CRITICAL INFRASTRUCTURE PROTECTION,3,,Q1
INTERNATIONAL JOURNAL OF CULTURAL POLICY,3,,Q1
INTERNATIONAL JOURNAL OF DESIGN,3,,Q1
INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,3,,Q1
INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,3,,Q1
INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,3,,Q1
INTERNATIONAL JOURNAL OF ENGINEERING BUSINESS MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF GEO ENGINEERING,3,,Q1
INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,3,,Q1
INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,3,,Q1
INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,3,,Q1
INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,3,,Q1
INTERNATIONAL JOURNAL OF HEALTH POLICY AND MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF HUMAN COMPUTER INTERACTION,3,,Q1
INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF HUMAN RIGHTS,3,,Q1
INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,3,,Q1
INTERNATIONAL JOURNAL OF LEARNER CORPUS RESEARCH,3,,Q1
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,3,,Q1
INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,3,,Q1
INTERNATIONAL JOURNAL OF MANPOWER,3,,Q1
INTERNATIONAL JOURNAL OF MECHANICAL SYSTEM DYNAMICS,3,,Q1
INTERNATIONAL JOURNAL OF MECHANICS AND MATERIALS IN DESIGN,3,,Q1
INTERNATIONAL JOURNAL OF MEDICAL SCIENCES,3,,Q1
INTERNATIONAL JOURNAL OF MODELLING AND SIMULATION,3,,Q1
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,,Q1
INTERNATIONAL JOURNAL OF NAVAL ARCHITECTURE AND OCEAN ENGINEERING,3,,Q1
INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT AND FLUID FLOW,3,,Q1
INTERNATIONAL JOURNAL OF NURSING STUDIES ADVANCES,3,,Q1
INTERNATIONAL JOURNAL OF ONCOLOGY,3,,Q1
