Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
DRUG DELIVERY AND TRANSLATIONAL RESEARCH,3,,Q1
DRUG DEVELOPMENT RESEARCH,3,,Q1
DRUG HEALTHCARE AND PATIENT SAFETY,3,,Q1
DRUG METABOLISM REVIEWS,3,,Q2
DRUG TESTING AND ANALYSIS,3,,Q2
DRUGS AND AGING,3,,Q2
DRYING TECHNOLOGY,3,,Q2
DU BOIS REVIEW SOCIAL SCIENCE RESEARCH ON RACE,3,,Q1
DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,3,,Q3
DYSLEXIA,3,,Q1
DYSPHAGIA,3,,Q1
DACOROMANIA,4,,
DADOS REVISTA DE CIENCIAS SOCIAIS,4,,Q3
DAIMON REVISTA INTERNACIONAL DE FILOSOFIA,4,,
DALHOUSIE JOURNAL OF INTERDISCIPLINARY MANAGEMENT,4,,Q4
DALHOUSIE REVIEW,4,,
DANCE MAGAZINE,4,,
DANISH MEDICAL JOURNAL,4,,Q2
DARU JOURNAL OF PHARMACEUTICAL SCIENCES,4,,Q3
DATA,4,,Q2
DATA AND POLICY,4,,Q2
DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS,4,,Q2
DATA IN BRIEF,4,,Q3
DATA SCIENCE IN FINANCE AND ECONOMICS,4,,Q2
DATA TECHNOLOGIES AND APPLICATIONS,4,,Q2
DATABASE JOURNAL OF BIOLOGICAL DATABASES AND CURATION,4,,Q1
DDS DIE DEUTSCHE SCHULE,4,,Q4
DE ARTE,4,,
DE COMPUTIS REVISTA ESPANOLA DE HISTORIA DE LA CONTABILIDAD,4,,Q4
DE JURE LAW JOURNAL,4,,Q3
DEAFNESS AND EDUCATION INTERNATIONAL,4,,Q3
DEARQ,4,,
DEATH STUDIES,4,,Q2
DEBATE UNIVERSITARIO,4,,Q4
DEBATES,4,,
DEBATES EN SOCIOLOGIA,4,,Q4
DEBATS REVISTA DE CULTURA PODER I SOCIETAT,4,,Q4
DECISION,4,,Q4
DECISION ANALYSIS,4,,Q3
DECISION SCIENCE LETTERS,4,,Q4
DECISION SCIENCES,4,,Q3
DECISION SCIENCES JOURNAL OF INNOVATIVE EDUCATION,4,,Q3
DECISIONS IN ECONOMICS AND FINANCE,4,,Q4
DEEP UNDERGROUND SCIENCE AND ENGINEERING,4,,Q1
DEFENCE AND SECURITY ANALYSIS,4,,Q3
DEFENCE SCIENCE JOURNAL,4,,Q3
DEGENERATIVE NEUROLOGICAL AND NEUROMUSCULAR DISEASE,4,,Q2
DEGRES REVUE DE SYNTHESE A ORIENTATION SEMIOLOGIQUE,4,,
DELTION OF CHRISTIAN ARCHAEOLOGICAL SOCIETY,4,,
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,4,,Q3
DEMENTIA AND GERIATRIC COGNITIVE DISORDERS EXTRA,4,,Q3
DEMOCRACY AND SECURITY,4,,Q2
DEMOCRATIC THEORY AN INTERDISCIPLINARY JOURNAL,4,,Q3
DEMOGRAFIE,4,,Q4
DEN OPEN,4,,Q4
DENKMALPFLEGE,4,,
DENTAL CADMOS,4,,Q4
DENTAL HYPOTHESES,4,,Q3
DENTAL MATERIALS JOURNAL,4,,Q2
DENVER LAW REVIEW,4,,
DEPARTURES IN CRITICAL QUALITATIVE RESEARCH,4,,Q3
DEPENDENCE MODELING,4,,Q3
DEPOSITIONAL RECORD,4,,Q1
DERECHO PENAL Y CRIMINOLOGIA,4,,Q4
DERECHO PUCP,4,,Q3
DERECHO Y CIENCIAS SOCIALES,4,,Q4
DERECHOS Y LIBERTADES,4,,Q3
DERMATOLOGICA SINICA,4,,Q2
DERMATOLOGIE,4,,Q4
DERMATOLOGIE IN BERUF UND UMWELT,4,,Q4
DERMATOLOGY PRACTICAL AND CONCEPTUAL,4,,Q2
DERMATOLOGY REPORTS,4,,Q3
DERMATOLOGY RESEARCH AND PRACTICE,4,,Q3
DERMATOPATHOLOGY,4,,Q3
DESAFIOS,4,,Q3
DESALINATION AND WATER TREATMENT,4,,Q4
DESDE EL JARDIN DE FREUD REVISTA DE PSICOANALISIS,4,,
DESENVOLVIMENTO E MEIO AMBIENTE,4,,Q4
DESIDOC JOURNAL OF LIBRARY AND INFORMATION TECHNOLOGY,4,,Q3
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,4,,Q4
DESIGN ISSUES,4,,
DESIGN JOURNAL,4,,
DESIGNED MONOMERS AND POLYMERS,4,,Q3
DESIGNIS,4,,Q4
DETRITUS,4,,Q4
DETUROPE CENTRAL EUROPEAN JOURNAL OF REGIONAL DEVELOPMENT AND TOURISM,4,,Q4
DEUTSCH ALS FREMDSPRACHE ZEITSCHRIFT ZUR THEORIE UND PRAXIS DES FACHES DEUTSCH ALS FREMDSPRACHE,4,,
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,4,,Q3
DEUTSCHE SPRACHE,4,,
DEUTSCHE ZEITSCHRIFT FUR AKUPUNKTUR,4,,Q4
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,4,,
DEVELOPING ECONOMIES,4,,Q3
DEVELOPING WORLD BIOETHICS,4,,Q3
DEVELOPMENT GENES AND EVOLUTION,4,,Q4
DEVELOPMENT GROWTH AND DIFFERENTIATION,4,,Q4
DEVELOPMENT IN PRACTICE,4,,Q3
DEVELOPMENT SOUTHERN AFRICA,4,,Q3
DEVELOPMENTAL DYNAMICS,4,,Q2
DEVELOPMENTAL NEUROBIOLOGY,4,,Q2
DEVELOPMENTAL NEUROPSYCHOLOGY,4,,Q2
DEVELOPMENTAL NEUROREHABILITATION,4,,Q2
DEVELOPMENTAL NEUROSCIENCE,4,,Q3
DEVELOPMENTAL PSYCHOBIOLOGY,4,,Q2
DEVELOPPEMENT DURABLE AND TERRITOIRES,4,,Q4
DEVIANCE ET SOCIETE,4,,Q4
DEVICES AND METHODS OF MEASUREMENTS,4,,Q4
DIABETES AND VASCULAR DISEASE RESEARCH,4,,Q2
DIABETES EPIDEMIOLOGY AND MANAGEMENT,4,,Q4
DIABETES MELLITUS,4,,Q4
DIABETES STOFFWECHSEL UND HERZ,4,,Q4
DIABETOLOGIE,4,,Q4
DIABETOLOGIE UND STOFFWECHSEL,4,,Q4
DIABETOLOGY,4,,Q3
DIABETOLOGY INTERNATIONAL,4,,Q4
DIACRITICS A REVIEW OF CONTEMPORARY CRITICISM,4,,
DIAGNOSIS,4,,Q2
DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY,4,,Q3
DIAGNOSTIC CYTOPATHOLOGY,4,,Q4
DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,4,,Q3
DIAGNOSTICA,4,,Q4
DIALECTICAL ANTHROPOLOGY,4,,Q2
DIALECTOLOGIA,4,,
DIALECTOLOGIA ET GEOLINGUISTICA,4,,Q4
DIALOG A JOURNAL OF THEOLOGY,4,,
DIALOG SO VREMENEM DIALOGUE WITH TIME,4,,Q3
DIALOGIA,4,,Q4
DIALOGIC PEDAGOGY,4,,Q3
DIALOGICA,4,,Q4
DIALOGO,4,,Q4
DIALOGO DAS LETRAS,4,,
DIALOGUE CANADIAN PHILOSOPHICAL REVIEW,4,,
DIALOGUES IN PHILOSOPHY MENTAL AND NEURO SCIENCES,4,,
DIAMETROS,4,,
DIASPORA STUDIES,4,,Q4
DIASPORAS HISTOIRE ET SOCIETES,4,,Q4
DICENDA CUADERNOS DE FILOLOGIA HISPANICA,4,,
DICKENS STUDIES ANNUAL,4,,
DICKENSIAN,4,,
DIDACTICA DE LAS CIENCIAS EXPERIMENTALES Y SOCIALES,4,,Q4
DIDACTICA LENGUA Y LITERATURA,4,,
DIFFERENCES A JOURNAL OF FEMINIST CULTURAL STUDIES,4,,Q3
DIFFERENTIAL EQUATIONS,4,,Q2
DIFFERENTIAL EQUATIONS AND APPLICATIONS,4,,Q3
DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS,4,,Q3
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,4,,Q2
DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES,4,,Q4
DIGEST OF MIDDLE EAST STUDIES,4,,Q1
DIGESTION,4,,Q2
DIGESTIVE DISEASES,4,,Q3
DIGESTIVE DISEASES AND SCIENCES,4,,Q2
DIGESTIVE SURGERY,4,,Q3
DIGITAL CHEMICAL ENGINEERING,4,,Q2
DIGITAL EDUCATION REVIEW,4,,Q3
DIGITAL HUMANITIES QUARTERLY,4,,
DIGITAL LIBRARY PERSPECTIVES,4,,Q3
DIGITAL POLICY REGULATION AND GOVERNANCE,4,,Q2
DIGITAR REVISTA DIGITAL DE ARQUEOLOGIA ARQUITECTURA E ARTES DIGITAL JOURNAL OF ARCHAEOLOGY ARCHITECTURE AND ARTS,4,,
DIGITHUM,4,,
DIMENSION EMPRESARIAL,4,,
DIMENSIONS OF CRITICAL CARE NURSING,4,,Q3
DINBILIMLERI AKADEMIK ARASTIRMA DERGISI JOURNAL OF ACADEMIC RESEARCH IN RELIGIOUS SCIENCES,4,,
DIPLOMACY AND STATECRAFT,4,,Q2
DIPLOMATICA,4,,Q1
DIRASAT HISPANICAS REVISTA TUNECINA DE ESTUDIOS HISPANICOS,4,,
DIRECCION Y ORGANIZACION,4,,Q4
DIREITO E PRAXIS,4,,Q3
DIRITTI UMANI E DIRITTO INTERNAZIONALE,4,,Q4
DISABILITY AND REHABILITATION,4,,Q2
DISABILITY AND REHABILITATION ASSISTIVE TECHNOLOGY,4,,Q1
DISASTER MEDICINE AND PUBLIC HEALTH PREPAREDNESS,4,,Q3
DISASTER PREVENTION AND MANAGEMENT,4,,Q3
DISCOURSE JOURNAL FOR THEORETICAL STUDIES IN MEDIA AND CULTURE,4,,
DISCOVER ONCOLOGY,4,,Q2
DISCOVER SUSTAINABILITY,4,,Q2
DISCOVERY MEDICINE,4,,Q3
DISCRETE ANALYSIS,4,,Q1
DISCRETE AND COMPUTATIONAL GEOMETRY,4,,Q3
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS SERIES B,4,,Q2
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS SERIES S,4,,Q3
DISCRETE DYNAMICS IN NATURE AND SOCIETY,4,,Q3
DISCRETE EVENT DYNAMIC SYSTEMS THEORY AND APPLICATIONS,4,,Q2
DISCRETE MATHEMATICS ALGORITHMS AND APPLICATIONS,4,,Q4
DISCRETE MATHEMATICS AND APPLICATIONS,4,,Q4
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,4,,Q3
DISCRETE MATHEMATICS LETTERS,4,,Q2
DISCRETE OPTIMIZATION,4,,Q2
DISCUSSIONES MATHEMATICAE GRAPH THEORY,4,,Q2
DISEASES,4,,Q2
DISEASES OF AQUATIC ORGANISMS,4,,Q3
DISEASES OF ESOPHAGUS,4,,Q3
DISEGNARE IDEE IMMAGINI IDEAS IMAGES,4,,
DISEGNARECON,4,,
DISP,4,,Q4
DISPARIDADES REVISTA DE ANTROPOLOGIA,4,,
DISPUTATIO PHILOSOPHICAL RESEARCH BULLETIN,4,,
DISSENT,4,,Q3
DISSOLUTION TECHNOLOGIES,4,,Q4
DISTRIBUTED AND PARALLEL DATABASES,4,,Q3
DISTRIBUTED COMPUTING,4,,Q2
DIVERSITAS PERSPECTIVAS EN PSICOLOGIA,4,,Q4
DIVING AND HYPERBARIC MEDICINE,4,,Q4
DIX SEPTIEME SIECLE,4,,Q3
DIXI,4,,Q3
DIXIT,4,,Q4
DNA AND CELL BIOLOGY,4,,Q2
DOBRAS,4,,
DOCTOR VIRTUALIS RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,4,,
DOCUMENTA OPHTHALMOLOGICA,4,,Q1
DOCUMENTACION DE LAS CIENCIAS DE LA INFORMACION,4,,Q4
DOCUMENTATION ET BIBLIOTHEQUES,4,,Q4
DOCUMENTI E STUDI SULLA TRADIZIONE FILOSOFICA MEDIEVALE,4,,
DOCUMENTI GEOGRAFICI,4,,Q4
DOCUMENTS D ANALISI GEOGRAFICA,4,,Q3
DOKLADY BIOCHEMISTRY AND BIOPHYSICS,4,,Q4
DOKLADY CHEMISTRY,4,,Q4
DOKLADY EARTH SCIENCES,4,,Q4
DOKLADY MATHEMATICS,4,,Q3
DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,4,,Q4
DOKLADY PHYSICAL CHEMISTRY,4,,Q4
DOKLADY PHYSICS,4,,Q4
DOLOMITES RESEARCH NOTES ON APPROXIMATION,4,,Q1
DOSE RESPONSE,4,,Q2
DOWN BEAT,4,,
DOWNSIDE REVIEW,4,,
DOXA COMUNICACION,4,,Q3
DOXA CUADERNOS DE FILOSOFIA Y DERECHO,4,,
DREAMING,4,,Q3
DREWNO,4,,Q3
DROIT ET CULTURES,4,,Q4
DRONE SYSTEMS AND APPLICATIONS,4,,Q3
DRUG AND ALCOHOL DEPENDENCE REPORTS,4,,Q2
DRUG AND CHEMICAL TOXICOLOGY,4,,Q3
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,4,,Q3
DRUG DISCOVERIES AND THERAPEUTICS,4,,Q4
DRUG METABOLISM AND PHARMACOKINETICS,4,,Q3
DRUG RESEARCH,4,,Q3
DRUG TARGET INSIGHTS,4,,Q3
DRUGS AND THERAPY PERSPECTIVES,4,,Q4
DRUGS EDUCATION PREVENTION AND POLICY,4,,Q3
DRUGS HABITS AND SOCIAL POLICY,4,,Q4
DRUGS IN R AND D,4,,Q3
DRUGS REAL WORLD OUTCOMES,4,,Q3
DRUSTVENA ISTRAZIVANJA,4,,Q4
DRVNA INDUSTRIJA,4,,Q3
DUAZARY,4,,Q4
DUBAI MEDICAL JOURNAL,4,,Q3
DUSUNEN ADAM JOURNAL OF PSYCHIATRY AND NEUROLOGICAL SCIENCES,4,,Q4
DUTCH JOURNAL OF APPLIED LINGUISTICS,4,,Q3
DYNA,4,,Q3
DYNAMIC GAMES AND APPLICATIONS,4,,Q3
DYNAMICAL SYSTEMS AN INTERNATIONAL JOURNAL,4,,Q4
DYNAMICS OF ATMOSPHERES AND OCEANS,4,,Q2
DYNAMIS,4,,Q4
DAIRY,,,Q1
DEVICE,,,Q1
DIAGNOSTIC AND PROGNOSTIC RESEARCH,,,Q1
DIGITAL BUSINESS,,,Q1
DIGITAL THREATS RESEARCH AND PRACTICE,,,Q3
DISABILITIES,,,Q3
DISCOVER APPLIED SCIENCES,,,
DISCOVER COMPUTING,,,
DISCOVER FOOD,,,Q2
DISCOVER MATERIALS,,,Q2
DISCOVER MENTAL HEALTH,,,Q2
DISCOVER PSYCHOLOGY,,,Q2
DISCOVER PUBLIC HEALTH,,,
DISCOVER SOCIAL SCIENCE AND HEALTH,,,Q4
DISCOVER SPACE,,,
DROPLET,,,Q1
DRUGS IN CONTEXT,,,Q2
DU,,,
DUZCE MEDICAL JOURNAL,,,Q4
DYNAMICS,,,Q3
DYNAMICS OF ASYMMETRIC CONFLICT,,,Q2
