Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
VIRTUAL ARCHAEOLOGY REVIEW,2,,
VIRTUAL REALITY,2,,Q1
VIRTUALIDAD EDUCACION Y CIENCIA,4,,Q4
VIRULENCE,1,Yes,Q1
VIRUS EVOLUTION,3,,Q1
VIRUS GENES,4,,Q3
VIRUS RESEARCH,4,,Q2
VIRUSES BASEL,3,,Q2
VISCERAL MEDICINE,4,,Q2
VISION,,,Q3
VISION GERENCIAL,4,,Q4
VISION JOURNAL OF BUSINESS PERSPECTIVE,4,,Q2
VISION RESEARCH,4,,Q3
VISITOR STUDIES,4,,Q2
VISNYK NTUU KPI SERIIA RADIOTEKHNIKA RADIOAPARATOBUDUVANNIA,4,,Q4
VISNYK OF TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV GEOLOGY,4,,Q4
VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY SERIES GEOLOGY GEOGRAPHY ECOLOGY,4,,Q4
VISUAL ANTHROPOLOGY,4,,Q4
VISUAL ANTHROPOLOGY REVIEW,4,,Q4
VISUAL COGNITION,4,,Q4
VISUAL COMMUNICATION,2,,Q2
VISUAL COMMUNICATION QUARTERLY,4,,Q4
VISUAL COMPUTER,3,,Q2
VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART,3,,Q1
VISUAL ETHNOGRAPHY,4,,Q4
VISUAL INFORMATICS,2,,Q1
VISUAL INQUIRY LEARNING AND TEACHING ART,4,,
VISUAL NEUROSCIENCE,4,,Q2
VISUAL RESOURCES,3,,
VISUAL STUDIES,4,,
VITIS,4,,Q4
VITRUVIO INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY,4,,
VIVARIUM AN INTERNATIONAL JOURNAL FOR PHILOSOPHY AND INTELLECTUAL LIFE OF MIDDLE AGES AND RENAISSANCE,2,,
VIVAT ACADEMIA,4,,Q3
VIZANTIISKII VREMENNIK,4,,
VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU,4,,
VJESNIK ZA ARHEOLOGIJU I POVIJEST DALMATINSKU,4,,
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,4,,Q4
VLC ARQUITECTURA RESEARCH JOURNAL,3,,
VLDB JOURNAL,2,,Q2
VOCATIONS AND LEARNING,4,,Q2
VOICE AND SPEECH REVIEW,,,Q3
VOICES JOURNAL OF NEW YORK FOLKLORE,4,,
VOIX PLURIELLES,4,,
VOJENSKE ROZHLEDY CZECH MILITARY REVIEW,4,,Q4
VOJNOSANITETSKI PREGLED,4,,Q4
VOLCANICA,,,Q2
VOLGOGRADSKII GOSUDARSTVENNYI UNIVERSITET VESTNIK SERIYA 4 ISTORIYA REGIONOVEDENIE MEZHDUNARODNYE OTNOSHENIYA,4,,Q3
VOLKSKUNDE,4,,
VOLUNTARY SECTOR REVIEW,4,,Q3
VOLUNTAS,3,,Q2
VOPROSY EKONOMIKI,4,,Q4
VOPROSY FILOSOFII,4,,
VOPROSY GOSUDARSTVENNOGO I MUNITSIPALNOGO UPRAVLENIYA PUBLIC ADMINISTRATION ISSUES,4,,Q4
VOPROSY LEKSIKOGRAFII RUSSIAN JOURNAL OF LEXICOGRAPHY,2,,
VOPROSY OBRAZOVANIYA EDUCATIONAL STUDIES MOSCOW,4,,Q4
VOPROSY ONOMASTIKI PROBLEMS OF ONOMASTICS,3,,
VOPROSY PSIKHOLOGII,4,,Q4
VOPROSY YAZYKOZNANIYA,3,,
VOX JURIS,4,,Q4
VOX PATRUM,4,,Q2
VOX SANGUINIS,4,,Q3
VOZ Y ESCRITURA REVISTA DE ESTUDIOS LITERARIOS,,,
VSWG VIERTELJAHRSCHRIFT FUR SOZIAL UND WIRTSCHAFTSGESCHICHTE,4,,Q2
VULCAN,4,,Q2
VULNERABLE CHILDREN AND YOUTH STUDIES,4,,Q3
