Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
RBGN REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,4,,Q4
RBNE REVISTA BRASILEIRA DE NUTRICAO ESPORTIVA,4,,Q4
RBONE REVISTA BRASILEIRA DE OBESIDADE NUTRICAO E EMAGRECIMENTO,4,,
RBRH REVISTA BRASILEIRA DE RECURSOS HIDRICOS,4,,Q4
RDBCI REVISTA DIGITAL DE BIBLIOTECONOMIA E CIENCIA DA INFORMACAO,4,,Q3
REACTION CHEMISTRY AND ENGINEERING,3,,Q2
REACTION KINETICS MECHANISMS AND CATALYSIS,4,,Q4
REACTIONS,4,,Q3
REACTIVE AND FUNCTIONAL POLYMERS,3,,Q1
READING AND WRITING,3,,Q1
READING AND WRITING JOURNAL OF READING ASSOCIATION OF SOUTH AFRICA,4,,Q3
READING AND WRITING QUARTERLY,4,,Q2
READING IN A FOREIGN LANGUAGE,3,,Q3
READING PSYCHOLOGY,4,,Q4
READING RESEARCH QUARTERLY,1,Yes,Q1
READING TEACHER,4,,Q2
REAL ANALYSIS EXCHANGE,4,,Q4
REAL ESTATE ECONOMICS,3,,Q2
REAL ESTATE MANAGEMENT AND VALUATION,4,,Q3
REAL TIME SYSTEMS,4,,Q3
REC INTERVENTIONAL CARDIOLOGY,4,,Q4
RECALL,1,Yes,Q1
RECENT ADVANCES IN ELECTRICAL AND ELECTRONIC ENGINEERING,4,,Q4
RECENT ADVANCES IN INFLAMMATION AND ALLERGY DRUG DISCOVERY,4,,Q4
RECENT CONTRIBUTIONS TO PHYSICS,4,,Q4
RECENT PATENTS ON ANTI CANCER DRUG DISCOVERY,4,,Q1
RECENT PATENTS ON NANOTECHNOLOGY,4,,Q2
RECENT PERIOD TURKISH STUDIES YAKIN DONEM TURKIYE ARASTIRMALARI,4,,Q4
RECEPTION TEXTS READERS AUDIENCES HISTORY,4,,
RECERCA REVISTA DE PENSAMENT AND ANALISI,4,,
RECHERCHE EN SOINS INFIRMIERS,4,,Q4
RECHERCHE ET APPLICATIONS EN MARKETING ENGLISH EDITION,4,,Q4
RECHERCHE ET PRATIQUES PEDAGOGIQUES EN LANGUES DE SPECIALITE CAHIERS DE L APLIUT,4,,Q4
RECHERCHES DE THEOLOGIE ET PHILOSOPHIE MEDIEVALES,3,,
RECHERCHES SOCIOGRAPHIQUES,4,,Q4
RECHT AND PSYCHIATRIE,4,,Q4
RECHTSMEDIZIN,4,,Q4
RECORDS MANAGEMENT JOURNAL,4,,Q3
RECORDS OF AUSTRALIAN MUSEUM,4,,Q3
RECORDS OF NATURAL PRODUCTS,4,,Q3
RECREATIONAL SPORTS JOURNAL,4,,Q3
RECYCLING,4,,Q3
RED REVISTA DE EDUCACION A DISTANCIA,4,,Q2
RED REVISTA ELECTRONICA DE DIREITO,4,,Q4
REDHECS REVISTA ELECTRONICA DE HUMANIDADES EDUCACION Y COMUNICACION SOCIAL,4,,Q4
REDIA JOURNAL OF ZOOLOGY,4,,Q4
REDIMAT REVISTA DE INVESTIGACION EN DIDACTICA DE LAS MATEMATICAS,4,,Q4
REDOX BIOLOGY,1,Yes,Q1
REDOX EXPERIMENTAL MEDICINE,,,Q3
REDOX REPORT,2,,Q1
REDU REVISTA DE DOCENCIA UNIVERSITARIA,4,,Q4
REFERENCE SERVICES REVIEW,4,,Q3
REFLECTIVE PRACTICE,3,,Q2
REFLEXION POLITICA,4,,Q4
REFORMATION,3,,
REFORMATION AND RENAISSANCE REVIEW,3,,
REFRACTORIES AND INDUSTRIAL CERAMICS,4,,Q4
REFUGE,4,,Q3
REFUGEE SURVEY QUARTERLY,3,,Q2
REGE REVISTA DE GESTAO,4,,Q3
REGENERATIVE BIOMATERIALS,2,,Q1
REGENERATIVE ENGINEERING AND TRANSLATIONAL MEDICINE,4,,Q3
REGENERATIVE MEDICINE,4,,Q3
REGENERATIVE THERAPY,3,,Q2
REGION,4,,Q1
REGION ET DEVELOPPEMENT,4,,Q4
REGIONAL AND FEDERAL STUDIES,2,,Q2
REGIONAL ANESTHESIA AND PAIN MEDICINE,2,Yes,Q1
REGIONAL ENVIRONMENTAL CHANGE,2,,Q2
REGIONAL SCIENCE AND URBAN ECONOMICS,2,Yes,Q1
REGIONAL SCIENCE POLICY AND PRACTICE,3,,Q2
REGIONAL STATISTICS,,,Q2
REGIONAL STUDIES,2,Yes,Q1
REGIONAL STUDIES IN MARINE SCIENCE,4,,Q1
REGIONAL STUDIES REGIONAL SCIENCE,4,,Q1
REGIONAL SUSTAINABILITY,2,,Q1
REGIONOLOGIYA REGIONOLOGY RUSSIAN JOURNAL OF REGIONAL STUDIES,4,,Q3
REGISTER JOURNAL,4,,Q3
REGISTER OF KENTUCKY HISTORICAL SOCIETY,4,,Q4
REGISTER STUDIES,3,,Q2
REGULAR AND CHAOTIC DYNAMICS,4,,Q3
REGULATION AND GOVERNANCE,1,Yes,Q1
REGULATORY MECHANISMS IN BIOSYSTEMS,4,,Q4
REGULATORY TOXICOLOGY AND PHARMACOLOGY,3,,Q1
REHABILITACION,,,Q4
REHABILITATION,4,,Q1
REHABILITATION COUNSELING BULLETIN,4,,Q3
REHABILITATION NURSING,4,,Q3
REHABILITATION ONCOLOGY,4,,Q4
REHABILITATION PROCESS AND OUTCOME,,,Q3
REHABILITATION PSYCHOLOGY,4,,Q2
REHABILITATION RESEARCH POLICY AND EDUCATION,4,,Q4
REICE REVISTA ELECTRONICA DE INVESTIGACION EN CIENCIAS ECONOMICAS,4,,Q4
REICE REVISTA IBEROAMERICANA SOBRE CALIDAD EFICACIA Y CAMBIO EN EDUCACION,3,,Q2
REIDOCREA REVISTA EECTRONICA DE INVESTIGACION Y DOCENCIA CREATIVA,4,,Q3
REJUVENATION RESEARCH,4,,Q3
RELACIONES,4,,Q4
RELACIONES INTERNACIONALES,4,,Q4
RELACIONES INTERNACIONALES MADRID,4,,Q4
RELATIONS INDUSTRIELLES INDUSTRIAL RELATIONS,4,,Q4
RELC JOURNAL,1,Yes,Q1
RELIABILITY ENGINEERING AND SYSTEM SAFETY,1,Yes,Q1
RELIEVE REVISTA ELECTRONICA DE INVESTIGACION Y EVALUACION EDUCATIVA,4,,Q2
RELIGION,2,Yes,
RELIGION AND AMERICAN CULTURE A JOURNAL OF INTERPRETATION,3,,Q2
RELIGION AND ARTS,4,,
RELIGION AND EDUCATION,3,,
RELIGION AND HUMAN RIGHTS,4,,
RELIGION AND LITERATURE,4,,
RELIGION AND SOCIETY ADVANCES IN RESEARCH,3,,
RELIGION AND THEOLOGY A JOURNAL OF CONTEMPORARY RELIGIOUS DISCOURSE,2,,
RELIGION BRAIN AND BEHAVIOR,2,,
RELIGION COMPASS,2,,
RELIGION STATE AND SOCIETY,1,Yes,
RELIGIONI E SOCIETA RIVISTA DI SCIENZE SOCIALI DELLA RELIGIONE,4,,
RELIGIONS,2,,
RELIGIONS OF SOUTH ASIA,4,,
RELIGIOUS EDUCATION,4,,
RELIGIOUS INQUIRIES,4,,
RELIGIOUS STUDIES,2,,
RELIGIOUS STUDIES AND THEOLOGY,4,,
RELIGIOUS STUDIES REVIEW,4,,
REMATE DE MALES,4,,
REMEA REVISTA ELETRONICA DO MESTRADO EM EDUCACAO AMBIENTAL,4,,Q4
REMEDIAL AND SPECIAL EDUCATION,3,,Q1
REMEDIATION JOURNAL OF ENVIRONMENTAL CLEANUP COSTS TECHNOLOGIES AND TECHNIQUES,4,,Q3
REMIE MULTIDISCIPLINARY JOURNAL OF EDUCATIONAL RESEARCH,4,,Q4
REMOTE SENSING,2,,Q1
REMOTE SENSING APPLICATIONS SOCIETY AND ENVIRONMENT,3,,Q2
REMOTE SENSING IN ECOLOGY AND CONSERVATION,2,,Q1
REMOTE SENSING LETTERS,4,,Q3
REMOTE SENSING OF ENVIRONMENT,1,Yes,Q1
RENAISSANCE AND REFORMATION,3,,
RENAISSANCE QUARTERLY,1,Yes,
RENAISSANCE STUDIES,2,,
RENAL FAILURE,3,,Q1
RENAL REPLACEMENT THERAPY,4,,Q4
RENAL SOCIETY OF AUSTRALASIA JOURNAL,4,,
RENASCENCE ESSAYS ON VALUES IN LITERATURE,4,,
RENDICONTI DEL CIRCOLO MATEMATICO DI PALERMO,4,,Q2
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,4,,Q3
RENDICONTI LINCEI MATEMATICA E APPLICAZIONI,4,,Q2
RENDICONTI LINCEI SCIENZE FISICHE E NATURALI,4,,Q2
RENDICONTI ONLINE DELLA SOCIETA GEOLOGICA ITALIANA,4,,Q4
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,3,,Q2
RENEWABLE AND SUSTAINABLE ENERGY REVIEWS,1,Yes,Q1
RENEWABLE AND SUSTAINABLE ENERGY TRANSITION,,,Q2
RENEWABLE ENERGY,1,Yes,Q1
RENEWABLE ENERGY FOCUS,3,,Q2
RENEWABLE ENERGY RESEARCH AND APPLICATIONS,4,,Q4
REPORTS,4,,Q3
REPORTS OF BIOCHEMISTRY AND MOLECULAR BIOLOGY,4,,Q4
REPORTS OF FORESTRY RESEARCH ZPRAVY LESNICKEHO VYZKUMU,4,,Q4
REPORTS OF PRACTICAL ONCOLOGY AND RADIOTHERAPY,4,,Q3
REPORTS ON GEODESY AND GEOINFORMATICS,4,,Q4
REPORTS ON MATHEMATICAL LOGIC,4,,Q4
REPORTS ON MATHEMATICAL PHYSICS,4,,Q3
REPORTS ON PROGRESS IN PHYSICS,2,,Q1
REPRESENTATION THEORY,3,,Q3
REPRESENTATIONS,3,,Q2
REPRODUCTION,2,,Q1
REPRODUCTION AND FERTILITY,4,,Q1
REPRODUCTION FERTILITY AND DEVELOPMENT,4,,Q1
REPRODUCTION IN DOMESTIC ANIMALS,3,,Q2
REPRODUCTIVE AND DEVELOPMENTAL MEDICINE,4,,Q4
REPRODUCTIVE BIOLOGY,3,,Q3
REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,2,Yes,Q1
REPRODUCTIVE BIOMEDICINE ONLINE,2,,Q1
REPRODUCTIVE HEALTH,2,Yes,Q1
REPRODUCTIVE MEDICINE,4,,Q3
REPRODUCTIVE MEDICINE AND BIOLOGY,3,,Q1
REPRODUCTIVE SCIENCES,4,,Q2
REPRODUCTIVE TOXICOLOGY,3,,Q2
REQUIREMENTS ENGINEERING,3,,Q2
RES FUTURAE REVUE D ETUDES SUR LA SCIENCE FICTION,4,,
RES MOBILIS INTERNATIONAL RESEARCH JOURNAL OF FURNITURE AND DECORATIVE OBJECTS,4,,
RES PHILOSOPHICA,3,,
RES PUBLICA A JOURNAL OF MORAL LEGAL AND POLITICAL PHILOSOPHY,3,,
RES PUBLICA REVISTA DE FILOSOFIA POLITICA,4,,
RES RHETORICA,4,,
RESEARCH,1,Yes,Q1
RESEARCH AND POLITICS,3,,Q2
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,2,,Q1
RESEARCH AND PRACTICE IN INTELLECTUAL AND DEVELOPMENTAL DISABILITIES,4,,Q3
RESEARCH AND PRACTICE IN TECHNOLOGY ENHANCED LEARNING,3,,Q1
RESEARCH AND PRACTICE IN THROMBOSIS AND HAEMOSTASIS,3,,Q2
RESEARCH AND REPORTS IN NEONATOLOGY,4,,Q3
RESEARCH AND REPORTS IN TROPICAL MEDICINE,4,,Q2
RESEARCH AND REPORTS IN UROLOGY,4,,Q2
RESEARCH AND REVIEWS IN PARKINSONISM,4,,
RESEARCH AND THEORY FOR NURSING PRACTICE,4,,Q4
RESEARCH ETHICS,2,,Q2
RESEARCH EVALUATION,3,,Q2
RESEARCH IN AFRICAN LITERATURES,2,,
RESEARCH IN ASTRONOMY AND ASTROPHYSICS,3,,Q2
RESEARCH IN AUTISM SPECTRUM DISORDERS,4,,Q1
RESEARCH IN CARDIOVASCULAR MEDICINE,4,,Q4
RESEARCH IN COLD AND ARID REGIONS,4,,Q2
RESEARCH IN COMPARATIVE AND INTERNATIONAL EDUCATION,3,,Q2
RESEARCH IN DANCE EDUCATION,2,,
RESEARCH IN DEVELOPMENTAL DISABILITIES,2,,Q1
RESEARCH IN ECONOMICS,4,,Q3
RESEARCH IN EDUCATION,4,,Q2
RESEARCH IN EDUCATION AND LEARNING INNOVATION ARCHIVES REALIA,4,,Q3
RESEARCH IN EDUCATIONAL ADMINISTRATION AND LEADERSHIP,4,,Q3
RESEARCH IN ENGINEERING DESIGN,3,,Q2
RESEARCH IN GERONTOLOGICAL NURSING,4,,Q2
RESEARCH IN GLOBALIZATION,,,Q1
RESEARCH IN HIGHER EDUCATION,3,,Q1
RESEARCH IN HUMAN DEVELOPMENT,4,,Q4
RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,2,Yes,Q1
RESEARCH IN LEARNING TECHNOLOGY,4,,Q2
RESEARCH IN MARINE SCIENCES,4,,Q4
RESEARCH IN MATHEMATICAL SCIENCES,3,,Q1
RESEARCH IN MATHEMATICS,4,,Q1
RESEARCH IN MATHEMATICS EDUCATION,4,,Q3
RESEARCH IN MICROBIOLOGY,3,,Q2
RESEARCH IN NONDESTRUCTIVE EVALUATION,4,,Q3
RESEARCH IN NUMBER THEORY,3,,Q2
RESEARCH IN NURSING AND HEALTH,3,,Q1
RESEARCH IN ORGANIZATIONAL BEHAVIOR,3,,Q1
RESEARCH IN PHARMACEUTICAL SCIENCES,4,,Q3
RESEARCH IN PHENOMENOLOGY,4,,
RESEARCH IN POST COMPULSORY EDUCATION,4,,Q3
RESEARCH IN PSYCHOTHERAPY PSYCHOPATHOLOGY PROCESS AND OUTCOME,3,,Q2
RESEARCH IN SCIENCE AND TECHNOLOGICAL EDUCATION,4,,Q2
RESEARCH IN SCIENCE EDUCATION,3,,Q1
RESEARCH IN SOCIAL AND ADMINISTRATIVE PHARMACY,2,,Q2
RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,1,Yes,Q2
RESEARCH IN SPORTS MEDICINE,4,,Q2
RESEARCH IN TEACHING OF ENGLISH,2,,Q2
RESEARCH IN TRANSPORTATION BUSINESS AND MANAGEMENT,2,,Q2
RESEARCH IN TRANSPORTATION ECONOMICS,2,,Q1
RESEARCH IN VETERINARY SCIENCE,3,,Q2
RESEARCH INTEGRITY AND PEER REVIEW,2,,Q1
RESEARCH JOURNAL OF BIOTECHNOLOGY,4,,Q4
RESEARCH JOURNAL OF PHARMACOGNOSY,4,,Q4
RESEARCH JOURNAL OF TEXTILE AND APPAREL,4,,Q2
RESEARCH ON AGING,4,,Q3
RESEARCH ON CHEMICAL INTERMEDIATES,3,,Q2
RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY,2,,Q2
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,1,Yes,Q1
RESEARCH ON SOCIAL WORK PRACTICE,3,,Q2
RESEARCH ON WORLD AGRICULTURAL ECONOMY,,,Q3
RESEARCH PAPERS IN EDUCATION,3,,Q2
RESEARCH POLICY,1,Yes,Q1
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,4,,Q3
RESEARCH REPORTS IN CLINICAL CARDIOLOGY,4,,Q4
RESEARCH STUDIES IN MUSIC EDUCATION,1,Yes,
RESEARCH SYNTHESIS METHODS,2,,Q1
RESEARCH TECHNOLOGY MANAGEMENT,4,,Q2
RESIDENTIAL TREATMENT FOR CHILDREN AND YOUTH,4,,Q3
RESONANCE JOURNAL OF SCIENCE EDUCATION,4,,Q4
RESONANCIAS,3,,
RESOURCE AND ENERGY ECONOMICS,3,,Q1
RESOURCE GEOLOGY,4,,Q3
RESOURCES BASEL,3,,Q2
RESOURCES CONSERVATION AND RECYCLING,1,Yes,Q1
RESOURCES CONSERVATION AND RECYCLING ADVANCES,3,,Q1
RESOURCES ENVIRONMENT AND SUSTAINABILITY,1,Yes,Q1
RESOURCES FOR AMERICAN LITERARY STUDY,4,,
RESPIRATION,3,,Q1
RESPIRATORY CARE,4,,Q3
RESPIRATORY INVESTIGATION,4,,Q3
RESPIRATORY MEDICINE,3,,Q2
RESPIRATORY MEDICINE AND RESEARCH,4,,Q3
RESPIRATORY MEDICINE CASE REPORTS,4,,Q4
RESPIRATORY PHYSIOLOGY AND NEUROBIOLOGY,4,,Q3
RESPIRATORY RESEARCH,2,,Q1
RESPIROLOGY,2,,Q1
RESPIROLOGY CASE REPORTS,4,,Q4
RESTAURATOR INTERNATIONAL JOURNAL FOR PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,4,,Q3
RESTORATION ECOLOGY,3,,Q2
RESTORATIVE DENTISTRY AND ENDODONTICS,,,Q3
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,4,,Q4
RESULTS IN APPLIED MATHEMATICS,4,,Q2
RESULTS IN CHEMISTRY,3,,Q2
RESULTS IN CONTROL AND OPTIMIZATION,,,Q1
RESULTS IN ENGINEERING,2,,Q1
RESULTS IN MATHEMATICS,3,,Q1
RESULTS IN OPTICS,,,Q2
RESULTS IN PHYSICS,2,,Q1
RESULTS IN SURFACES AND INTERFACES,,,Q2
RESUSCITATION,1,Yes,Q1
RESUSCITATION PLUS,3,,Q1
RETAIL AND MARKETING REVIEW,4,,Q4
RETHINKING HISTORY,2,,Q1
RETHINKING MARXISM A JOURNAL OF ECONOMICS CULTURE AND SOCIETY,4,,Q3
RETI MEDIEVALI RIVISTA,3,,
RETI SAPERI LINGUAGGI ITALIAN JOURNAL OF COGNITIVE SCIENCES,4,,
RETINA JOURNAL OF RETINAL AND VITREOUS DISEASES,3,,Q2
RETOS REVISTA DE CIENCIAS DE LA ADMINISTRACION Y ECONOMIA,4,,Q2
RETROVIROLOGY,4,,Q2
REUMATISMO,4,,Q4
REUMATOLOGIA,4,,Q3
REUMATOLOGIA CLINICA,4,,Q4
REUNIR REVISTA DE ADMINISTRACAO CONTABILIDADE E SUSTENTABILIDADE,4,,Q4
REV RENE,4,,Q4
REVELETEO REVISTA ELECTRONICA ESPACO TEOLOGICO,4,,
REVELL REVISTA DE ESTUDOS LITERARIOS DA UEMS,4,,
REVER REVISTA DE ESTUDOS DA RELIGIAO,4,,
REVESCO REVISTA DE ESTUDIOS COOPERATIVOS,4,,Q3
REVIEW AND EXPOSITOR,4,,
REVIEW JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,3,,Q2
REVIEW LITERATURE AND ARTS OF AMERICAS,4,,
REVIEW OF ACCOUNTING AND FINANCE,4,,Q2
REVIEW OF ACCOUNTING STUDIES,3,,Q1
REVIEW OF AFRICAN POLITICAL ECONOMY,4,,Q1
REVIEW OF AGRARIAN STUDIES,4,,Q4
REVIEW OF ASSET PRICING STUDIES,3,,Q3
REVIEW OF AUSTRIAN ECONOMICS,4,,Q4
REVIEW OF BEHAVIORAL ECONOMICS,4,,Q4
REVIEW OF BEHAVIORAL FINANCE,4,,Q3
REVIEW OF BUSINESS,4,,Q4
REVIEW OF CENTRAL AND EAST EUROPEAN LAW,4,,Q2
REVIEW OF COGNITIVE LINGUISTICS,3,,Q3
REVIEW OF COMMUNICATION RESEARCH,1,Yes,Q1
REVIEW OF CORPORATE FINANCE STUDIES,4,,Q2
REVIEW OF DERIVATIVES RESEARCH,4,,Q3
REVIEW OF DEVELOPMENT ECONOMICS,3,,Q2
REVIEW OF DEVELOPMENT FINANCE,4,,Q4
REVIEW OF ECONOMIC ANALYSIS,4,,Q4
REVIEW OF ECONOMIC DESIGN,4,,Q4
REVIEW OF ECONOMIC DYNAMICS,3,,Q2
REVIEW OF ECONOMIC PERSPECTIVES,4,,Q3
REVIEW OF ECONOMIC STUDIES,1,Yes,Q1
REVIEW OF ECONOMICS AND POLITICAL SCIENCE,4,,Q1
REVIEW OF ECONOMICS AND STATISTICS,1,Yes,Q1
REVIEW OF ECONOMICS OF HOUSEHOLD,3,,Q2
REVIEW OF EDUCATION,3,,Q1
REVIEW OF EDUCATION PEDAGOGY AND CULTURAL STUDIES,4,,Q3
REVIEW OF EDUCATIONAL RESEARCH,1,Yes,Q1
REVIEW OF ENGLISH STUDIES,3,,
REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,2,,Q1
REVIEW OF EUROPEAN AND COMPARATIVE LAW,4,,Q3
REVIEW OF EUROPEAN COMPARATIVE AND INTERNATIONAL ENVIRONMENTAL LAW,3,,Q1
REVIEW OF FAITH AND INTERNATIONAL AFFAIRS,3,,
REVIEW OF FINANCE,2,,Q1
REVIEW OF FINANCIAL ECONOMICS,4,,Q3
REVIEW OF FINANCIAL STUDIES,1,Yes,Q1
REVIEW OF GENERAL PSYCHOLOGY,2,,Q1
REVIEW OF HIGHER EDUCATION,2,,Q1
REVIEW OF INCOME AND WEALTH,3,,Q2
REVIEW OF INDUSTRIAL ORGANIZATION,4,,Q3
REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,4,,Q2
REVIEW OF INTERNATIONAL ECONOMICS,4,,Q3
REVIEW OF INTERNATIONAL ORGANIZATIONS,1,Yes,Q1
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,2,,Q1
REVIEW OF INTERNATIONAL STUDIES,1,Yes,Q1
REVIEW OF KEYNESIAN ECONOMICS,3,,Q1
REVIEW OF KOREAN STUDIES,4,,
REVIEW OF LAW AND ECONOMICS,4,,Q3
REVIEW OF MANAGERIAL SCIENCE,2,,Q1
REVIEW OF METAPHYSICS,4,,
REVIEW OF MIDDLE EAST STUDIES,4,,Q4
REVIEW OF NETWORK ECONOMICS,4,,Q4
REVIEW OF PACIFIC BASIN FINANCIAL MARKETS AND POLICIES,4,,Q4
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,3,,Q2
REVIEW OF PHILOSOPHY AND PSYCHOLOGY,3,,Q2
REVIEW OF POLICY RESEARCH,4,,Q1
REVIEW OF POLITICAL ECONOMY,3,,Q2
REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,2,,Q1
REVIEW OF QUANTITATIVE FINANCE AND ACCOUNTING,4,,Q2
REVIEW OF RABBINIC JUDAISM,4,,
REVIEW OF RADICAL POLITICAL ECONOMICS,3,,Q3
REVIEW OF REGIONAL RESEARCH JAHRBUCH FUR REGIONALWISSENSCHAFT,3,,Q2
REVIEW OF REGIONAL STUDIES,4,,Q4
REVIEW OF RELIGION AND CHINESE SOCIETY,2,,
REVIEW OF RELIGIOUS RESEARCH,2,,Q2
REVIEW OF RESEARCH IN EDUCATION,2,,Q1
REVIEW OF SCIENTIFIC INSTRUMENTS,4,,Q3
REVIEW OF SOCIAL ECONOMY,3,,Q3
REVIEW OF SOCIONETWORK STRATEGIES,4,,Q4
REVIEW OF SYMBOLIC LOGIC,2,,Q1
REVIEW OF WORLD ECONOMICS,3,,Q3
REVIEWS AND RESEARCH IN MEDICAL MICROBIOLOGY,4,,Q4
REVIEWS IN AMERICAN HISTORY,4,,Q1
REVIEWS IN ANALYTICAL CHEMISTRY,3,,Q2
REVIEWS IN ANTHROPOLOGY,,,Q4
REVIEWS IN AQUACULTURE,1,Yes,Q1
REVIEWS IN CARDIOVASCULAR MEDICINE,3,,Q3
REVIEWS IN CHEMICAL ENGINEERING,3,,Q1
REVIEWS IN ENDOCRINE AND METABOLIC DISORDERS,2,,Q1
