Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
JOURNAL OF AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,1,Yes,Q1
JOURNAL OF AMERICAN SOCIETY OF NEPHROLOGY,1,Yes,Q1
JOURNAL OF ANALYSIS AND TESTING,1,Yes,Q1
JOURNAL OF ANIMAL SCIENCE AND BIOTECHNOLOGY,1,Yes,Q1
JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY,1,Yes,Q1
JOURNAL OF APPLIED BEHAVIOR ANALYSIS,1,Yes,Q1
JOURNAL OF APPLIED ECOLOGY,1,Yes,Q1
JOURNAL OF APPLIED PSYCHOLOGY,1,Yes,Q1
JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY,1,Yes,Q1
JOURNAL OF ARCHAEOLOGICAL RESEARCH,1,Yes,Q1
JOURNAL OF ARCHAEOLOGICAL SCIENCE,1,Yes,Q1
JOURNAL OF AUTOIMMUNITY,1,Yes,Q1
JOURNAL OF BIOMEDICAL SCIENCE,1,Yes,Q1
JOURNAL OF BIORESOURCES AND BIOPRODUCTS,1,Yes,Q1
JOURNAL OF BONE AND JOINT SURGERY AMERICAN VOLUME,1,Yes,Q1
JOURNAL OF BONE AND MINERAL RESEARCH,1,Yes,Q1
JOURNAL OF BRITISH STUDIES,1,Yes,Q1
JOURNAL OF BUSINESS ETHICS,1,Yes,Q1
JOURNAL OF BUSINESS RESEARCH,1,Yes,Q1
JOURNAL OF BUSINESS VENTURING,1,Yes,Q1
JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE,1,Yes,Q1
JOURNAL OF CATALYSIS,1,Yes,Q1
JOURNAL OF CELL BIOLOGY,1,Yes,Q1
JOURNAL OF CHEMICAL THEORY AND COMPUTATION,1,Yes,Q1
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,1,Yes,Q1
JOURNAL OF CHINESE POLITICAL SCIENCE,1,Yes,Q1
JOURNAL OF CLEANER PRODUCTION,1,Yes,Q1
JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,1,Yes,Q1
JOURNAL OF CLINICAL INVESTIGATION,1,Yes,Q1
JOURNAL OF CLINICAL ONCOLOGY,1,Yes,Q1
JOURNAL OF CLINICAL PERIODONTOLOGY,1,Yes,Q1
JOURNAL OF COLLOID AND INTERFACE SCIENCE,1,Yes,Q1
JOURNAL OF COMBINATORIAL THEORY SERIES B,1,Yes,Q1
JOURNAL OF COMMUNICATION,1,Yes,Q1
JOURNAL OF COMPUTER ASSISTED LEARNING,1,Yes,Q1
JOURNAL OF COMPUTER MEDIATED COMMUNICATION,1,Yes,Q1
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,1,Yes,Q1
JOURNAL OF CONTROLLED RELEASE,1,Yes,Q1
JOURNAL OF CORPORATE FINANCE,1,Yes,Q1
JOURNAL OF COUNSELING PSYCHOLOGY,1,Yes,Q1
JOURNAL OF DAIRY SCIENCE,1,Yes,Q1
JOURNAL OF DEMOCRACY,1,Yes,Q1
JOURNAL OF DENTAL RESEARCH,1,Yes,Q1
JOURNAL OF DESTINATION MARKETING AND MANAGEMENT,1,Yes,Q1
JOURNAL OF DEVELOPMENT ECONOMICS,1,Yes,Q1
JOURNAL OF DIFFERENTIAL EQUATIONS,1,Yes,Q1
JOURNAL OF DIFFERENTIAL GEOMETRY,1,Yes,Q1
JOURNAL OF EARLY REPUBLIC,1,Yes,Q1
JOURNAL OF EARTH SCIENCE,1,Yes,Q1
JOURNAL OF ECOLOGY,1,Yes,Q1
JOURNAL OF ECONOMIC AND SOCIAL HISTORY OF ORIENT,1,Yes,Q1
JOURNAL OF ECONOMIC HISTORY,1,Yes,Q1
JOURNAL OF ECONOMIC LITERATURE,1,Yes,Q1
JOURNAL OF ECONOMIC PERSPECTIVES,1,Yes,Q1
JOURNAL OF EDUCATION POLICY,1,Yes,Q1
JOURNAL OF EDUCATIONAL PSYCHOLOGY,1,Yes,Q1
JOURNAL OF ENERGY CHEMISTRY,1,Yes,Q1
JOURNAL OF ENGLISH FOR ACADEMIC PURPOSES,1,Yes,Q1
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,1,Yes,Q1
JOURNAL OF EUROPEAN INTEGRATION,1,Yes,Q1
JOURNAL OF EUROPEAN MATHEMATICAL SOCIETY,1,Yes,Q1
JOURNAL OF EUROPEAN PUBLIC POLICY,1,Yes,Q1
JOURNAL OF EUROPEAN SOCIAL POLICY,1,Yes,Q1
JOURNAL OF EXPERIMENTAL AND CLINICAL CANCER RESEARCH,1,Yes,Q1
JOURNAL OF EXPERIMENTAL MEDICINE,1,Yes,Q1
JOURNAL OF EXPERIMENTAL PSYCHOLOGY GENERAL,1,Yes,Q1
JOURNAL OF EXTRACELLULAR VESICLES,1,Yes,Q1
JOURNAL OF FAMILY BUSINESS STRATEGY,1,Yes,Q1
JOURNAL OF FINANCE,1,Yes,Q1
JOURNAL OF FINANCIAL ECONOMICS,1,Yes,Q1
JOURNAL OF FORESTRY RESEARCH,1,Yes,Q1
JOURNAL OF FUNCTIONAL ANALYSIS,1,Yes,Q1
JOURNAL OF FUTURE FOODS,1,Yes,Q1
JOURNAL OF GASTROENTEROLOGY,1,Yes,Q1
JOURNAL OF GENETICS AND GENOMICS,1,Yes,Q1
JOURNAL OF GEOVISUALIZATION AND SPATIAL ANALYSIS,1,Yes,Q1
JOURNAL OF GLOBAL HISTORY,1,Yes,Q1
JOURNAL OF HAZARDOUS MATERIALS,1,Yes,Q1
JOURNAL OF HEADACHE AND PAIN,1,Yes,Q1
JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,1,Yes,Q1
JOURNAL OF HEART AND LUNG TRANSPLANTATION,1,Yes,Q1
JOURNAL OF HEMATOLOGY AND ONCOLOGY,1,Yes,Q1
JOURNAL OF HEPATOLOGY,1,Yes,Q1
JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT,1,Yes,Q1
JOURNAL OF HOSPITALITY MARKETING AND MANAGEMENT,1,Yes,Q1
JOURNAL OF HUMAN EVOLUTION,1,Yes,Q1
JOURNAL OF HUMAN RESOURCES,1,Yes,Q1
JOURNAL OF HYDROLOGY,1,Yes,Q1
JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,1,Yes,Q1
JOURNAL OF INNOVATION AND KNOWLEDGE,1,Yes,Q1
JOURNAL OF INTEGRATIVE AGRICULTURE,1,Yes,Q1
JOURNAL OF INTEGRATIVE PLANT BIOLOGY,1,Yes,Q1
JOURNAL OF INTERNAL MEDICINE,1,Yes,Q1
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,1,Yes,Q1
JOURNAL OF INTERNATIONAL ECONOMICS,1,Yes,Q1
JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT AND ACCOUNTING,1,Yes,Q1
JOURNAL OF INTERNATIONAL MANAGEMENT,1,Yes,Q1
JOURNAL OF LABOR ECONOMICS,1,Yes,Q1
JOURNAL OF MAGNESIUM AND ALLOYS,1,Yes,Q1
JOURNAL OF MANAGEMENT,1,Yes,Q1
JOURNAL OF MANAGEMENT IN ENGINEERING,1,Yes,Q1
JOURNAL OF MANAGEMENT STUDIES,1,Yes,Q1
JOURNAL OF MANUFACTURING PROCESSES,1,Yes,Q1
JOURNAL OF MANUFACTURING SYSTEMS,1,Yes,Q1
JOURNAL OF MANUFACTURING TECHNOLOGY MANAGEMENT,1,Yes,Q1
JOURNAL OF MARKETING,1,Yes,Q1
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,1,Yes,Q1
JOURNAL OF MATERIALS SCIENCE AND TECHNOLOGY,1,Yes,Q1
JOURNAL OF MATHEMATICAL LOGIC,1,Yes,Q1
JOURNAL OF MEDICINAL CHEMISTRY,1,Yes,Q1
JOURNAL OF MEMBRANE SCIENCE,1,Yes,Q1
JOURNAL OF MIXED METHODS RESEARCH,1,Yes,Q1
JOURNAL OF MODERN HISTORY,1,Yes,Q1
JOURNAL OF MONETARY ECONOMICS,1,Yes,Q1
JOURNAL OF MULTILINGUAL AND MULTICULTURAL DEVELOPMENT,1,Yes,Q1
JOURNAL OF NANOBIOTECHNOLOGY,1,Yes,Q1
JOURNAL OF NEUROENGINEERING AND REHABILITATION,1,Yes,Q1
JOURNAL OF NEUROINFLAMMATION,1,Yes,Q1
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,1,Yes,Q1
JOURNAL OF NEW APPROACHES IN EDUCATIONAL RESEARCH,1,Yes,Q1
JOURNAL OF NUCLEAR MEDICINE,1,Yes,Q1
JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,1,Yes,Q1
JOURNAL OF OCEAN ENGINEERING AND SCIENCE,1,Yes,Q1
JOURNAL OF ORGANIZATIONAL BEHAVIOR,1,Yes,Q1
JOURNAL OF ORTHOPAEDIC TRANSLATION,1,Yes,Q1
JOURNAL OF PALEOLITHIC ARCHAEOLOGY,1,Yes,Q1
JOURNAL OF PEACE RESEARCH,1,Yes,Q1
JOURNAL OF PEASANT STUDIES,1,Yes,Q1
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,1,Yes,Q1
JOURNAL OF PEST SCIENCE,1,Yes,Q1
JOURNAL OF PHARMACEUTICAL ANALYSIS,1,Yes,Q1
JOURNAL OF PHONETICS,1,Yes,Q1
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C PHOTOCHEMISTRY REVIEWS,1,Yes,Q1
JOURNAL OF PHYSIOTHERAPY,1,Yes,Q1
JOURNAL OF PINEAL RESEARCH,1,Yes,Q1
JOURNAL OF PLANT ECOLOGY,1,Yes,Q1
JOURNAL OF POLITICAL ECONOMY,1,Yes,Q1
JOURNAL OF POLITICS,1,Yes,Q1
JOURNAL OF PRAGMATICS,1,Yes,Q1
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,1,Yes,Q1
JOURNAL OF PSYCHOPATHOLOGY AND CLINICAL SCIENCE,1,Yes,Q1
JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,1,Yes,Q1
JOURNAL OF PUBLIC ECONOMICS,1,Yes,Q1
JOURNAL OF PUBLIC RELATIONS RESEARCH,1,Yes,Q1
JOURNAL OF RARE EARTHS,1,Yes,Q1
JOURNAL OF REMOTE SENSING,1,Yes,Q1
JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,1,Yes,Q1
JOURNAL OF RESEARCH IN SCIENCE TEACHING,1,Yes,Q1
JOURNAL OF RESPONSIBLE INNOVATION,1,Yes,Q1
JOURNAL OF RETAILING AND CONSUMER SERVICES,1,Yes,Q1
JOURNAL OF ROCK MECHANICS AND GEOTECHNICAL ENGINEERING,1,Yes,Q1
JOURNAL OF ROYAL STATISTICAL SOCIETY SERIES B STATISTICAL METHODOLOGY,1,Yes,Q1
JOURNAL OF RURAL STUDIES,1,Yes,Q1
JOURNAL OF SCHOOL PSYCHOLOGY,1,Yes,Q1
JOURNAL OF SECOND LANGUAGE WRITING,1,Yes,Q1
JOURNAL OF SOCIAL ISSUES,1,Yes,Q1
JOURNAL OF SPORT AND HEALTH SCIENCE,1,Yes,Q1
JOURNAL OF STRATEGIC INFORMATION SYSTEMS,1,Yes,Q1
JOURNAL OF STROKE,1,Yes,Q1
JOURNAL OF TEACHER EDUCATION,1,Yes,Q1
JOURNAL OF THORACIC ONCOLOGY,1,Yes,Q1
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1,Yes,Q1
JOURNAL OF TRANSPORT GEOGRAPHY,1,Yes,Q1
JOURNAL OF TRAVEL AND TOURISM MARKETING,1,Yes,Q1
JOURNAL OF TRAVEL RESEARCH,1,Yes,Q1
JOURNAL OF URBAN ECONOMICS,1,Yes,Q1
JOURNAL OF VOCATIONAL BEHAVIOR,1,Yes,Q1
JOURNAL OF WORLD BUSINESS,1,Yes,Q1
JOURNAL OF WORLD PREHISTORY,1,Yes,Q1
JOURNAL OF YOUTH AND ADOLESCENCE,1,Yes,Q1
JOURNALISM AND MASS COMMUNICATION QUARTERLY,1,Yes,Q1
JOURNALISM STUDIES,1,Yes,Q1
JAPANESE DENTAL SCIENCE REVIEW,2,,Q1
JARO JOURNAL OF ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,2,,Q1
JCO ONCOLOGY PRACTICE,2,,Q1
JCO PRECISION ONCOLOGY,2,,Q1
JMIR AGING,2,,Q1
JMIR MENTAL HEALTH,2,,Q1
JMIR MHEALTH AND UHEALTH,2,Yes,Q1
JMIR SERIOUS GAMES,2,,Q1
JOURNAL DE L ECOLE POLYTECHNIQUE MATHEMATIQUES,2,,Q1
JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT,2,,Q1
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION,2,,Q1
JOURNAL OF ACADEMY OF MARKETING SCIENCE,2,Yes,Q1
JOURNAL OF ADDICTION MEDICINE,2,,Q1
JOURNAL OF ADOLESCENT HEALTH,2,,Q1
JOURNAL OF ADVANCED NURSING,2,,Q1
JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS,2,,Q1
JOURNAL OF AFFECTIVE DISORDERS,2,Yes,Q1
JOURNAL OF AGRARIAN CHANGE,2,,Q1
JOURNAL OF AGRICULTURAL ECONOMICS,2,,Q1
JOURNAL OF AGRICULTURE AND FOOD RESEARCH,2,Yes,Q1
JOURNAL OF AGRONOMY AND CROP SCIENCE,2,,Q1
JOURNAL OF ALLOYS AND COMPOUNDS,2,,Q1
JOURNAL OF AMERICAN COLLEGE OF RADIOLOGY,2,,Q1
JOURNAL OF AMERICAN COLLEGE OF SURGEONS,2,,Q1
JOURNAL OF AMERICAN GERIATRICS SOCIETY,2,,Q1
JOURNAL OF AMERICAN HISTORY,2,,Q1
JOURNAL OF AMERICAN MEDICAL INFORMATICS ASSOCIATION,2,,Q1
JOURNAL OF AMERICAN PLANNING ASSOCIATION,2,,Q1
JOURNAL OF AMERICAN STATISTICAL ASSOCIATION,2,Yes,Q1
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,2,Yes,Q1
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,2,,Q1
JOURNAL OF ANCIENT NEAR EASTERN HISTORY,2,,Q1
JOURNAL OF ANIMAL ECOLOGY,2,Yes,Q1
JOURNAL OF ANIMAL SCIENCE,2,,Q1
JOURNAL OF ANXIETY DISORDERS,2,,Q1
JOURNAL OF APPLIED MATHEMATICS AND COMPUTING,2,,Q1
JOURNAL OF APPLIED PHYSIOLOGY,2,,Q1
JOURNAL OF APPLIED RESEARCH ON MEDICINAL AND AROMATIC PLANTS,2,,Q1
JOURNAL OF APPLIED SPORT PSYCHOLOGY,2,,Q1
JOURNAL OF ARTHROPLASTY,2,Yes,Q1
JOURNAL OF ASIAN ECONOMICS,2,,Q1
JOURNAL OF BANKING AND FINANCE,2,,Q1
JOURNAL OF BEHAVIORAL ADDICTIONS,2,,Q1
JOURNAL OF BIG DATA,2,,Q1
JOURNAL OF BIOGEOGRAPHY,2,,Q1
JOURNAL OF BIOLOGICAL ENGINEERING,2,,Q1
JOURNAL OF BUILDING ENGINEERING,2,Yes,Q1
JOURNAL OF BUSINESS AND ECONOMIC STATISTICS,2,,Q1
JOURNAL OF BUSINESS AND PSYCHOLOGY,2,,Q1
JOURNAL OF BUSINESS LOGISTICS,2,,Q1
JOURNAL OF CANCER SURVIVORSHIP,2,,Q1
JOURNAL OF CARDIAC FAILURE,2,,Q1
JOURNAL OF CARDIOVASCULAR COMPUTED TOMOGRAPHY,2,,Q1
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,2,,Q1
JOURNAL OF CENTRAL SOUTH UNIVERSITY,2,,Q1
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,2,,Q1
JOURNAL OF CHEMICAL INFORMATION AND MODELING,2,Yes,Q1
JOURNAL OF CHEMINFORMATICS,2,,Q1
JOURNAL OF CHILD LANGUAGE,2,,Q1
JOURNAL OF CHROMATOGRAPHY A,2,Yes,Q1
JOURNAL OF CIVIL WAR ERA,2,,Q1
JOURNAL OF CLINICAL ANESTHESIA,2,,Q1
JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,2,Yes,Q1
JOURNAL OF CLINICAL EPIDEMIOLOGY,2,Yes,Q1
JOURNAL OF CLINICAL IMMUNOLOGY,2,,Q1
JOURNAL OF CLINICAL MICROBIOLOGY,2,,Q1
JOURNAL OF CLINICAL PSYCHIATRY,2,,Q1
JOURNAL OF CO2 UTILIZATION,2,,Q1
JOURNAL OF COLD WAR STUDIES,2,,Q1
JOURNAL OF COMPARATIVE ECONOMICS,2,,Q1
JOURNAL OF COMPETITIVENESS,2,,Q1
JOURNAL OF COMPLEXITY,2,,Q1
JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,2,,Q1
JOURNAL OF COMPUTATIONAL DESIGN AND ENGINEERING,2,,Q1
JOURNAL OF COMPUTATIONAL PHYSICS,2,Yes,Q1
JOURNAL OF COMPUTERS IN EDUCATION,2,,Q1
JOURNAL OF COMPUTING IN CIVIL ENGINEERING,2,,Q1
JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,2,,Q1
JOURNAL OF CONSTRUCTIONAL STEEL RESEARCH,2,,Q1
JOURNAL OF CONSUMER RESEARCH,2,Yes,Q1
JOURNAL OF CONTEMPORARY ASIA,2,,Q1
JOURNAL OF CONTEMPORARY CHINA,2,,Q1
JOURNAL OF CONTEMPORARY EAST ASIA STUDIES,2,,Q1
JOURNAL OF CONTEMPORARY HISTORY,2,,Q1
JOURNAL OF CONTEXTUAL BEHAVIORAL SCIENCE,2,,Q1
JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,2,,Q1
JOURNAL OF CRIMINAL JUSTICE,2,,Q1
JOURNAL OF CRITICAL REALISM,2,,Q1
JOURNAL OF CROHNS AND COLITIS,2,Yes,Q1
JOURNAL OF CULTURAL HERITAGE,2,,Q1
JOURNAL OF CURRENT SOUTHEAST ASIAN AFFAIRS,2,,Q1
JOURNAL OF CYSTIC FIBROSIS,2,,Q1
JOURNAL OF DENTISTRY,2,Yes,Q1
JOURNAL OF EARLY MODERN HISTORY,2,,Q1
JOURNAL OF EATING DISORDERS,2,,Q1
JOURNAL OF ECONOMETRICS,2,,Q1
JOURNAL OF ECONOMIC ENTOMOLOGY,2,,Q1
JOURNAL OF ECONOMIC GEOGRAPHY,2,,Q1
JOURNAL OF ECONOMIC GROWTH,2,,Q1
JOURNAL OF ECONOMIC POLICY REFORM,2,,Q1
JOURNAL OF ECONOMIC SURVEYS,2,,Q1
JOURNAL OF EDUCATIONAL CHANGE,2,,Q1
JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,2,,Q1
JOURNAL OF ENDODONTICS,2,,Q1
JOURNAL OF ENERGY STORAGE,2,,Q1
JOURNAL OF ENGINEERING DESIGN,2,,Q1
JOURNAL OF ENGINEERING EDUCATION,2,,Q1
JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,2,,Q1
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,2,,Q1
JOURNAL OF ENVIRONMENTAL INFORMATICS,2,,Q1
JOURNAL OF ENVIRONMENTAL MANAGEMENT,2,Yes,Q1
JOURNAL OF ENVIRONMENTAL SCIENCES,2,,Q1
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,2,,Q1
JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,2,,Q1
JOURNAL OF ETHNIC AND MIGRATION STUDIES,2,Yes,Q1
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,2,,Q1
JOURNAL OF ETHNOPHARMACOLOGY,2,,Q1
JOURNAL OF EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,2,Yes,Q1
JOURNAL OF EUROPEAN CERAMIC SOCIETY,2,,Q1
JOURNAL OF EUROPEAN ECONOMIC ASSOCIATION,2,Yes,Q1
JOURNAL OF EVIDENCE BASED MEDICINE,2,,Q1
JOURNAL OF EXPERIMENTAL BIOLOGY,2,,Q1
JOURNAL OF EXPERIMENTAL BOTANY,2,Yes,Q1
JOURNAL OF EXPERIMENTAL CRIMINOLOGY,2,,Q1
JOURNAL OF EXPERIMENTAL POLITICAL SCIENCE,2,,Q1
JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,2,,Q1
JOURNAL OF FAMILY NURSING,2,,Q1
JOURNAL OF FAMILY THEORY AND REVIEW,2,,Q1
JOURNAL OF FELINE MEDICINE AND SURGERY,2,,Q1
JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,2,,Q1
JOURNAL OF FINANCIAL INTERMEDIATION,2,,Q1
JOURNAL OF FINANCIAL STABILITY,2,Yes,Q1
JOURNAL OF FLUID MECHANICS,2,,Q1
JOURNAL OF FLUIDS AND STRUCTURES,2,,Q1
JOURNAL OF FOOD ENGINEERING,2,Yes,Q1
JOURNAL OF FUNGI,2,,Q1
JOURNAL OF GENERAL INTERNAL MEDICINE,2,,Q1
JOURNAL OF GENOCIDE RESEARCH,2,,Q1
JOURNAL OF GEODESY,2,,Q1
JOURNAL OF GEOGRAPHICAL SCIENCES,2,,Q1
JOURNAL OF GEOGRAPHICAL SYSTEMS,2,,Q1
JOURNAL OF GEOMETRIC ANALYSIS,2,,Q1
JOURNAL OF GEOPHYSICAL RESEARCH EARTH SURFACE,2,,Q1
JOURNAL OF GEOPHYSICAL RESEARCH OCEANS,2,,Q1
JOURNAL OF GEOPHYSICAL RESEARCH PLANETS,2,,Q1
JOURNAL OF GEOPHYSICAL RESEARCH SOLID EARTH,2,Yes,Q1
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,2,,Q1
JOURNAL OF GINSENG RESEARCH,2,,Q1
JOURNAL OF GLOBAL SLAVERY,2,,Q1
JOURNAL OF GYNECOLOGIC ONCOLOGY,2,,Q1
JOURNAL OF HAPPINESS STUDIES,2,,Q1
JOURNAL OF HEALTH ECONOMICS,2,,Q1
JOURNAL OF HEALTH POLITICS POLICY AND LAW,2,,Q1
JOURNAL OF HEALTHCARE LEADERSHIP,2,,Q1
JOURNAL OF HIGH ENERGY PHYSICS,2,Yes,Q1
JOURNAL OF HIGHER EDUCATION POLICY AND MANAGEMENT,2,,Q1
JOURNAL OF HISTORICAL GEOGRAPHY,2,Yes,Q1
JOURNAL OF HISTORY OF ECONOMIC THOUGHT,2,,Q1
JOURNAL OF HOSPITALITY LEISURE SPORT AND TOURISM EDUCATION,2,Yes,Q1
JOURNAL OF HYDROLOGY REGIONAL STUDIES,2,Yes,Q1
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,2,Yes,Q1
JOURNAL OF INFECTION,2,,Q1
JOURNAL OF INFECTIOUS DISEASES,2,,Q1
JOURNAL OF INFORMATION TECHNOLOGY AND POLITICS,2,,Q1
JOURNAL OF INFORMETRICS,2,,Q1
JOURNAL OF INSECT PHYSIOLOGY,2,,Q1
JOURNAL OF INSTITUTIONAL ECONOMICS,2,,Q1
JOURNAL OF INTEGRATIVE MEDICINE JIM,2,,Q1
JOURNAL OF INTELLECTUAL CAPITAL,2,,Q1
JOURNAL OF INTELLIGENT MANUFACTURING,2,,Q1
JOURNAL OF INTENSIVE CARE,2,,Q1
JOURNAL OF INTERACTIVE MARKETING,2,,Q1
JOURNAL OF INTERNATIONAL AIDS SOCIETY,2,Yes,Q1
JOURNAL OF INTERNATIONAL CRIMINAL JUSTICE,2,,Q1
JOURNAL OF INTERNATIONAL ECONOMIC LAW,2,,Q1
JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS AND MONEY,2,,Q1
JOURNAL OF INTERNATIONAL RELATIONS AND DEVELOPMENT,2,,Q1
JOURNAL OF INTERNATIONAL SOCIETY OF SPORTS NUTRITION,2,,Q1
JOURNAL OF INTERVENTION AND STATEBUILDING,2,,Q1
JOURNAL OF INVERTEBRATE PATHOLOGY,2,,Q1
JOURNAL OF INVESTIGATIVE DERMATOLOGY,2,,Q1
JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,2,,Q1
JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,2,,Q1
JOURNAL OF KNOWLEDGE MANAGEMENT,2,Yes,Q1
JOURNAL OF LANGUAGE AND SEXUALITY,2,,Q1
JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,2,,Q1
JOURNAL OF LAW AND BIOSCIENCES,2,,Q1
JOURNAL OF LEARNING DISABILITIES,2,,Q1
JOURNAL OF LEARNING SCIENCES,2,,Q1
JOURNAL OF LEGAL ANALYSIS,2,,Q1
JOURNAL OF LIGHTWAVE TECHNOLOGY,2,Yes,Q1
JOURNAL OF LONDON MATHEMATICAL SOCIETY SECOND SERIES,2,,Q1
