Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
ZEITSCHRIFT FUR EVANGELISCHE ETHIK,4,,
ZEITSCHRIFT FUR EVIDENZ FORTBILDUNG UND QUALITAET IM GESUNDHEITSWESEN,4,,Q3
ZEITSCHRIFT FUR FRANZOSISCHE SPRACHE UND LITERATUR,4,,
ZEITSCHRIFT FUR GASTROENTEROLOGIE,4,,Q3
ZEITSCHRIFT FUR GEBURTSHILFE UND NEONATOLOGIE,4,,Q4
ZEITSCHRIFT FUR GEOMORPHOLOGIE,4,,Q3
ZEITSCHRIFT FUR GERMANISTIK,4,,
ZEITSCHRIFT FUR GERMANISTISCHE LINGUISTIK,4,,
ZEITSCHRIFT FUR GERONTOLOGIE UND GERIATRIE,4,,Q4
ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT,4,,Q3
ZEITSCHRIFT FUR HERZ THORAX UND GEFASSCHIRURGIE,4,,Q4
ZEITSCHRIFT FUR HISTORISCHE FORSCHUNG,4,,Q2
ZEITSCHRIFT FUR INTERKULTURELLE GERMANISTIK,4,,Q4
ZEITSCHRIFT FUR KATALANISTIK,4,,
ZEITSCHRIFT FUR KINDER UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,4,,Q4
ZEITSCHRIFT FUR KLINISCHE PSYCHOLOGIE UND PSYCHOTHERAPIE,4,,Q4
ZEITSCHRIFT FUR KRISTALLOGRAPHIE CRYSTALLINE MATERIALS,4,,Q2
ZEITSCHRIFT FUR KRISTALLOGRAPHIE NEW CRYSTAL STRUCTURES,4,,Q4
ZEITSCHRIFT FUR KUNSTGESCHICHTE,3,,
ZEITSCHRIFT FUR MEDIZINISCHE PHYSIK,4,,Q1
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A A JOURNAL OF PHYSICAL SCIENCES,4,,Q3
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B A JOURNAL OF CHEMICAL SCIENCES,4,,Q4
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C A JOURNAL OF BIOSCIENCES,4,,Q3
ZEITSCHRIFT FUR NEUROPSYCHOLOGIE,4,,Q4
ZEITSCHRIFT FUR ORTHOPADIE UND UNFALLCHIRURGIE,4,,Q4
ZEITSCHRIFT FUR PADAGOGIK,4,,Q4
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,4,,Q4
ZEITSCHRIFT FUR PALLIATIVMEDIZIN,4,,Q4
ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG,4,,
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY AND CHEMICAL PHYSICS,4,,Q3
ZEITSCHRIFT FUR PNEUMOLOGIE,4,,Q4
ZEITSCHRIFT FUR PSYCHOLOGIE JOURNAL OF PSYCHOLOGY,3,,Q2
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,4,,Q1
ZEITSCHRIFT FUR RELIGIONS UND GEISTESGESCHICHTE,4,,
ZEITSCHRIFT FUR RHEUMATOLOGIE,4,,Q4
ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE,3,,
ZEITSCHRIFT FUR SEMIOTIK,,,
ZEITSCHRIFT FUR SEXUALFORSCHUNG,4,,Q3
ZEITSCHRIFT FUR SLAVISCHE PHILOLOGIE,3,,
ZEITSCHRIFT FUR SLAWISTIK,3,,
ZEITSCHRIFT FUR SOZIOLOGIE,4,,Q3
ZEITSCHRIFT FUR SOZIOLOGIE DER ERZIEHUNG UND SOZIALISATION,4,,Q4
ZEITSCHRIFT FUR SPORTPSYCHOLOGIE,4,,Q4
ZEITSCHRIFT FUR SPRACHWISSENSCHAFT,2,,Q3
ZEITSCHRIFT FUR THEOLOGIE UND KIRCHE,4,,
ZEITSCHRIFT FUR TOURISMUSWISSENSCHAFT,4,,Q4
ZEITSCHRIFT FUR VERGLEICHENDE POLITIKWISSENSCHAFT,4,,Q3
ZEMDIRBYSTE AGRICULTURE,4,,Q4
ZENTRALBLATT FUR ARBEITSMEDIZIN ARBEITSSCHUTZ UND ERGONOMIE,4,,Q4
ZENTRALBLATT FUR CHIRURGIE,4,,Q4
ZEPHYRUS REVISTA DE PREHISTORIA Y ARQUEOLOGIA,4,,
ZFW ADVANCES IN ECONOMIC GEOGRAPHY,3,,Q2
ZHURNAL FRONTIRNYKH ISSLEDOVANII JOURNAL OF FRONTIER STUDIES,4,,
ZHURNAL NOVAYA EKONOMICHESKAYA ASSOTSIATSIYA JOURNAL OF NEW ECONOMIC ASSOCIATION,4,,Q4
ZHURNAL OBSHCHEI BIOLOGII,4,,Q4
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,4,,Q4
ZIBALDONE ESTUDIOS ITALIANOS,,,
ZIBALDONE ESTUDIOS ITALIANOS DE LA TORRE DEL VIRREY,3,,
ZIVOT UMJETNOSTI,4,,
ZKG INTERNATIONAL,4,,Q4
ZOGRAF,4,,
ZOLOTOORDYNSKOE OBOZRENIE GOLDEN HORDE REVIEW,3,,Q2
ZONA PROXIMA,4,,Q4
ZOO BIOLOGY,4,,Q2
ZOOKEYS,3,,Q2
ZOOLOGIA,4,,Q1
ZOOLOGICA SCRIPTA,2,,Q1
ZOOLOGICAL JOURNAL OF LINNEAN SOCIETY,2,Yes,Q1
ZOOLOGICAL LETTERS,3,,Q1
ZOOLOGICAL RESEARCH,1,Yes,Q1
ZOOLOGICAL SCIENCE,4,,Q3
ZOOLOGICAL STUDIES,4,,Q2
ZOOLOGICHESKY ZHURNAL,4,,Q4
ZOOLOGISCHER ANZEIGER,3,,Q2
ZOOLOGY,3,,Q2
ZOOLOGY IN MIDDLE EAST,4,,Q4
ZOOMORPHOLOGY,4,,Q3
ZOONOSES AND PUBLIC HEALTH,2,,Q1
ZOOSYSTEMA,4,,Q2
ZOOSYSTEMATICS AND EVOLUTION,2,,Q3
ZOOTAXA,4,,Q3
ZUCHTUNGSKUNDE,4,,Q4
ZUTOT,4,,
ZYGON,3,,Q3
ZYGOTE,4,,Q4
