Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
PROGRESS IN ELECTROMAGNETICS RESEARCH PIER,2,,Q1
PROGRESS IN NEURO PSYCHOPHARMACOLOGY AND BIOLOGICAL PSYCHIATRY,2,,Q1
PROGRESS IN NEUROBIOLOGY,2,,Q1
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,2,,Q1
PROGRESS IN ORGANIC COATINGS,2,,Q1
PROGRESS IN ORTHODONTICS,2,,Q1
PROGRESS IN PHOTOVOLTAICS,2,,Q1
PROGRESS IN QUANTUM ELECTRONICS,2,,Q1
PROGRESS IN SOLID STATE CHEMISTRY,2,,Q1
PROPULSION AND POWER RESEARCH,2,,Q1
PROSTATE CANCER AND PROSTATIC DISEASES,2,,Q1
PSICOTHEMA,2,,Q1
PSYCHIATRIC SERVICES,2,,Q1
PSYCHIATRY AND CLINICAL NEUROSCIENCES,2,,Q1
PSYCHO ONCOLOGY,2,,Q1
PSYCHOANALYTIC QUARTERLY,2,,Q1
PSYCHOLOGICAL ASSESSMENT,2,,Q1
PSYCHOLOGICAL MEDICINE,2,Yes,Q1
PSYCHOLOGY AND AGING,2,Yes,Q1
PSYCHOLOGY AND MARKETING,2,Yes,Q1
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,2,,Q1
PSYCHOLOGY OF SEXUAL ORIENTATION AND GENDER DIVERSITY,2,,Q1
PSYCHOLOGY OF SPORT AND EXERCISE,2,Yes,Q1
PSYCHOLOGY OF WOMEN QUARTERLY,2,,Q1
PSYCHOLOGY PUBLIC POLICY AND LAW,2,,Q1
PSYCHOMETRIKA,2,,Q1
PSYCHONEUROENDOCRINOLOGY,2,,Q1
PSYCHONOMIC BULLETIN AND REVIEW,2,,Q1
PSYCHOPHYSIOLOGY,2,,Q1
PSYCHOSOCIAL INTERVENTION,2,,Q1
PSYCHOTHERAPY RESEARCH,2,Yes,Q1
PUBLIC ADMINISTRATION,2,,Q1
PUBLIC MANAGEMENT REVIEW,2,,Q1
PUBLIC OPINION QUARTERLY,2,Yes,Q1
PUBLIC UNDERSTANDING OF SCIENCE,2,Yes,Q1
PULMONOLOGY,2,,Q1
PAIN AND THERAPY,2,,Q2
PANCREATOLOGY,2,,Q2
PARTY POLITICS,2,Yes,Q2
PERSONALITY AND INDIVIDUAL DIFFERENCES,2,,Q2
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2,,Q2
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,2,,Q2
PHONETICA,2,,Q2
PHYSICA A STATISTICAL MECHANICS AND ITS APPLICATIONS,2,,Q2
PHYSICAL REVIEW A,2,,Q2
PHYSICAL REVIEW APPLIED,2,,Q2
PHYSICAL REVIEW B,2,,Q2
PHYSICAL REVIEW C,2,,Q2
PHYTOPATHOLOGY,2,,Q2
PITUITARY,2,,Q2
PLANETARY SCIENCE JOURNAL,2,,Q2
PLASMA PHYSICS AND CONTROLLED FUSION,2,,Q2
PLOS GENETICS,2,Yes,Q2
POETICS,2,Yes,Q2
POLAR POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,2,,Q2
POLICY REVIEWS IN HIGHER EDUCATION,2,,Q2
POLITICAL RESEARCH EXCHANGE,2,,Q2
POLITICS AND GOVERNANCE,2,,Q2
POLYMER,2,,Q2
POLYMER CHEMISTRY,2,,Q2
POPULAR COMMUNICATION,2,,Q2
POPULATION HEALTH METRICS,2,,Q2
POPULATION STUDIES A JOURNAL OF DEMOGRAPHY,2,,Q2
POWDER TECHNOLOGY,2,,Q2
PRECAMBRIAN RESEARCH,2,,Q2
PRESLIA,2,,Q2
PREVENTION SCIENCE,2,,Q2
PROBABILITY SURVEYS,2,,Q2
PROBABILITY THEORY AND RELATED FIELDS,2,Yes,Q2
PROCEEDINGS OF VLDB ENDOWMENT,2,,Q2
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,2,,Q2
PROJECT MANAGEMENT JOURNAL,2,,Q2
PSYCHOLOGY AND PSYCHOTHERAPY THEORY RESEARCH AND PRACTICE,2,,Q2
PSYCHOLOGY OF AESTHETICS CREATIVITY AND ARTS,2,Yes,Q2
PSYCHOLOGY OF MEN AND MASCULINITIES,2,,Q2
PSYCHOLOGY OF RELIGION AND SPIRITUALITY,2,Yes,Q2
PUBLIC RELATIONS INQUIRY,2,,Q2
PUBLICATIONS OF RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,2,,Q2
PUBLIUS JOURNAL OF FEDERALISM,2,,Q2
PUNISHMENT AND SOCIETY INTERNATIONAL JOURNAL OF PENOLOGY,2,Yes,Q2
PEACEBUILDING,2,,Q3
PERSPECTIVES STUDIES IN TRANSLATION THEORY AND PRACTICE,2,,Q3
POLITICAL THEORY,2,,Q3
PROGRESS IN CHEMISTRY,2,,Q3
PACIFIC PHILOSOPHICAL QUARTERLY,2,,
PHILOLOGICAL ENCOUNTERS,2,,
PHILOSOPHICAL EXPLORATIONS,2,,
PHILOSOPHY,2,,
PHILOSOPHY OF MUSIC EDUCATION REVIEW,2,,
PHILOSOPHY PSYCHIATRY AND PSYCHOLOGY,2,,
PHRONESIS A JOURNAL FOR ANCIENT PHILOSOPHY,2,,
PMLA PUBLICATIONS OF MODERN LANGUAGE ASSOCIATION OF AMERICA,2,,
POETICS TODAY,2,,
POLIS,2,,
POPULAR MUSIC,2,Yes,
PROBLEMY ISTORICHESKOI POETIKI,2,,
PROBLEMY MUZYKALNOI NAUKI MUSIC SCHOLARSHIP,2,Yes,
PAEDIATRIC RESPIRATORY REVIEWS,3,,Q1
PAIN MEDICINE,3,,Q1
PALAEOENTOMOLOGY,3,,Q1
PAPERS IN REGIONAL SCIENCE,3,,Q1
PARENTING SCIENCE AND PRACTICE,3,,Q1
PATIENT EDUCATION AND COUNSELING,3,,Q1
PATIENT PATIENT CENTERED OUTCOMES RESEARCH,3,,Q1
PEDIATRIC DRUGS,3,,Q1
PEDIATRIC NEPHROLOGY,3,,Q1
PEDIATRIC OBESITY,3,,Q1
PEDIATRIC RESEARCH,3,,Q1
PERMAFROST AND PERIGLACIAL PROCESSES,3,,Q1
PERSONNEL REVIEW,3,,Q1
PERSPECTIVES ON PUBLIC MANAGEMENT AND GOVERNANCE,3,,Q1
PHARMACEUTICAL BIOLOGY,3,,Q1
PHARMACEUTICAL RESEARCH,3,,Q1
PHARMACEUTICALS,3,,Q1
PHARMACEUTICS,3,,Q1
PHARMACOECONOMICS,3,,Q1
PHILOSOPHICAL TRANSACTIONS OF ROYAL SOCIETY A MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3,,Q1
PHOTOGRAMMETRIC RECORD,3,,Q1
PHOTOSYNTHESIS RESEARCH,3,,Q1
PHYSICA D NONLINEAR PHENOMENA,3,,Q1
PHYSICAL REVIEW E,3,,Q1
PHYSICAL THERAPY,3,,Q1
PHYSICAL THERAPY IN SPORT,3,,Q1
PHYSICS AND CHEMISTRY OF EARTH,3,,Q1
PHYSICS IN MEDICINE AND BIOLOGY,3,,Q1
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,3,,Q1
PHYSIOTHERAPY,3,,Q1
PLANNING PERSPECTIVES,3,,Q1
PLANT GROWTH REGULATION,3,,Q1
PLANT MOLECULAR BIOLOGY,3,,Q1
PLANTA,3,,Q1
PLASMA PROCESSES AND POLYMERS,3,,Q1
PNAS NEXUS,3,,Q1
PNEUMONIA,3,,Q1
POLICING AND SOCIETY,3,,Q1
POLICY POLITICS AND NURSING PRACTICE,3,,Q1
POLICY STUDIES,3,,Q1
POLISH ARCHIVES OF INTERNAL MEDICINE POLSKIE ARCHIWUM MEDYCYNY WEWNETRZNEJ,3,,Q1
POLITICS RELIGION AND IDEOLOGY,3,,Q1
POLITISCHE VIERTELJAHRESSCHRIFT,3,,Q1
POLYMERS,3,,Q1
POPULATION AND ENVIRONMENT,3,,Q1
POSTCOLONIAL STUDIES,3,,Q1
PRACTICAL RADIATION ONCOLOGY,3,,Q1
PRESSE MEDICALE,3,,Q1
PREVENTING CHRONIC DISEASE,3,,Q1
PROBABILISTIC ENGINEERING MECHANICS,3,,Q1
PROCEEDINGS OF ACM ON INTERACTIVE MOBILE WEARABLE AND UBIQUITOUS TECHNOLOGIES IMWUT,3,,Q1
PRODUCTION AND OPERATIONS MANAGEMENT,3,,Q1
PRODUCTION PLANNING AND CONTROL,3,,Q1
PROGRESS IN ADDITIVE MANUFACTURING,3,,Q1
PROGRESS IN BIOMEDICAL ENGINEERING,3,,Q1
PROGRESS IN BIOPHYSICS AND MOLECULAR BIOLOGY,3,,Q1
PROGRESS IN DISASTER SCIENCE,3,,Q1
PROGRESS IN ENERGY,3,,Q1
PROGRESS IN NATURAL SCIENCE MATERIALS INTERNATIONAL,3,,Q1
PROGRESS IN NUCLEAR ENERGY,3,,Q1
PROGRESS IN OCEANOGRAPHY,3,,Q1
PROGRESS IN PHYSICAL GEOGRAPHY EARTH AND ENVIRONMENT,3,,Q1
PROTEIN SCIENCE,3,,Q1
PROTEOMICS,3,,Q1
PSORIASIS TARGETS AND THERAPY,3,,Q1
PSYCHIATRY RESEARCH,3,,Q1
PSYCHOANALYTIC DIALOGUES,3,,Q1
PSYCHOLOGICA BELGICA,3,,Q1
PSYCHOLOGY OF VIOLENCE,3,,Q1
PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT,3,,Q1
PSYCHOTHERAPY,3,,Q1
PUBLIC HEALTH,3,,Q1
PUBLIC HEALTH REVIEWS,3,,Q1
PUBLIC HISTORY REVIEW,3,,Q1
PUBLIC POLICY AND ADMINISTRATION,3,,Q1
PUBLIC RELATIONS REVIEW,3,,Q1
PACIFIC HISTORICAL REVIEW,3,,Q2
PACIFIC JOURNAL OF MATHEMATICS,3,,Q2
PACKAGING TECHNOLOGY AND SCIENCE,3,,Q2
PAIN PHYSICIAN,3,,Q2
PAIN PRACTICE,3,,Q2
PAIN REPORTS,3,,Q2
PAIN RESEARCH AND MANAGEMENT,3,,Q2
PALAEOWORLD,3,,Q2
PALLIATIVE CARE AND SOCIAL PRACTICE,3,,Q2
PALZ,3,,Q2
PARALLEL COMPUTING,3,,Q2
PARASITE,3,,Q2
PARASITE EPIDEMIOLOGY AND CONTROL,3,,Q2
PARASITOLOGY,3,,Q2
PARKINSONISM AND RELATED DISORDERS,3,,Q2
PARLIAMENTARY AFFAIRS,3,,Q2
PARTICLES,3,,Q2
PARTICUOLOGY,3,,Q2
PATHOBIOLOGY,3,,Q2
PATHOGENS,3,,Q2
PATHOLOGY,3,,Q2
PATIENT PREFERENCE AND ADHERENCE,3,,Q2
PATIENT SAFETY IN SURGERY,3,,Q2
PATTERN RECOGNITION LETTERS,3,,Q2
PEDAGOGY CULTURE AND SOCIETY,3,,Q2
PEDIATRIC BLOOD AND CANCER,3,,Q2
PEDIATRIC DENTISTRY,3,,Q2
PEDIATRIC NEUROLOGY,3,,Q2
PEDIATRIC RADIOLOGY,3,,Q2
PEDIATRIC RHEUMATOLOGY,3,,Q2
PEDIATRIC SURGERY INTERNATIONAL,3,,Q2
PEDIATRICS AND NEONATOLOGY,3,,Q2
PEDOBIOLOGIA,3,,Q2
PEERJ,3,,Q2
PEPTIDES,3,,Q2
PERIOPERATIVE MEDICINE,3,,Q2
PERSONALITY AND MENTAL HEALTH,3,,Q2
PERVASIVE AND MOBILE COMPUTING,3,,Q2
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,3,,Q2
PHARMACOGENOMICS JOURNAL,3,,Q2
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,3,,Q2
PHARMACOTHERAPY,3,,Q2
PHILIPPINE STUDIES HISTORICAL AND ETHNOGRAPHIC VIEWPOINTS,3,,Q2
PHILOSOPHICAL PSYCHOLOGY,3,,Q2
PHILOSOPHIES,3,,Q2
PHOTOCHEMICAL AND PHOTOBIOLOGICAL SCIENCES,3,,Q2
PHOTONICS AND NANOSTRUCTURES FUNDAMENTALS AND APPLICATIONS,3,,Q2
PHYSICA B CONDENSED MATTER,3,,Q2
PHYSICA E LOW DIMENSIONAL SYSTEMS AND NANOSTRUCTURES,3,,Q2
PHYSICA MEDICA EUROPEAN JOURNAL OF MEDICAL PHYSICS,3,,Q2
PHYSICA SCRIPTA,3,,Q2
PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3,,Q2
PHYSICAL REVIEW FLUIDS,3,,Q2
PHYSICAL REVIEW MATERIALS,3,,Q2
PHYSICS LETTERS A,3,,Q2
PHYSICS OF EARTH AND PLANETARY INTERIORS,3,,Q2
PHYSICS USPEKHI,3,,Q2
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,3,,Q2
PHYSIOLOGICAL ENTOMOLOGY,3,,Q2
PHYSIOLOGY AND BEHAVIOR,3,,Q2
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,3,,Q2
PHYTOBIOMES JOURNAL,3,,Q2
PHYTOCHEMICAL ANALYSIS,3,,Q2
PHYTOPARASITICA,3,,Q2
PHYTOPATHOLOGIA MEDITERRANEA,3,,Q2
PIGMENT CELL AND MELANOMA RESEARCH,3,,Q2
PLACENTA,3,,Q2
PLANT CELL TISSUE AND ORGAN CULTURE,3,,Q2
PLANT DIRECT,3,,Q2
PLANT PATHOLOGY,3,,Q2
PLANT PATHOLOGY JOURNAL,3,,Q2
PLANT SOIL AND ENVIRONMENT,3,,Q2
PLASMA CHEMISTRY AND PLASMA PROCESSING,3,,Q2
PLASMONICS,3,,Q2
PLATELETS,3,,Q2
PLOS ONE,3,,Q2
POLICE PRACTICE AND RESEARCH,3,,Q2
POLITICAL QUARTERLY,3,,Q2
POLITICAL RESEARCH QUARTERLY,3,,Q2
POLITICAL STUDIES REVIEW,3,,Q2
POLITICS GROUPS AND IDENTITIES,3,,Q2
POLYCYCLIC AROMATIC COMPOUNDS,3,,Q2
POLYHEDRON,3,,Q2
POLYMER BULLETIN,3,,Q2
POLYMER ENGINEERING AND SCIENCE,3,,Q2
POPULATION RESEARCH AND POLICY REVIEW,3,,Q2
POSITIVITY,3,,Q2
POST COMMUNIST ECONOMIES,3,,Q2
POTATO RESEARCH,3,,Q2
POTENTIAL ANALYSIS,3,,Q2
PPAR RESEARCH,3,,Q2
PREHOSPITAL EMERGENCY CARE,3,,Q2
PREVENTIVE MEDICINE REPORTS,3,,Q2
PROBLEMS OF POST COMMUNISM,3,,Q2
PROCEEDINGS OF AMERICAN MATHEMATICAL SOCIETY,3,,Q2
PROCEEDINGS OF EDINBURGH MATHEMATICAL SOCIETY,3,,Q2
PROCEEDINGS OF ROYAL SOCIETY A MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3,,Q2
PROCEEDINGS OF ROYAL SOCIETY OF EDINBURGH SECTION A MATHEMATICS,3,,Q2
PROCESS BIOCHEMISTRY,3,,Q2
PROGRESS IN EARTH AND PLANETARY SCIENCE,3,,Q2
PROSTATE,3,,Q2
PROSTATE INTERNATIONAL,3,,Q2
PROSTHESIS,3,,Q2
PROTEOMES,3,,Q2
PROTOPLASMA,3,,Q2
PSYCHOLOGICAL INJURY AND LAW,3,,Q2
PSYCHOLOGICAL RESEARCH PSYCHOLOGISCHE FORSCHUNG,3,,Q2
PSYCHOLOGICAL TRAUMA THEORY RESEARCH PRACTICE AND POLICY,3,,Q2
PSYCHOLOGY AND HEALTH,3,,Q2
PSYCHOLOGY AND SEXUALITY,3,,Q2
PSYCHOLOGY OF POPULAR MEDIA,3,,Q2
PSYCHOPHARMACOLOGY,3,,Q2
PSYCHOSOMATIC MEDICINE,3,,Q2
PUBLIC ADMINISTRATION AND DEVELOPMENT,3,,Q2
PUBLIC CHOICE,3,,Q2
PUBLIC CULTURE,3,,Q2
PUBLIC HEALTH NUTRITION,3,,Q2
PUBLIC HEALTH REPORTS,3,,Q2
PUBLIC PERSONNEL MANAGEMENT,3,,Q2
PUBLICACIONS MATEMATIQUES,3,,Q2
PULMONARY PHARMACOLOGY AND THERAPEUTICS,3,,Q2
PACIFIC JOURNALISM REVIEW,3,,Q3
PASTORALISM RESEARCH POLICY AND PRACTICE,3,,Q3
PEACE ECONOMICS PEACE SCIENCE AND PUBLIC POLICY,3,,Q3
PERIODICA MATHEMATICA HUNGARICA,3,,Q3
PHOTODIAGNOSIS AND PHOTODYNAMIC THERAPY,3,,Q3
PHOTONICS,3,,Q3
PHYSICAL REVIEW ACCELERATORS AND BEAMS,3,,Q3
PHYSICS OF PLASMAS,3,,Q3
PHYTOKEYS,3,,Q3
PLANNING PRACTICE AND RESEARCH,3,,Q3
PLANT BIOSYSTEMS,3,,Q3
PLANT PROTECTION SCIENCE,3,,Q3
PLANT SYSTEMATICS AND EVOLUTION,3,,Q3
PLASMA SCIENCE AND TECHNOLOGY,3,,Q3
POLAR GEOGRAPHY,3,,Q3
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,3,,Q3
POZNAN STUDIES IN CONTEMPORARY LINGUISTICS,3,,Q3
PRAGMATICS,3,,Q3
PRAGMATICS AND COGNITION,3,,Q3
PRAGMATICS AND SOCIETY,3,,Q3
PROBABILITY UNCERTAINTY AND QUANTITATIVE RISK,3,,Q3
PROBATION JOURNAL,3,,Q3
PROCEEDINGS OF INSTITUTION OF MECHANICAL ENGINEERS PART K JOURNAL OF MULTI BODY DYNAMICS,3,,Q3
PROSTAGLANDINS AND OTHER LIPID MEDIATORS,3,,Q3
PROTEOMICS CLINICAL APPLICATIONS,3,,Q3
