Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,4,,Q2
SAMPE JOURNAL,4,,Q4
SAMPLING THEORY SIGNAL PROCESSING AND DATA ANALYSIS,,,Q1
SAMUEL BECKETT TODAY AUJOURD HUI,3,,
SANAT TARIHI DERGISI JOURNAL OF ART HISTORY,4,,
SANKHYA SERIES A MATHEMATICAL STATISTICS AND PROBABILITY,4,,Q4
SANKHYA SERIES B APPLIED AND INTERDISCIPLINARY STATISTICS,4,,Q4
SANTANDER ESTUDIOS DE PATRIMONIO,,,Q4
SANTE MENTALE AU QUEBEC,4,,Q4
SANTE PUBLIQUE,4,,Q4
SAO PAULO JOURNAL OF MATHEMATICAL SCIENCES,4,,Q3
SAO PAULO MEDICAL JOURNAL,4,,Q2
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,3,,Q2
SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,4,,Q3
SARE SOUTHEAST ASIAN REVIEW OF ENGLISH,4,,
SARTRE STUDIES INTERNATIONAL,3,,
SATELLITE NAVIGATION,1,Yes,Q1
SAUDE E SOCIEDADE,4,,Q4
SAUDI DENTAL JOURNAL,4,,Q2
SAUDI JOURNAL OF ANAESTHESIA,4,,Q3
SAUDI JOURNAL OF GASTROENTEROLOGY,4,,Q3
SAUDI JOURNAL OF KIDNEY DISEASES AND TRANSPLANTATION,4,,Q4
SAUDI JOURNAL OF MEDICINE AND MEDICAL SCIENCES,4,,Q2
SAUDI JOURNAL OF OPHTHALMOLOGY,4,,Q3
SAUDI MEDICAL JOURNAL,4,,Q2
SAUDI PHARMACEUTICAL JOURNAL,3,,Q2
SBORNIK MATHEMATICS,3,,Q2
SCALABLE COMPUTING PRACTICE AND EXPERIENCE,4,,
SCANDIA,4,,Q2
SCANDINAVIAN ACTUARIAL JOURNAL,3,,Q2
SCANDINAVIAN CARDIOVASCULAR JOURNAL,4,,Q4
SCANDINAVIAN ECONOMIC HISTORY REVIEW,4,,Q3
SCANDINAVIAN JOURNAL OF CARING SCIENCES,4,,Q2
SCANDINAVIAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY AND PSYCHOLOGY,4,,Q4
SCANDINAVIAN JOURNAL OF CLINICAL AND LABORATORY INVESTIGATION,4,,Q3
SCANDINAVIAN JOURNAL OF DISABILITY RESEARCH,2,,Q3
SCANDINAVIAN JOURNAL OF ECONOMICS,3,,Q2
SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH,3,,Q2
SCANDINAVIAN JOURNAL OF FORENSIC SCIENCE,3,,
SCANDINAVIAN JOURNAL OF FOREST RESEARCH,3,,Q2
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,4,,Q3
SCANDINAVIAN JOURNAL OF HISTORY,2,,Q1
SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM,3,,Q1
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,4,,Q4
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,4,,Q4
SCANDINAVIAN JOURNAL OF MANAGEMENT,4,,Q3
SCANDINAVIAN JOURNAL OF MEDICINE AND SCIENCE IN SPORTS,2,Yes,Q1
SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY,3,,Q3
SCANDINAVIAN JOURNAL OF OLD TESTAMENT,4,,
SCANDINAVIAN JOURNAL OF PAIN,4,,Q3
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,3,,Q2
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,3,,Q2
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,4,,Q2
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,4,,Q3
SCANDINAVIAN JOURNAL OF STATISTICS,4,,Q3
SCANDINAVIAN JOURNAL OF SURGERY,3,,Q2
SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION AND EMERGENCY MEDICINE,2,,Q1
SCANDINAVIAN JOURNAL OF UROLOGY,4,,Q2
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT AND HEALTH,2,,Q1
SCANDINAVIAN POLITICAL STUDIES,2,,Q1
SCANDINAVIAN STUDIES,3,,
SCANDINAVICA,3,,
SCANDO SLAVICA,3,,
SCHIZOPHRENIA,2,,Q1
SCHIZOPHRENIA BULLETIN,1,Yes,Q1
SCHIZOPHRENIA BULLETIN OPEN,,,Q3
SCHIZOPHRENIA RESEARCH,2,,Q1
SCHIZOPHRENIA RESEARCH COGNITION,3,,Q1
SCHMERZ,4,,Q4
SCHOLE FILOSOFSKOE ANTIKOVEDENIE I KLASSICHESKAYA TRADITSIYA SCHOLE ANCIENT PHILOSOPHY AND CLASSICAL TRADITION,4,,
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,3,,Q1
SCHOOL LEADERSHIP AND MANAGEMENT,2,,Q1
SCHOOL MENTAL HEALTH,3,,Q1
SCHOOL PSYCHOLOGY,2,,Q3
SCHOOL PSYCHOLOGY INTERNATIONAL,4,,Q3
SCHOOL PSYCHOLOGY REVIEW,2,,Q1
SCHOOL SCIENCE AND MATHEMATICS,4,,Q3
SCHOOLS STUDIES IN EDUCATION,4,,Q3
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,4,,Q3
SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE,4,,
SCIENCE,1,Yes,Q1
SCIENCE ACTIVITIES PROJECTS AND CURRICULUM IDEAS IN STEM CLASSROOMS,4,,Q3
SCIENCE ADVANCES,1,Yes,Q1
SCIENCE AND EDUCATION,3,,Q1
SCIENCE AND ENGINEERING ETHICS,3,,Q1
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,4,,Q3
SCIENCE AND GLOBAL SECURITY,4,,Q3
SCIENCE AND INNOVATION,4,,Q3
SCIENCE AND JUSTICE,4,,Q2
SCIENCE AND MEDICINE IN FOOTBALL,2,,Q1
SCIENCE AND PUBLIC POLICY,4,,Q2
SCIENCE AND SOCIETY,3,,Q2
SCIENCE AND SPORTS,4,,Q4
SCIENCE AND TECHNIQUE,4,,Q4
SCIENCE AND TECHNOLOGY FOR BUILT ENVIRONMENT,4,,Q3
SCIENCE AND TECHNOLOGY FOR ENERGY TRANSITION,4,,Q2
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,3,,Q1
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS METHODS,,,Q3
SCIENCE AND TECHNOLOGY OF ARCHAEOLOGICAL RESEARCH,3,,
SCIENCE AND TECHNOLOGY OF ENERGETIC MATERIALS,4,,Q4
SCIENCE AND TECHNOLOGY OF NUCLEAR INSTALLATIONS,4,,Q4
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,3,,Q1
SCIENCE AND TECHNOLOGY STUDIES,3,,Q2
SCIENCE AS CULTURE,2,,Q1
SCIENCE BULLETIN,1,Yes,Q1
SCIENCE CHINA CHEMISTRY,1,Yes,Q1
SCIENCE CHINA EARTH SCIENCES,1,Yes,Q1
SCIENCE CHINA INFORMATION SCIENCES,1,Yes,Q1
SCIENCE CHINA LIFE SCIENCES,1,Yes,Q1
SCIENCE CHINA MATERIALS,1,Yes,Q1
SCIENCE CHINA MATHEMATICS,1,Yes,Q1
SCIENCE CHINA PHYSICS MECHANICS AND ASTRONOMY,1,Yes,Q1
SCIENCE CHINA TECHNOLOGICAL SCIENCES,1,Yes,Q1
SCIENCE COMMUNICATION,1,Yes,Q1
SCIENCE DILIMAN,4,,
SCIENCE EDITING,3,,Q3
SCIENCE EDUCATION,2,,Q1
SCIENCE FICTION FILM AND TELEVISION,4,,
SCIENCE FICTION STUDIES,4,,
SCIENCE IMMUNOLOGY,1,Yes,Q1
SCIENCE IN CONTEXT,,,Q2
SCIENCE OF COMPUTER PROGRAMMING,4,,Q3
SCIENCE OF DIABETES SELF MANAGEMENT AND CARE,4,,Q2
SCIENCE OF GYMNASTICS JOURNAL,4,,Q4
SCIENCE OF NATURE,3,,Q2
SCIENCE OF REMOTE SENSING,2,,Q1
SCIENCE OF SINTERING,4,,Q3
SCIENCE OF TOTAL ENVIRONMENT,2,Yes,Q1
SCIENCE PROGRESS,4,,Q2
SCIENCE ROBOTICS,1,Yes,Q1
SCIENCE SIGNALING,1,Yes,Q1
SCIENCE TECHNOLOGY AND HUMAN VALUES,3,,Q1
SCIENCE TECHNOLOGY AND SOCIETY,4,,Q3
SCIENCE TRANSLATIONAL MEDICINE,1,Yes,Q1
SCIENCEASIA,4,,Q3
SCIENCES SOCIALES ET SANTE,4,,Q3
SCIENTIA AGRICOLA,3,,Q2
SCIENTIA AGROPECUARIA,4,,Q3
SCIENTIA ET FIDES,2,,
SCIENTIA FORESTALIS,4,,Q4
SCIENTIA HORTICULTURAE,2,,Q1
SCIENTIA IRANICA,4,,Q2
SCIENTIA MARINA,4,,Q3
SCIENTIA MEDICA,4,,Q4
SCIENTIA PHARMACEUTICA,4,,Q3
SCIENTIA SINICA PHYSICA MECHANICA AND ASTRONOMICA,3,,Q4
SCIENTIFIC AFRICAN,3,,Q1
SCIENTIFIC AMERICAN,4,,
SCIENTIFIC AND TECHNICAL INFORMATION PROCESSING,4,,Q4
SCIENTIFIC ANNALS OF COMPUTER SCIENCE,4,,Q4
SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,4,,Q3
SCIENTIFIC BULLETIN OF MUKACHEVO STATE UNIVERSITY SERIES ECONOMICS,,,Q4
SCIENTIFIC CHRONICLES,4,,Q4
SCIENTIFIC DATA,2,,Q1
SCIENTIFIC DRILLING,4,,Q2
SCIENTIFIC JOURNAL OF SILESIAN UNIVERSITY OF TECHNOLOGY SERIES TRANSPORT,4,,Q4
SCIENTIFIC JOURNALS OF MARITIME UNIVERSITY OF SZCZECIN ZESZYTY NAUKOWE AKADEMII MORSKIEJ W SZCZECINIE,4,,Q4
SCIENTIFIC PAPERS OF UNIVERSITY OF PARDUBICE SERIES D FACULTY OF ECONOMICS AND ADMINISTRATION,4,,Q3
SCIENTIFIC PAPERS SERIES A AGRONOMY,4,,Q4
SCIENTIFIC PAPERS SERIES B HORTICULTURE,4,,Q4
SCIENTIFIC PAPERS SERIES D ANIMAL SCIENCE,4,,Q4
SCIENTIFIC PAPERS SERIES E LAND RECLAMATION EARTH OBSERVATION AND SURVEYING ENVIRONMENTAL ENGINEERING,4,,Q3
SCIENTIFIC PAPERS SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,4,,Q4
SCIENTIFIC REPORTS,3,,Q1
SCIENTIFIC STUDIES OF READING,2,,Q1
SCIENTIFIC STUDY AND RESEARCH CHEMISTRY AND CHEMICAL ENGINEERING BIOTECHNOLOGY FOOD INDUSTRY,4,,Q4
SCIENTIFICA,3,,Q1
SCIENTOMETRICS,3,,Q1
SCIENZA AND POLITICA PER UNA STORIA DELLE DOTTRINE,4,,Q4
SCIPOST PHYSICS,2,,Q1
SCIPOST PHYSICS CORE,2,,Q2
SCIRE REPRESENTACION Y ORGANIZACION DEL CONOCIMIENTO,4,,Q4
SCIRES IT SCIENTIFIC RESEARCH AND INFORMATION TECHNOLOGY,2,,
SCM STUDIES IN COMMUNICATION AND MEDIA,4,,Q3
SCOTTISH AFFAIRS,4,,Q4
SCOTTISH ARCHAEOLOGICAL JOURNAL,4,,
SCOTTISH GEOGRAPHICAL JOURNAL,4,,Q2
SCOTTISH HISTORICAL REVIEW,3,,Q1
SCOTTISH JOURNAL OF GEOLOGY,4,,Q2
SCOTTISH JOURNAL OF POLITICAL ECONOMY,4,,Q3
SCOTTISH JOURNAL OF THEOLOGY,3,,
SCOTTISH LITERARY REVIEW,3,,
SCOTTISH MEDICAL JOURNAL,4,,Q2
SCREEN,2,,
SCRIBLERIAN AND KIT CATS,,,
SCRIPTA MATERIALIA,2,,Q1
SCRIPTA NOVA REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,4,,Q4
SCRIPTA REVISTA INTERNACIONAL DE LITERATURA I CULTURA MEDIEVAL I MODERNA INTERNATIONAL JOURNAL OF MEDIEVAL AND MODERN LITERATURE AND CULTURE,4,,
SCRIPTA THEOLOGICA,2,,
SCRIPTURA INTERNATIONAL JOURNAL OF BIBLE RELIGION AND THEOLOGY IN SOUTHERN AFRICA,4,,
SCRUTINY2 ISSUES IN ENGLISH STUDIES IN SOUTHERN AFRICA,4,,
SCULPTURE JOURNAL,2,,
SCULPTURE MONUMENTS AND OPEN SPACE,,,
SCULPTURE REVIEW,4,,
SEA TECHNOLOGY,4,,Q4
SEARCH JOURNAL OF MEDIA AND COMMUNICATION RESEARCH,3,,Q3
SECOND LANGUAGE RESEARCH,2,Yes,Q2
SECULAR STUDIES,4,,
SECULARISM AND NONRELIGION,1,Yes,Q3
SECURITIES REGULATION LAW JOURNAL,4,,Q4
SECURITY AND HUMAN RIGHTS,4,,
SECURITY AND PRIVACY,4,,Q3
SECURITY DIALOGUE,1,Yes,Q1
SECURITY JOURNAL,4,,Q3
SECURITY STUDIES,1,Yes,Q1
SEDERI YEARBOOK OF SPANISH AND PORTUGUESE SOCIETY FOR ENGLISH RENAISSANCE STUDIES,3,,
SEDIMENTARY GEOLOGY,3,,Q1
SEDIMENTOLOGY,2,,Q1
SEED BIOLOGY,,,Q1
SEED SCIENCE AND TECHNOLOGY,3,,Q1
SEED SCIENCE RESEARCH,3,,Q2
SEEFOR SOUTH EAST EUROPEAN FORESTRY,4,,Q4
SEFARAD,4,,
SEISMIC INSTRUMENTS,4,,
SEISMOLOGICAL RESEARCH LETTERS,3,,Q1
SEIZIEME SIECLE,4,,
SEIZURE EUROPEAN JOURNAL OF EPILEPSY,3,,Q2
SELCUK UNIVERSITESI EDEBIYAT FAKULTESI DERGISI SELCUK UNIVERSITY JOURNAL OF FACULTY OF LETTERS,4,,
SELCUK UNIVERSITESI TURKIYAT ARASTIRMALARI DERGISI SELCUK UNIVERSITY JOURNAL OF STUDIES IN TURCOLOGY,4,,
SELECTA MATHEMATICA NEW SERIES,2,Yes,Q1
SELF AND IDENTITY,4,,Q3
SEMANTIC WEB,3,,Q2
SEMANTICS AND PRAGMATICS,1,Yes,Q2
SEMICONDUCTOR PHYSICS QUANTUM ELECTRONICS AND OPTOELECTRONICS,4,,Q4
SEMICONDUCTOR SCIENCE AND TECHNOLOGY,4,,Q3
SEMICONDUCTORS,4,,Q4
SEMIGROUP FORUM,3,,Q2
SEMINA CIENCIAS AGRARIAS,4,,Q4
SEMINAR A JOURNAL OF GERMANIC STUDIES,4,,
SEMINARS IN ARTHRITIS AND RHEUMATISM,2,Yes,Q1
SEMINARS IN CANCER BIOLOGY,2,Yes,Q1
SEMINARS IN CARDIOTHORACIC AND VASCULAR ANESTHESIA,4,,Q3
SEMINARS IN CELL AND DEVELOPMENTAL BIOLOGY,2,Yes,Q1
SEMINARS IN COLON AND RECTAL SURGERY,4,,Q4
SEMINARS IN DIAGNOSTIC PATHOLOGY,3,,Q1
SEMINARS IN DIALYSIS,4,,Q4
SEMINARS IN FETAL AND NEONATAL MEDICINE,3,,Q1
SEMINARS IN HEMATOLOGY,2,,Q1
SEMINARS IN IMMUNOLOGY,2,,Q1
SEMINARS IN IMMUNOPATHOLOGY,1,Yes,Q1
SEMINARS IN INTERVENTIONAL RADIOLOGY,4,,Q3
SEMINARS IN LIVER DISEASE,3,,Q2
SEMINARS IN MUSCULOSKELETAL RADIOLOGY,4,,Q4
SEMINARS IN NEPHROLOGY,3,,Q1
SEMINARS IN NEUROLOGY,4,,Q3
SEMINARS IN NUCLEAR MEDICINE,2,,Q1
SEMINARS IN ONCOLOGY,4,,Q3
SEMINARS IN ONCOLOGY NURSING,3,,
SEMINARS IN OPHTHALMOLOGY,4,,Q2
SEMINARS IN ORTHODONTICS,4,,Q2
SEMINARS IN PEDIATRIC NEUROLOGY,3,,Q2
SEMINARS IN PEDIATRIC SURGERY,4,,Q1
SEMINARS IN PERINATOLOGY,2,,Q1
SEMINARS IN PLASTIC SURGERY,4,,Q3
SEMINARS IN RADIATION ONCOLOGY,3,,Q1
SEMINARS IN REPRODUCTIVE MEDICINE,4,,Q3
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,4,,Q2
SEMINARS IN ROENTGENOLOGY,4,,Q3
SEMINARS IN SPEECH AND LANGUAGE,4,,Q4
SEMINARS IN THORACIC AND CARDIOVASCULAR SURGERY,3,,Q2
SEMINARS IN THROMBOSIS AND HEMOSTASIS,3,,Q1
SEMINARS IN ULTRASOUND CT AND MRI,4,,Q3
SEMINARS IN VASCULAR SURGERY,2,,Q1
SEMIOTICA,4,,Q2
SEN I GAKKAISHI,4,,Q4
SENDEBAR REVISTA DE TRADUCCION E INTERPRETACION,3,,
SENSES AND SOCIETY,3,,
SENSING AND BIO SENSING RESEARCH,2,,Q1
SENSING AND IMAGING,4,,Q3
SENSOR REVIEW,4,,Q3
SENSORS,3,,Q2
SENSORS AND ACTUATORS A PHYSICAL,3,,Q1
SENSORS AND ACTUATORS B CHEMICAL,1,Yes,Q1
SENSORS AND ACTUATORS REPORTS,2,,Q1
SENSORS AND DIAGNOSTICS,3,,Q1
SENSORS AND MATERIALS,4,,Q4
SEOUL JOURNAL OF ECONOMICS,4,,Q4
SEOUL JOURNAL OF KOREAN STUDIES,4,,Q4
SEPARATION AND PURIFICATION REVIEWS,2,,Q1
SEPARATION AND PURIFICATION TECHNOLOGY,2,Yes,Q1
SEPARATION SCIENCE AND TECHNOLOGY,4,,Q3
SEPARATION SCIENCE PLUS,4,,Q4
SEPARATIONS,3,,Q3
SEQUENTIAL ANALYSIS DESIGN METHODS AND APPLICATIONS,4,,Q4
SERBIAN ASTRONOMICAL JOURNAL,4,,Q3
SERBIAN JOURNAL OF MANAGEMENT,4,,Q4
SERIALS REVIEW,4,,Q3
SERIES JOURNAL OF SPANISH ECONOMIC ASSOCIATION,4,,Q4
SERVICE BUSINESS,3,,Q2
SERVICE INDUSTRIES JOURNAL,2,,Q1
SERVICE ORIENTED COMPUTING AND APPLICATIONS,4,,Q4
SERVICE SCIENCE,4,,Q3
SERVICES MARKETING QUARTERLY,,,Q3
SET VALUED AND VARIATIONAL ANALYSIS,3,,Q2
SETTLER COLONIAL STUDIES,4,,Q3
SEVENTEENTH CENTURY,3,,
SEWANEE REVIEW,4,,
SEX EDUCATION SEXUALITY SOCIETY AND LEARNING,4,,Q2
SEX ROLES,2,Yes,Q1
SEXES,4,,Q3
SEXOLOGIES,,,Q4
SEXUAL ABUSE A JOURNAL OF RESEARCH AND TREATMENT,2,,Q2
SEXUAL AND RELATIONSHIP THERAPY,4,,Q3
SEXUAL AND REPRODUCTIVE HEALTH MATTERS,2,,Q2
SEXUAL AND REPRODUCTIVE HEALTHCARE,4,,Q3
SEXUAL DEVELOPMENT,4,,Q2
SEXUAL HEALTH,4,,Q2
SEXUAL HEALTH AND COMPULSIVITY,4,,Q3
SEXUAL MEDICINE,3,,Q2
SEXUAL MEDICINE REVIEWS,2,,Q1
SEXUALITIES,3,,Q2
SEXUALITY AND CULTURE AN INTERDISCIPLINARY JOURNAL,4,,Q2
SEXUALITY AND DISABILITY,4,,Q2
SEXUALITY RESEARCH AND SOCIAL POLICY,2,,Q1
SEXUALLY TRANSMITTED DISEASES,4,,Q3
SEXUALLY TRANSMITTED INFECTIONS,3,,Q2
SGUARDO RIVISTA DI FILOSOFIA,4,,
SHAKESPEARE,3,,
SHAKESPEARE QUARTERLY,2,,
SHAPE MEMORY AND SUPERELASTICITY,3,,Q3
SHAW JOURNAL OF BERNARD SHAW STUDIES,4,,
SHE JI JOURNAL OF DESIGN ECONOMICS AND INNOVATION,2,,Q2
SHENANDOAH,4,,
SHILAP REVISTA DE LEPIDOPTEROLOGIA,4,,Q4
SHIMA INTERNATIONAL JOURNAL OF RESEARCH INTO ISLAND CULTURES,4,,Q3
SHIP TECHNOLOGY RESEARCH,4,,Q3
SHIPS AND OFFSHORE STRUCTURES,4,,Q2
SHOCK,3,,Q1
SHOCK AND VIBRATION,4,,Q3
SHOCK WAVES,4,,Q3
SHOFAR AN INTERDISCIPLINARY JOURNAL OF JEWISH STUDIES,3,,
SHORT FILM STUDIES,4,,
SHOULDER AND ELBOW,4,,Q3
SI SOMOS AMERICANOS REVISTA DE ESTUDIOS TRANSFRONTERIZOS,4,,Q3
SIAM ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,3,,Q2
SIAM JOURNAL ON APPLIED ALGEBRA AND GEOMETRY,2,,Q2
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,4,,Q1
SIAM JOURNAL ON APPLIED MATHEMATICS,4,,Q1
SIAM JOURNAL ON COMPUTING,3,,Q2
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,2,,Q1
SIAM JOURNAL ON DISCRETE MATHEMATICS,2,,Q2
SIAM JOURNAL ON FINANCIAL MATHEMATICS,3,,Q2
SIAM JOURNAL ON IMAGING SCIENCES,3,,Q1
SIAM JOURNAL ON MATHEMATICAL ANALYSIS,1,Yes,Q1
SIAM JOURNAL ON MATHEMATICS OF DATA SCIENCE,3,,Q1
SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,2,,Q2
SIAM JOURNAL ON NUMERICAL ANALYSIS,1,Yes,Q1
SIAM JOURNAL ON OPTIMIZATION,2,Yes,Q1
SIAM JOURNAL ON SCIENTIFIC COMPUTING,2,Yes,Q1
SIAM REVIEW,1,Yes,Q1
SIBERIAN ELECTRONIC MATHEMATICAL REPORTS SIBIRSKIE ELEKTRONNYE MATEMATICHESKIE IZVESTIYA,4,,Q3
SIBERIAN HISTORICAL RESEARCH SIBIRSKIE ISTORICHESKIE ISSLEDOVANIYA,4,,Q3
SIBERIAN MATHEMATICAL JOURNAL,4,,Q2
SIBIRICA INTERDISCIPLINARY JOURNAL OF SIBERIAN STUDIES,4,,Q2
SIBIRSKII FILOLOGICHESKII ZHURNAL,3,,
SIBIRSKIY PSIKHOLOGICHESKIY ZHURNAL SIBERIAN JOURNAL OF PSYCHOLOGY,4,,Q4
SIC A JOURNAL OF LITERATURE CULTURE AND LITERARY TRANSLATION,4,,
SICE JOURNAL OF CONTROL MEASUREMENT AND SYSTEM INTEGRATION,,,Q4
SICOT J,4,,Q2
SIGHT AND SOUND,4,,
SIGMA JOURNAL OF ENGINEERING AND NATURAL SCIENCES SIGMA MUHENDISLIK VE FEN BILIMLERI DERGISI,4,,Q3
SIGMAE,4,,Q4
SIGMOD RECORD,4,,Q3
SIGN LANGUAGE AND LINGUISTICS,4,,Q4
SIGN LANGUAGE STUDIES,4,,Q3
SIGN SYSTEMS STUDIES,4,,
SIGNA REVISTA DE LA ASOCIACION ESPANOLA DE SEMIOTICA,4,,
SIGNA VITAE,4,,Q4
SIGNAL IMAGE AND VIDEO PROCESSING,4,,Q3
SIGNAL PROCESSING,2,,Q2
SIGNAL PROCESSING IMAGE COMMUNICATION,3,,Q2
SIGNAL TRANSDUCTION AND TARGETED THERAPY,1,Yes,Q1
SIGNALS,,,Q2
SIGNO Y SENA REVISTA DEL INSTITUTO DE LINGUISTICA,4,,
SIGNS,2,,Q1
SIGNS AND SOCIETY,2,,Q2
SIKH FORMATIONS RELIGION CULTURE THEORY,4,,
SILICON,3,,Q2
SILVA FENNICA,4,,Q2
SILVAE GENETICA,4,,Q3
SIMBIOTICA,4,,Q4
SIMIOLUS NETHERLANDS QUARTERLY FOR HISTORY OF ART,4,,
SIMPLEGADI,4,,
SIMULATION AND GAMING,4,,Q2
SIMULATION IN HEALTHCARE JOURNAL OF SOCIETY FOR SIMULATION IN HEALTHCARE,4,,Q3
SIMULATION MODELLING PRACTICE AND THEORY,3,,Q1
SIMULATION TRANSACTIONS OF SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,4,,Q3
SINGAPORE ECONOMIC REVIEW,4,,Q3
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,3,,Q2
SINGAPORE MEDICAL JOURNAL,4,,Q2
SINN UND FORM,4,,
SINO CHRISTIAN STUDIES,4,,
SINTAGMA,3,,Q4
SIRNAK UNIVERSITY JOURNAL OF DIVINITY FACULTY,4,,
SISTEMAS AND GESTAO,4,,Q4
SISYPHUS JOURNAL OF EDUCATION,,,Q4
SITUARTE,4,,
SIXTEENTH CENTURY JOURNAL,3,,Q3
SIYASAL JOURNAL OF POLITICAL SCIENCES,4,,Q4
SKANDINAVSKAYA FILOLOGIYA,4,,
SKASE JOURNAL OF THEORETICAL LINGUISTICS,4,,Q4
SKELETAL MUSCLE,2,,Q2
SKELETAL RADIOLOGY,4,,Q2
SKHIDNOIEVROPEISKYI ISTORYCHNYI VISNYK EAST EUROPEAN HISTORICAL BULLETIN,3,,Q2
SKIN APPENDAGE DISORDERS,4,,Q3
