Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
COLUMBIA LAW REVIEW,1,Yes,Q1
COMBUSTION AND FLAME,1,Yes,Q1
COMMENTARII MATHEMATICI HELVETICI,1,Yes,Q1
COMMUNICATION AND SPORT,1,Yes,Q1
COMMUNICATION METHODS AND MEASURES,1,Yes,Q1
COMMUNICATION RESEARCH,1,Yes,Q1
COMMUNICATION THEORY,1,Yes,Q1
COMMUNICATIONS BIOLOGY,1,Yes,Q1
COMMUNICATIONS CHEMISTRY,1,Yes,Q1
COMMUNICATIONS EARTH AND ENVIRONMENT,1,Yes,Q1
COMMUNICATIONS IN TRANSPORTATION RESEARCH,1,Yes,Q1
COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,1,Yes,Q1
COMMUNICATIONS PHYSICS,1,Yes,Q1
COMPARATIVE EDUCATION,1,Yes,Q1
COMPARATIVE MIGRATION STUDIES,1,Yes,Q1
COMPARATIVE POLITICAL STUDIES,1,Yes,Q1
COMPARATIVE STUDIES IN SOCIETY AND HISTORY,1,Yes,Q1
COMPOSITES PART B ENGINEERING,1,Yes,Q1
COMPOSITIO MATHEMATICA,1,Yes,Q1
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,1,Yes,Q1
COMPUTER AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,1,Yes,Q1
COMPUTER ASSISTED LANGUAGE LEARNING,1,Yes,Q1
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,1,Yes,Q1
COMPUTER SCIENCE REVIEW,1,Yes,Q1
COMPUTERS AND EDUCATION,1,Yes,Q1
COMPUTERS AND ELECTRONICS IN AGRICULTURE,1,Yes,Q1
COMPUTERS AND GEOTECHNICS,1,Yes,Q1
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,1,Yes,Q1
COMPUTERS IN HUMAN BEHAVIOR,1,Yes,Q1
COMPUTERS IN INDUSTRY,1,Yes,Q1
CONSERVATION BIOLOGY,1,Yes,Q1
CONSERVATION LETTERS,1,Yes,Q1
CONSTRUCTION AND BUILDING MATERIALS,1,Yes,Q1
CONTACT DERMATITIS,1,Yes,Q1
CONTEMPORARY EDUCATIONAL PSYCHOLOGY,1,Yes,Q1
CONTEMPORARY EUROPEAN HISTORY,1,Yes,Q1
CONTEMPORARY SECURITY POLICY,1,Yes,Q1
COORDINATION CHEMISTRY REVIEWS,1,Yes,Q1
CORROSION SCIENCE,1,Yes,Q1
CRIMINOLOGY,1,Yes,Q1
CRIMINOLOGY AND PUBLIC POLICY,1,Yes,Q1
CRITICAL CARE,1,Yes,Q1
CRITICAL CARE MEDICINE,1,Yes,Q1
CRITICAL PERSPECTIVES ON ACCOUNTING,1,Yes,Q1
CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,1,Yes,Q1
CROP JOURNAL,1,Yes,Q1
CULTURAL ANTHROPOLOGY,1,Yes,Q1
CURRENT BIOLOGY,1,Yes,Q1
CURRENT CLIMATE CHANGE REPORTS,1,Yes,Q1
CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,1,Yes,Q1
CURRENT FORESTRY REPORTS,1,Yes,Q1
CURRENT ISSUES IN LANGUAGE PLANNING,1,Yes,Q1
CURRENT OBESITY REPORTS,1,Yes,Q1
CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,1,Yes,Q1
CURRENT OPINION IN FOOD SCIENCE,1,Yes,Q1
CURRENT OPINION IN INSECT SCIENCE,1,Yes,Q1
CURRENT RESEARCH IN FOOD SCIENCE,1,Yes,Q1
CYBORG AND BIONIC SYSTEMS,1,Yes,Q1
CALIFORNIA LAW REVIEW,2,,Q1
CALIFORNIA MANAGEMENT REVIEW,2,,Q1
CANADIAN JOURNAL OF CARDIOLOGY,2,,Q1
CANCER AND METABOLISM,2,,Q1
CANCER AND METASTASIS REVIEWS,2,,Q1
CANCER BIOLOGY AND MEDICINE,2,,Q1
CANCER BIOLOGY AND THERAPY,2,,Q1
CANCER EPIDEMIOLOGY BIOMARKERS AND PREVENTION,2,,Q1
CANCER IMAGING,2,,Q1
CARBOHYDRATE POLYMER TECHNOLOGIES AND APPLICATIONS,2,,Q1
CARBON,2,Yes,Q1
CARBON BALANCE AND MANAGEMENT,2,,Q1
CARBON CAPTURE SCIENCE AND TECHNOLOGY,2,,Q1
CARBON RESOURCES CONVERSION,2,,Q1
CARDIAC FAILURE REVIEW,2,,Q1
CARTOGRAPHY AND GEOGRAPHIC INFORMATION SCIENCE,2,,Q1
CASE STUDIES IN CONSTRUCTION MATERIALS,2,,Q1
CASE STUDIES IN THERMAL ENGINEERING,2,,Q1
CATALYSIS REVIEWS SCIENCE AND ENGINEERING,2,,Q1
CATALYSIS TODAY,2,,Q1
CBE LIFE SCIENCES EDUCATION,2,Yes,Q1
CELL AND BIOSCIENCE,2,Yes,Q1
CELL CALCIUM,2,,Q1
CELL COMMUNICATION AND SIGNALING,2,Yes,Q1
CELL DEATH DISCOVERY,2,Yes,Q1
CELL REPORTS PHYSICAL SCIENCE,2,,Q1
CELLULAR AND MOLECULAR LIFE SCIENCES,2,Yes,Q1
CELLULAR ONCOLOGY,2,,Q1
CEPHALALGIA,2,,Q1
CERAMICS INTERNATIONAL,2,,Q1
CHEMBIOENG REVIEWS,2,,Q1
CHEMICAL AND BIOLOGICAL TECHNOLOGIES IN AGRICULTURE,2,,Q1
CHEMICAL GEOLOGY,2,,Q1
CHEMICAL RECORD,2,,Q1
CHEMICO BIOLOGICAL INTERACTIONS,2,,Q1
CHEMISTRY EDUCATION RESEARCH AND PRACTICE,2,,Q1
CHEMISTRY OF MATERIALS,2,,Q1
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2,,Q1
CHEMSUSCHEM,2,,Q1
CHILD ABUSE AND NEGLECT,2,Yes,Q1
CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH,2,,Q1
CHILD MALTREATMENT,2,,Q1
CHINA AGRICULTURAL ECONOMIC REVIEW,2,,Q1
CHINA AND WORLD ECONOMY,2,,Q1
CHINA ECONOMIC QUARTERLY INTERNATIONAL,2,,Q1
CHINA ECONOMIC REVIEW,2,Yes,Q1
CHINA GEOLOGY,2,,Q1
CHINA INFORMATION,2,,Q1
CHINA JOURNAL,2,,Q1
CHINESE HERBAL MEDICINES,2,,Q1
CHINESE JOURNAL OF CANCER RESEARCH,2,,Q1
CHINESE JOURNAL OF NATURAL MEDICINES,2,,Q1
CHINESE JOURNAL OF PHYSICS,2,,Q1
CHINESE MEDICAL JOURNAL,2,,Q1
CHINESE MEDICINE,2,,Q1
CIRCULATION GENOMIC AND PRECISION MEDICINE,2,,Q1
CIRP JOURNAL OF MANUFACTURING SCIENCE AND TECHNOLOGY,2,,Q1
CIVIL ENGINEERING JOURNAL TEHRAN,2,,Q1
CLEANER ENVIRONMENTAL SYSTEMS,2,,Q1
CLIMATE POLICY,2,,Q1
CLIMATE SERVICES,2,,Q1
CLIMATIC CHANGE,2,,Q1
CLINICAL AND EXPERIMENTAL ALLERGY,2,,Q1
CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,2,,Q1
CLINICAL AND TRANSLATIONAL MEDICINE,2,Yes,Q1
CLINICAL CHEMISTRY,2,,Q1
CLINICAL CHEMISTRY AND LABORATORY MEDICINE,2,,Q1
CLINICAL EPIGENETICS,2,,Q1
CLINICAL IMPLANT DENTISTRY AND RELATED RESEARCH,2,,Q1
CLINICAL INFECTIOUS DISEASES,2,Yes,Q1
CLINICAL JOURNAL OF PAIN,2,,Q1
CLINICAL MICROBIOLOGY AND INFECTION,2,Yes,Q1
CLINICAL ORAL INVESTIGATIONS,2,,Q1
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,2,Yes,Q1
CLINICAL PHARMACOKINETICS,2,,Q1
CLINICAL PHARMACOLOGY AND THERAPEUTICS,2,,Q1
CLINICAL PSYCHOLOGICAL SCIENCE,2,,Q1
CLINICAL PSYCHOLOGY SCIENCE AND PRACTICE,2,,Q1
CLINICAL RESEARCH IN CARDIOLOGY,2,,Q1
CLINICAL SCIENCE,2,,Q1
CLINICS IN PERINATOLOGY,2,,Q1
CNS NEUROSCIENCE AND THERAPEUTICS,2,,Q1
COASTAL ENGINEERING,2,,Q1
COCHRANE DATABASE OF SYSTEMATIC REVIEWS,2,Yes,Q1
COGNITION,2,Yes,Q1
COGNITIVE BEHAVIOUR THERAPY,2,,Q1
COGNITIVE RESEARCH PRINCIPLES AND IMPLICATIONS,2,,Q1
COLD REGIONS SCIENCE AND TECHNOLOGY,2,,Q1
COLD SPRING HARBOR PERSPECTIVES IN MEDICINE,2,,Q1
COLLOIDS AND SURFACES B BIOINTERFACES,2,,Q1
COLORECTAL DISEASE,2,,Q1
COMMUNICATION AND CRITICAL CULTURAL STUDIES,2,,Q1
COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,2,,Q1
COMMUNICATIONS IN MATHEMATICAL PHYSICS,2,Yes,Q1
COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION,2,,Q1
COMMUNICATIONS IN NUMBER THEORY AND PHYSICS,2,,Q1
COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,2,,Q1
COMMUNICATIONS MATERIALS,2,,Q1
COMMUNICATIONS MEDICINE,2,,Q1
COMPARATIVE POLITICS,2,,Q1
COMPETITION AND CHANGE,2,,Q1
COMPOSITE STRUCTURES,2,,Q1
COMPOSITES COMMUNICATIONS,2,,Q1
COMPOSITES PART A APPLIED SCIENCE AND MANUFACTURING,2,Yes,Q1
COMPOSITES SCIENCE AND TECHNOLOGY,2,Yes,Q1
COMPREHENSIVE PHYSIOLOGY,2,,Q1
COMPREHENSIVE PSYCHIATRY,2,,Q1
COMPUTATIONAL LINGUISTICS,2,,Q1
COMPUTATIONAL MECHANICS,2,,Q1
COMPUTATIONAL VISUAL MEDIA,2,,Q1
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2,,Q1
COMPUTER PHYSICS COMMUNICATIONS,2,,Q1
COMPUTER SCIENCE EDUCATION,2,,Q1
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,2,,Q1
COMPUTERS AND GEOSCIENCES,2,,Q1
COMPUTERS AND INDUSTRIAL ENGINEERING,2,Yes,Q1
COMPUTERS AND MATHEMATICS WITH APPLICATIONS,2,,Q1
COMPUTERS AND OPERATIONS RESEARCH,2,,Q1
COMPUTERS AND SECURITY,2,,Q1
COMPUTERS AND STRUCTURES,2,,Q1
COMPUTERS IN BIOLOGY AND MEDICINE,2,,Q1
COMPUTERS IN HUMAN BEHAVIOR REPORTS,2,,Q1
CONFLICT AND HEALTH,2,,Q1
CONTEMPORARY BRITISH HISTORY,2,,Q1
CONTINUITY AND CHANGE,2,,Q1
CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2,,Q1
CONTRIBUTIONS TO ZOOLOGY,2,,Q1
CONTROL ENGINEERING PRACTICE,2,,Q1
CONVERGENCE INTERNATIONAL JOURNAL OF RESEARCH INTO NEW MEDIA TECHNOLOGIES,2,,Q1
CORAL REEFS,2,,Q1
CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,2,,Q1
CORPUS LINGUISTICS AND LINGUISTIC THEORY,2,,Q1
CORTEX,2,,Q1
CREATIVITY RESEARCH JOURNAL,2,,Q1
CRIME AND JUSTICE A REVIEW OF RESEARCH,2,,Q1
CRIME MEDIA CULTURE,2,,Q1
CRIME SCIENCE,2,,Q1
CRITICAL INQUIRY,2,,Q1
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,2,,Q1
CRITICAL REVIEWS IN BIOTECHNOLOGY,2,,Q1
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,2,,Q1
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,2,Yes,Q1
CRITICAL REVIEWS IN MICROBIOLOGY,2,,Q1
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,2,Yes,Q1
CRITICAL REVIEWS IN PLANT SCIENCES,2,,Q1
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,2,,Q1
CRITICAL REVIEWS IN TOXICOLOGY,2,,Q1
CRITICAL SOCIAL POLICY,2,,Q1
CRITICAL STUDIES IN EDUCATION,2,,Q1
CRITICAL STUDIES ON TERRORISM,2,,Q1
CROP PROTECTION,2,,Q1
CRYOSPHERE,2,,Q1
CRYSTAL GROWTH AND DESIGN,2,,Q1
CSEE JOURNAL OF POWER AND ENERGY SYSTEMS,2,,Q1
CULTURAL AND SOCIAL HISTORY,2,,Q1
CULTURAL DIVERSITY AND ETHNIC MINORITY PSYCHOLOGY,2,,Q1
CURRENT ADDICTION REPORTS,2,,Q1
CURRENT ANTHROPOLOGY,2,,Q1
CURRENT ATHEROSCLEROSIS REPORTS,2,,Q1
CURRENT DIABETES REPORTS,2,,Q1
CURRENT ENVIRONMENTAL HEALTH REPORTS,2,,Q1
CURRENT HIV AIDS REPORTS,2,,Q1
CURRENT HYPERTENSION REPORTS,2,,Q1
CURRENT NEUROLOGY AND NEUROSCIENCE REPORTS,2,,Q1
CURRENT NUTRITION REPORTS,2,,Q1
CURRENT ONCOLOGY REPORTS,2,,Q1
CURRENT OPINION IN BEHAVIORAL SCIENCES,2,,Q1
CURRENT OPINION IN BIOTECHNOLOGY,2,Yes,Q1
CURRENT OPINION IN CHEMICAL BIOLOGY,2,,Q1
CURRENT OPINION IN CHEMICAL ENGINEERING,2,,Q1
CURRENT OPINION IN COLLOID AND INTERFACE SCIENCE,2,,Q1
CURRENT OPINION IN ELECTROCHEMISTRY,2,,Q1
CURRENT OPINION IN GREEN AND SUSTAINABLE CHEMISTRY,2,,Q1
CURRENT OPINION IN HIV AND AIDS,2,,Q1
CURRENT OPINION IN IMMUNOLOGY,2,,Q1
CURRENT OPINION IN INFECTIOUS DISEASES,2,,Q1
CURRENT OPINION IN MICROBIOLOGY,2,,Q1
CURRENT OPINION IN NEUROBIOLOGY,2,,Q1
CURRENT OPINION IN NEUROLOGY,2,,Q1
CURRENT OPINION IN PLANT BIOLOGY,2,,Q1
CURRENT OPINION IN PSYCHIATRY,2,,Q1
CURRENT OPINION IN PSYCHOLOGY,2,Yes,Q1
CURRENT OPINION IN RHEUMATOLOGY,2,,Q1
CURRENT OPINION IN SOLID STATE AND MATERIALS SCIENCE,2,,Q1
CURRENT OPINION IN STRUCTURAL BIOLOGY,2,Yes,Q1
CURRENT OPINION IN VIROLOGY,2,,Q1
CURRENT OSTEOPOROSIS REPORTS,2,,Q1
CURRENT POLLUTION REPORTS,2,,Q1
CURRENT PSYCHIATRY REPORTS,2,,Q1
CURRENT RESEARCH IN MICROBIAL SCIENCES,2,,Q1
CURRENT REVIEWS IN MUSCULOSKELETAL MEDICINE,2,,Q1
CURRENT RHEUMATOLOGY REPORTS,2,,Q1
CURRENT TREATMENT OPTIONS IN ONCOLOGY,2,,Q1
CURRICULUM STUDIES IN HEALTH AND PHYSICAL EDUCATION,2,,Q1
CYTOKINE AND GROWTH FACTOR REVIEWS,2,,Q1
CALCOLO,3,,Q1
CAMBRIDGE LAW JOURNAL,3,,Q1
CAMPBELL SYSTEMATIC REVIEWS,3,,Q1
CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES,3,,Q1
CANADIAN JOURNAL OF ANESTHESIA JOURNAL CANADIEN D ANESTHESIE,3,,Q1
CANADIAN JOURNAL OF PSYCHIATRY REVUE CANADIENNE DE PSYCHIATRIE,3,,Q1
CANCER CELL INTERNATIONAL,3,,Q1
CANCER GENE THERAPY,3,,Q1
CANCER IMMUNOLOGY IMMUNOTHERAPY,3,,Q1
CANCER NANOTECHNOLOGY,3,,Q1
CANCER NURSING,3,,Q1
CARBON LETTERS,3,,Q1
CARDIOVASCULAR INTERVENTION AND THERAPEUTICS,3,,Q1
CAREER DEVELOPMENT INTERNATIONAL,3,,Q1
CARPATHIAN JOURNAL OF MATHEMATICS,3,,Q1
CELL BIOLOGY AND TOXICOLOGY,3,,Q1
CELL REPORTS METHODS,3,,Q1
CELLULOSE,3,,Q1
CENTRAL ASIAN SURVEY,3,,Q1
CHAOS,3,,Q1
CHEMICAL ENGINEERING JOURNAL ADVANCES,3,,Q1
CHEMICAL PHYSICS REVIEWS,3,,Q1
CHEMTEXTS,3,,Q1
CHILD AND ADOLESCENT MENTAL HEALTH,3,,Q1
CHILD INDICATORS RESEARCH,3,,Q1
CHILDREN AND YOUTH SERVICES REVIEW,3,,Q1
CHINA QUARTERLY,3,,Q1
CHINESE JOURNAL OF MECHANICAL ENGINEERING,3,,Q1
CHINESE JOURNAL OF POPULATION RESOURCES AND ENVIRONMENT,3,,Q1
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,3,,Q1
CHIRALITY,3,,Q1
CHIROPRACTIC AND MANUAL THERAPIES,3,,Q1
CIRCULATION JOURNAL,3,,Q1
CITY AND COMMUNITY,3,,Q1
CIVIL WAR HISTORY,3,,Q1
CLASSICAL AND QUANTUM GRAVITY,3,,Q1
CLEANER ENGINEERING AND TECHNOLOGY,3,,Q1
CLEANER LOGISTICS AND SUPPLY CHAIN,3,,Q1
CLEVELAND CLINIC JOURNAL OF MEDICINE,3,,Q1
CLIMATE AND DEVELOPMENT,3,,Q1
CLINICAL AND EXPERIMENTAL OTORHINOLARYNGOLOGY,3,,Q1
CLINICAL AND EXPERIMENTAL PEDIATRICS,3,,Q1
CLINICAL EPIDEMIOLOGY,3,,Q1
CLINICAL KIDNEY JOURNAL,3,,Q1
CLINICAL NEUROPHYSIOLOGY,3,,Q1
CLINICAL NUCLEAR MEDICINE,3,,Q1
CLINICAL REHABILITATION,3,,Q1
CLINICAL SIMULATION IN NURSING,3,,Q1
CLINICS IN CHEST MEDICINE,3,,Q1
CLUSTER COMPUTING JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,3,,Q1
CNS SPECTRUMS,3,,Q1
COGENT ECONOMICS AND FINANCE,3,,Q1
COGNITIVE AND BEHAVIORAL PRACTICE,3,,Q1
COGNITIVE COMPUTATION,3,,Q1
COLLABRA PSYCHOLOGY,3,,Q1
COMMON MARKET LAW REVIEW,3,,Q1
COMMUNICATIONS EUROPEAN JOURNAL OF COMMUNICATION RESEARCH,3,,Q1
COMMUNICATIONS IN COMPUTATIONAL PHYSICS,3,,Q1
COMMUNICATIONS OF ACM,3,,Q1
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A MOLECULAR AND INTEGRATIVE PHYSIOLOGY,3,,Q1
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C TOXICOLOGY AND PHARMACOLOGY,3,,Q1
COMPLEMENTARY THERAPIES IN MEDICINE,3,,Q1
COMPUTATIONAL AND APPLIED MATHEMATICS,3,,Q1
COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,3,,Q1
COMPUTATIONAL PARTICLE MECHANICS,3,,Q1
COMPUTER LAW AND SECURITY REVIEW,3,,Q1
COMPUTER NETWORKS,3,,Q1
COMPUTERS AND EDUCATION OPEN,3,,Q1
COMPUTERS AND ELECTRICAL ENGINEERING,3,,Q1
CONSTRUCTIVE APPROXIMATION,3,,Q1
CONSTRUCTIVE MATHEMATICAL ANALYSIS,3,,Q1
CONTACT LENS AND ANTERIOR EYE,3,,Q1
CONTEMPORARY ACCOUNTING RESEARCH,3,,Q1
CONTEMPORARY SOCIAL SCIENCE,3,,Q1
CORPORATE GOVERNANCE AN INTERNATIONAL REVIEW,3,,Q1
CRITICAL ASIAN STUDIES,3,,Q1
CRITICAL POLICY STUDIES,3,,Q1
CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY,3,,Q1
CRITIQUE OF ANTHROPOLOGY,3,,Q1
CULTURAL TRENDS,3,,Q1
CURRENT EPIDEMIOLOGY REPORTS,3,,Q1
CURRENT ISSUES IN CRIMINAL JUSTICE,3,,Q1
CURRENT ISSUES IN TOURISM,3,,Q1
CURRENT NEUROPHARMACOLOGY,3,,Q1
CURRENT OPINION IN ENVIRONMENTAL SCIENCE AND HEALTH,3,,Q1
CURRENT OPINION IN LIPIDOLOGY,3,,Q1
CURRENT OPINION IN PHARMACOLOGY,3,,Q1
CURRENT PLANT BIOLOGY,3,,Q1
CURRENT PROBLEMS IN PEDIATRIC AND ADOLESCENT HEALTH CARE,3,,Q1
CURRENT PSYCHOLOGY,3,,Q1
CURRENT RESEARCH IN INSECT SCIENCE,3,,Q1
CURRENT RESEARCH IN PARASITOLOGY AND VECTOR BORNE DISEASES,3,,Q1
CURRENT ZOOLOGY,3,,Q1
CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,3,,Q1
CYBERPSYCHOLOGY JOURNAL OF PSYCHOSOCIAL RESEARCH ON CYBERSPACE,3,,Q1
CYBERSECURITY,3,,Q1
CALICO JOURNAL,4,,Q1
CANADIAN FAMILY PHYSICIAN,4,,Q1
CANADIAN HISTORICAL REVIEW,4,,Q1
CANADIAN JOURNAL OF NURSING RESEARCH,4,,Q1
CANADIAN JOURNAL OF OPHTHALMOLOGY JOURNAL CANADIEN D OPHTALMOLOGIE,4,,Q1
CANCER DRUG RESISTANCE,4,,Q1
CARDIOVASCULAR TOXICOLOGY,4,,Q1
CELLULAR AND MOLECULAR BIOENGINEERING,4,,Q1
CELLULAR AND MOLECULAR NEUROBIOLOGY,4,,Q1
CHEMICAL BIOLOGY LETTERS,4,,Q1
CHILD AND ADOLESCENT SOCIAL WORK JOURNAL,4,,Q1
CHILDHOOD IN PAST,4,,Q1
CHINA JOURNAL OF ACCOUNTING RESEARCH,4,,Q1
CHINA REVIEW AN INTERDISCIPLINARY JOURNAL ON GREATER CHINA,4,,Q1
CLEANER AND RESPONSIBLE CONSUMPTION,4,,Q1
CLIMACTERIC,4,,Q1
CLINICAL ANATOMY,4,,Q1
CLINICAL AND EXPERIMENTAL EMERGENCY MEDICINE,4,,Q1
CLINICAL HYPERTENSION,4,,Q1
CLINICAL MEDICINE,4,,Q1
CLINICS,4,,Q1
CLINICS IN LIVER DISEASE,4,,Q1
CMES COMPUTER MODELING IN ENGINEERING AND SCIENCES,4,,Q1
COMMUNICATIONS IN ANALYSIS AND MECHANICS,4,,Q1
COMMUNICATIONS IN APPLIED MATHEMATICS AND COMPUTATIONAL SCIENCE,4,,Q1
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B BIOCHEMISTRY AND MOLECULAR BIOLOGY,4,,Q1
COMPARATIVE COGNITION AND BEHAVIOR REVIEWS,4,,Q1
COMPUTATIONAL BIOLOGY AND CHEMISTRY,4,,Q1
COMPUTERS AND CONCRETE,4,,Q1
CONTEMPORARY EDUCATIONAL TECHNOLOGY,4,,Q1
CONTEMPORARY MATHEMATICS,4,,Q1
CORNELL HOSPITALITY QUARTERLY,4,,Q1
CORROSION COMMUNICATIONS,4,,Q1
COSMETICS,4,,Q1
CRISIS JOURNAL OF CRISIS INTERVENTION AND SUICIDE PREVENTION,4,,Q1
