Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
ORAL HEALTH AND PREVENTIVE DENTISTRY,4,,Q3
ORAL HISTORY REVIEW,2,,Q1
ORAL ONCOLOGY,2,,Q1
ORAL RADIOLOGY,4,,Q3
ORAL SCIENCE INTERNATIONAL,4,,Q4
ORAL SURGERY ORAL MEDICINE ORAL PATHOLOGY ORAL RADIOLOGY,4,,Q2
ORBIS LITTERARUM,3,,
ORBIS TERTIUS,4,,
ORBIT INTERNATIONAL JOURNAL ON ORBITAL DISORDERS OCULOPLASTIC AND LACRIMAL SURGERY,4,,Q4
ORBITAL ELECTRONIC JOURNAL OF CHEMISTRY,4,,Q4
ORDER A JOURNAL ON THEORY OF ORDERED SETS AND ITS APPLICATIONS,3,,Q4
ORE GEOLOGY REVIEWS,2,,Q1
OREGON HISTORICAL QUARTERLY,4,,Q4
ORGANIC AGRICULTURE,4,,Q2
ORGANIC AND BIOMOLECULAR CHEMISTRY,3,,Q2
ORGANIC CHEMISTRY FRONTIERS,2,,Q1
ORGANIC COMMUNICATIONS,4,,Q3
ORGANIC ELECTRONICS,4,,Q3
ORGANIC GEOCHEMISTRY,3,,Q2
ORGANIC LETTERS,1,Yes,Q1
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,4,,Q3
ORGANIC PROCESS RESEARCH AND DEVELOPMENT,3,,Q1
ORGANIC SYNTHESES,4,,Q4
ORGANICS,4,,Q3
ORGANISATIONAL AND SOCIAL DYNAMICS,4,,Q4
ORGANISED SOUND,3,,
ORGANISMS DIVERSITY AND EVOLUTION,2,,Q1
ORGANIZACIJA,4,,Q3
ORGANIZATION,3,,Q2
ORGANIZATION AND ENVIRONMENT,3,,Q1
ORGANIZATION SCIENCE,2,,Q1
ORGANIZATION STUDIES,1,Yes,Q1
ORGANIZATION TECHNOLOGY AND MANAGEMENT IN CONSTRUCTION,4,,Q3
ORGANIZATION THEORY,,,Q1
ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,2,,Q1
ORGANIZATIONAL DYNAMICS,4,,Q2
ORGANIZATIONAL PSYCHOLOGY REVIEW,3,,Q1
ORGANIZATIONAL RESEARCH METHODS,1,Yes,Q1
ORGANIZATIONS AND MARKETS IN EMERGING ECONOMIES,4,,Q3
ORGANIZATSIONNAYA PSIKOLOGIYA,4,,Q4
ORGANOGENESIS,4,,Q2
ORGANOMETALLICS,3,,Q1
ORGANON F,4,,
ORIENS,2,,
ORIENTAL INSECTS,4,,Q4
ORIENTAL JOURNAL OF CHEMISTRY,4,,Q4
ORIGINI,4,,
ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,4,,Q3
ORL JOURNAL FOR OTO RHINO LARYNGOLOGY HEAD AND NECK SURGERY,4,,Q3
ORNAMENTAL HORTICULTURE REVISTA BRASILEIRA DE HORTICULTURA ORNAMENTAL,4,,Q3
ORNAMENTAL PLANT RESEARCH,,,Q2
ORNIS FENNICA,4,,Q2
ORNIS HUNGARICA,4,,Q3
ORNITHOLOGICAL APPLICATIONS,2,,Q1
ORNITHOLOGICAL SCIENCE,4,,Q4
ORNITHOLOGY,3,,Q1
ORNITHOLOGY RESEARCH,4,,Q3
ORNITOLOGIA NEOTROPICAL,4,,Q4
ORPHANET JOURNAL OF RARE DISEASES,2,,Q2
ORTHODONTICS AND CRANIOFACIAL RESEARCH,3,,Q3
ORTHOPADIE,4,,Q4
ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE,3,,Q2
ORTHOPAEDIC NURSING,4,,Q4
ORTHOPAEDIC SURGERY,4,,Q2
ORTHOPAEDICS AND TRAUMATOLOGY SURGERY AND RESEARCH,2,,Q2
ORTHOPEDIC CLINICS OF NORTH AMERICA,4,,Q2
ORTHOPEDIC RESEARCH AND REVIEWS,4,,Q2
ORTHOPEDIC REVIEWS,4,,Q2
ORTHOPEDICS,4,,Q3
ORVOSI HETILAP,4,,Q3
ORYX,3,,Q2
OSAKA JOURNAL OF MATHEMATICS,4,,Q4
OSGOODE HALL LAW JOURNAL,3,,Q2
OSIRIS,2,,Q2
OSMANLI ARASTIRMALARI JOURNAL OF OTTOMAN STUDIES,4,,Q2
OSONG PUBLIC HEALTH AND RESEARCH PERSPECTIVES,4,,Q3
OSTEOARTHRITIS AND CARTILAGE,1,Yes,Q1
OSTEOARTHRITIS AND CARTILAGE OPEN,,,Q1
OSTEOLOGIE,4,,Q4
OSTEOPOROSIS AND SARCOPENIA,4,,Q1
OSTEOPOROSIS INTERNATIONAL,2,,Q1
OSTERREICHISCHE ZEITSCHRIFT FUER SOZIOLOGIE,4,,Q4
OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE,4,,
OSTERREICHISCHES RELIGIONSPADAGOGISCHES FORUM,4,,
OSTEUROPA,4,,Q4
OSTRICH,4,,Q3
OTJR OCCUPATIONAL THERAPY JOURNAL OF RESEARCH,4,,Q2
OTO OPEN,3,,Q2
OTOLARYNGOLOGIC CLINICS OF NORTH AMERICA,4,,Q2
OTOLARYNGOLOGY CASE REPORTS,4,,Q4
OTOLARYNGOLOGY HEAD AND NECK SURGERY,3,,Q1
OTOLOGY AND NEUROTOLOGY,3,,Q2
OTORITAS JURNAL ILMU PEMERINTAHAN,4,,Q4
OUD HOLLAND,2,,
OUTLOOK ON AGRICULTURE,2,,Q2
OVERLAND,4,,
OVIDIUS UNIVERSITY ANNALS OF CHEMISTRY,4,,Q4
OXFORD ART JOURNAL,3,,
OXFORD BULLETIN OF ECONOMICS AND STATISTICS,4,,Q2
OXFORD DEVELOPMENT STUDIES,3,,Q3
OXFORD ECONOMIC PAPERS NEW SERIES,4,,Q3
OXFORD GERMAN STUDIES,4,,
OXFORD JOURNAL OF ARCHAEOLOGY,2,,
OXFORD JOURNAL OF LAW AND RELIGION,3,,Q2
OXFORD JOURNAL OF LEGAL STUDIES,2,,Q2
OXFORD LITERARY REVIEW,4,,
OXFORD MEDICAL CASE REPORTS,4,,Q3
OXFORD OPEN ENERGY,,,Q2
OXFORD OPEN MATERIALS SCIENCE,4,,Q2
OXFORD REVIEW OF ECONOMIC POLICY,3,,Q2
OXFORD REVIEW OF EDUCATION,3,,Q1
OXIDATION OF METALS,,,Q3
OZONE SCIENCE AND ENGINEERING,4,,Q4
