Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
KOME AN INTERNATIONAL JOURNAL OF PURE COMMUNICATION INQUIRY,4,,Q4
KOMPLEKSNOE ISPOLZOVANIE MINERALNOGO SYRA,4,,Q3
KOMUNIKACIE VEDECKE LISTY ZILINSKEJ UNIVERZITY V ZILINE,,,Q4
KONA POWDER AND PARTICLE JOURNAL,4,,Q2
KONSTANTINOVE LISTY CONSTANTINES LETTERS,3,,
KONSTHISTORISK TIDSKRIFT,2,,
KONSULTATIVNAYA PSIKHOLOGIYA I PSIKHOTERAPIYA COUNSELING PSYCHOLOGY AND PSYCHOTHERAPY,4,,Q4
KONTAKT JOURNAL OF NURSING AND SOCIAL SCIENCES RELATED TO HEALTH AND ILLNESS,4,,Q4
KONURALP TIP DERGISI,4,,Q4
KONYA JOURNAL OF ENGINEERING SCIENCES,,,Q4
KOOT REVISTA DE MUSEOLOGIA,4,,
KOREA AUSTRALIA RHEOLOGY JOURNAL,3,,Q2
KOREA JOURNAL,4,,
KOREA OBSERVER,4,,Q3
KOREAN CHEMICAL ENGINEERING RESEARCH,4,,Q4
KOREAN CIRCULATION JOURNAL,3,,Q2
KOREAN ECONOMIC REVIEW,4,,Q4
KOREAN JOURNAL OF ANESTHESIOLOGY,3,,Q1
KOREAN JOURNAL OF APPLIED STATISTICS,4,,Q4
KOREAN JOURNAL OF CHEMICAL ENGINEERING,4,,Q2
KOREAN JOURNAL OF DEFENSE ANALYSIS,4,,Q4
KOREAN JOURNAL OF FAMILY MEDICINE,4,,Q1
KOREAN JOURNAL OF GASTROENTEROLOGY,4,,Q4
KOREAN JOURNAL OF INTERNAL MEDICINE,4,,Q1
KOREAN JOURNAL OF INTERNATIONAL AND COMPARATIVE LAW,4,,Q4
KOREAN JOURNAL OF INTERNATIONAL STUDIES,4,,Q4
KOREAN JOURNAL OF MATERIALS RESEARCH,4,,Q4
KOREAN JOURNAL OF MATHEMATICS,4,,Q3
KOREAN JOURNAL OF MEDICAL HISTORY,4,,Q4
KOREAN JOURNAL OF METALS AND MATERIALS,4,,Q3
KOREAN JOURNAL OF OPTICS AND PHOTONICS,4,,Q4
KOREAN JOURNAL OF ORTHODONTICS,2,,Q2
KOREAN JOURNAL OF PAIN,2,,Q2
KOREAN JOURNAL OF PARASITOLOGY,,,Q3
KOREAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,4,,Q3
KOREAN JOURNAL OF PLANT TAXONOMY,4,,Q4
KOREAN JOURNAL OF RADIOLOGY,2,,Q1
KOREAN JOURNAL OF REMOTE SENSING,4,,Q4
KOREAN JOURNAL OF WOMEN HEALTH NURSING,4,,Q3
KOREAN LANGUAGE IN AMERICA,,,
KOREAN LINGUISTICS,4,,
KOREAN STUDIES,4,,
KOSCIOL I PRAWO,4,,
KOTUITUI NEW ZEALAND JOURNAL OF SOCIAL SCIENCES ONLINE,4,,Q2
KOVOVE MATERIALY METALLIC MATERIALS,4,,Q4
KRAGUJEVAC JOURNAL OF MATHEMATICS,4,,Q3
KRATKIE SOOBSHCHENIYA INSTITUTA ARKHEOLOGII,4,,
KRITERION REVISTA DE FILOSOFIA,4,,
KRITIKA EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,3,,Q2
KRITIKA KULTURA,4,,
KRITIKE AN ONLINE JOURNAL OF PHILOSOPHY,4,,
KRONOSCOPE JOURNAL FOR STUDY OF TIME,4,,
KRYTYKA PRAWA NIEZALEZNE STUDIA NAD PRAWEM,,,Q4
KSCE JOURNAL OF CIVIL ENGINEERING,4,,Q3
KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS,4,,Q4
KSU TARIM VE DOGA DERGISI KSU JOURNAL OF AGRICULTURE AND NATURE,4,,Q4
KULTUR REVISTA INTERDISCIPLINARIA SOBRE LA CULTURA DE LA CIUTAT,4,,
KULTURNO ISTORICHESKAYA PSIKHOLOGIYA CULTURAL HISTORICAL PSYCHOLOGY,4,,Q4
KUNSTITEADUSLIKKE UURIMUSI,4,,
KUNSTLICHE INTELLIGENZ,4,,Q2
KUWAIT JOURNAL OF SCIENCE,4,,Q3
KUWAIT MEDICAL JOURNAL,4,,Q4
KVASNY PRUMYSL,4,,Q4
KWARTALNIK HISTORII ZYDOW JEWISH HISTORY QUARTERLY,4,,Q4
KYBERNETES,4,,Q2
KYBERNETIKA,4,,Q3
KYIV MOHYLA HUMANITIES JOURNAL,3,,
KYKLOS,3,,Q3
KYOTO JOURNAL OF MATHEMATICS,3,,Q4
KYUNGPOOK MATHEMATICAL JOURNAL,4,,Q4
KYUSHU JOURNAL OF MATHEMATICS,3,,Q3
