Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
LANCET RESPIRATORY MEDICINE,1,Yes,Q1
LANCET RHEUMATOLOGY,1,Yes,Q1
LAND,3,,Q2
LAND DEGRADATION AND DEVELOPMENT,2,,Q2
LAND ECONOMICS,4,,Q2
LAND USE POLICY,1,Yes,Q1
LANDBAUFORSCHUNG JOURNAL OF SUSTAINABLE AND ORGANIC AGRICULTURAL SYSTEMS,,,Q3
LANDFALL,4,,
LANDSCAPE AND ECOLOGICAL ENGINEERING,4,,Q2
LANDSCAPE AND URBAN PLANNING,1,Yes,Q1
LANDSCAPE ARCHITECTURE AND ART,4,,
LANDSCAPE ARCHITECTURE FRONTIERS,4,,
LANDSCAPE ECOLOGY,2,,Q1
LANDSCAPE JOURNAL,3,,
LANDSCAPE RESEARCH,4,,Q2
LANDSLIDES,2,,Q1
LANGAGES,4,,Q4
LANGENBECKS ARCHIVES OF SURGERY,3,,Q2
LANGMUIR,2,,Q2
LANGSTON HUGHES REVIEW,4,,
LANGUAGE,2,Yes,Q2
LANGUAGE ACQUISITION,2,,Q2
LANGUAGE AND COGNITION,3,,Q2
LANGUAGE AND COMMUNICATION,2,,Q2
LANGUAGE AND DIALOGUE,3,,
LANGUAGE AND EDUCATION,2,,Q1
LANGUAGE AND HISTORY,3,,Q2
LANGUAGE AND INTERCULTURAL COMMUNICATION,2,Yes,Q1
LANGUAGE AND LINGUISTICS,3,,Q4
LANGUAGE AND LINGUISTICS COMPASS,2,,
LANGUAGE AND LITERACY,4,,Q4
LANGUAGE AND LITERATURE,2,,Q3
LANGUAGE AND SOCIOCULTURAL THEORY,4,,Q3
LANGUAGE AND SPEECH,2,,Q2
LANGUAGE ASSESSMENT QUARTERLY,3,,Q1
LANGUAGE AWARENESS,2,Yes,Q1
LANGUAGE COGNITION AND NEUROSCIENCE,3,,Q1
LANGUAGE CONTEXT AND TEXT SOCIAL SEMIOTICS FORUM,4,,
LANGUAGE CULTURE AND CURRICULUM,1,Yes,Q1
LANGUAGE CULTURE AND SOCIETY,3,,Q3
LANGUAGE DOCUMENTATION AND CONSERVATION,4,,
LANGUAGE DYNAMICS AND CHANGE,2,,
LANGUAGE IN SOCIETY,1,Yes,Q1
LANGUAGE LEARNING,1,Yes,Q1
LANGUAGE LEARNING AND DEVELOPMENT,2,,Q2
LANGUAGE LEARNING AND TECHNOLOGY,2,,Q1
LANGUAGE LEARNING IN HIGHER EDUCATION,4,,Q3
LANGUAGE LEARNING JOURNAL,3,,Q1
LANGUAGE MATTERS,3,,Q3
LANGUAGE POLICY,2,,Q1
LANGUAGE PROBLEMS AND LANGUAGE PLANNING,4,,Q3
LANGUAGE RESOURCES AND EVALUATION,4,,Q3
LANGUAGE SCIENCES,2,,Q2
LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,2,,Q1
LANGUAGE TEACHING,2,Yes,Q1
LANGUAGE TEACHING FOR YOUNG LEARNERS,4,,Q2
LANGUAGE TEACHING RESEARCH,1,Yes,Q1
LANGUAGE TESTING,2,,Q1
LANGUAGE TESTING IN ASIA,3,,Q1
LANGUAGE VARIATION AND CHANGE,1,Yes,Q1
LANGUAGES,2,,Q2
LANGUAGES IN CONTRAST,3,,
LANGUE FRANCAISE,4,,
LANX JOURNAL OF SCUOLA DI SPECIALIZZAZIONE IN ARCHEOLOGIA OF UNIVERSITY OF MILAN,4,,
LAPAROSCOPIC ENDOSCOPIC AND ROBOTIC SURGERY,4,,Q2
LARES QUADRIMESTRALE DI STUDI DEMOETNOANTROPOLOGICI,4,,
LARGE ANIMAL REVIEW,4,,Q4
LARGE SCALE ASSESSMENTS IN EDUCATION,3,,Q1
LARYNGO RHINO OTOLOGIE,4,,Q2
LARYNGOSCOPE,3,,Q2
LARYNGOSCOPE INVESTIGATIVE OTOLARYNGOLOGY,4,,Q2
LASER AND OPTOELECTRONICS PROGRESS,3,,Q4
LASER AND PARTICLE BEAMS,4,,Q3
LASER AND PHOTONICS REVIEWS,1,Yes,Q1
LASER PHYSICS,4,,Q4
LASER PHYSICS LETTERS,4,,Q3
LASERS IN ENGINEERING,4,,Q4
LASERS IN MEDICAL SCIENCE,4,,Q1
LASERS IN SURGERY AND MEDICINE,3,,Q2
LATE IMPERIAL CHINA,2,,Q2
LATERALITY,4,,Q3
LATIN AMERICAN AND CARIBBEAN ETHNIC STUDIES,3,,Q3
LATIN AMERICAN ANTIQUITY,1,Yes,Q2
LATIN AMERICAN APPLIED RESEARCH,4,,Q4
LATIN AMERICAN BUSINESS REVIEW,,,Q3
LATIN AMERICAN ECONOMIC REVIEW,4,,
LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,4,,Q4
LATIN AMERICAN JOURNAL OF CENTRAL BANKING,,,Q3
LATIN AMERICAN JOURNAL OF CONTENT AND LANGUAGE INTEGRATED LACLIL,4,,
LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES,4,,Q3
LATIN AMERICAN MUSIC REVIEW REVISTA DE MUSICA LATINOAMERICANA,4,,
LATIN AMERICAN PERSPECTIVES,3,,Q2
LATIN AMERICAN POLICY,4,,Q3
LATIN AMERICAN POLITICS AND SOCIETY,2,,Q1
LATIN AMERICAN RESEARCH REVIEW,4,,Q2
LATIN AMERICAN THEATRE REVIEW,4,,
LATIN AMERICANIST,4,,
LATINO STUDIES,4,,Q3
LATOMUS,3,,
LATVIAN JOURNAL OF PHYSICS AND TECHNICAL SCIENCES,4,,Q4
LAVAL THEOLOGIQUE ET PHILOSOPHIQUE,4,,
LAW AND CRITIQUE,3,,Q2
LAW AND DEVELOPMENT REVIEW,4,,Q2
LAW AND FINANCIAL MARKETS REVIEW,,,Q2
LAW AND HISTORY REVIEW,3,,Q1
LAW AND HUMAN BEHAVIOR,2,,Q1
LAW AND HUMANITIES,4,,Q3
LAW AND LITERATURE,3,,
LAW AND PHILOSOPHY,2,,Q2
LAW AND POLICY,3,,Q1
LAW AND PRACTICE OF INTERNATIONAL COURTS AND TRIBUNALS,3,,Q2
LAW AND SOCIAL INQUIRY,,,Q2
LAW AND SOCIAL INQUIRY JOURNAL OF AMERICAN BAR FOUNDATION,3,,
LAW AND SOCIETY REVIEW,2,,Q1
LAW CULTURE AND HUMANITIES,4,,Q3
LAW LIBRARY JOURNAL,4,,Q3
LAW PROBABILITY AND RISK,4,,Q1
LAW TEACHER,4,,Q2
LAW TECHNOLOGY AND HUMANS,4,,Q2
LAW TEXT CULTURE,4,,Q4
LAWS,3,,Q2
LCGC EUROPE,4,,Q4
LCGC NORTH AMERICA,4,,
LEA LINGUE E LETTERATURE D ORIENTE E D OCCIDENTE,4,,
LEADERSHIP,4,,Q3
LEADERSHIP AND ORGANIZATION DEVELOPMENT JOURNAL,3,,Q2
LEADERSHIP AND POLICY IN SCHOOLS,4,,Q2
LEADERSHIP IN HEALTH SERVICES,4,,Q3
LEADERSHIP QUARTERLY,1,Yes,Q1
LEARNED PUBLISHING,3,,Q2
LEARNING AND BEHAVIOR,4,,Q2
LEARNING AND INDIVIDUAL DIFFERENCES,1,Yes,Q1
LEARNING AND INSTRUCTION,1,Yes,Q1
LEARNING AND MEMORY,4,,Q3
LEARNING AND MOTIVATION,4,,Q3
LEARNING AND TEACHING IN HIGHER EDUCATION GULF PERSPECTIVES,4,,
LEARNING AND TEACHING INTERNATIONAL JOURNAL OF HIGHER EDUCATION IN SOCIAL SCIENCES,4,,Q3
LEARNING COMMUNITIES INTERNATIONAL JOURNAL OF LEARNING IN SOCIAL CONTEXTS,,,Q4
LEARNING CULTURE AND SOCIAL INTERACTION,3,,Q2
LEARNING DISABILITIES A MULTIDISCIPLINARY JOURNAL,4,,Q4
LEARNING DISABILITIES RESEARCH AND PRACTICE,3,,Q1
LEARNING DISABILITY QUARTERLY,4,,Q3
LEARNING ENVIRONMENTS RESEARCH,2,,Q1
LEARNING HEALTH SYSTEMS,3,,Q2
LEARNING LANDSCAPES,4,,Q4
LEARNING MEDIA AND TECHNOLOGY,1,Yes,Q1
LEARNING ORGANIZATION,4,,Q3
LEBENSWELT AESTHETICS AND PHILOSOPHY OF EXPERIENCE,4,,
LECTORA REVISTA DE DONES I TEXTUALITAT,4,,
LECTURAS DE ECONOMIA,4,,Q4
LED I SNEG ICE AND SNOW,4,,Q4
LEDGER,4,,Q3
LEGACY,4,,
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,2,,Q1
LEGAL EDUCATION REVIEW,4,,Q2
LEGAL ETHICS,1,Yes,Q3
LEGAL INFORMATION MANAGEMENT,4,,Q4
LEGAL ISSUES OF ECONOMIC INTEGRATION,4,,Q2
LEGAL MEDICINE,4,,Q3
LEGAL PLURALISM AND CRITICAL SOCIAL ANALYSIS,4,,Q3
LEGAL STUDIES,3,,Q2
LEGAL THEORY,1,Yes,Q2
LEGE ARTIS LANGUAGE YESTERDAY TODAY TOMORROW,3,,
LEGISLATIVE STUDIES QUARTERLY,3,,Q1
LEGUME RESEARCH,4,,Q3
LEGUME SCIENCE,,,Q1
LEIDEN JOURNAL OF INTERNATIONAL LAW,2,,Q1
LEISURE SCIENCES,2,,Q2
LEISURE STUDIES,3,,Q2
LENGUA Y HABLA,4,,
LENGUA Y MIGRACION LANGUAGE AND MIGRATION,4,,Q4
LENGUAJE Y TEXTOS,4,,Q4
LEONARDO,4,,
LEPROSY REVIEW,4,,Q4
LESNOY ZHURNAL FORESTRY JOURNAL,4,,Q4
LETHAIA,3,,Q1
LETRAS DE HOJE ESTUDOS E DEBATES EM LINGUISTICA LITERATURA E LINGUA PORTUGUESA,4,,
LETRAS LIMA,4,,
LETRAS VERDES,4,,Q4
LETTERATURA E LETTERATURE,4,,
LETTERE ITALIANE,3,,
LETTERS IN APPLIED MICROBIOLOGY,4,,Q3
LETTERS IN DRUG DESIGN AND DISCOVERY,4,,Q4
LETTERS IN MATHEMATICAL PHYSICS,2,,Q3
LETTERS IN ORGANIC CHEMISTRY,4,,Q4
LETTERS IN SPATIAL AND RESOURCE SCIENCES,4,,Q3
LETTERS ON MATERIALS,4,,Q4
LEUKEMIA,1,Yes,Q1
LEUKEMIA AND LYMPHOMA,4,,Q3
LEUKEMIA RESEARCH,4,,Q3
LEUKEMIA RESEARCH REPORTS,4,,Q4
LEUKOS,3,,Q2
LEVANT,4,,
LEVIATHAN A JOURNAL OF MELVILLE STUDIES,2,,
LEX LOCALIS JOURNAL OF LOCAL SELF GOVERNMENT,4,,Q4
LEXICOGRAPHICA,3,,Q4
LEXIKOS,2,,Q2
LEXONOMICA,4,,Q3
LFE REVISTA DE LENGUAS PARA FINES ESPECIFICOS,4,,Q3
LGBT HEALTH,2,,Q1
LGBTQ FAMILY AN INTERDISCIPLINARY JOURNAL,4,,Q1
LHB HYDROSCIENCE JOURNAL,4,,Q4
LIAS JOURNAL OF EARLY MODERN INTELLECTUAL CULTURE AND ITS SOURCES,3,,
LIBERABIT REVISTA DE PSICOLOGIA,4,,Q4
LIBERTE,4,,
LIBRARY,3,,
LIBRARY AND INFORMATION HISTORY,4,,Q4
LIBRARY AND INFORMATION SCIENCE,4,,Q3
LIBRARY AND INFORMATION SCIENCE RESEARCH,3,,Q2
LIBRARY JOURNAL,4,,Q3
LIBRARY MANAGEMENT,3,,Q2
LIBRARY QUARTERLY,4,,Q2
LIBRARY RESOURCES AND TECHNICAL SERVICES,4,,Q3
LIBRARY TRENDS,4,,Q4
LIBRES LIBRARY AND INFORMATION SCIENCE RESEARCH ELECTRONIC JOURNAL,4,,Q4
LIBRI AND LIBERI,4,,
LIBRI INTERNATIONAL JOURNAL OF LIBRARIES AND INFORMATION STUDIES,4,,Q3
LIBROS DE LA CORTE,4,,
LIBYAN JOURNAL OF MEDICINE,4,,Q2
LICHENOLOGIST,3,,Q3
LIED UND POPULARE KULTUR SONG AND POPULAR CULTURE,4,,
LIETUVOS ISTORIJOS STUDIJOS,4,,Q4
LIFE BASEL,3,,Q1
LIFE MEDICINE,4,,Q1
LIFE METABOLISM,4,,Q2
LIFE SCIENCE ALLIANCE,3,,Q2
LIFE SCIENCES,3,,Q1
LIFE SCIENCES IN SPACE RESEARCH,3,,Q2
LIFE SPAN AND DISABILITY,4,,Q4
LIFE WRITING,4,,
LIFESTYLE GENOMICS,4,,Q4
LIFETIME DATA ANALYSIS,4,,Q3
LIGHT ADVANCED MANUFACTURING,,,Q1
LIGHT AND ENGINEERING,4,,Q4
LIGHT SCIENCE AND APPLICATIONS,1,Yes,Q1
LIGHTING RESEARCH AND TECHNOLOGY,3,,Q2
LILI ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK,4,,
LIMITE REVISTA DE ESTUDIOS PORTUGUESES Y DE LA LUSOFONIA,4,,
LIMITE REVISTA DE FILOSOFIA Y PSICOLOGIA,4,,Q4
LIMNETICA,4,,Q3
LIMNOLOGICA,3,,Q2
LIMNOLOGY,4,,Q3
LIMNOLOGY AND OCEANOGRAPHY,2,,Q1
LIMNOLOGY AND OCEANOGRAPHY LETTERS,1,Yes,Q1
LIMNOLOGY AND OCEANOGRAPHY METHODS,4,,Q2
LINACRE QUARTERLY,4,,Q4
LINEAR ALGEBRA AND ITS APPLICATIONS,3,,Q1
LINEAR AND MULTILINEAR ALGEBRA,4,,Q2
LINGUA,2,,Q2
LINGUA E STILE,4,,
LINGUA ITALIANA,3,,Q4
LINGUA MONTENEGRINA,4,,
LINGUA NOSTRA,4,,
LINGUAE AND RIVISTA DI LINGUE E CULTURE MODERNE,4,,
LINGUAMATICA,4,,Q4
LINGUAS AND LETRAS,4,,
LINGUAS E INSTRUMENTOS LINGUISTICOS,4,,
LINGUE ANTICHE E MODERNE,4,,
LINGUE E LINGUAGGIO,3,,
LINGUISTIC APPROACHES TO BILINGUALISM,2,Yes,Q1
LINGUISTIC INQUIRY,1,Yes,Q2
LINGUISTIC LANDSCAPE AN INTERNATIONAL JOURNAL,2,,Q2
LINGUISTIC RESEARCH,3,,
LINGUISTIC REVIEW,2,,Q3
LINGUISTIC TYPOLOGY,1,Yes,Q2
LINGUISTIC VARIATION,3,,
LINGUISTICA ANTVERPIENSIA NEW SERIES THEMES IN TRANSLATION STUDIES,4,,Q2
LINGUISTICA E FILOLOGIA,4,,
LINGUISTICA PRAGENSIA,4,,
LINGUISTICA Y LITERATURA,4,,
LINGUISTICAE INVESTIGATIONES,4,,
LINGUISTICS,2,,Q2
LINGUISTICS AND EDUCATION,2,,Q1
LINGUISTICS AND HUMAN SCIENCES,4,,
LINGUISTICS AND PHILOSOPHY,1,Yes,Q2
LINGUISTICS OF TIBETO BURMAN AREA,2,,
LINGUISTICS VANGUARD,2,,Q3
LINGUISTIQUE,4,,
LINHA D AGUA,4,,
LINHAS CRITICAS,4,,Q4
LINKS RIVISTA DI LETTERATURA E CULTURA TEDESCA,4,,
LINO REVISTA ANUAL DE HISTORIA DEL ARTE,4,,
LION AND UNICORN,4,,
LIPIDS,4,,Q4
LIPIDS IN HEALTH AND DISEASE,2,,Q1
LIQUID CRYSTALS,3,,Q2
LIQUID CRYSTALS AND THEIR APPLICATION,4,,Q4
LIQUID CRYSTALS REVIEWS,3,,Q1
LIQUID CRYSTALS TODAY,4,,Q3
LISTY CUKROVARNICKE A REPARSKE,4,,Q4
LISTY FILOLOGICKE,3,,
LIT LITERATURE INTERPRETATION THEORY,4,,
LITERA JOURNAL OF LANGUAGE LITERATURE AND CULTURE STUDIES,4,,
LITERACY,3,,Q2
LITERACY RESEARCH AND INSTRUCTION,4,,Q3
LITERARY IMAGINATION,3,,
LITERARY JOURNALISM STUDIES,,,
LITERARY VOICE,4,,
LITERATOR JOURNAL OF LITERARY CRITICISM COMPARATIVE LINGUISTICS AND LITERARY STUDIES,3,,
LITERATUR UND KRITIK,4,,
LITERATURA E AUTORITARISMO,4,,
LITERATURA E SOCIEDADE,4,,
LITERATURA MEXICANA,4,,
LITERATURA TEORIA HISTORIA CRITICA,4,,
LITERATURE AND AESTHETICS,4,,
LITERATURE AND HISTORY THIRD SERIES,3,,Q3
LITERATURE AND MEDICINE,4,,
LITERATURE AND THEOLOGY,3,,
LITERATURE COMPASS,2,,
LITERATURE CRITIQUE AND EMPIRE TODAY,,,
LITHIC TECHNOLOGY,3,,Q2
LITHOLOGY AND MINERAL RESOURCES,4,,Q3
LITHOS,2,,Q2
LITHOSPHERE,4,,Q2
LITHUANIAN HISTORICAL STUDIES,4,,Q4
LITHUANIAN JOURNAL OF PHYSICS,4,,Q4
LITHUANIAN MATHEMATICAL JOURNAL,4,,Q2
LITTERATURE,4,,
LITTERATURES,4,,
LITURGY,4,,
LIVER CANCER,1,Yes,Q1
LIVER INTERNATIONAL,2,Yes,Q1
LIVER RESEARCH,3,,Q3
LIVER TRANSPLANTATION,2,,Q1
LIVERPOOL LAW REVIEW,4,,Q3
LIVERS,,,Q3
LIVESTOCK SCIENCE,3,,Q2
LIVING REVIEWS IN RELATIVITY,1,Yes,Q1
LIVING REVIEWS IN SOLAR PHYSICS,1,Yes,Q1
LJETOPIS SOCIJALNOG RADA,4,,Q4
LLENGUA AND LITERATURA,4,,Q4
LLENGUA SOCIETAT I COMUNICACIO,4,,
LLT JOURNAL A JOURNAL ON LANGUAGE AND LANGUAGE TEACHING,,,Q4
LOBACHEVSKII JOURNAL OF MATHEMATICS,4,,
LOCAL AND REGIONAL ANESTHESIA,4,,Q2
LOCAL ECONOMY,3,,Q2
LOCAL ENVIRONMENT,3,,Q1
LOCAL GOVERNMENT STUDIES,3,,Q2
LOGFORUM,4,,Q4
LOGGIA ARQUITECTURA AND RESTAURACION,4,,
LOGIC AND LOGICAL PHILOSOPHY,3,,Q4
LOGIC JOURNAL OF IGPL,4,,Q2
LOGICA UNIVERSALIS,4,,Q3
LOGICAL METHODS IN COMPUTER SCIENCE,4,,Q1
LOGISTICS BASEL,4,,Q2
LOGOPEDICS PHONIATRICS VOCOLOGY,4,,Q4
LOGOS,4,,
LOGOS A JOURNAL OF CATHOLIC THOUGHT AND CULTURE,4,,
LOGOS ANALES DEL SEMINARIO DE METAFISICA,4,,
LOGOS AND PNEUMA CHINESE JOURNAL OF THEOLOGY,4,,
LOGOS CIENCIA AND TECNOLOGIA,4,,Q4
LOGOS JOURNAL OF WORLD PUBLISHING COMMUNITY,4,,
LOGOS REVISTA DE LINGUISTICA FILOSOFIA Y LITERATURA,4,,
LOGOS VILNIUS,4,,
LOISIR AND SOCIETE SOCIETY AND LEISURE,4,,Q4
LONDON JOURNAL,3,,Q2
LONDON REVIEW OF EDUCATION,4,,Q3
LONDON REVIEW OF INTERNATIONAL LAW,3,,Q2
LONG RANGE PLANNING,2,,Q1
LONGITUDINAL AND LIFE COURSE STUDIES,3,,Q3
LOQUENS,4,,Q3
LOTUS INTERNATIONAL,4,,
LOUVAIN STUDIES,4,,
LOW TEMPERATURE PHYSICS,4,,Q4
LUBRICANTS,3,,Q2
LUBRICATION SCIENCE,4,,Q3
LUCENTUM,4,,
LUMEN EIGHTEENTH CENTURY STUDIES D ETUDE DU DIX HUITIEME,4,,
LUMINESCENCE,3,,Q2
LUNG,3,,Q1
LUNG CANCER,2,,Q1
LUNG CANCER MANAGEMENT,4,,Q4
LUNG CANCER TARGETS AND THERAPY,3,,Q2
LUNG INDIA,4,,Q4
LUPUS,4,,Q3
LUPUS SCIENCE AND MEDICINE,2,,Q2
LUSO BRAZILIAN REVIEW,3,,
LUSOTOPIE,4,,
LUTS LOWER URINARY TRACT SYMPTOMS,4,,Q3
LUXURY HISTORY CULTURE CONSUMPTION,4,,
LUZ,4,,Q4
LWT FOOD SCIENCE AND TECHNOLOGY,1,Yes,Q1
LYMPHATIC RESEARCH AND BIOLOGY,4,,Q3
LYMPHOLOGY,4,,Q4
LYMPHOSIGN JOURNAL JOURNAL OF INHERITED IMMUNE DISORDERS,4,,Q4
