Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
HEALTH INFORMATION SCIENCE AND SYSTEMS,2,,Q2
HEALTH POLICY,2,,Q1
HEALTH PSYCHOLOGY,2,,Q1
HEALTH PSYCHOLOGY REVIEW,2,,Q1
HEALTH RESEARCH POLICY AND SYSTEMS,2,,Q1
HEALTH SERVICES RESEARCH,2,,Q1
HEARING RESEARCH,2,,Q1
HEART,2,Yes,Q1
HEART FAILURE REVIEWS,2,,Q1
HELICOBACTER,2,,Q1
HELIOS,2,,
HEPATOLOGY COMMUNICATIONS,2,Yes,Q1
HEREDITY,2,,Q1
HERITAGE SCIENCE,2,,Q1
HERNIA,2,Yes,Q1
HIGH VOLTAGE,2,,Q1
HIGHER EDUCATION QUARTERLY,2,,Q1
HISTOPATHOLOGY,2,,Q1
HISTORIA ZEITSCHRIFT FUR ALTE GESCHICHTE,2,,Q2
HISTORICAL RESEARCH,2,Yes,Q1
HISTORICAL STUDIES IN NATURAL SCIENCES,2,,Q4
HISTORY AND ANTHROPOLOGY,2,,Q2
HISTORY AND MEMORY,2,,Q2
HISTORY AND TECHNOLOGY,2,,Q1
HISTORY AND THEORY,2,Yes,Q1
HISTORY OF EUROPEAN IDEAS,2,,
HISTORY OF FAMILY,2,Yes,Q2
HISTORY OF HUMAN SCIENCES,2,Yes,Q2
HISTORY OF PHOTOGRAPHY,2,Yes,
HISTORY OF POLITICAL ECONOMY,2,,Q1
HISTORY OF POLITICAL THOUGHT,2,,Q2
HISTORY WORKSHOP JOURNAL,2,Yes,Q1
HOLOCAUST AND GENOCIDE STUDIES,2,,Q1
HOME CULTURES,2,,
HOMOLOGY HOMOTOPY AND APPLICATIONS,2,,Q3
HORTICULTURAE,2,,Q1
HOWARD JOURNAL OF COMMUNICATIONS,2,,Q3
HUMAN BRAIN MAPPING,2,,Q1
HUMAN COMPUTER INTERACTION,2,,Q1
HUMAN GENETICS,2,,Q2
HUMAN GENETICS AND GENOMICS ADVANCES,2,,Q2
HUMAN GENOMICS,2,,Q1
HUMAN MOLECULAR GENETICS,2,,Q2
HUMAN MUTATION,2,,Q2
HUMAN NATURE AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,2,,Q1
HUMAN RELATIONS,2,,Q1
HUMAN REPRODUCTION OPEN,2,,Q1
HUMAN RESOURCE DEVELOPMENT REVIEW,2,,Q2
HUMAN RESOURCE MANAGEMENT,2,,Q1
HUMAN RESOURCE MANAGEMENT JOURNAL,2,,Q1
HUMAN RESOURCES FOR HEALTH,2,,Q1
HUMAN RIGHTS LAW REVIEW,2,,Q1
HUMANITIES AND SOCIAL SCIENCES COMMUNICATIONS,2,,Q1
HUME STUDIES,2,,
HYDROMETALLURGY,2,,Q1
HYPATIA A JOURNAL OF FEMINIST PHILOSOPHY,2,,Q2
HAGIOGRAPHICA,3,,
HAGUE JOURNAL OF DIPLOMACY,3,,Q3
HAND AMERICAN ASSOCIATION FOR HAND SURGERY,3,,
HASTINGS CENTER REPORT,3,,Q1
HEAD AND NECK JOURNAL FOR SCIENCES AND SPECIALTIES OF HEAD AND NECK,3,,Q1
HEALTH AND HUMAN RIGHTS,3,,Q2
HEALTH CARE ANALYSIS,3,,Q2
HEALTH CARE MANAGEMENT SCIENCE,3,,Q3
HEALTH COMMUNICATION,3,,Q1
HEALTH ECONOMICS,3,,Q2
HEALTH ECONOMICS REVIEW,3,,Q1
HEALTH EQUITY,3,,Q2
HEALTH INFORMATICS JOURNAL,3,,Q2
HEALTH POLICY AND PLANNING,3,,Q1
HEALTH PSYCHOLOGY AND BEHAVIORAL MEDICINE,3,,Q2
HEALTH REPORTS,3,,Q1
HEALTH SERVICES INSIGHTS,3,,Q2
HEALTH SOCIOLOGY REVIEW,3,,Q1
HEALTH SYSTEMS AND REFORM,3,,Q3
HEALTH TECHNOLOGY ASSESSMENT,3,,Q1
HEART FAILURE CLINICS,3,,Q3
HEART LUNG AND CIRCULATION,3,,Q2
HEART RHYTHM O2,3,,Q2
HEBREW BIBLE AND ANCIENT ISRAEL,3,,
HEGEL STUDIEN,3,,
HEMASPHERE,3,,Q1
HEMATOLOGY AMERICAN SOCIETY OF HEMATOLOGY EDUCATION PROGRAM,3,,Q1
HEMATOLOGY ONCOLOGY CLINICS OF NORTH AMERICA,3,,Q2
HEPATOBILIARY AND PANCREATIC DISEASES INTERNATIONAL,3,,Q1
HEPATOLOGY RESEARCH,3,,Q2
HERANCA REVISTA DE HISTORIA PATRIMONIO E CULTURA,3,,
HERITAGE,3,,Q2
HERITAGE AND SOCIETY,3,,
HERITAGE LANGUAGE JOURNAL,3,,Q3
HERMES ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE,3,,
HERPETOLOGICA,3,,Q3
HIGH ABILITY STUDIES,3,,Q3
HIGH BLOOD PRESSURE AND CARDIOVASCULAR PREVENTION,3,,Q2
HIGH CONFIDENCE COMPUTING,3,,Q2
HIGHER EDUCATION RESEARCH AND DEVELOPMENT,3,,Q1
HIPOGRIFO REVISTA DE LITERATURA Y CULTURA DEL SIGLO DE ORO,3,,
HISPANIA SACRA,3,,Q2
HISPANIC RESEARCH JOURNAL IBERIAN AND LATIN AMERICAN STUDIES,3,,
HISPANIC REVIEW,3,,
HISTORIA DA HISTORIOGRAFIA,3,,Q3
HISTORIA MATHEMATICA,3,,Q3
HISTORIC ENVIRONMENT POLICY AND PRACTICE,3,,
HISTORICAL ARCHAEOLOGY,3,,
HISTORICAL BIOLOGY,3,,Q3
HISTORICAL ENCOUNTERS A JOURNAL OF HISTORICAL CONSCIOUSNESS HISTORICAL CULTURES AND HISTORY EDUCATION,3,,Q1
HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION,3,,
HISTORICAL MATERIALISM RESEARCH IN CRITICAL MARXIST THEORY,3,,Q3
HISTORICAL REFLECTIONS REFLEXIONS HISTORIQUES,3,,Q2
HISTORICAL SOCIAL RESEARCH HISTORISCHE SOZIALFORSCHUNG,3,,Q1
HISTORIOGRAPHIA LINGUISTICA,3,,Q3
HISTORISCHE ZEITSCHRIFT,3,,Q3
HISTORISCHES JAHRBUCH,3,,Q2
HISTORISK TIDSSKRIFT,3,,Q2
HISTORY,3,,Q1
HISTORY AND PHILOSOPHY OF LIFE SCIENCES,3,,Q2
HISTORY AND PHILOSOPHY OF LOGIC,3,,Q2
HISTORY COMPASS,3,,Q1
HISTORY OF EDUCATION REVIEW,3,,Q3
HISTORY OF PSYCHOLOGY,3,,Q2
HISTORY OF RELIGIONS,3,,Q1
HIV MEDICINE,3,,Q2
HOLOCENE,3,,Q3
HOLZFORSCHUNG,3,,Q2
HOPOS JOURNAL OF INTERNATIONAL SOCIETY FOR HISTORY OF PHILOSOPHY OF SCIENCE,3,,Q3
HORIZONS,3,,
HORMONE RESEARCH IN PAEDIATRICS,3,,Q1
HORMONES AND BEHAVIOR,3,,Q2
HORROR STUDIES,3,,
HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,3,,Q2
HOUSING POLICY DEBATE,3,,Q1
HOUSING STUDIES,3,,Q1
HOUSING THEORY AND SOCIETY,3,,Q2
HPB,3,,Q1
HUDEBNI VEDA,3,,
HUMAN ARENAS,3,,Q3
HUMAN BEHAVIOR AND EMERGING TECHNOLOGIES,3,,Q1
HUMAN CELL,3,,Q3
HUMAN CENTRIC COMPUTING AND INFORMATION SCIENCES,3,,Q2
HUMAN DIMENSIONS OF WILDLIFE,3,,Q3
HUMAN FACTORS,3,,Q1
HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING AND SERVICE INDUSTRIES,3,,Q3
HUMAN GENE THERAPY,3,,Q1
HUMAN MOVEMENT SCIENCE,3,,Q2
HUMAN PATHOLOGY,3,,Q2
HUMAN PERFORMANCE,3,,Q3
HUMAN RESOURCE DEVELOPMENT INTERNATIONAL,3,,Q2
HUMAN RESOURCE DEVELOPMENT QUARTERLY,3,,Q1
HUMAN RIGHTS REVIEW,3,,Q1
HUMAN SERVICE ORGANIZATIONS MANAGEMENT LEADERSHIP AND GOVERNANCE,3,,Q2
HUMAN STUDIES,3,,Q3
HUMAN VACCINES AND IMMUNOTHERAPEUTICS,3,,Q2
HUMANA MENTE JOURNAL OF PHILOSOPHICAL STUDIES,3,,
HUMANITIES BASEL,3,,
HUMANITY AN INTERNATIONAL JOURNAL OF HUMAN RIGHTS HUMANITARIANISM AND DEVELOPMENT,3,,Q3
HUMOR INTERNATIONAL JOURNAL OF HUMOR RESEARCH,3,,Q3
HUNTINGTON LIBRARY QUARTERLY,3,,
HYDROBIOLOGIA,3,,Q1
HYDROGEOLOGY JOURNAL,3,,Q2
HYDROLOGICAL PROCESSES,3,,Q2
HYDROLOGY,3,,Q2
HYPERTENSION RESEARCH,3,,Q1
H ERMES JOURNAL OF COMMUNICATION,4,,Q4
H2OPEN JOURNAL,4,,Q4
HABITAT Y SOCIEDAD,4,,Q4
HACETTEPE JOURNAL OF MATHEMATICS AND STATISTICS,4,,Q2
HACETTEPE UNIVERSITESI EGITIM FAKULTESI DERGISI HACETTEPE UNIVERSITY JOURNAL OF EDUCATION,4,,Q4
HACIENDA PUBLICA ESPANOLA REVIEW OF PUBLIC ECONOMICS,4,,Q4
HACQUETIA,4,,Q4
HALLAZGOS REVISTA DE INVESTIGACIONES,4,,Q4
HAMOSTASEOLOGIE,4,,Q2
HAND CLINICS,4,,Q3
HAND SURGERY AND REHABILITATION,4,,Q3
HAND THERAPY,4,,Q4
HANDCHIRURGIE MIKROCHIRURGIE PLASTISCHE CHIRURGIE,4,,Q4
HARDWAREX,4,,Q3
HARVARD BUSINESS REVIEW,4,,Q1
HARVARD CIVIL RIGHTS CIVIL LIBERTIES LAW REVIEW,4,,Q2
HARVARD ENVIRONMENTAL LAW REVIEW,4,,
HARVARD JOURNAL OF ASIATIC STUDIES,4,,Q2
HARVARD JOURNAL OF LAW AND PUBLIC POLICY,4,,Q3
HARVARD JOURNAL ON LEGISLATION,4,,Q2
HARVARD REVIEW OF PSYCHIATRY,4,,Q2
HASEKI TIP BULTENI MEDICAL BULLETIN OF HASEKI,4,,Q4
HASELTONIA,4,,Q4
HASER REVISTA INTERNACIONAL DE FILOSOFIA APLICADA,4,,
HASTINGS LAW JOURNAL,4,,Q2
HAU JOURNAL OF ETHNOGRAPHIC THEORY,4,,Q3
HAWWA,4,,
HE KUPU,4,,Q4
HEALTH,4,,Q2
HEALTH AND HISTORY,4,,Q4
HEALTH AND SOCIAL CARE IN COMMUNITY,4,,Q1
HEALTH AND SOCIAL WORK,4,,Q1
HEALTH AND TECHNOLOGY,4,,Q3
HEALTH BEHAVIOR AND POLICY REVIEW,4,,Q4
HEALTH CARE FOR WOMEN INTERNATIONAL,4,,Q3
HEALTH CARE MANAGEMENT REVIEW,4,,Q2
HEALTH CARE SCIENCE,4,,Q1
HEALTH EDUCATION,4,,Q3
HEALTH EDUCATION AND BEHAVIOR,4,,Q2
HEALTH EDUCATION JOURNAL,4,,Q2
HEALTH EDUCATION RESEARCH,4,,Q2
HEALTH INFORMATION AND LIBRARIES JOURNAL,4,,Q2
HEALTH INFORMATION MANAGEMENT JOURNAL,4,,Q3
HEALTH PHYSICS,4,,Q3
HEALTH POLICY AND TECHNOLOGY,4,,Q1
HEALTH POLICY OPEN,4,,Q2
HEALTH PROBLEMS OF CIVILIZATION,4,,Q4
HEALTH PROMOTION AND CHRONIC DISEASE PREVENTION IN CANADA RESEARCH POLICY AND PRACTICE,4,,Q2
HEALTH PROMOTION INTERNATIONAL,4,,Q2
HEALTH PROMOTION JOURNAL OF AUSTRALIA,4,,Q3
HEALTH PROMOTION PERSPECTIVES,4,,Q2
HEALTH PROMOTION PRACTICE,4,,Q4
HEALTH PSYCHOLOGY OPEN,4,,Q3
HEALTH PSYCHOLOGY REPORT,4,,Q4
HEALTH PSYCHOLOGY RESEARCH,4,,Q1
HEALTH RISK AND SOCIETY,4,,Q4
HEALTH SA GESONDHEID,4,,Q4
HEALTH SCIENCE REPORTS,4,,Q2
HEALTH SCOPE,4,,Q4
HEALTH SECURITY,4,,Q3
HEALTH SERVICES AND OUTCOMES RESEARCH METHODOLOGY,4,,Q3
HEALTH SERVICES MANAGEMENT RESEARCH,4,,Q4
HEALTH SERVICES RESEARCH AND MANAGERIAL EPIDEMIOLOGY,4,,Q4
HEALTH SYSTEMS,4,,Q4
HEALTHCARE,4,,Q2
HEALTHCARE IN LOW RESOURCE SETTINGS,4,,
HEALTHCARE INFORMATICS RESEARCH,4,,Q3
HEALTHCARE JOURNAL OF DELIVERY SCIENCE AND INNOVATION,4,,Q3
HEALTHCARE TECHNOLOGY LETTERS,4,,Q2
HEARING BALANCE AND COMMUNICATION,4,,Q4
HEART AND LUNG,4,,Q1
HEART AND MIND,4,,Q3
HEART AND VESSELS,4,,Q3
HEART INTERNATIONAL,4,,Q2
HEART SURGERY FORUM,4,,Q4
HEART VIEWS,4,,Q4
HEAT AND MASS TRANSFER,4,,Q3
HEAT TRANSFER,4,,Q2
HEAT TRANSFER ENGINEERING,4,,Q3
HEAT TRANSFER RESEARCH,4,,Q3
HEC FORUM,4,,Q3
HELIYON,4,,Q1
HELLENIC JOURNAL OF CARDIOLOGY,4,,Q2
HELLENIC JOURNAL OF NUCLEAR MEDICINE,4,,Q4
HELMINTHOLOGIA,4,,Q2
HELVETICA CHIMICA ACTA,4,,Q3
HEMATO,4,,Q4
HEMATOLOGICAL ONCOLOGY,4,,Q1
HEMATOLOGIE,4,,Q4
HEMATOLOGY,4,,Q3
HEMATOLOGY REPORTS,4,,Q4
HEMATOLOGY TRANSFUSION AND CELL THERAPY,4,,Q3
HEMIJSKA INDUSTRIJA,4,,Q4
HEMODIALYSIS INTERNATIONAL,4,,Q3
HEMOGLOBIN,4,,Q4
HENRY JAMES REVIEW,4,,
HEPATIC MEDICINE EVIDENCE AND RESEARCH,4,,Q3
HEPATIC ONCOLOGY,4,,Q4
HEPATITIS MONTHLY,4,,Q4
HEPATOLOGY FORUM,4,,Q3
HEPATOMA RESEARCH,4,,Q4
HERALD OF AN ARCHIVIST,4,,Q4
HERALD OF RUSSIAN ACADEMY OF SCIENCES,4,,Q3
HERD HEALTH ENVIRONMENTS RESEARCH AND DESIGN JOURNAL,4,,Q3
HEREDITARY CANCER IN CLINICAL PRACTICE,4,,Q3
HEREDITAS,4,,Q2
HERMENEIA,4,,
HERMENEUS,4,,
HEROIN ADDICTION AND RELATED CLINICAL PROBLEMS,4,,Q4
HERPETOLOGICAL CONSERVATION AND BIOLOGY,4,,Q4
HERPETOLOGICAL JOURNAL,4,,Q4
HERPETOLOGICAL MONOGRAPHS,4,,Q3
HERPETOZOA,4,,Q3
HERZ,4,,Q4
HERZOGIA,4,,Q3
HESPERIS TAMUDA,4,,
HETEROATOM CHEMISTRY,4,,Q3
HETEROCYCLIC COMMUNICATIONS,4,,Q3
HETEROCYCLIC LETTERS,4,,Q4
HEYTHROP JOURNAL,4,,
HIDROBIOLOGICA,4,,Q4
HIGH ALTITUDE MEDICINE AND BIOLOGY,4,,Q3
HIGH ENERGY CHEMISTRY,4,,Q4
HIGH ENERGY DENSITY PHYSICS,4,,Q4
HIGH PERFORMANCE POLYMERS,4,,Q3
HIGH PRESSURE RESEARCH,4,,Q3
HIGH TEMPERATURE,4,,Q4
HIGH TEMPERATURE CORROSION OF MATERIALS,4,,Q2
HIGH TEMPERATURE MATERIAL PROCESSES,4,,Q4
HIGH TEMPERATURE MATERIALS AND PROCESSES,4,,Q4
HIGH TEMPERATURES HIGH PRESSURES,4,,Q4
HIGHER EDUCATION POLICY,4,,Q1
HIGHER EDUCATION SKILLS AND WORK BASED LEARNING,4,,Q2
HILO DE LA FABULA,4,,
HIMALAYAN GEOLOGY,4,,Q3
HIP INTERNATIONAL,4,,Q3
HIPERBOREEA,4,,Q2
HIPERTENSION Y RIESGO VASCULAR,4,,Q3
HIPPOCAMPUS,4,,Q3
HIPPOKRATIA,4,,Q3
HIROSHIMA MATHEMATICAL JOURNAL,4,,Q3
HISPAMERICA REVISTA DE LITERATURA,4,,
HISPANIA A JOURNAL DEVOTED TO TEACHING OF SPANISH AND PORTUGUESE,4,,Q4
HISPANIA NOVA,4,,Q2
HISPANIA REVISTA ESPANOLA DE HISTORIA,4,,Q2
HISPANIC HEALTH CARE INTERNATIONAL,4,,Q4
HISPANIC JOURNAL OF BEHAVIORAL SCIENCES,4,,Q4
HISPANOFILA,4,,
HISTOCHEMISTRY AND CELL BIOLOGY,4,,Q2
HISTOIRE SOCIALE SOCIAL HISTORY,4,,Q2
HISTOLOGY AND HISTOPATHOLOGY,4,,Q2
HISTORELO REVISTA DE HISTORIA REGIONAL Y LOCAL,4,,Q1
HISTORIA,4,,Q3
HISTORIA 396,4,,Q3
HISTORIA ACTUAL ONLINE,4,,Q2
HISTORIA AGRARIA,4,,Q1
HISTORIA CARIBE,4,,Q3
HISTORIA CIENCIAS SAUDE MANGUINHOS,4,,Q4
HISTORIA CONSTITUCIONAL,4,,Q3
HISTORIA CONTEMPORANEA,4,,Q3
HISTORIA CRITICA,4,,Q2
HISTORIA E CULTURA,4,,Q3
HISTORIA HISTORIAS,4,,Q4
HISTORIA INSTITUCIONES DOCUMENTOS,4,,Q2
HISTORIA MEXICANA,4,,Q2
HISTORIA SANTIAGO,4,,Q2
HISTORIA SOCIAL,4,,Q2
HISTORIA UNISINOS,4,,Q3
HISTORIA Y COMUNICACION SOCIAL,4,,Q2
HISTORIA Y ESPACIO,4,,Q4
HISTORIA Y MEMORIA,4,,Q2
HISTORIA Y MEMORIA DE LA EDUCACION,4,,Q4
HISTORIA Y POLITICA,4,,Q1
HISTORIA Y SOCIEDAD,4,,Q2
HISTORIAN,4,,Q4
HISTORICAL RECORDS OF AUSTRALIAN SCIENCE,4,,Q3
HISTORICAL REVIEW LA REVUE HISTORIQUE,4,,Q3
HISTORICAL STUDIES IN EDUCATION CANADA,4,,Q2
HISTORICKA SOCIOLOGIE,4,,Q4
HISTORICKY CASOPIS,4,,Q3
HISTORIOGRAFIAS REVISTA DE HISTORIA Y TEORIA,4,,Q2
HISTORISK TIDSKRIFT,4,,Q2
HISTORY AND SOCIOLOGY OF SOUTH ASIA,4,,Q4
HISTORY OF ECONOMIC THOUGHT AND POLICY,4,,Q4
HISTORY OF ECONOMICS REVIEW,4,,Q4
HISTORY OF EDUCATION,4,,Q3
HISTORY OF EDUCATION AND CHILDRENS LITERATURE,4,,Q3
HISTORY OF EDUCATION QUARTERLY,4,,Q2
HISTORY OF GEO AND SPACE SCIENCES,4,,Q3
HISTORY OF PHILOSOPHY AND LOGICAL ANALYSIS,4,,
HISTORY OF PSYCHIATRY,4,,Q3
HISTORY OF SCIENCE AND TECHNOLOGY,4,,Q2
HISTORY TODAY,4,,Q3
HISTRIA,4,,Q4
HITIT THEOLOGY JOURNAL,4,,
HITOTSUBASHI JOURNAL OF ECONOMICS,4,,Q4
HIV AIDS RESEARCH AND PALLIATIVE CARE,4,,Q3
HIV AND AIDS REVIEW,4,,Q4
HIV RESEARCH AND CLINICAL PRACTICE,4,,Q3
HLA,4,,Q1
HNO,4,,Q3
HOBBES STUDIES,4,,
HOKKAIDO MATHEMATICAL JOURNAL,4,,Q3
HOLISTIC NURSING PRACTICE,4,,Q2
HOLOCAUST STUDII SI CERCETARI,4,,Q2
HOLOS,4,,Q4
HOME HEALTH CARE MANAGEMENT AND PRACTICE,4,,Q4
HOME HEALTH CARE SERVICES QUARTERLY,4,,Q4
HOMEOPATHY,4,,Q3
HOMICIDE STUDIES,4,,Q1
HOMO JOURNAL OF COMPARATIVE HUMAN BIOLOGY,4,,Q2
HOMO OECONOMICUS JOURNAL OF BEHAVIORAL AND INSTITUTIONAL ECONOMICS,4,,Q4
HONAM MATHEMATICAL JOURNAL,4,,Q4
HONG KONG JOURNAL OF DERMATOLOGY AND VENEREOLOGY,4,,
HONG KONG JOURNAL OF EMERGENCY MEDICINE,4,,Q3
HONG KONG JOURNAL OF OCCUPATIONAL THERAPY,4,,Q2
HONG KONG JOURNAL OF PAEDIATRICS,4,,Q4
HONG KONG JOURNAL OF RADIOLOGY,4,,Q4
HONG KONG LAW JOURNAL,4,,Q3
HONG KONG MEDICAL JOURNAL,4,,Q1
HONG KONG PHYSIOTHERAPY JOURNAL,4,,Q4
HORIZONS IN BIBLICAL THEOLOGY,4,,
HORIZONTE REVISTA DE ESTUDOS DE TEOLOGIA E CIENCIAS DA RELIGIAO,4,,
HORMIGON Y ACERO,4,,Q4
HORMONE AND METABOLIC RESEARCH,4,,Q4
HORMONE MOLECULAR BIOLOGY AND CLINICAL INVESTIGATION,4,,Q4
HORMONES INTERNATIONAL JOURNAL OF ENDOCRINOLOGY AND METABOLISM,4,,Q3
HORTICULTURA BRASILEIRA,4,,Q4
HORTICULTURAL SCIENCE,4,,Q3
HORTICULTURAL SCIENCE AND TECHNOLOGY,4,,Q4
HORTICULTURE JOURNAL,4,,Q3
HORTSCIENCE,4,,Q2
HORTTECHNOLOGY,4,,Q3
HOSPITAL PHARMACY,4,,Q4
HOSPITALITY AND SOCIETY,4,,Q3
HOUSING CARE AND SUPPORT,4,,Q4
HOUSTON JOURNAL OF MATHEMATICS,4,,Q4
HOW A COLOMBIAN JOURNAL FOR TEACHERS OF ENGLISH,4,,Q4
HRVATSKI DIJALEKTOLOSKI ZBORNIK,4,,
HRVATSKI FILMSKI LJETOPIS,4,,
HRVATSKI GEOGRAFSKI GLASNIK CROATIAN GEOGRAPHICAL BULLETIN,4,,Q4
HSE SOCIAL AND EDUCATION HISTORY,4,,Q2
HSS JOURNAL,4,,Q3
HTM JOURNAL OF HEAT TREATMENT AND MATERIALS,4,,Q4
HUDSON REVIEW,4,,
HUMAN AFFAIRS POSTDISCIPLINARY HUMANITIES AND SOCIAL SCIENCES QUARTERLY,4,,Q3
HUMAN AND ECOLOGICAL RISK ASSESSMENT,4,,Q3
HUMAN AND EXPERIMENTAL TOXICOLOGY,4,,Q2
HUMAN ECOLOGY,4,,Q1
HUMAN ECOLOGY REVIEW,4,,Q4
HUMAN FERTILITY,4,,Q3
HUMAN GENE,4,,Q4
HUMAN GENOME VARIATION,4,,Q4
HUMAN HEREDITY,4,,Q4
HUMAN IMMUNOLOGY,4,,Q3
HUMAN NUTRITION AND METABOLISM,4,,Q3
HUMAN ORGANIZATION,4,,Q3
HUMAN PSYCHOPHARMACOLOGY CLINICAL AND EXPERIMENTAL,4,,Q3
HUMAN RIGHTS QUARTERLY,4,,Q3
HUMAN SPORT MEDICINE,4,,Q4
HUMAN SYSTEMS MANAGEMENT,4,,Q4
HUMAN WILDLIFE INTERACTIONS,4,,
HUMANIDADES AND INOVACAO,4,,
HUMANITAS PORTUGAL,4,,
HUNGARIAN CULTURAL STUDIES,4,,Q4
HUNGARIAN GEOGRAPHICAL BULLETIN,4,,Q3
HUNGARIAN JOURNAL OF INDUSTRY AND CHEMISTRY,4,,Q4
HYBRIS REVISTA DE FILOSOFIA,4,,
HYDROLOGICAL RESEARCH LETTERS,4,,Q4
HYDROLOGICAL SCIENCES JOURNAL,4,,Q2
HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,4,,Q4
HYDROLOGY RESEARCH,4,,Q2
HYPERTENSION IN PREGNANCY,4,,Q2
HYPERTENSION RESEARCH IN PREGNANCY,4,,Q4
HYPNOS,4,,
HYSTRIX ITALIAN JOURNAL OF MAMMALOGY,4,,Q2
HAIDE,,,
HARVARD DATA SCIENCE REVIEW,,,Q1
HARVARD INTERNATIONAL LAW JOURNAL,,,Q1
HEALTH AFFAIRS SCHOLAR,,,Q2
HEALTH MARKETING QUARTERLY,,,Q3
HIPERTEXT NET,,,Q3
HISTORIA PHILOSOPHICA AN INTERNATIONAL JOURNAL,,,Q4
HISTORIES,,,Q2
HISTORY AUSTRALIA,,,Q2
HOLOCAUST STUDIES,,,Q1
HORIZON FENOMENOLOGICHESKIE ISSLEDOVANIYA,,,
HOSPITAL PEDIATRICS,,,Q2
HRVATSKE VODE,,,Q4
HUMAN ANIMAL INTERACTIONS,,,Q2
HUMAN FACTORS IN HEALTHCARE,,,Q2
HUMAN MOVEMENT,,,Q4
HUMAN PATHOLOGY REPORTS,,,Q4
HYDROGEN,,,Q3
HYGIENE AND ENVIRONMENTAL HEALTH ADVANCES,,,Q2
