Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
UNIVERSITAS REVISTA DE CIENCIAS SOCIALES Y HUMANAS,4,,Q3
UNIVERSITY OF BOLOGNA LAW REVIEW,4,,Q3
UNIVERSITY OF CHICAGO LAW REVIEW,3,,Q1
UNIVERSITY OF CINCINNATI LAW REVIEW,4,,Q3
UNIVERSITY OF ILLINOIS LAW REVIEW,4,,Q2
UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL,4,,Q2
UNIVERSITY OF PENNSYLVANIA JOURNAL OF INTERNATIONAL LAW,4,,Q3
UNIVERSITY OF PENNSYLVANIA LAW REVIEW,,,Q1
UNIVERSITY OF PITTSBURGH LAW REVIEW,4,,Q3
UNIVERSITY OF TORONTO JOURNAL OF UNDERGRADUATE LIFE SCIENCES,4,,Q4
UNIVERSITY OF TORONTO LAW JOURNAL,4,,Q3
UNIVERSITY OF TORONTO MEDICAL JOURNAL,4,,Q3
UNIVERSITY OF TORONTO QUARTERLY,3,,
UNIVERSITY OF WESTERN AUSTRALIA LAW REVIEW,4,,Q3
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES A APPLIED MATHEMATICS AND PHYSICS,4,,Q4
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES B CHEMISTRY AND MATERIALS SCIENCE,4,,Q4
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES C ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,4,,Q4
UNIVERSUM REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES,4,,
UNMANNED SYSTEMS,3,,Q2
UNTERRICHTSPRAXIS TEACHING GERMAN,4,,
UPDATES IN SURGERY,3,,Q2
UPRAVLENETS MANAGER,4,,Q4
UPSALA JOURNAL OF MEDICAL SCIENCES,4,,Q2
URBAN AFFAIRS REVIEW,2,,Q2
URBAN CLIMATE,2,,Q1
URBAN DESIGN INTERNATIONAL,4,,Q2
URBAN ECOSYSTEMS,3,,Q2
URBAN EDUCATION,3,,Q2
URBAN FORESTRY AND URBAN GREENING,2,Yes,Q1
URBAN FORUM,3,,Q3
URBAN GEOGRAPHY,1,Yes,Q1
URBAN HISTORY,3,,Q2
URBAN HISTORY REVIEW REVUE D HISTOIRE URBAINE,3,,Q2
URBAN MORPHOLOGY,4,,
URBAN PLANNING,3,,Q3
URBAN POLICY AND RESEARCH,4,,Q2
URBAN RAIL TRANSIT,3,,Q2
URBAN RESEARCH AND PRACTICE,3,,Q3
URBAN SCIENCE,3,,Q1
URBAN STUDIES,1,Yes,Q1
URBAN WATER JOURNAL,4,,Q3
URBANI IZZIV URBAN CHALLENGE,4,,Q3
URBANITIES JOURNAL OF URBAN ETHNOGRAPHY,4,,Q4
URBANO,4,,Q4
URBE REVISTA BRASILEIRA DE GESTAO URBANA,4,,Q4
URDIMENTO REVISTA DE ESTUDOS EM ARTES CENICAS,4,,
UROGYNECOLOGY,4,,Q4
UROLITHIASIS,3,,Q2
UROLOGIA INTERNATIONALIS,4,,Q3
UROLOGIA JOURNAL,4,,Q4
UROLOGIC CLINICS OF NORTH AMERICA,3,,Q2
UROLOGIC ONCOLOGY SEMINARS AND ORIGINAL INVESTIGATIONS,3,,Q2
UROLOGICAL SCIENCE,4,,Q4
UROLOGIE,4,,Q4
UROLOGY,3,,Q2
UROLOGY ANNALS,4,,Q4
UROLOGY CASE REPORTS,4,,Q4
UROLOGY JOURNAL,4,,Q4
UROLOGY PRACTICE,4,,Q3
UROLOGY RESEARCH AND PRACTICE,4,,Q3
UROONKOLOJI BULTENI BULLETIN OF UROONCOLOGY,4,,Q4
URSUS,4,,Q3
URVIO REVISTA LATINOAMERICANA DE ESTUDIOS DE SEGURIDAD,4,,Q4
US CATHOLIC HISTORIAN,4,,
US PHARMACIST,4,,Q4
USER MODELING AND USER ADAPTED INTERACTION,2,,Q2
USPEKHI FIZIKI METALLOV PROGRESS IN PHYSICS OF METALS,4,,Q3
UTILITAS,2,Yes,
UTILITIES POLICY,3,,Q2
UTOPIAN STUDIES,3,,
UTRECHT JOURNAL OF INTERNATIONAL AND EUROPEAN LAW,4,,Q3
UTRECHT LAW REVIEW,4,,Q2
