Journal_Normalized,CAS2025_Quartile,CAS2025_Top,JCR_BestQuartile
EUROPEAN JOURNAL OF EPIDEMIOLOGY,2,,Q1
EUROPEAN JOURNAL OF FOREST RESEARCH,2,,Q1
EUROPEAN JOURNAL OF FUTURES RESEARCH,2,,Q1
EUROPEAN JOURNAL OF HIGHER EDUCATION,2,,Q1
EUROPEAN JOURNAL OF HUMAN GENETICS,2,,Q1
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,2,,Q1
EUROPEAN JOURNAL OF INTERNAL MEDICINE,2,,Q1
EUROPEAN JOURNAL OF INTERNATIONAL LAW,2,,Q1
EUROPEAN JOURNAL OF MECHANICS A SOLIDS,2,,Q1
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,2,,Q1
EUROPEAN JOURNAL OF MIGRATION AND LAW,2,,Q1
EUROPEAN JOURNAL OF NEUROLOGY,2,,Q1
EUROPEAN JOURNAL OF NUTRITION,2,,Q1
EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2,,Q1
EUROPEAN JOURNAL OF ORTHODONTICS,2,,Q1
EUROPEAN JOURNAL OF PAEDIATRIC DENTISTRY,2,,Q1
EUROPEAN JOURNAL OF PAIN,2,,Q1
EUROPEAN JOURNAL OF POLITICAL ECONOMY,2,,Q1
EUROPEAN JOURNAL OF POLITICS AND GENDER,2,,Q1
EUROPEAN JOURNAL OF POPULATION REVUE EUROPEENNE DE DEMOGRAPHIE,2,,Q1
EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,2,,Q1
EUROPEAN JOURNAL OF RADIOLOGY,2,,Q1
EUROPEAN JOURNAL OF TEACHER EDUCATION,2,,Q1
EUROPEAN MANAGEMENT JOURNAL,2,,Q1
EUROPEAN NEUROPSYCHOPHARMACOLOGY,2,,Q1
EUROPEAN POLICY ANALYSIS,2,,Q1
EUROPEAN POLYMER JOURNAL,2,,Q1
EUROPEAN PSYCHIATRY,2,,Q1
EUROPEAN RADIOLOGY,2,Yes,Q1
EUROPEAN RADIOLOGY EXPERIMENTAL,2,,Q1
EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,2,,Q1
EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,2,,Q1
EUROPEAN REVIEW OF ECONOMIC HISTORY,2,,Q1
EUROPEAN REVIEW OF HISTORY REVUE EUROPEENNE D HISTOIRE,2,,Q1
EUROPEAN SOCIETIES,2,,Q1
EUROPEAN SPORT MANAGEMENT QUARTERLY,2,,Q1
EUROPEAN URBAN AND REGIONAL STUDIES,2,,Q1
EUROPEAN UROLOGY FOCUS,2,Yes,Q1
EUROPEAN UROLOGY OPEN SCIENCE,2,,Q1
EUROSURVEILLANCE,2,Yes,Q1
EVODEVO,2,,Q1
EVOLUTIONARY HUMAN SCIENCES,2,,Q1
EXERCISE AND SPORT SCIENCES REVIEWS,2,,Q1
EXPERIMENTAL HEMATOLOGY AND ONCOLOGY,2,,Q1
EXPERIMENTAL NEUROLOGY,2,,Q1
EXPERT OPINION ON DRUG DELIVERY,2,,Q1
EXPERT OPINION ON DRUG DISCOVERY,2,,Q1
EXPERT OPINION ON THERAPEUTIC PATENTS,2,,Q1
EXPERT OPINION ON THERAPEUTIC TARGETS,2,,Q1
EYE AND VISION,2,,Q1
EARTHQUAKE ENGINEERING AND ENGINEERING VIBRATION,2,,Q2
ECOLOGICAL ENTOMOLOGY,2,,Q2
ECOLOGY AND EVOLUTION,2,,Q2
ECONOMICS AND PHILOSOPHY,2,,Q2
ECOSYSTEM HEALTH AND SUSTAINABILITY,2,,Q2
EDUCATIONAL ASSESSMENT EVALUATION AND ACCOUNTABILITY,2,,Q2
EDUCATIONAL STUDIES IN MATHEMATICS,2,Yes,Q2
EGYPTIAN INFORMATICS JOURNAL,2,,Q2
EMOTION SPACE AND SOCIETY,2,,Q2
ENDOCRINOLOGY AND METABOLISM,2,,Q2
ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,2,,Q2
ENERGETIC MATERIALS FRONTIERS,2,,Q2
ENERGY SUSTAINABILITY AND SOCIETY,2,,Q2
ENGLISH LANGUAGE AND LINGUISTICS,2,,Q2
ENGLISH TODAY,2,,Q2
ENGLISH WORLD WIDE,2,,Q2
ENVIRONMENT AND PLANNING C POLITICS AND SPACE,2,,Q2
ENVIRONMENT AND SOCIETY ADVANCES IN RESEARCH,2,,Q2
ENVIRONMENTAL EPIGENETICS,2,,Q2
ENVIRONMENTAL MICROBIOLOGY,2,,Q2
EPIGENETICS AND CHROMATIN,2,,Q2
EPIJOURNAL DE GEOMETRIE ALGEBRIQUE,2,,Q2
EUROPEAN ECONOMIC REVIEW,2,,Q2
EUROPEAN EDUCATIONAL RESEARCH JOURNAL,2,,Q2
EUROPEAN JOURNAL OF CELL BIOLOGY,2,,Q2
EUROPEAN JOURNAL OF COMBINATORICS,2,,Q2
EUROPEAN JOURNAL OF POLITICAL THEORY,2,,Q2
EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,2,,Q2
EUROPEAN JOURNAL OF SOCIAL THEORY,2,,Q2
EUROPEAN JOURNAL OF SOIL BIOLOGY,2,,Q2
EUROPEAN JOURNAL OF SOIL SCIENCE,2,,Q2
EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,2,,Q2
EUROPEAN PHYSICAL JOURNAL C,2,,Q2
EUROPEAN TRANSPORT RESEARCH REVIEW,2,,Q2
EVOLUTION,2,Yes,Q2
EVOLUTIONARY APPLICATIONS,2,Yes,Q2
EXPERIMENTAL AND APPLIED ACAROLOGY,2,,Q2
EXPERT REVIEW OF VACCINES,2,,Q2
EXTRACTIVE INDUSTRIES AND SOCIETY,2,,Q2
ELECTRONIC JOURNAL OF PROBABILITY,2,,Q3
ENVIRONMENTAL ETHICS,2,,Q3
ETHICS AND BIOETHICS,2,,Q3
ETHICS AND INTERNATIONAL AFFAIRS,2,,Q3
ETHNICITIES,2,,Q3
EARLY SCIENCE AND MEDICINE,2,,Q4
EARLY MUSIC HISTORY,2,,
ECCLESIOLOGY,2,,
EIGHTEENTH CENTURY FICTION,2,,
EIKON IMAGO,2,,
EMPIRICAL MUSICOLOGY REVIEW,2,Yes,
ENGLISH LITERARY RENAISSANCE,2,,
ENVIRONMENTAL HUMANITIES,2,,
ERKENNTNIS,2,,
ES FOOD AND AGROFORESTRY,2,,
ES MATERIALS AND MANUFACTURING,2,,
ESTONIAN JOURNAL OF ARCHAEOLOGY,2,,
ETHICAL THEORY AND MORAL PRACTICE,2,,
ETHNOMUSICOLOGY,2,,
EUROPEAN JOURNAL OF ARCHAEOLOGY,2,,
EUROPEAN JOURNAL OF PHILOSOPHY,2,,
EXEMPLARIA MEDIEVAL EARLY MODERN THEORY,2,,
E AND G QUATERNARY SCIENCE JOURNAL,3,,Q1
E LEARNING AND DIGITAL MEDIA,3,,Q1
EARLY EDUCATION AND DEVELOPMENT,3,,Q1
EARTH SYSTEMS AND ENVIRONMENT,3,,Q1
EARTHQUAKE SCIENCE,3,,Q1
EAST ASIA,3,,Q1
EATING DISORDERS,3,,Q1
ECONOMETRICS JOURNAL,3,,Q1
ECONOMIC AND POLITICAL STUDIES EPS,3,,Q1
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,3,,Q1
ECONOMIC HISTORY OF DEVELOPING REGIONS,3,,Q1
ECONOMIC SYSTEMS,3,,Q1
ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,3,,Q1
EDUCATION AND TRAINING,3,,Q1
EDUCATION SCIENCES,3,,Q1
EDUCATIONAL ASSESSMENT,3,,Q1
EDUCATIONAL MANAGEMENT ADMINISTRATION AND LEADERSHIP,3,,Q1
EDUCATIONAL RESEARCH,3,,Q1
EDUCATIONAL RESEARCH AND EVALUATION,3,,Q1
EFOOD,3,,Q1
EGYPTIAN JOURNAL OF BIOLOGICAL PEST CONTROL,3,,Q1
EJNMMI RADIOPHARMACY AND CHEMISTRY,3,,Q1
EKSPLOATACJA I NIEZAWODNOSC MAINTENANCE AND RELIABILITY,3,,Q1
ELECTION LAW JOURNAL,3,,Q1
ELECTRONIC COMMERCE RESEARCH AND APPLICATIONS,3,,Q1
ELECTRONIC MARKETS,3,,Q1
ELEMENTA SCIENCE OF ANTHROPOCENE,3,,Q1
EMERGENCY MEDICINE JOURNAL,3,,Q1
EMERGING MARKETS FINANCE AND TRADE,3,,Q1
EMERGING THEMES IN EPIDEMIOLOGY,3,,Q1
EMERGING TOPICS IN LIFE SCIENCES,3,,Q1
EMOTION REVIEW,3,,Q1
EMPIRICAL RESEARCH IN VOCATIONAL EDUCATION AND TRAINING,3,,Q1
EMS SURVEYS IN MATHEMATICAL SCIENCES,3,,Q1
ENDANGERED SPECIES RESEARCH,3,,Q1
ENDOCRINE PRACTICE,3,,Q1
ENERGY AND FUELS,3,,Q1
ENGINEERING STUDIES,3,,Q1
ENTERPRISE AND SOCIETY,3,,Q1
ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,3,,Q1
ENVIRONMENT AND HISTORY,3,,Q1
ENVIRONMENT AND PLANNING B URBAN ANALYTICS AND CITY SCIENCE,3,,Q1
ENVIRONMENTAL AND RESOURCE ECONOMICS,3,,Q1
ENVIRONMENTAL COMMUNICATION A JOURNAL OF NATURE AND CULTURE,3,,Q1
ENVIRONMENTAL EDUCATION RESEARCH,3,,Q1
ENVIRONMENTAL EVIDENCE,3,,Q1
ENVIRONMENTAL HISTORY,3,,Q1
ENVIRONMENTAL SCIENCE NANO,3,,Q1
ENVIRONMENTAL SCIENCES EUROPE,3,,Q1
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,3,,Q1
EPILEPSY CURRENTS,3,,Q1
ESAIM MATHEMATICAL MODELLING AND NUMERICAL ANALYSIS,3,,Q1
ESC HEART FAILURE,3,,Q1
ESTUARINE COASTAL AND SHELF SCIENCE,3,,Q1
ETHNICITY AND HEALTH,3,,Q1
ETHNOS,3,,Q1
ETR AND D EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,3,,Q1
EURASIAN GEOGRAPHY AND ECONOMICS,3,,Q1
EUROPE ASIA STUDIES,3,,Q1
EUROPEAN ARCHIVES OF OTO RHINO LARYNGOLOGY,3,,Q1
EUROPEAN BUSINESS ORGANIZATION LAW REVIEW,3,,Q1
EUROPEAN HEART JOURNAL DIGITAL HEALTH,3,,Q1
EUROPEAN JOURNAL OF CARDIOVASCULAR NURSING,3,,Q1
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,3,,Q1
EUROPEAN JOURNAL OF CRIMINOLOGY,3,,Q1
EUROPEAN JOURNAL OF EMERGENCY MEDICINE,3,,Q1
EUROPEAN JOURNAL OF GENERAL PRACTICE,3,,Q1
EUROPEAN JOURNAL OF HEALTH ECONOMICS,3,,Q1
EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,3,,Q1
EUROPEAN JOURNAL OF MANAGEMENT AND BUSINESS ECONOMICS,3,,Q1
EUROPEAN JOURNAL OF MARKETING,3,,Q1
EUROPEAN JOURNAL OF ONCOLOGY NURSING,3,,Q1
EUROPEAN JOURNAL OF PEDIATRICS,3,,Q1
EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES,3,,Q1
EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS,3,,Q1
EUROPEAN JOURNAL OF PHARMACOLOGY,3,,Q1
EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE,3,,Q1
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,3,,Q1
EUROPEAN JOURNAL OF PUBLIC HEALTH,3,,Q1
EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,3,,Q1
EUROPEAN JOURNAL OF SPORT SCIENCE,3,,Q1
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,3,,Q1
EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS,3,,Q1
EUROPEAN LAW JOURNAL,3,,Q1
EUROPEAN PLANNING STUDIES,3,,Q1
EUROPEAN PSYCHOLOGIST,3,,Q1
EUROPEAN STROKE JOURNAL,3,,Q1
EVIDENCE AND POLICY,3,,Q1
EXCEPTIONAL CHILDREN,3,,Q1
EXCLI JOURNAL,3,,Q1
EXPERIMENTAL GERONTOLOGY,3,,Q1
EXPERIMENTAL THERMAL AND FLUID SCIENCE,3,,Q1
EXPERT OPINION ON INVESTIGATIONAL DRUGS,3,,Q1
EXPERT REVIEW OF ANTI INFECTIVE THERAPY,3,,Q1
EXPERT REVIEW OF MOLECULAR DIAGNOSTICS,3,,Q1
EXPERT REVIEWS IN MOLECULAR MEDICINE,3,,Q1
EXTREME MECHANICS LETTERS,3,,Q1
EXTREMES,3,,Q1
EYE,3,,Q1
E POLYMERS,3,,Q2
EARLY CHILDHOOD EDUCATION JOURNAL,3,,Q2
EARLY HUMAN DEVELOPMENT,3,,Q2
EARTH AND PLANETARY PHYSICS,3,,Q2
EARTH AND SPACE SCIENCE,3,,Q2
EARTH PLANETS AND SPACE,3,,Q2
EARTH SCIENCE INFORMATICS,3,,Q2
EARTH SURFACE DYNAMICS,3,,Q2
EARTH SURFACE PROCESSES AND LANDFORMS,3,,Q2
EARTHQUAKE SPECTRA,3,,Q2
EATING AND WEIGHT DISORDERS STUDIES ON ANOREXIA BULIMIA AND OBESITY,3,,Q2
ECHO RESEARCH AND PRACTICE,3,,Q2
ECOLOGICAL COMPLEXITY,3,,Q2
ECOLOGICAL MODELLING,3,,Q2
ECOLOGICAL SOLUTIONS AND EVIDENCE,3,,Q2
ECOLOGY AND SOCIETY,3,,Q2
ECONOMIA POLITICA,3,,Q2
ECONOMIC ANTHROPOLOGY,3,,Q2
ECONOMICA,3,,Q2
ECONOMICS AND HUMAN BIOLOGY,3,,Q2
ECONOMICS AND POLITICS,3,,Q2
ECONOMICS AND SOCIOLOGY,3,,Q2
ECONOMICS OF EDUCATION REVIEW,3,,Q2
ECONOMICS OF TRANSPORTATION,3,,Q2
ECONOMIES,3,,Q2
ECOPSYCHOLOGY,3,,Q2
ECOSPHERE,3,,Q2
ECOSYSTEMS,3,,Q2
EDUCATION FINANCE AND POLICY,3,,Q2
EDUCATION FOR CHEMICAL ENGINEERS,3,,Q2
EDUCATION INQUIRY,3,,Q2
EDUCATIONAL POLICY,3,,Q2
EDUCATIONAL STUDIES AESA,3,,Q2
EGYPTIAN JOURNAL OF AQUATIC RESEARCH,3,,Q2
EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES,3,,Q2
EJNMMI RESEARCH,3,,Q2
ELECTRIC POWER SYSTEMS RESEARCH,3,,Q2
ELECTROCHEMISTRY COMMUNICATIONS,3,,Q2
ELECTRONIC JOURNAL OF COMBINATORICS,3,,Q2
EMERGING ADULTHOOD,3,,Q2
EMOTIONS AND SOCIETY,3,,Q2
EMPIRICA,3,,Q2
ENDOCRINOLOGY,3,,Q2
ENDOSCOPY INTERNATIONAL OPEN,3,,Q2
ENERGY AND CLIMATE CHANGE,3,,Q2
ENERGY ECOLOGY AND ENVIRONMENT,3,,Q2
ENERGY FOR SUSTAINABLE DEVELOPMENT,3,,Q2
ENERGY REPORTS,3,,Q2
ENGINEERING IN LIFE SCIENCES,3,,Q2
ENGLISH TEACHING AND LEARNING,3,,Q2
ENTERPRISE INFORMATION SYSTEMS,3,,Q2
ENTERPRISE MODELLING AND INFORMATION SYSTEMS ARCHITECTURES AN INTERNATIONAL JOURNAL,3,,Q2
ENTERTAINMENT COMPUTING,3,,Q2
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,3,,Q2
ENTROPY,3,,Q2
ENVIRONMENT AND URBANIZATION,3,,Q2
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,3,,Q2
